"","cSObM2TOMPOOM080315.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","AYtCM2TOMPOOA100360.extra.kraken2.report","X9JUZM2TOMPOOB100355.extra.kraken2.report","nG3jM2TOMPOOA051345.extra.kraken2.report","iYASM2TOMPOOA050195.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","dSz8M2TOMPOOA051340.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","FvY2M2TOMPOOB051329.extra.kraken2.report"
"1673428",3,4,4,0,1,2,0,3,5,4,7
"439481",2,5,9,1,3,4,2,2,5,5,8
"673860",4,6,5,0,1,7,1,4,8,2,7
"2282148",3,6,14,1,4,3,0,2,2,3,10
"1920749",1,0,4,0,1,1,0,0,0,1,1
"2594042",4,5,17,1,4,10,1,2,10,17,11
"89593",10617,11389,16194,1896,3128,9223,2601,7258,14461,6812,12372
"716546",6768,12582,17962,2069,2545,4990,1365,16615,14053,5516,7216
"4891",631,862,1527,135,318,812,267,521,943,722,1367
"34346",25,17,41,4,7,18,3,45,35,23,45
"5267",247,372,612,48,151,357,69,205,368,307,511
"162474",65,78,150,26,26,94,20,84,96,76,139
"5234",104,144,260,15,52,135,26,87,145,109,229
"6033",14,18,27,2,2,23,2,12,18,7,18
"423054",1755,910,1471,138,353,1144,141,1562,1262,1001,1633
"5820",311,413,794,85,132,439,76,228,522,311,605
"5864",93,104,172,14,31,101,21,73,111,88,136
"5873",47,73,145,13,32,81,15,48,90,72,107
"340080",2,3,5,0,2,1,1,1,2,1,2
"33847",78,93,126,15,27,79,30,33,181,92,112
"38748",92,110,162,11,50,104,32,73,152,99,165
"227086",6,10,7,11,2,6,4,4,18,1,8
"1286322",666,918,1589,121,395,922,139,467,945,817,1384
"5690",62,59,106,7,24,58,12,38,60,42,101
"5782",38,62,84,6,12,45,22,42,90,28,67
"2898",11,16,21,4,9,13,9,11,27,9,10
"464988",3,8,0,0,1,6,1,8,12,1,1
"55529",10,6,7,0,1,4,6,4,18,1,4
"5741",20,30,36,5,19,32,5,12,32,33,35
"279303",8,4,2,0,5,0,4,0,3,2,11
"1109710",1,3,0,0,0,1,0,0,1,1,1
"1647475",1,1,0,0,1,2,0,0,3,1,0
"2719575",1,1,7,0,0,3,0,0,2,3,0
"1327959",1,1,1,0,1,0,0,0,1,0,2
"1524882",1,0,4,0,0,1,1,1,3,2,2
"1647305",0,0,3,0,0,4,0,1,0,6,1
"2656534",0,7,3,0,1,1,0,2,2,1,1
"2794947",2,0,2,0,0,1,1,1,7,3,6
"658401",2,3,0,0,0,3,0,0,1,2,4
"1109711",3,1,4,0,0,2,0,1,1,2,2
"1414737",2,3,1,1,0,4,0,0,0,1,4
"1647476",4,3,7,0,2,5,2,0,9,5,10
"1458831",1,2,2,0,0,1,0,1,5,1,1
"10702",1,2,5,0,2,1,0,1,3,2,7
"1690818",2,6,4,0,1,0,0,1,1,0,5
"2601610",3,7,9,0,1,5,3,4,2,1,7
"981330",1,2,11,0,0,2,1,2,4,6,5
"2315704",0,1,0,0,0,0,0,0,2,0,1
"1647304",1,2,4,0,0,0,0,2,4,1,0
"1647470",0,1,12,0,0,2,0,0,0,1,2
"416419",2,0,2,0,0,0,0,1,2,0,2
"2517971",1,0,2,0,1,1,0,4,4,1,1
"1647472",0,0,0,1,0,2,0,0,0,0,0
"691963",2,0,4,2,0,3,2,1,2,1,1
"754066",1,1,5,0,0,2,0,1,3,1,2
"2182360",7,8,6,0,0,5,2,3,6,3,6
"984175",0,0,0,0,0,0,0,0,0,0,0
"1647474",1,0,2,0,1,1,1,0,3,0,4
"1664246",1,0,2,0,1,0,0,0,0,1,3
"1887644",0,2,0,0,0,0,0,0,0,0,0
"1838072",1,0,0,1,0,1,0,0,0,0,2
"1821559",0,2,1,1,0,1,0,0,0,0,0
"1805457",0,4,1,1,1,1,0,1,1,2,3
"1821563",0,2,0,0,0,1,0,0,1,0,0
"2591211",1,0,3,0,0,0,0,0,0,0,4
"2591031",0,1,3,1,0,1,0,0,1,2,2
"2593268",0,1,0,0,0,0,0,0,1,0,2
"2599838",1,2,3,0,0,0,1,0,0,1,0
"2599845",0,1,0,0,0,0,0,0,0,0,0
"1527493",1,2,1,0,1,0,1,1,2,0,2
"1109717",1,0,0,0,2,1,0,0,0,0,1
"1308863",0,0,0,0,0,1,0,0,0,1,0
"1109712",1,2,1,0,1,3,2,0,2,1,2
"45764",0,1,2,1,6,6,0,1,1,0,3
"2315475",0,0,0,0,0,0,0,0,0,0,0
"1089121",2,3,7,1,0,1,2,0,3,3,2
"1838062",1,0,3,0,0,1,0,2,0,1,1
"2283304",0,7,0,0,1,0,0,0,1,0,0
"1071177",0,0,0,0,0,0,0,0,0,0,0
"1414742",7,0,2,0,0,1,0,0,0,1,0
"1589748",0,0,3,0,0,0,0,0,1,0,0
"2729575",0,0,1,0,0,0,1,2,0,1,1
"2126925",0,0,3,0,0,1,0,0,5,0,1
"909297",1,0,0,0,0,1,0,0,0,0,0
"984186",0,0,0,0,1,0,0,0,0,0,0
"2743909",2,2,6,0,2,2,0,0,2,1,3
"1538804",0,0,0,0,0,0,0,1,0,0,0
"2250336",0,1,0,0,1,0,0,0,0,0,0
"2571253",1,1,1,0,0,0,1,0,0,0,0
"2557579",0,0,0,0,0,0,0,0,0,0,0
"2250352",0,0,0,0,0,3,0,0,0,1,0
"2283249",2,0,0,0,0,0,0,0,0,0,0
"2507858",0,0,0,0,0,0,0,0,0,0,1
"2507854",0,3,0,0,0,0,0,0,1,0,0
"2488789",0,2,0,0,30,0,0,0,0,0,1
"2419978",0,1,1,0,0,1,0,0,0,2,0
"691966",0,0,1,0,0,0,0,1,0,0,0
"2696356",0,0,0,0,0,0,0,0,0,0,0
"1458863",0,0,0,0,0,0,0,0,0,0,0
"2742114",0,0,0,0,0,0,0,0,1,0,0
"747763",0,2,1,0,0,1,0,0,2,1,1
"753085",0,0,1,1,0,0,0,0,0,0,1
"2686278",0,0,0,0,0,1,0,0,0,0,0
"754053",0,0,0,0,1,0,3,0,0,0,0
"1643326",0,0,0,0,0,0,0,0,0,0,0
"330398",0,0,0,0,0,0,0,0,0,0,0
"2656526",0,1,6,0,1,1,0,0,0,1,1
"1647471",1,1,5,0,1,1,3,0,1,2,3
"1964565",0,1,2,0,0,1,0,0,1,0,1
"2591132",2,0,1,0,0,1,0,0,1,0,1
"370623",0,6,4,3,1,3,1,1,6,1,3
"1868596",0,0,0,0,0,0,0,0,0,2,0
"2608321",0,1,1,0,0,0,0,0,0,0,1
"1647309",0,1,5,0,1,2,0,1,3,3,1
"322855",0,0,0,0,0,0,0,0,0,0,0
"2601626",0,0,0,0,0,0,0,0,0,0,0
"2599852",1,0,0,0,0,0,1,1,0,0,2
"1327037",0,0,0,0,0,0,0,0,1,0,1
"319522",1,0,0,0,0,0,0,1,2,1,1
"2759389",0,1,4,0,0,0,0,0,0,0,2
"2656540",0,2,2,0,0,0,1,1,1,0,2
"1983555",0,1,0,0,0,1,0,0,5,1,1
"1327970",0,0,0,0,0,0,0,0,0,0,0
"1838081",1,0,1,0,2,2,0,0,0,1,0
"2761110",0,0,0,0,0,0,0,0,0,0,0
"2562717",45,80,134,7,28,73,26,34,74,73,128
"1993872",1,5,8,1,0,1,0,0,3,2,0
"1195070",3,3,6,0,2,7,2,0,6,2,2
"1034114",0,3,1,0,0,1,0,0,0,0,0
"1034152",0,0,6,0,0,3,0,0,0,2,3
"2562522",0,1,1,1,0,1,0,0,0,1,3
"2560593",0,0,0,0,0,0,0,1,0,0,0
"2560591",1,1,0,0,0,0,0,1,1,1,0
"2315863",9,41,70,4,18,32,4,24,40,24,52
"1982898",13,18,37,2,4,14,1,8,13,16,26
"1982900",0,2,6,0,0,4,0,2,1,3,3
"1623295",3,8,10,1,3,4,0,0,6,4,6
"1982897",6,7,26,0,5,12,4,5,8,4,11
"1982899",3,6,10,4,4,8,1,0,3,5,3
"2562661",12,24,36,3,21,29,4,14,27,19,33
"1089129",0,0,1,0,0,2,0,0,0,0,0
"373405",0,1,0,0,0,1,1,0,0,0,3
"1211282",0,1,0,0,0,1,0,2,1,0,0
"1089111",0,2,0,0,1,0,0,0,1,0,0
"1041807",0,2,0,0,0,0,0,1,0,0,2
"1034136",1,0,0,0,0,0,0,0,0,0,2
"1211281",0,0,0,0,0,0,0,0,0,0,2
"1993862",0,0,0,0,0,0,0,0,0,0,0
"1993863",0,0,2,0,0,1,0,0,1,0,1
"1993865",0,0,0,0,0,0,0,0,1,2,0
"1032892",0,0,2,0,0,2,0,0,0,0,0
"1993873",0,0,1,2,0,1,0,0,0,0,1
"2733155",8,22,27,3,8,18,4,6,18,10,14
"2733152",10,13,25,1,8,12,3,5,19,17,31
"2733153",8,18,21,3,7,8,2,5,17,4,22
"2733154",3,9,12,1,2,3,0,5,10,2,11
"1982880",12,11,27,5,8,14,2,7,18,9,17
"1982881",1,3,3,0,3,3,2,3,2,5,5
"1982879",2,7,2,0,2,0,1,4,7,6,4
"1982895",4,8,7,0,0,1,0,11,9,2,1
"2562663",4,18,25,3,4,3,0,5,12,12,31
"2560504",1,0,2,0,1,1,0,1,0,0,2
"2562660",6,15,12,1,8,4,2,4,23,6,7
"1034112",0,0,0,0,0,0,0,0,0,0,0
"1983734",1,3,1,0,0,1,2,2,8,3,3
"1623277",0,0,7,2,1,4,2,1,4,1,1
"2700041",2,4,1,0,1,4,0,2,7,2,4
"1983735",1,3,1,0,0,2,0,0,2,0,1
"1983744",3,1,2,0,0,1,1,1,6,0,6
"1623301",2,5,4,0,2,3,0,1,2,0,3
"2734220",0,0,0,0,0,0,0,0,0,1,0
"2734219",0,0,2,1,0,0,0,0,0,0,2
"1993887",0,0,0,0,0,0,0,0,0,0,0
"1776684",0,1,0,0,0,0,0,0,1,0,1
"2560792",10,0,2,2,0,0,3,2,1,1,1
"1211643",6,8,11,1,2,5,1,4,6,4,9
"2171586",1,0,0,2,0,2,1,1,1,1,0
"1982084",0,1,0,0,0,1,0,0,0,2,0
"1982080",0,1,0,0,0,0,0,0,0,1,1
"2170239",2,1,5,0,0,0,0,0,2,3,5
"2520510",1,0,1,0,0,2,0,0,1,0,1
"2315855",4,4,6,1,2,15,4,1,8,6,3
"2734266",4,0,2,2,0,0,0,8,8,2,3
"2734267",1,2,3,0,0,0,0,0,1,2,2
"2201166",0,6,3,1,2,6,0,3,4,4,2
"1034137",0,0,0,0,0,0,0,0,0,0,0
"2170253",1,2,2,1,1,0,4,1,3,1,6
"1982357",2,1,11,0,0,3,1,2,4,8,1
"1982358",2,2,9,1,1,2,0,1,2,12,5
"1623280",1,0,2,0,1,1,1,1,0,2,2
"2169633",4,3,6,1,0,0,1,0,1,3,4
"2169634",2,0,1,0,0,2,0,0,2,1,0
"205879",1,1,0,0,0,1,0,0,0,0,1
"1034111",0,0,0,0,0,0,0,0,0,0,0
"2233782",0,1,1,0,1,0,0,0,1,2,0
"279383",2,0,1,0,1,0,0,4,3,1,2
"1981048",1,1,0,0,0,0,0,0,0,0,0
"1981049",0,0,0,0,0,0,0,0,1,1,0
"2734268",2,3,9,0,0,3,0,2,3,1,5
"2734242",0,5,7,2,2,7,3,2,4,5,9
"1623285",0,0,2,0,1,0,0,0,3,0,0
"2762717",0,2,2,0,3,1,0,0,4,1,1
"2560595",1,3,4,0,2,2,1,0,2,0,2
"2570373",0,4,4,0,0,1,0,1,2,3,4
"2560688",3,2,0,0,0,2,0,2,0,3,1
"1982747",8,1,4,0,0,2,0,2,5,2,1
"2301302",15,5,3,1,5,1,0,1,0,4,3
"1982746",13,3,2,0,2,1,2,1,2,1,1
"2734243",1,4,9,1,0,3,0,0,4,5,8
"2315856",0,2,1,0,0,0,0,2,2,2,2
"1982102",1,0,2,0,0,3,0,2,0,1,2
"2734251",0,1,2,1,0,0,0,0,0,0,2
"2560847",0,11,8,1,3,1,1,0,2,0,6
"2560848",5,4,3,0,0,2,0,0,1,1,2
"2560509",0,8,3,0,1,1,0,1,0,3,2
"2169611",0,2,6,0,1,2,0,1,4,5,3
"1982563",1,1,0,0,0,0,0,1,0,0,1
"2219090",0,0,0,0,0,0,0,0,1,0,0
"2560513",0,0,0,0,0,0,0,0,0,0,1
"2169635",1,1,3,0,0,4,0,0,0,1,1
"2169636",1,4,2,0,5,2,2,4,3,1,1
"373407",0,0,0,0,0,0,0,0,0,0,0
"2201169",0,0,6,2,0,0,1,0,0,0,3
"2560506",2,4,3,0,3,5,0,1,5,0,3
"2182400",0,0,0,0,0,0,1,0,0,0,0
"2560485",2,0,8,0,1,0,0,0,0,4,4
"2734217",0,0,2,0,0,3,0,0,2,1,3
"2169652",2,0,4,0,0,3,0,1,1,1,1
"2560502",0,0,1,0,0,0,0,0,2,2,2
"2041855",0,2,1,0,0,0,0,0,0,0,2
"2560719",0,1,2,0,0,0,0,0,1,0,1
"2560590",0,2,2,0,0,1,1,0,0,0,3
"2560359",2,1,13,0,0,0,0,1,0,5,2
"2560778",3,3,4,0,0,1,1,1,1,0,5
"1982098",2,0,1,0,1,0,0,1,2,0,4
"2734227",1,1,1,0,1,0,0,0,0,1,0
"2744421",2,0,3,0,0,0,0,0,4,1,2
"2560303",1,0,1,0,0,2,0,1,0,0,1
"2560298",1,0,4,1,2,0,0,1,2,1,0
"2560492",1,0,2,1,1,4,0,0,0,0,1
"2734264",1,1,0,0,0,2,0,2,3,2,0
"2744423",2,3,1,0,0,2,0,1,3,1,1
"1982560",2,1,1,0,2,0,0,1,0,0,3
"2734263",1,1,2,0,0,3,0,1,2,2,2
"1910991",0,1,0,0,0,0,0,0,1,0,0
"1910993",1,2,0,2,4,2,0,0,0,1,1
"2734280",2,1,1,0,1,2,0,1,1,2,2
"2734281",1,2,0,0,0,0,0,0,8,0,0
"2734252",3,5,5,0,1,5,0,8,5,2,1
"2734254",3,0,0,0,0,2,0,0,2,0,0
"2734255",0,0,1,0,0,0,0,0,3,0,0
"2733156",0,0,4,0,1,0,1,0,2,0,2
"2733158",1,0,0,0,0,0,0,0,0,3,1
"2560782",0,0,1,0,1,1,0,0,1,2,6
"2560489",2,0,2,0,2,1,0,0,4,3,5
"1982241",3,0,0,0,0,1,0,0,0,0,0
"2560487",0,3,1,0,0,1,0,0,1,1,1
"2560490",0,1,3,0,0,0,0,1,0,0,1
"2560497",0,0,0,0,0,0,0,0,0,0,0
"2560511",0,0,0,0,2,1,0,0,0,0,1
"2560493",2,0,0,1,0,1,0,0,0,2,3
"2734239",2,4,10,0,1,2,4,2,3,3,12
"2169870",0,1,1,0,1,0,0,0,2,0,1
"2169871",0,1,1,0,0,0,0,0,0,0,2
"2734272",0,0,0,1,0,0,0,0,2,0,0
"2734257",0,0,0,0,1,0,0,0,0,0,0
"2734258",0,2,1,0,0,0,0,0,1,0,0
"2744481",1,2,2,0,2,0,0,0,3,0,1
"2734249",0,1,2,1,0,0,1,0,1,0,1
"2560784",18,0,14,1,0,0,1,0,1,0,2
"2560625",1,2,0,0,0,2,0,0,0,1,1
"2734279",0,0,3,0,0,5,0,0,0,1,5
"2734215",2,4,7,1,2,0,0,2,1,2,5
"2734225",0,0,3,0,0,0,0,0,27,0,0
"2734226",0,0,0,0,0,0,0,0,0,0,0
"2734236",3,1,12,0,2,5,0,0,5,3,5
"2734241",1,2,0,0,0,1,0,1,2,1,1
"2734276",0,1,3,1,0,0,1,0,1,0,3
"2734278",1,3,1,0,0,1,3,1,3,0,0
"2734292",7,5,6,0,0,3,0,2,1,2,2
"2560588",0,2,1,1,0,2,0,4,2,1,2
"2560494",0,0,0,0,1,0,0,0,0,0,1
"2560500",0,3,1,0,0,0,1,1,3,1,0
"2560501",0,2,3,0,0,0,1,0,0,1,4
"2560505",0,1,1,0,1,1,1,0,3,1,2
"2560721",1,0,0,0,0,0,0,0,0,0,0
"2560407",1,5,2,0,3,2,2,1,4,5,3
"2560608",1,1,2,0,0,1,0,1,0,3,0
"2733160",0,0,0,0,0,1,0,0,0,0,0
"2733161",1,0,1,0,0,0,0,0,0,0,0
"2734218",1,0,2,0,0,1,0,0,0,1,3
"2734230",1,3,0,0,2,0,0,0,0,2,5
"2734245",0,0,5,0,0,1,0,1,1,2,4
"2734247",1,0,4,0,1,1,0,1,2,0,2
"2734250",0,2,3,1,0,2,0,1,0,0,4
"1982152",0,0,0,0,0,0,1,0,0,0,0
"1982369",9,0,0,0,0,0,1,0,2,2,0
"466052",0,0,0,0,0,0,0,0,1,0,1
"1982091",1,0,0,0,1,0,0,0,0,0,3
"1982087",0,0,1,0,1,2,0,1,0,2,0
"1982373",0,1,1,0,0,0,0,0,0,0,0
"1982374",0,0,0,0,0,0,0,0,1,0,0
"1982375",2,0,5,0,0,3,0,3,2,0,2
"1909389",1,1,2,0,2,0,0,0,2,3,3
"1982151",1,1,1,3,0,0,2,1,1,1,5
"1982261",0,0,0,0,0,0,0,0,0,0,0
"1982265",0,0,0,0,0,0,0,0,0,0,0
"1982569",1,0,4,1,0,3,1,1,0,0,2
"2050979",0,0,0,0,1,0,0,0,0,0,1
"1982237",0,0,1,0,0,0,0,0,4,0,0
"2560503",1,0,1,0,1,0,0,0,0,1,0
"1623275",0,0,0,0,1,0,1,0,0,0,1
"2560650",0,0,0,0,0,0,0,0,0,0,1
"2734262",0,1,0,1,0,0,0,0,0,0,0
"205872",0,5,1,0,0,0,0,0,4,0,2
"2560139",0,1,0,0,0,0,0,0,0,0,0
"2041859",0,0,0,0,0,0,0,0,0,0,0
"1982363",0,0,0,0,0,0,0,1,0,1,1
"2734214",4,0,3,0,1,3,0,0,0,0,1
"2560360",1,0,0,0,0,0,0,1,1,0,1
"2734244",0,0,0,0,0,0,0,0,0,0,0
"1921712",0,0,0,0,0,0,0,0,0,1,0
"85154",0,0,0,0,0,1,0,0,0,0,0
"2734238",1,2,3,1,0,2,0,0,0,1,4
"2734237",0,1,2,2,0,0,0,1,0,1,0
"2005060",0,2,1,0,1,0,1,0,3,1,2
"2734231",0,1,0,1,0,1,0,0,0,0,0
"2705462",0,0,0,0,0,0,0,0,0,0,0
"2734229",1,1,5,1,1,2,0,1,5,0,3
"2560514",2,0,1,0,0,0,0,0,2,0,4
"1921117",0,0,0,0,0,1,0,0,0,0,0
"1918720",0,0,0,0,0,0,0,0,0,0,0
"2734275",0,0,0,0,0,0,0,0,0,0,0
"1982567",0,2,4,1,0,3,0,0,4,0,2
"2169651",0,0,0,0,0,0,0,0,0,0,0
"2560785",49,2,5,1,1,1,3,2,1,3,1
"2734284",0,4,3,0,0,2,1,0,1,1,4
"2734286",0,0,0,0,0,1,0,1,1,0,0
"2169613",2,2,1,1,0,4,0,0,7,1,0
"2560484",1,3,4,1,2,3,0,1,1,1,1
"2560111",0,0,0,0,0,1,0,0,0,0,2
"2560387",0,1,3,0,0,2,0,1,1,0,1
"2560388",0,0,0,0,0,0,0,0,0,0,1
"1982561",1,1,0,0,0,0,0,0,0,1,0
"1982228",0,0,1,0,0,0,0,1,1,0,0
"374422",1,1,3,0,0,2,0,0,3,1,1
"2734291",3,2,0,1,0,2,0,2,1,1,1
"36343",0,0,0,0,0,0,0,0,0,0,0
"546805",7,10,14,1,3,2,1,4,6,8,16
"1007869",3,8,14,0,4,10,20,5,10,3,14
"2201420",0,0,2,0,0,0,0,0,1,3,3
"1493510",0,0,1,0,0,0,0,0,0,0,1
"2593333",1,0,5,0,0,3,0,0,2,1,5
"1913591",1,0,0,0,3,0,0,0,0,3,1
"1273754",0,0,0,0,1,1,0,0,1,0,0
"1273755",0,0,0,0,1,0,1,0,1,0,1
"1161927",1,2,1,0,2,1,0,1,0,0,1
"2589665",0,0,0,0,0,0,0,0,1,0,1
"2024252",0,0,0,0,0,0,0,0,0,0,0
"1124849",0,3,1,0,0,0,0,0,2,1,4
"2713256",0,2,3,1,2,2,0,0,1,0,3
"1458860",0,0,1,0,0,1,0,0,0,0,0
"1026955",0,3,2,0,0,1,0,0,0,0,1
"1883368",0,2,1,0,0,1,0,0,1,0,1
"929833",0,0,0,0,0,0,0,0,0,0,5
"1567487",0,0,0,0,0,0,0,1,0,0,0
"1079999",0,0,3,0,0,0,0,0,1,7,1
"1003177",0,1,0,0,0,0,0,0,0,0,0
"2547425",1,0,0,0,0,0,0,0,0,0,0
"445685",0,0,0,0,0,0,0,0,0,1,0
"2767570",2,2,2,0,1,1,0,1,4,1,0
"2596673",1,0,0,0,0,0,0,0,0,0,1
"2588520",0,0,2,0,0,0,0,0,0,0,0
"1503929",0,1,2,1,2,0,0,3,2,1,3
"445686",0,3,2,0,2,0,0,0,2,0,0
"407392",0,0,0,0,0,0,0,0,0,0,1
"1892568",4,4,8,0,2,9,0,1,6,7,11
"227470",0,0,1,0,0,0,0,0,0,1,0
"1985325",0,0,1,0,0,2,0,0,0,1,1
"1914165",1,1,5,0,0,1,0,0,0,1,4
"1913652",1,1,0,0,2,2,0,0,0,0,1
"1985329",0,1,0,0,0,1,0,0,1,0,0
"1985328",1,0,0,0,0,0,0,0,0,1,3
"1198137",2,0,6,0,1,2,0,0,1,1,3
"10663",1,0,1,0,0,2,1,0,0,3,1
"1913654",1,0,0,0,0,0,0,0,2,0,0
"1913653",0,2,2,0,0,1,1,0,0,0,0
"1133560",1,2,1,0,4,3,0,3,3,2,4
"2006134",0,1,2,0,0,0,0,1,2,0,3
"1980948",1,1,1,0,0,1,0,0,0,0,1
"2560300",1,0,1,0,0,0,0,1,3,0,1
"2594900",1,5,9,0,0,3,1,2,9,6,5
"1980923",1,1,2,0,0,1,0,2,3,3,3
"2732982",0,1,1,0,1,2,0,0,1,0,1
"2732983",0,1,0,0,0,2,0,0,0,1,0
"2578230",0,0,0,0,0,0,0,0,0,1,0
"2732972",1,1,1,0,0,0,0,0,0,0,0
"2732974",0,0,0,0,1,0,0,0,0,0,0
"260373",0,0,0,0,0,0,0,0,0,0,0
"1966265",1,0,1,0,2,2,0,0,0,0,0
"1914852",0,0,3,0,0,2,0,0,0,0,0
"1914850",1,5,1,1,0,0,0,1,3,1,0
"2508196",4,2,2,0,1,4,0,0,1,2,0
"1198140",2,0,2,0,0,1,0,1,2,2,3
"1985293",1,0,1,0,0,0,0,1,0,0,0
"1984784",0,0,3,0,0,0,0,0,0,0,1
"1984783",1,0,0,0,0,0,0,0,0,1,0
"2560302",0,1,2,0,0,0,0,0,0,0,1
"2562722",0,1,4,1,0,1,1,0,2,1,2
"2520516",0,0,2,0,2,1,0,0,1,0,0
"2734089",1,0,4,0,0,0,1,0,1,1,3
"2560286",3,1,1,1,0,3,0,0,0,2,1
"1980925",2,2,1,0,0,0,0,0,2,1,4
"1980926",0,0,1,0,0,0,0,0,1,1,1
"2734129",3,1,9,0,3,8,3,4,6,7,3
"2560700",1,1,0,0,1,2,0,2,2,2,1
"1198980",4,0,0,0,0,1,0,0,1,0,0
"2734130",0,0,0,0,0,0,0,0,0,0,0
"2738374",0,0,0,0,0,0,0,0,0,0,0
"2752533",0,2,1,0,0,0,0,0,1,0,2
"2734115",0,0,0,0,0,0,0,0,0,0,0
"2560671",0,2,3,0,0,0,0,0,1,0,0
"2734111",0,0,0,0,0,0,0,0,1,0,2
"2560687",0,1,0,0,0,0,0,0,0,0,0
"2169882",1,0,0,1,0,0,0,0,1,0,0
"2169883",0,0,1,0,3,0,0,0,1,1,2
"2734080",0,0,0,0,1,1,0,0,0,0,2
"2734081",0,1,0,0,0,0,0,0,0,0,3
"2560244",0,0,1,0,0,0,0,0,1,3,1
"2560261",1,1,8,0,0,0,0,1,0,4,1
"2734085",0,0,2,0,1,0,0,1,2,0,0
"2560086",0,0,0,0,0,1,1,0,0,0,0
"2560752",0,0,1,0,0,0,0,0,0,1,0
"2560400",0,2,1,0,1,1,0,0,0,0,0
"2560628",1,2,1,0,1,0,1,0,0,3,0
"2752547",0,3,0,0,0,0,0,0,1,0,0
"2734102",0,1,1,0,0,1,0,2,0,0,0
"2734109",0,0,1,0,0,0,0,0,0,0,1
"2733109",0,0,0,0,0,0,0,0,0,1,0
"2734123",0,0,1,0,0,0,0,0,0,2,1
"2562339",0,0,0,0,0,0,0,0,0,0,0
"1980944",1,0,1,0,0,0,1,0,1,1,4
"2738809",0,1,4,0,1,1,0,0,1,2,2
"2734158",0,0,2,0,0,0,0,0,0,0,1
"2560680",0,0,0,0,0,0,0,0,1,0,0
"2560676",0,0,1,0,1,0,0,0,0,0,0
"2733139",0,0,0,0,1,0,0,0,0,0,0
"2734150",0,0,0,0,0,0,0,0,0,0,0
"2560337",0,0,0,0,0,1,1,1,2,0,0
"2560336",0,0,1,0,0,0,0,2,0,0,1
"2560834",0,0,0,0,0,1,0,0,1,1,1
"2734147",0,1,0,1,1,0,0,0,0,0,0
"2734144",0,0,2,0,0,0,0,0,0,0,1
"2734143",0,0,0,0,0,0,0,0,0,0,1
"2752794",2,0,1,0,0,0,1,0,0,0,2
"2734141",0,0,1,0,0,0,0,0,0,1,0
"2734140",0,1,0,0,1,0,0,0,0,0,1
"2734084",1,1,2,0,1,3,0,0,5,2,3
"2752797",2,0,1,0,0,0,0,0,0,0,0
"2734136",0,0,0,0,0,0,0,0,0,0,0
"2734122",0,0,2,0,0,1,0,0,4,0,1
"2560540",0,0,0,0,0,0,0,0,0,1,0
"1980947",0,2,5,0,0,2,0,3,0,0,2
"1984796",0,0,0,0,0,0,1,0,0,0,1
"1925780",0,0,0,0,0,0,0,0,0,0,0
"1922212",0,0,0,0,0,0,0,1,0,0,0
"1921704",0,0,1,0,0,0,0,0,0,1,0
"1984777",0,0,0,0,0,0,0,0,0,0,0
"499235",0,0,1,0,0,0,0,0,0,1,1
"431894",0,0,0,0,0,0,0,1,1,0,1
"1084719",0,1,1,0,1,2,0,0,0,0,0
"2560474",0,0,0,0,0,0,0,0,0,0,0
"2590948",0,9,5,0,4,4,3,0,3,3,5
"2713257",0,3,7,0,0,5,0,0,5,0,5
"2590877",0,0,0,0,0,1,0,0,1,0,1
"1188795",3,2,4,0,2,1,0,1,0,2,4
"2053812",23,0,5,0,1,1,0,1,1,0,4
"754069",0,0,4,0,0,0,0,0,0,1,0
"2053723",4,0,1,0,0,0,0,0,0,1,1
"1131315",1,7,1,0,1,1,0,1,3,3,0
"2565510",0,1,0,0,0,0,1,1,3,2,0
"2182408",16,1,2,0,1,0,0,0,1,1,4
"179237",0,1,5,0,1,1,1,0,3,0,1
"2708562",14,2,0,0,0,0,0,1,0,0,3
"1417599",0,0,0,0,0,0,0,0,0,1,3
"1622116",0,0,0,0,0,0,0,0,0,0,1
"2315703",1,0,2,0,0,1,4,0,3,2,0
"1235689",1,0,1,0,1,1,1,0,1,0,0
"1563661",2,2,0,0,1,0,0,1,1,0,2
"2583039",0,1,1,0,0,0,0,0,0,0,0
"1054968",0,0,2,0,0,0,0,0,1,0,0
"1526550",0,0,0,0,0,0,0,0,0,0,0
"1461743",0,0,0,0,0,0,0,0,0,0,0
"2108116",1,0,0,0,0,0,0,0,0,0,0
"2053813",13,0,1,0,0,0,0,0,0,0,4
"926066",0,0,0,0,0,0,0,0,0,0,0
"2604899",1,1,0,0,0,0,0,0,0,1,1
"1881421",0,0,1,0,0,0,0,0,0,0,0
"1978007",0,1,17,1,1,0,2,0,1,0,1
"644524",2,1,12,1,0,1,0,1,0,3,1
"1195073",0,0,5,0,0,4,0,0,5,3,3
"242527",1,3,1,1,0,6,0,1,3,0,0
"1136535",0,4,2,1,3,1,0,1,4,2,3
"2560611",2,0,1,0,0,0,0,0,0,1,3
"2529391",1,1,0,1,0,4,0,1,2,1,4
"2529390",0,1,1,0,0,0,0,0,0,1,2
"1922330",0,0,3,0,0,0,0,0,0,0,0
"2184035",0,2,0,0,0,0,0,0,0,0,0
"279280",3,1,1,1,0,1,0,0,3,1,1
