"","X0n7bM2TOMPOOA100365.extra.kraken2.report","X9JUZM2TOMPOOB100355.extra.kraken2.report","AYtCM2TOMPOOA100360.extra.kraken2.report","DYZgM2TOMPOOB100370.extra.kraken2.report","cSObM2TOMPOOM080315.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","X1qGgM2TOMPOOM080340.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report"
"2675784",5,1,0,1,0,0,1,0
"2675785",3,0,1,6,0,0,2,0
"2675772",2,0,0,0,0,0,3,0
"2675775",2,0,0,1,1,2,8,0
"2675794",2,0,3,3,1,2,3,3
"2675793",2,0,1,2,2,0,1,0
"2675791",2,1,1,2,2,0,3,0
"2675789",2,1,4,0,0,2,7,0
"2675782",2,0,1,1,1,0,1,0
"2675783",2,0,1,1,0,1,1,0
"2675797",1,0,5,1,3,2,13,0
"2675795",1,0,0,0,0,0,2,0
"2675792",1,0,0,1,1,2,8,0
"2675788",1,0,0,0,0,1,2,0
"2675787",1,0,3,3,1,2,13,0
"2675786",1,0,1,0,0,1,0,0
"2675781",1,0,3,0,1,0,3,0
"2675780",1,0,1,0,2,0,1,0
"2675779",1,0,1,1,0,0,0,0
"2675778",1,0,1,1,2,0,3,0
"2675776",1,0,1,0,0,0,0,0
"1048758",29,3,25,11,13,0,37,2
"42897",1,0,0,1,0,0,1,0
"622",4,1,3,3,1,3,2,0
"621",1,0,3,1,0,0,0,0
"2487150",8,3,8,3,5,3,4,1
"401619",3,1,2,0,1,2,13,0
"428411",2,0,5,0,0,2,5,1
"476281",4,0,1,2,3,2,8,2
"911022",8,1,10,5,11,9,45,3
"1334564",7,3,7,3,8,0,57,1
"273526",6,2,16,8,0,3,11,3
"435998",3,0,7,1,4,3,1,3
"2420306",79,9,62,55,37,26,52,7
"104623",59,7,52,36,45,28,142,11
"671990",52,4,51,27,26,18,59,11
"2597702",50,4,44,34,23,13,66,6
"2033438",28,2,34,13,21,20,12,2
"2448483",14,0,19,11,6,12,24,5
"2447890",14,3,14,14,14,8,15,6
"2724469",7,1,7,3,2,7,5,1
"2773264",6,0,3,1,0,8,18,1
"2482769",6,2,4,4,3,1,14,2
"2785630",4,0,3,0,0,0,5,0
"1327989",4,0,15,7,6,4,12,2
"488142",4,0,6,7,2,4,15,0
"1758196",3,0,1,0,1,0,0,0
"2485839",2,0,2,1,2,1,6,0
"1154756",64,3,47,42,11,32,57,8
"682634",10,1,25,4,4,2,9,1
"1006598",1,0,1,0,0,0,6,2
"61652",167,17,157,113,71,53,254,23
"618",153,14,193,114,85,65,290,18
"47917",150,21,132,98,86,62,246,21
"2741499",123,5,97,81,42,23,138,18
"399741",6,0,10,8,5,3,11,2
"82995",80,6,74,53,47,27,108,14
"568817",10,1,10,5,1,4,21,1
"1346614",5,0,5,5,6,2,8,2
"137545",29,2,26,17,9,15,48,8
"61651",22,4,20,18,20,10,16,10
"300181",11,0,11,9,6,8,20,2
"458197",9,1,9,4,2,0,5,1
"1443113",16,2,10,6,5,3,3,1
"34053",3,0,4,1,1,1,10,1
"367190",15,0,14,5,4,8,26,4
"633",9,1,14,6,11,8,14,0
"632",7,1,10,11,11,2,13,2
"29486",39,5,42,27,19,20,79,10
"935293",35,2,34,27,28,33,73,8
"28152",33,2,18,12,9,4,33,2
"1453495",28,0,22,12,18,6,38,6
"29484",25,2,29,18,16,14,68,3
"349967",25,3,31,19,16,13,81,5
"29485",20,1,18,14,14,11,45,1
"263819",19,1,17,13,18,10,39,6
"2607663",16,3,11,11,14,4,25,5
"2339259",9,0,6,9,1,1,7,0
"349968",3,0,2,2,2,1,6,0
"419257",3,0,2,3,2,0,6,0
"1179669",2,2,4,4,0,1,1,0
"2126321",342,34,339,212,181,135,379,47
"745277",82,4,48,45,47,25,111,8
"1151116",1,0,1,0,1,2,3,1
"1805933",94,9,86,76,60,51,196,18
"741091",3,2,1,1,0,0,3,1
"2703885",16,2,11,3,2,7,26,1
"929813",195,13,189,111,93,94,177,28
"1646377",126,20,124,97,66,56,149,17
"41202",110,15,129,81,60,63,203,23
"1441930",41,2,55,56,42,39,99,9
"1878942",21,1,19,5,14,8,42,4
"2575375",138,6,103,87,59,62,153,26
"592316",105,9,95,57,58,36,160,20
"1484158",101,7,107,68,66,66,188,17
"2052056",86,10,87,53,41,40,177,12
"2490851",83,9,70,53,33,25,164,14
"2479547",49,6,38,26,15,27,58,5
"2768165",7,0,8,3,6,0,4,0
"2787629",6,3,11,3,5,5,8,0
"59814",314,25,302,160,136,117,466,51
"712898",10,3,8,8,3,2,13,0
"549",168,29,250,118,89,67,202,33
"932677",1,0,1,1,0,0,4,0
"1123863",1,1,0,0,0,11,5,0
"55209",115,11,108,69,43,52,173,14
"66271",19,3,11,5,6,7,27,1
"1891675",93,7,101,59,36,33,144,18
"1076550",65,4,94,51,47,34,97,25
"1235990",13,2,11,7,5,3,20,2
"470933",4,1,12,7,13,7,7,3
"1619313",185,18,141,91,67,67,242,28
"55211",112,8,98,82,72,59,188,22
"2681984",66,11,77,53,35,35,159,15
"2547962",19,2,18,19,15,9,21,2
"215689",15,1,26,16,17,15,29,3
"465817",90,4,72,51,27,24,94,12
"634500",36,4,26,22,23,11,23,2
"1407064",3,0,2,0,1,1,2,0
"716540",1,0,0,0,1,0,0,0
"1922217",56,5,44,35,28,29,98,8
"79967",20,1,13,12,7,4,71,0
"665914",195,16,166,122,96,61,250,28
"665913",156,13,138,145,102,80,218,27
"1458355",151,14,145,102,78,63,171,19
"1615494",108,12,108,59,27,26,162,19
"1241869",10,1,5,7,2,3,15,0
"118103",8,0,2,3,0,0,10,0
"135842",8,0,1,2,1,2,8,2
"1315998",7,0,8,4,5,3,7,0
"2315800",7,0,8,5,15,12,14,0
"2518979",6,0,0,0,0,1,2,0
"98785",5,0,0,2,0,1,4,0
"2518977",4,0,1,0,0,0,2,1
"1660043",4,0,2,2,1,0,2,0
"1258543",3,0,3,0,2,2,7,0
"1241860",3,0,4,3,4,0,2,0
"1241836",3,0,3,3,0,0,1,0
"1241834",3,0,0,0,0,2,2,0
"911343",3,0,1,1,0,0,5,1
"2518976",3,0,11,5,1,0,6,1
"2173854",3,0,1,0,0,1,9,1
"118101",3,0,1,4,4,7,4,1
"2495405",3,0,2,1,1,1,6,0
"557993",2,0,0,0,0,1,3,0
"1241865",2,0,2,3,0,2,8,0
"1241859",2,0,1,0,1,5,4,0
"118110",2,0,10,1,2,0,7,0
"1660040",2,2,2,0,5,1,6,0
"655384",2,0,0,0,0,1,7,0
"571428",2,0,0,0,0,0,6,0
"1878935",2,0,5,2,1,1,3,1
"1507522",1,0,0,0,1,2,5,0
"2315802",1,0,4,3,0,0,5,0
"1265350",1,0,0,1,1,0,3,0
"1921549",1,0,1,0,2,0,4,0
"2518980",1,0,1,0,0,0,3,0
"98793",1,0,3,0,0,0,3,0
"1241878",1,0,0,0,0,3,59,0
"98794",1,0,2,1,3,0,15,2
"98804",1,0,1,0,0,0,7,0
"118118",1,0,1,1,1,1,12,0
"261318",1,0,0,0,0,0,4,0
"571430",1,0,1,2,1,1,7,0
"1241832",1,0,0,4,0,0,3,0
"1241833",1,0,1,2,2,3,5,1
"1241884",1,0,0,8,1,0,2,1
"53336",48,5,34,20,14,16,61,9
"82987",41,4,33,33,25,22,55,8
"2487345",41,2,38,24,26,14,60,5
"36868",5,0,7,0,2,1,10,0
"590409",25,2,26,9,10,11,35,1
"1427366",14,3,13,6,7,6,56,3
"1224147",13,1,6,7,4,3,24,0
"1224153",9,1,9,7,3,5,7,4
"1223567",8,0,4,6,1,4,6,0
"1223573",4,0,4,1,3,2,4,0
"1224146",3,1,5,2,2,5,42,1
"1223569",58,3,54,27,18,24,69,5
"1223571",35,6,55,21,9,12,21,3
"561229",1,0,0,0,0,0,0,0
"204040",33,4,36,26,26,13,29,5
"1224149",15,5,29,20,12,11,14,3
"198628",11,2,16,3,9,10,14,2
"1223572",1,0,0,0,0,0,1,0
"579405",4,0,1,1,1,0,0,0
"1226343",3,0,2,2,9,4,19,0
"1223570",1,0,0,1,0,0,0,0
"1225780",1,0,0,1,3,1,3,0
"1089444",67,9,0,40,32,17,106,15
"568766",46,3,55,33,24,13,50,7
"2037915",9,1,1,3,4,1,7,0
"1224145",5,0,6,7,6,1,26,1
"1778540",63,6,72,34,36,22,68,9
"568768",60,4,36,32,23,28,201,20
"180957",96,10,105,53,31,37,1276,15
"555",61,10,74,75,45,38,168,7
"2042057",72,4,48,42,31,22,136,12
"218491",7,2,16,3,2,1,14,1
"1905730",35,4,0,0,27,0,0,9
"2108399",33,1,35,35,17,19,66,4
"1175631",32,3,26,16,13,12,64,3
"2488639",30,6,22,16,15,10,65,6
"78398",21,1,18,20,15,12,46,2
"1201031",6,1,5,4,4,4,19,3
"2722756",154,8,113,96,80,63,179,23
"1109412",105,9,98,82,62,51,265,15
"55213",91,4,69,68,54,32,121,13
"1172565",132,13,128,84,57,58,174,17
"1082704",112,13,100,85,80,64,146,15
"718251",1,0,0,0,0,0,0,1
"93378",103,9,107,84,48,51,133,15
"67780",92,11,83,0,55,39,124,13
"1288122",7,1,8,5,2,1,7,0
"1578828",6,0,9,6,6,4,6,3
"1650654",5,0,0,2,0,1,0,0
"667120",2,0,0,0,0,0,0,0
"1453496",3,0,3,6,5,0,5,0
"546367",27,4,34,23,14,19,54,3
"1848580",4,0,4,0,1,2,2,0
"82983",20,1,25,21,13,9,31,3
"1141663",4,0,2,1,2,0,0,0
"158850",19,0,12,12,12,13,29,2
"126385",18,3,30,12,4,8,26,1
"333962",16,3,18,12,7,10,37,2
"1141660",16,3,9,9,4,2,20,0
"333965",13,0,25,17,10,6,27,5
"588",4,0,4,1,0,0,0,0
"2791982",2,0,0,0,0,0,0,0
"406818",21,2,25,12,5,7,21,2
"351671",27,3,22,23,28,16,44,10
"351679",25,3,17,15,13,9,60,2
"628",23,1,15,14,14,15,0,1
"1354304",21,3,13,16,8,5,35,2
"290110",16,1,13,11,16,12,34,3
"180434",1,0,0,1,1,0,3,0
"584",54,7,56,0,17,50,0,6
"585",29,1,34,21,23,13,92,2
"183417",13,0,9,7,3,5,90,0
"102862",9,0,4,11,1,0,9,0
"2697019",5,1,4,1,2,1,2,0
"626774",1,0,2,0,1,1,29,0
"1987580",1,0,2,3,1,0,6,0
"230089",29,2,18,11,4,10,42,2
"141679",28,1,31,18,13,22,52,3
"291112",22,4,11,20,16,9,31,3
"235559",19,1,13,9,12,0,24,3
"1231049",6,0,13,6,5,5,29,3
"638",14,1,7,9,5,12,28,1
"634113",2,0,2,2,1,1,18,3
"1239307",124,14,128,96,70,63,142,25
"2342",65,4,66,39,24,24,74,5
"1929246",8,4,9,6,8,8,16,2
"158841",89,9,86,55,47,37,85,8
"82985",26,2,25,28,16,20,108,3
"2172103",15,4,14,14,9,12,24,1
"2498113",12,1,13,15,6,4,49,1
"703",122,5,81,77,56,48,227,20
"1255043",1202,83,969,837,699,486,1257,191
"396588",1198,93,994,682,684,463,1575,229
"713585",1057,73,893,720,636,376,1112,179
"396595",695,58,699,474,463,300,1053,151
"106634",686,60,735,505,431,335,1012,154
"1765967",866,45,710,619,478,343,1104,137
"2792603",846,63,701,591,531,377,1189,161
"2819280",465,29,387,272,250,208,668,82
"1335757",577,35,478,393,329,225,659,99
"2666185",495,42,417,338,265,167,678,80
"1260251",335,38,307,222,183,154,564,63
"349124",955,82,919,594,561,415,1024,185
"1052",163,13,129,111,91,81,194,21
"2740807",1030,58,835,638,588,424,1190,181
"187272",984,93,929,649,553,374,1196,201
"421628",358,33,347,241,217,147,478,83
"1442136",349,32,292,209,258,178,471,68
"1166950",1658,115,1531,1025,819,697,1676,223
"765912",1530,110,1429,1047,821,585,1504,242
"765910",1444,107,1303,916,770,622,1544,228
"572477",1047,79,933,681,581,425,1324,168
"765911",953,73,804,621,518,395,1161,132
"316276",667,60,579,426,379,294,797,108
"472759",122,5,94,76,55,48,129,24
"1814290",104,10,108,57,61,45,140,25
"323261",72,3,63,42,37,36,407,92
"105559",69,2,67,42,47,28,132,26
"2699430",460,46,449,283,267,204,512,58
"1763998",59,4,75,46,317,34,698,16
"2498451",44,3,45,24,1090,10,6678,6
"2545632",16,1,19,13,23,19,124,8
"553981",35,1,12,21,0,1,44,3
"1630141",23,1,23,11,26,16,126,4
"1579979",981,76,905,639,585,444,1409,177
"2771012",676,43,555,421,345,273,904,153
"2795687",312,16,247,204,139,61,290,48
"585455",159,11,155,121,115,74,217,52
"1972068",1075,93,783,680,588,387,1776,199
"47960",1033,74,922,701,509,356,1152,185
"1860122",405,30,381,266,250,188,710,70
"555778",191,10,142,115,98,90,334,36
"1548547",576,49,444,368,288,209,856,133
"1811807",269,14,213,167,145,106,373,33
"1192854",229,19,206,178,104,96,298,32
"2587844",784,70,787,475,435,366,867,158
"2773308",546,35,543,374,345,217,768,129
"2587849",546,37,438,346,292,213,589,112
"1883416",546,30,513,362,311,214,811,131
"2733488",541,47,540,314,274,220,579,101
"2733487",537,37,484,339,311,231,813,118
"2497861",528,33,500,355,300,230,803,110
"1609967",485,36,548,337,294,230,686,116
"2306583",411,38,514,295,256,200,658,83
"2730360",311,29,375,202,241,132,422,54
"2562282",231,19,173,134,128,110,326,49
"2749040",166,17,159,113,104,66,229,34
"2785909",145,15,159,122,113,79,229,39
"1504981",104,10,93,74,82,85,176,19
"2136172",95,10,79,67,53,40,127,26
"2733484",75,9,54,41,33,21,81,10
"1118153",71,8,75,43,33,19,85,17
"2014541",32,3,23,14,6,8,40,6
"1971364",31,1,18,27,22,12,75,4
"1666906",31,2,20,25,16,7,48,7
"1761789",24,2,21,21,14,9,99,12
"1346287",18,2,8,7,3,4,14,3
"1250400",3,0,0,0,0,0,0,3
"475662",786,67,927,521,420,342,1010,160
"1897729",637,73,696,406,341,248,757,126
"1081866",477,44,553,360,281,213,674,129
"768066",468,41,463,347,293,224,770,118
"507626",412,27,447,266,208,191,570,90
"115561",296,21,277,201,154,105,294,52
"29571",284,25,237,163,174,131,410,52
"1178482",272,27,234,179,158,130,381,60
"29570",270,23,278,179,216,126,464,73
"2609667",141,12,144,100,89,85,158,25
"664683",91,3,90,64,51,59,87,13
"74661",60,5,49,41,29,21,104,18
"44935",33,4,16,28,18,23,53,9
"213554",23,0,5,11,9,1,22,0
"272774",5,0,0,5,3,4,7,1
"2686360",204,19,193,130,110,87,287,52
"2609415",109,7,98,77,82,45,164,23
"2661553",87,1,62,51,55,38,123,16
"2053669",7,0,2,0,1,0,1,1
"1055101",94,10,53,73,47,28,128,10
"28258",7,0,12,7,2,7,2,0
"376489",860,79,853,520,455,356,1115,147
"1771309",824,71,827,581,468,354,1106,174
"657387",208,22,191,142,138,93,307,34
"698828",196,16,175,92,108,88,238,33
"157779",191,12,177,141,103,71,258,45
"290398",576,53,544,376,419,240,2141,217
"1883414",436,31,398,234,261,184,644,98
"33074",90,9,109,79,73,69,189,19
"91844",12,2,8,9,4,4,16,0
"114186",4,0,3,5,3,1,6,0
"2014542",656,44,619,415,386,256,1005,134
"1113728",3,2,7,3,4,5,5,3
"391936",501,42,472,364,368,256,1314,1384
"930169",318,27,317,213,185,141,541,52
"1094342",290,23,274,196,161,124,450,67
"393595",6,1,3,3,5,6,5,1
"1917421",106,10,83,64,61,48,232,28
"1821621",395,29,385,249,214,167,487,73
"48076",153,11,156,102,94,95,223,36
"2668067",31,3,34,29,34,19,108,14
"400668",29,6,16,22,19,17,81,4
"2071621",20,1,21,10,23,13,52,3
"178399",40,5,28,30,28,14,73,3
"383750",37,2,35,20,19,13,50,1
"717774",27,1,18,15,32,9,71,4
"491952",24,5,28,15,14,14,61,3
"2773454",19,0,21,15,8,7,42,2
"491950",8,3,27,13,12,9,38,2
"1031538",33,2,25,22,35,13,56,5
"1572645",29,0,26,22,18,18,106,8
"1441457",18,3,20,17,19,10,42,6
"1249553",82,7,92,74,61,65,162,25
"2614693",69,2,55,28,32,38,143,13
"1298593",4,2,6,1,2,3,6,0
"1208320",3,0,3,1,0,1,13,1
"1278309",43,6,44,29,26,15,95,8
"207949",18,2,22,15,18,10,59,4
"1628392",224,23,220,175,137,96,332,36
"349521",219,19,174,131,115,88,342,31
"2683272",39,4,37,22,21,12,83,3
"2161747",300,20,249,223,183,129,457,55
"1336806",140,7,124,78,87,75,194,23
"1445510",82,11,72,60,63,54,160,29
"418701",131,15,146,97,85,53,320,32
"523791",26,3,23,18,24,8,42,6
"1561924",23,1,24,14,22,11,88,7
"914150",19,4,14,9,11,16,68,7
"1144748",13,2,14,11,9,10,50,4
"141451",62,6,77,46,45,30,176,8
"570277",49,5,55,38,40,30,132,9
"2304594",270,11,211,161,160,88,400,53
"2769486",221,29,216,167,144,124,317,46
"2488665",193,15,202,129,120,85,387,51
"1749259",137,7,111,69,64,53,209,30
"1761794",110,8,102,52,46,47,141,16
"1415568",100,10,89,72,51,37,195,22
"2547598",90,6,54,56,50,49,144,16
"1671721",74,6,60,52,48,34,167,15
"490759",69,2,59,35,39,19,86,7
"2603215",332,24,290,226,178,140,542,146
"1163748",69,9,101,51,28,15,109,14
"351348",66,7,64,48,50,27,131,14
"1420917",206,12,229,174,150,87,378,46
"418719",168,20,199,113,118,80,324,34
"1874317",159,11,157,120,88,53,299,34
"225937",75,8,77,52,42,34,86,16
"330734",46,5,28,28,26,21,76,9
"2267264",36,0,56,47,28,15,70,12
"1714845",15,1,12,8,12,4,84,0
"2358187",10,2,11,13,16,11,35,1
"1917158",5,1,1,1,3,2,7,1
"2058133",3,0,3,7,1,2,13,1
"1004787",9,0,3,6,4,1,11,0
"1004785",8,1,16,7,16,4,22,2
"529120",2,0,3,1,0,1,4,0
"1004788",1,0,0,0,1,0,1,0
"1774373",5,1,2,4,4,1,2,0
"1300254",2,0,1,1,0,0,0,0
"1858656",37,1,34,22,25,21,50,13
"589873",9,1,11,6,5,2,8,1
"715451",7,1,10,6,7,3,23,1
"233316",1,1,3,1,0,1,0,0
"287094",1,0,0,0,1,0,0,0
"2259620",265,24,254,192,169,103,337,57
"2785918",48,10,61,36,29,21,83,8
"2572577",39,1,43,24,34,13,96,13
"914153",51,7,44,30,38,26,131,9
"2303538",44,4,26,35,28,23,128,17
"2686358",20,1,17,9,14,6,41,4
"2686359",19,3,17,18,10,6,27,5
"1129794",25,0,26,15,15,3,105,9
"197222",23,1,15,20,8,8,39,6
"2489595",69,7,43,27,2189,244,2061,64
"1085623",17,2,22,23,21,8,44,3
"1526571",82,2,66,51,51,46,150,15
"2183582",79,7,82,33,58,36,170,26
"2172099",24,1,21,16,6,9,91,8
"1740262",21,3,40,21,14,4,86,5
"680279",33,6,36,25,34,19,80,6
"2814293",46,2,40,33,23,22,77,10
"2814294",45,1,44,22,36,19,67,10
"2814292",40,4,30,23,21,18,66,3
"2593655",28,2,24,23,20,13,44,8
"2803864",27,4,24,12,11,8,48,4
"2589987",27,0,43,12,12,11,44,3
"2590015",26,3,16,10,17,11,77,3
"94122",25,2,19,13,20,9,10,2
"2814295",24,3,31,19,18,12,27,3
"2059264",20,3,19,13,6,9,32,0
"2029986",20,1,11,12,17,19,19,3
"2487742",16,0,14,15,5,7,28,2
"2698686",11,0,10,10,15,2,24,1
"60480",9,0,12,10,12,3,22,2
"1930557",8,1,4,4,6,4,10,1
"2589790",6,0,1,4,5,0,10,1
"2575361",5,0,5,4,3,0,4,2
"60481",4,2,10,5,5,4,33,1
"2806008",3,0,2,5,4,3,14,5
"2593656",1,0,0,0,0,0,7,4
"2601269",1,0,0,1,0,0,1,0
"2775245",1,0,8,0,0,3,6,0
"351745",1,0,1,1,2,0,16,0
"323850",164,17,161,94,105,72,196,33
"1965282",116,9,122,80,71,61,172,13
"38313",110,12,114,70,81,56,233,24
"407976",4,0,3,1,1,4,6,2
"693971",2,0,1,0,0,0,0,0
"399804",3,1,6,3,3,3,4,0
"260364",72,7,88,37,44,38,108,13
"1173586",69,9,106,54,43,41,208,17
"326297",68,8,64,54,42,28,143,13
"425104",42,0,50,33,25,19,91,17
"318161",37,1,12,18,11,25,119,4
"458817",37,1,18,12,23,12,47,2
"2520507",35,1,28,19,10,4,154,0
"637905",34,2,26,18,7,5,34,3
"256839",33,5,22,10,13,10,32,1
"392500",32,4,29,20,16,10,53,4
"43661",32,1,25,15,23,15,53,6
"225848",30,0,25,14,22,8,44,6
"150120",27,1,12,15,8,8,55,1
"398579",24,2,26,21,12,13,60,6
"558541",24,0,19,21,22,8,61,8
"211586",23,3,46,18,15,6,37,3
"225849",16,2,32,13,12,4,65,6
"238836",15,1,23,12,9,5,61,4
"1028752",14,4,20,13,9,9,37,2
"2018305",8,1,7,12,2,3,46,2
"93973",5,1,3,2,2,3,26,0
"318167",4,0,16,9,13,3,17,1
"2588449",3,0,3,3,3,4,16,0
"342950",19,2,20,16,6,5,33,6
"2547970",18,1,15,11,19,3,61,2
"1709477",27,1,28,27,27,16,109,6
"116092",23,2,25,30,14,5,67,3
"2744479",23,3,18,6,10,7,34,5
"2003316",17,0,16,3,7,4,22,3
"2587843",14,4,10,4,6,6,18,3
"1390185",8,1,7,2,11,1,25,0
"1514074",7,1,6,5,5,2,20,3
"649161",4,1,0,0,1,1,4,0
"2799564",3,1,1,0,0,2,6,0
"2583375",2,0,0,1,1,3,5,1
"283699",2,0,5,2,1,2,4,0
"87791",2,0,2,3,1,0,9,0
"1720343",1,0,5,4,2,2,13,0
"1761891",1,0,1,2,0,1,16,0
"234831",1,0,2,0,1,0,4,1
"2752475",1,0,0,0,0,2,0,0
"2759705",1,0,1,0,0,1,1,0
"2785910",1,0,3,0,2,1,19,1
"43658",93,8,104,53,56,49,175,14
"1365250",5,0,3,4,0,1,12,0
"339617",55,7,61,40,39,18,95,8
"1315306",48,4,15,22,12,7,33,3
"43662",39,5,34,22,25,7,55,4
"342610",33,5,31,17,16,11,46,3
"1117319",8,3,8,6,6,0,15,1
"161398",23,2,14,11,9,5,44,6
"227",19,0,11,8,10,3,19,5
"1315282",19,0,12,13,10,23,51,1
"314281",18,2,21,12,12,4,72,4
"874454",17,3,10,13,9,7,42,2
"882626",16,2,16,10,17,12,32,1
"1348114",15,3,12,9,6,8,28,9
"1314866",7,2,12,3,4,4,5,0
"1190813",12,2,15,8,8,5,34,4
"1312369",3,1,1,3,2,2,6,1
"151081",11,0,9,5,11,4,12,2
"1117313",10,0,4,3,3,2,20,0
"1315283",5,0,2,5,4,4,14,1
"1314869",7,2,8,9,10,3,31,8
"1315279",4,0,3,1,1,1,6,0
"267375",4,0,6,4,0,1,5,1
"43660",3,0,9,5,5,7,16,2
"621376",3,0,2,6,4,1,8,0
"28109",2,0,1,2,1,0,2,0
"152297",1,0,5,0,1,1,3,0
"1315275",1,0,3,1,1,5,19,1
"43659",1,0,2,0,2,0,6,1
"2820710",24,5,37,19,15,4,52,3
"1266052",7,2,15,7,10,8,33,3
"550540",236,20,291,168,161,142,410,54
"2724191",42,4,46,42,24,23,59,4
"1816218",23,2,17,16,14,9,67,3
"2161872",19,1,14,8,15,5,45,5
"2497879",16,1,18,8,4,7,36,3
"1816219",13,0,18,9,10,6,34,1
"2689569",11,1,13,16,7,11,32,5
"58049",9,4,21,9,7,3,37,2
"167879",21,1,13,11,9,5,53,4
"1967665",21,3,10,13,8,6,31,1
"2594005",27,4,16,18,25,10,69,1
"2769490",19,2,11,15,8,5,41,1
"2552945",11,3,17,16,8,10,59,5
"1763536",15,0,8,10,7,6,57,2
"718192",14,1,12,10,17,10,35,1
"2100422",69,4,41,37,38,24,121,14
"2055892",15,1,19,11,13,8,18,3
"135577",33,1,18,25,44,18,56,10
"1940690",25,2,20,10,220,24,106,4
"1096243",19,1,13,17,19,7,22,3
"357804",29,3,31,15,16,8,67,5
"314282",11,0,15,8,3,3,23,3
"69539",18,1,15,11,10,6,45,2
"1202962",16,0,13,12,8,15,56,4
"1347420",18,0,10,7,9,11,31,2
"998088",5,0,11,9,13,10,21,1
"1354302",63,6,79,48,25,20,91,7
"1448139",36,0,23,21,14,15,49,5
"196023",32,0,26,26,14,20,40,8
"1208104",2,1,4,4,3,0,11,2
"652",356,36,362,268,167,136,437,70
"2033032",118,13,171,99,64,50,183,23
"2033033",77,8,108,51,44,42,189,13
"2560029",34,6,14,21,16,16,9,2
"1636606",27,2,34,13,10,4,22,3
"1636609",25,4,28,13,16,16,28,9
"2560028",24,3,26,24,9,5,28,5
"1758179",14,0,18,5,4,13,20,3
"1636607",9,1,13,5,5,2,14,1
"1636608",5,3,15,0,13,9,112,15
"1920107",4,0,1,3,1,3,11,0
"647",1,0,0,0,0,0,0,0
"2675707",1,0,14,2,0,1,3,0
"73010",292,23,251,157,130,114,277,37
"96473",37,2,23,20,20,11,14,6
"29491",5,1,4,3,3,0,8,1
"197700",2,0,1,0,1,4,3,1
"218936",260,27,271,196,169,127,363,44
"648",234,17,229,157,132,113,491,44
"650",176,12,145,111,80,53,256,27
"196024",147,6,170,96,80,75,221,21
"948519",33,2,29,25,18,19,33,6
"656",19,7,27,23,19,11,33,5
"347534",658,68,687,404,388,292,905,129
"511062",343,24,248,199,192,144,395,56
"2047966",114,7,84,64,72,47,119,22
"1416627",61,3,50,28,32,17,94,9
"1903694",28,1,20,13,19,9,79,6
"595494",56,4,35,30,51,42,185,14
"83771",31,2,30,27,12,10,41,3
"2812648",916,74,737,539,474,375,1302,118
"2681310",849,68,681,546,418,346,1066,154
"243233",818,53,771,524,399,267,932,110
"2785785",272,26,236,185,144,87,478,34
"1727196",113,7,117,88,70,64,188,15
"107637",101,11,95,69,42,46,224,17
"2812647",95,8,95,76,60,49,184,8
"2608981",254,17,218,176,144,87,322,42
"1538553",223,15,182,146,127,118,360,36
"857087",178,15,152,102,123,97,469,29
"702114",141,9,131,79,79,63,260,18
"686340",815,56,632,519,469,305,1090,122
"2049332",150,13,133,106,67,54,246,20
"1432792",878,66,806,535,487,437,1013,132
"1808979",345,17,291,223,155,167,665,63
"1091494",102,4,68,56,48,40,94,14
"95641",79,11,53,41,59,35,224,17
"1704499",127,18,116,92,79,64,296,21
"1675686",4328,291,3767,2798,2343,1656,3380,586
"1620215",1769,102,1242,1098,997,615,1785,261
"1281578",768,47,618,464,363,273,957,112
"2303331",3461,603,2897,1813,2265,1096,39116,403
"2698684",600,68,456,366,257,195,4113,78
"465721",2328,187,2434,1830,2045,2283,3554,552
"2681547",322,31,258,193,212,168,636,78
"2745199",239,24,244,151,133,88,383,50
"1516059",198,14,189,122,130,79,311,30
"2587856",96,5,81,46,71,44,235,17
"359370",95,6,74,55,62,42,186,14
"2591606",83,7,86,61,69,38,207,35
"1769779",326,21,238,207,198,143,449,63
"252514",225,21,206,154,160,127,347,45
"48074",211,19,188,155,189,128,281,49
"260552",124,10,93,77,96,68,285,24
"454662",732,99,5150,87,6035,1294,27929,214
"1987723",232,27,402,171,2440,961,2723,1284
"1945512",99,36,386,57,409,309,2079,35
"2303332",83,76,1092,87,2943,746,136148,34
"155077",138,22,231,80,454,177,2632,51
"377629",107,14,108,55,66,53,218,17
"2731755",58,8,70,41,46,38,197,10
"2731756",50,4,47,24,59,19,102,9
"1117647",191,12,185,142,146,91,400,45
"1737490",42,7,45,20,31,17,117,14
"203122",40,2,55,17,58,21,136,16
"930806",304,21,234,205,149,117,394,37
"930805",262,16,268,179,117,107,378,42
"2601894",241,21,182,166,113,74,295,46
"2708301",568,43,486,414,334,225,753,113
"314285",257,12,178,152,115,131,343,52
"2794344",206,18,195,121,87,95,321,37
"1620392",48,6,54,39,45,22,155,11
"1470434",98,8,75,68,60,29,189,24
"716816",57,2,47,33,45,27,113,8
"670",105,6,97,67,42,41,191,12
"680",46,4,58,33,28,19,293,15
"696485",45,4,32,26,22,25,65,11
"663",30,3,24,14,21,10,54,7
"2315253",26,3,27,31,20,7,44,6
