"","AYtCM2TOMPOOA100360.extra.kraken2.report","DYZgM2TOMPOOB100370.extra.kraken2.report","X1qGgM2TOMPOOM080340.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report","iYASM2TOMPOOA050195.extra.kraken2.report","XR8LM2TOMPOOB051125.extra.kraken2.report","FvY2M2TOMPOOB051329.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","a50wM2TOMPOOB051350.extra.kraken2.report","nG3jM2TOMPOOA051345.extra.kraken2.report"
"1921123",0,0,0,0,0,0,0,0,0,0,0
"2734285",0,0,1,0,0,2,0,0,2,0,0
"1623287",0,0,0,0,0,0,0,0,0,0,0
"1921119",0,0,0,0,0,0,0,0,0,0,0
"2267238",0,0,1,0,0,0,0,1,0,0,0
"1982258",0,0,0,0,0,0,0,0,0,0,0
"1734382",0,0,0,0,0,0,0,0,0,0,0
"1913109",0,0,0,0,0,0,0,0,0,0,0
"1920754",0,0,0,0,0,0,0,1,0,0,0
"1920755",0,0,0,0,0,0,0,0,0,0,0
"1920762",0,0,0,0,0,0,0,0,0,0,0
"186846",0,0,0,1,0,0,0,0,0,0,0
"680277",0,0,0,0,0,0,1,0,0,0,0
"2749430",0,0,2,2,2,3,1,0,1,2,0
"1283076",0,0,4,0,1,1,3,1,0,0,0
"1340810",0,0,2,0,0,0,1,0,0,0,0
"2560751",0,0,0,0,1,0,0,0,0,1,0
"2169624",0,0,0,0,0,0,3,0,1,1,0
"2734117",0,0,0,0,0,0,1,0,0,0,0
"2734103",0,0,0,1,1,0,1,0,0,0,0
"2560833",0,0,2,0,0,0,0,1,0,0,1
"2733136",0,0,0,0,0,0,0,1,0,0,0
"340435",0,0,0,0,1,0,0,0,1,0,0
"2734145",0,0,0,0,1,0,0,0,3,0,0
"2560452",0,0,0,0,0,0,0,0,0,0,0
"2733130",0,0,1,0,0,0,0,0,0,0,0
"2732685",0,0,0,0,0,0,0,0,0,0,0
"2560202",0,0,0,0,0,1,1,0,1,0,1
"2731676",0,0,0,0,0,0,0,0,0,0,0
"2732924",0,0,0,0,1,0,2,0,0,1,0
"1161935",0,0,0,0,0,0,0,0,1,0,0
"2733927",0,0,1,0,0,0,0,0,0,1,0
"2733952",0,0,0,0,0,0,0,0,0,0,0
"1985729",0,0,0,0,0,0,0,1,0,0,0
"2732928",0,0,0,0,0,0,2,0,0,0,0
"2560686",0,0,1,0,0,0,0,0,0,0,0
"1985181",0,0,1,0,0,0,0,0,1,0,0
"2732971",0,0,0,0,0,0,0,0,0,0,0
"857474",0,0,3,3,0,1,0,1,0,0,0
"2686437",0,0,0,0,0,0,2,0,0,0,0
"2026949",0,0,1,0,0,0,1,1,0,0,0
"1920865",0,0,0,0,1,0,0,0,0,0,0
"2732013",0,0,0,1,0,0,0,0,0,0,0
"1232637",0,0,0,0,0,0,1,0,1,0,0
"1987509",0,0,3,0,0,0,0,0,0,0,0
"1980421",0,0,1,0,0,0,0,0,0,0,0
"11024",0,0,0,0,0,0,0,0,0,0,0
"2201042",0,0,0,0,0,0,0,0,0,0,0
"253702",0,0,0,0,0,0,0,0,0,0,0
"64290",0,0,0,0,0,0,0,0,0,0,0
"11102",0,0,0,0,0,0,0,0,0,0,0
"1307802",0,0,0,0,0,0,0,0,0,0,0
"1921557",0,0,1,0,1,0,0,0,0,0,0
"2499606",0,0,0,0,0,1,0,0,0,0,0
"2170191",0,0,0,0,0,0,0,0,0,0,0
"92395",0,0,0,0,0,0,0,0,0,0,0
"908833",0,0,0,0,0,1,0,0,0,0,0
"38062",0,0,0,0,0,0,0,0,0,0,0
"1923639",0,0,0,0,0,0,0,0,0,0,0
"1923110",0,0,0,0,0,0,0,0,0,0,0
"1922670",0,0,0,0,0,0,0,0,0,0,0
"12450",0,0,0,0,0,0,0,0,0,0,0
"1732179",0,0,0,0,0,0,0,0,0,0,0
"39420",0,0,5,0,1,0,1,0,0,1,0
"315393",0,0,0,0,1,0,0,0,0,0,0
"130328",0,0,0,0,0,0,0,0,0,0,0
"1307957",0,0,2,0,0,0,0,0,0,0,0
"490711",0,0,0,0,0,2,0,0,1,1,0
"1850906",0,0,2,0,1,1,1,0,1,0,1
"2083176",0,0,1,1,0,0,1,0,0,0,0
"1367203",0,0,0,0,0,0,0,1,0,0,0
"1129034",0,0,0,0,0,0,0,0,0,0,0
"77647",0,0,1,0,0,0,0,0,0,0,0
"858511",0,0,0,0,0,0,0,0,0,0,0
"2003313",0,0,0,0,0,0,0,0,0,0,0
"1588048",0,0,0,0,0,0,0,0,0,0,0
"325461",0,0,0,0,0,0,0,1,0,0,0
"1506574",0,0,0,0,1,0,0,0,0,0,0
"1352227",0,0,0,0,0,0,3,0,0,0,0
"1655662",0,0,0,0,0,0,0,0,0,0,0
"1546257",0,0,0,0,0,0,1,0,0,0,0
"1983545",0,0,0,0,0,0,0,0,0,0,0
"1149875",0,0,0,0,0,0,0,0,0,0,0
"1797140",0,0,0,0,0,0,0,0,0,0,0
"1031710",0,0,0,0,0,0,0,0,0,0,0
"1170710",0,0,3,0,0,1,1,1,2,0,2
"1429399",0,0,0,1,0,1,1,1,0,0,0
"491",0,0,3,0,0,0,0,0,1,0,0
"2675711",0,0,1,0,0,0,2,1,0,0,0
"2742649",0,0,0,0,0,0,2,0,1,0,0
"2488567",0,0,0,0,0,0,4,1,6,0,0
"2500543",0,0,0,0,0,1,0,0,0,0,0
"585055",0,0,0,0,0,0,0,0,0,0,0
"1392854",0,0,1,0,0,0,0,0,0,0,0
"2675777",0,0,2,0,0,0,0,1,0,2,0
"903503",0,0,0,0,0,0,0,1,0,0,0
"298657",0,0,0,0,0,0,0,0,0,0,0
"1419584",0,0,0,0,0,0,0,0,0,0,0
"651",0,0,0,0,227,0,0,225,0,0,100
"123812",0,0,1,0,0,0,1,0,0,0,0
"661367",0,0,25,0,0,0,0,0,2,1,0
"463",0,0,0,3,0,0,0,0,0,0,0
"1795",0,0,0,1,0,0,0,0,0,1,0
"1963032",0,0,2,0,0,0,0,1,2,0,1
"2628837",0,0,1,1,0,0,0,0,0,0,0
"2766470",0,0,1,0,0,1,1,0,0,0,0
"1532",0,0,6,0,0,0,0,0,0,0,0
"290434",0,0,2,0,0,1,1,0,2,0,0
"547144",0,0,0,0,0,0,0,0,0,0,0
"889953",0,0,0,0,0,0,1,0,0,0,0
"1282995",0,0,0,0,0,0,0,0,0,0,0
"756275",0,0,0,0,0,0,0,1,2,0,0
"560178",0,0,0,0,0,0,0,0,0,0,0
"294631",0,0,0,0,0,0,0,0,0,0,0
"2591212",0,0,1,1,0,0,0,0,0,0,0
"1755689",0,0,0,0,0,1,0,0,0,0,0
"2234106",0,0,112,48,1,0,0,0,0,1,0
"1921546",0,0,29,20,0,0,0,0,0,0,0
"1921547",0,0,54,34,0,0,0,0,0,1,0
"1034110",0,0,0,0,0,1,0,0,0,0,1
"31757",0,0,0,0,0,1,0,0,1,0,0
"1051140",0,0,0,0,0,0,0,0,0,0,0
"1225861",0,0,0,0,0,0,0,0,0,0,0
"1982259",0,0,0,0,0,0,0,0,0,0,0
"1982277",0,0,0,0,0,0,0,0,0,0,0
"1982107",0,0,1,0,1,0,1,0,1,1,1
"1993859",0,0,0,0,1,0,0,1,3,1,0
"2560592",0,0,1,1,1,0,2,0,0,1,0
"1982360",0,0,0,0,0,0,0,0,0,0,0
"2733159",0,0,0,0,0,0,0,0,0,0,0
"2733169",0,0,4,0,1,0,0,0,0,0,1
"2734216",0,0,0,0,1,3,0,2,0,0,0
"1982100",0,0,0,0,1,0,0,0,0,0,0
"1982148",0,0,2,0,0,0,1,1,1,0,0
"2734282",0,0,0,0,0,0,0,0,0,0,0
"2733220",0,0,0,0,2,0,0,0,1,17,1
"749413",0,0,1,0,0,1,1,1,0,0,0
"1357714",0,0,0,0,0,0,0,0,1,0,0
"115991",0,0,0,0,1,0,0,0,0,0,1
"446807",0,0,0,0,0,0,0,1,0,0,0
"2734104",0,0,0,0,0,0,0,0,0,0,0
"2733095",0,0,0,0,0,0,0,0,0,0,0
"1636617",0,0,2,0,0,0,0,0,0,2,0
"1298971",0,0,0,0,0,0,0,0,0,0,0
"2599764",0,0,1,1,1,0,4,1,0,0,0
"2169868",0,0,1,0,1,0,0,0,1,1,0
"1920765",0,0,0,0,0,0,0,0,0,0,0
"280701",0,0,0,0,0,0,0,0,0,0,0
"2733903",0,0,0,0,0,0,0,0,0,0,0
"1465639",0,0,0,0,0,0,0,0,0,0,0
"1564096",0,0,0,0,0,1,0,0,0,0,1
"2731623",0,0,0,0,0,0,0,0,0,0,0
"2560145",0,0,1,0,0,0,0,0,0,0,2
"11286",0,0,0,0,0,0,0,0,1,0,0
"1592572",0,0,0,0,0,0,0,0,0,1,0
"1000373",0,0,0,0,0,0,0,0,0,0,0
"2508240",0,0,0,0,0,0,1,1,1,1,0
"2501963",0,0,1,0,1,0,2,0,0,0,0
"66834",0,0,0,0,0,0,0,0,0,0,0
"1920698",0,0,0,0,0,0,0,0,0,0,0
"41764",0,0,0,0,0,0,0,0,0,0,0
"72750",0,0,0,0,0,0,0,0,0,0,0
"11085",0,0,1,0,0,0,0,0,0,0,0
"2056885",0,0,0,0,0,0,0,0,0,0,0
"1923755",0,0,0,0,0,0,0,0,0,0,0
"1922563",0,0,0,0,0,0,0,0,0,0,0
"1922554",0,0,0,0,0,0,0,0,0,0,0
"1923083",0,0,0,0,0,0,0,0,0,0,0
"1923275",0,0,0,0,0,0,0,0,0,0,0
"1922715",0,0,0,0,0,0,0,0,0,0,0
"1922533",0,0,0,0,0,0,0,0,0,0,0
"1170425",0,0,0,0,0,0,0,0,0,0,0
"1608440",0,0,0,0,0,0,0,0,0,0,0
"1586712",0,0,0,0,0,0,0,0,0,1,0
"2733298",0,0,0,0,0,0,0,0,0,0,0
"298334",0,0,0,0,0,0,0,0,1,0,0
"1714272",0,0,0,0,0,0,3,0,0,0,0
"1592576",0,0,1,0,1,0,0,3,1,0,0
"208013",0,0,0,0,0,1,2,0,0,0,0
"111874",0,0,0,0,0,0,0,0,0,0,0
"1396815",0,0,0,0,0,0,0,0,0,0,0
"2304198",0,0,0,0,0,0,0,0,0,0,0
"1840257",0,0,1,0,0,0,0,0,0,0,0
"381666",0,0,2,0,0,1,0,1,0,1,0
"430531",0,0,1,0,0,0,0,2,0,0,0
"1437443",0,0,6,0,0,0,0,0,0,0,0
"2493109",0,0,1,0,0,0,0,0,0,0,0
"924",0,0,1,0,0,0,0,0,0,0,0
"1449783",0,0,2,0,0,0,1,0,0,1,3
"115714",0,0,1,1,0,0,0,0,0,0,0
"1242245",0,0,2,0,2,0,3,0,2,2,0
"1049565",0,0,12,0,0,0,0,0,0,0,0
"1284804",0,0,1,0,0,0,1,0,0,0,0
"1392500",0,0,1,0,0,0,0,0,0,0,0
"1006551",0,0,1,0,0,0,0,0,0,0,0
"2675713",0,0,3,0,2,0,0,1,0,0,0
"1463164",0,0,1,0,0,0,0,0,1,0,0
"2742632",0,0,1,0,0,0,0,0,0,0,0
"2614656",0,0,1,0,0,0,1,0,0,0,0
"585397",0,0,4,0,0,0,0,0,0,0,0
"2778654",0,0,2,0,0,0,0,0,0,0,0
"1603259",0,0,1,0,0,0,0,0,0,0,0
"362663",0,0,1,0,0,0,0,0,0,0,0
"2799495",0,0,1,0,0,0,1,0,1,0,0
"424718",0,0,1,0,0,0,1,0,0,0,0
"1224148",0,0,1,0,0,0,0,0,0,0,0
"406817",0,0,1,0,0,0,0,0,0,0,0
"1777491",0,0,4,0,0,0,0,1,0,0,0
"693974",0,0,2,0,0,0,1,1,0,0,0
"747457",0,0,6,0,0,0,0,0,0,0,0
"326442",0,0,2,0,0,0,0,0,0,0,0
"452804",0,0,1,0,0,0,0,0,0,0,0
"2661921",0,0,1,0,0,0,0,1,0,0,0
"400673",0,0,10,1,2,0,0,0,2,0,0
"1293501",0,0,2,0,0,0,2,0,0,0,0
"646",0,0,3,0,0,3,0,0,1,0,0
"1249526",0,0,1,0,0,0,0,0,0,0,0
"119857",0,0,1,0,1,0,0,0,0,0,0
"650377",0,0,3,0,1,0,0,0,0,0,0
"45462",0,0,1,0,0,0,0,0,0,0,0
"1373",0,0,1,0,0,0,0,0,0,0,0
"255248",0,0,3,1,1,2,4,1,0,0,0
"1940789",0,0,1,0,0,0,0,0,0,0,0
"2115",0,0,1,0,1,0,0,0,0,0,0
"1292392",0,0,1,0,0,0,0,0,0,0,0
"1435045",0,0,3,0,1,2,0,0,0,0,0
"1293575",0,0,3,0,0,1,2,0,0,0,0
"519049",0,0,1,0,1,0,0,0,0,0,0
"1081646",0,0,1,0,0,0,1,0,0,0,0
"445987",0,0,1,0,0,0,0,0,0,0,0
"126740",0,0,2,0,0,0,1,2,0,0,0
"77133",0,0,2,1,0,0,0,0,0,0,0
"2254",0,0,1,0,0,0,0,0,0,0,0
"2625095",0,0,1,0,0,0,1,0,0,0,1
"2627676",0,0,1,1,0,0,0,0,1,0,0
"2283303",0,0,8,0,0,0,0,1,20,4,15
"2601686",0,0,5,0,2,0,0,0,0,0,0
"2301561",0,0,3,0,0,2,1,0,2,1,0
"382685",0,0,2,0,0,0,0,0,0,0,0
"1777122",0,0,2,0,0,0,0,0,0,0,0
"1147042",0,0,2,0,0,0,0,0,0,0,0
"753084",0,0,2,0,0,0,0,0,0,1,0
"2099336",0,0,2,0,0,0,0,0,0,0,0
"2686246",0,0,2,0,0,0,0,0,0,0,0
"1589270",0,0,1,0,0,0,0,0,0,0,0
"1476887",0,0,1,0,0,0,0,0,0,0,0
"1412875",0,0,1,0,0,0,0,0,2,0,0
"1176422",0,0,1,0,0,1,0,0,0,0,0
"2652414",0,0,1,0,0,1,1,0,0,0,0
"2686266",0,0,1,0,0,0,0,0,0,0,0
"1042123",0,0,1,0,0,0,0,0,0,0,0
"947980",0,0,1,0,2,0,0,0,0,0,0
"877240",0,0,1,0,0,0,0,0,0,0,0
"754067",0,0,1,0,0,0,0,0,0,0,0
"2250371",0,0,1,0,0,2,1,0,0,0,1
"2488571",0,0,1,0,0,0,0,0,0,0,0
"1698369",0,0,1,0,0,0,0,0,0,0,0
"10724",0,0,1,1,0,0,0,0,0,0,0
"1560313",0,0,1,0,0,0,0,0,0,0,0
"537874",0,0,1,0,0,0,0,0,0,0,0
"700512",0,0,1,0,0,0,0,0,0,0,0
"1921545",0,0,62,30,0,0,0,0,0,0,0
"1993861",0,0,1,0,0,0,0,0,0,0,0
"1993884",0,0,1,0,0,0,0,0,0,0,0
"685506",0,0,1,0,0,0,0,0,0,0,0
"2560786",0,0,6,1,0,0,0,0,3,0,0
"1921548",0,0,14,2,1,0,0,0,0,1,0
"1173754",0,0,2,0,0,0,0,0,0,0,0
"1982750",0,0,2,0,0,0,0,0,0,0,0
"1982287",0,0,1,0,0,0,0,0,0,0,0
"1982089",0,0,4,0,0,0,0,0,0,0,0
"2734289",0,0,1,0,0,0,1,0,0,0,0
"205869",0,0,1,0,0,0,0,0,0,0,0
"1982083",0,0,1,0,0,0,0,0,2,0,0
"1981027",0,0,1,0,0,0,0,0,0,0,0
"2219214",0,0,1,0,2,0,0,0,0,1,0
"2560705",0,0,2,0,0,0,2,0,0,0,0
"1982238",0,0,2,0,0,0,0,0,0,0,0
"2733171",0,0,2,0,2,0,0,0,0,0,0
"1129146",0,0,1,0,0,0,0,0,0,0,0
"1982243",0,0,1,0,0,0,0,0,0,0,0
"1920752",0,0,1,0,0,0,0,0,0,0,0
"2560471",0,0,1,0,0,0,0,0,0,0,0
"1982154",0,0,1,0,0,0,0,0,1,0,0
"40631",0,0,1,0,0,0,0,0,0,0,0
"1982225",0,0,1,0,0,0,3,0,0,1,0
"10719",0,0,1,0,1,1,0,0,1,0,0
"1982111",0,0,1,0,1,0,2,0,0,0,0
"2560307",0,0,1,0,1,1,0,0,0,2,0
"458639",0,0,2,0,0,0,1,0,0,0,0
"683735",0,0,1,0,0,0,0,0,0,0,0
"2419618",0,0,1,0,0,0,0,0,0,0,0
"756280",0,0,1,0,0,0,0,0,0,0,0
"1864622",0,0,1,0,0,1,0,0,0,1,0
"1127518",0,0,1,0,0,0,0,0,0,0,0
"1493513",0,0,1,0,1,0,0,0,1,0,0
"1458859",0,0,1,0,0,0,0,0,2,0,0
"331278",0,0,1,0,0,0,0,1,0,1,0
"2588518",0,0,1,0,0,0,0,0,0,0,0
"1567013",0,0,1,0,0,0,0,0,0,0,0
"1913651",0,0,1,0,0,0,1,0,0,0,0
"260149",0,0,1,0,0,0,0,2,0,0,1
"2006135",0,0,1,0,0,0,0,0,1,0,0
"2560305",0,0,4,0,1,0,0,1,1,0,0
"244310",0,0,7,0,0,0,0,0,1,0,0
"2006169",0,0,1,0,0,0,0,0,0,0,0
"2560095",0,0,1,1,0,0,0,0,0,0,0
"2560463",0,0,4,0,1,0,0,0,0,0,0
"2560436",0,0,1,0,0,0,0,0,0,0,0
"1980945",0,0,1,0,0,0,0,0,0,1,0
"2560545",0,0,2,0,0,1,1,1,0,0,0
"10683",0,0,2,0,0,0,1,0,0,0,0
"2734095",0,0,1,0,0,0,0,0,3,1,0
"2560435",0,0,2,0,0,2,2,0,0,0,1
"233894",0,0,1,0,1,0,0,0,0,0,0
"1912143",0,0,1,0,0,0,0,0,0,0,0
"1925779",0,0,1,1,0,0,0,0,0,0,0
"977801",0,0,2,0,0,0,0,0,0,0,0
"2662127",0,0,1,0,0,0,0,0,0,0,0
"1784982",0,0,1,0,0,0,0,15,0,0,0
"2546626",0,0,1,0,0,0,0,0,0,0,0
"1984798",0,0,3,0,0,0,1,0,0,3,3
"1987939",0,0,1,0,3,0,0,0,0,0,0
"1987941",0,0,1,0,0,1,0,0,0,0,0
"2562667",0,0,1,0,0,0,0,0,1,0,0
"2734188",0,0,2,0,0,0,1,1,0,1,0
"1982595",0,0,1,1,0,0,0,0,0,0,0
"1920763",0,0,1,0,0,0,0,0,0,0,0
"1918525",0,0,1,0,0,0,0,0,0,0,0
"2732675",0,0,3,0,0,0,0,0,1,0,0
"2732688",0,0,1,0,0,0,0,0,0,0,0
"2732938",0,0,3,0,0,0,0,12,1,1,0
"2733962",0,0,2,0,0,0,0,0,0,0,0
"2560679",0,0,2,0,0,0,1,2,0,0,0
"2731958",0,0,1,0,0,0,0,0,0,0,0
"2733958",0,0,1,0,0,0,1,0,0,0,0
"2732926",0,0,1,0,0,0,0,0,0,1,0
"2731674",0,0,1,0,0,0,0,0,0,0,0
"2733965",0,0,1,0,0,0,0,0,0,0,0
"2560334",0,0,3,0,0,0,0,0,0,0,0
"2560332",0,0,1,0,2,1,0,1,0,0,0
"1857889",0,0,1,0,0,0,0,1,0,0,0
"2169534",0,0,2,0,1,0,0,0,0,0,0
"2734036",0,0,1,0,0,0,0,0,0,0,0
"1920864",0,0,2,0,0,0,0,0,0,0,1
"2732064",0,0,1,0,0,2,0,0,0,0,0
"2560539",0,0,1,0,0,0,0,1,0,0,0
"2733997",0,0,1,0,0,0,0,1,0,0,0
"2732038",0,0,1,0,1,0,0,0,0,0,0
"2613861",0,0,1,0,0,0,0,0,0,0,0
"2501997",0,0,2,0,0,0,0,0,0,0,0
"39718",0,0,1,0,0,0,0,0,0,0,0
"35323",0,0,1,0,0,0,0,0,0,1,0
"2169701",0,0,2,0,0,0,0,0,0,0,0
"59301",0,0,1,0,0,0,0,0,0,0,0
"2162642",0,0,2,0,0,0,0,0,0,0,0
"1908808",0,0,1,0,0,0,0,0,0,0,0
"1682187",0,0,1,0,0,0,0,0,0,0,0
"31770",0,0,1,0,0,0,0,0,0,0,0
"184751",0,0,1,0,0,0,0,0,0,0,0
"2008761",0,0,1,0,0,0,0,0,0,0,0
"2008763",0,0,1,0,0,0,0,0,0,0,0
"2170086",0,0,1,0,0,0,0,0,0,0,0
"328429",0,0,2,0,2,0,1,0,0,0,0
"1912598",0,0,1,0,0,0,0,0,0,0,0
"186844",0,0,2,0,0,1,0,0,0,0,0
"694017",0,0,1,0,0,0,1,0,0,0,0
"90010",0,0,2,0,0,2,3,0,0,0,0
"1534549",0,0,1,0,0,0,0,0,0,0,0
"1511805",0,0,1,0,0,0,0,0,0,0,0
"1093901",0,0,1,0,0,0,0,0,0,0,0
"114921",0,0,1,0,0,0,0,0,0,0,0
"2056161",0,0,1,0,0,0,0,0,0,0,0
"796352",0,0,1,0,0,0,0,0,0,0,0
"348449",0,0,1,0,0,0,0,0,0,0,0
"509923",0,0,1,0,0,0,0,0,0,0,0
"160484",0,0,1,0,0,0,0,0,0,0,0
"699180",0,0,1,0,0,0,0,0,0,0,0
"441999",0,0,1,0,0,0,0,0,0,0,0
"939922",0,0,1,0,1,0,1,0,1,0,0
"349681",0,0,1,0,0,0,0,0,0,0,0
"399394",0,0,1,0,0,0,0,0,0,0,0
"1755792",0,0,1,0,0,0,0,0,0,0,0
"11002",0,0,1,0,0,0,0,0,0,0,0
"1634914",0,0,1,0,0,0,0,0,0,0,0
"153057",0,0,1,0,0,0,0,1,0,0,0
"1923651",0,0,1,0,0,0,0,0,0,0,0
"1923601",0,0,1,0,0,0,0,0,0,0,0
"1922556",0,0,1,0,0,0,0,0,0,0,0
"1923531",0,0,1,0,0,0,0,0,0,0,0
"1922784",0,0,1,0,0,0,0,0,0,0,0
"1923241",0,0,1,0,0,0,0,0,0,0,0
"1923155",0,0,1,0,0,0,0,0,0,0,0
"1923701",0,0,1,0,0,0,0,0,0,0,0
"1923369",0,0,1,0,0,0,0,0,0,0,0
"1923778",0,0,1,0,0,0,0,0,0,0,0
"1923153",0,0,1,0,0,0,0,0,0,0,0
"1183239",0,0,4,0,0,0,0,0,0,1,0
"1327968",0,0,1,0,0,0,0,0,0,0,0
"2010269",0,0,3,0,0,0,0,0,0,1,0
"552509",0,0,1,0,0,0,0,0,0,0,0
"212035",0,0,3,0,0,1,1,0,0,1,0
"10270",0,0,1,0,0,0,1,1,0,0,0
"1146877",0,0,4,0,1,0,0,0,0,0,0
"1986024",0,0,1,0,0,0,0,0,0,0,0
"1557033",0,0,1,0,0,0,0,0,0,0,0
"1723446",0,0,1,0,0,1,2,0,0,1,0
"38012",0,0,1,0,0,0,0,0,0,0,0
"134394",0,0,1,0,0,0,0,0,0,0,0
"1563660",0,0,1,0,0,0,0,0,1,0,0
"1580580",0,0,1,0,0,0,0,0,0,0,1
"1675866",0,0,1,0,1,0,0,0,1,0,0
"936061",0,0,1,0,0,0,0,0,0,0,0
"1608323",0,0,1,0,0,0,0,0,0,0,0
"1511911",0,0,1,0,0,0,0,0,0,0,0
"1297645",0,0,1,0,0,0,0,0,0,0,0
"10837",0,0,1,0,0,0,0,0,0,0,0
"1985399",0,0,1,0,0,0,0,0,0,0,0
"1987743",0,0,1,0,0,0,0,0,0,0,0
"1676182",0,0,1,0,0,0,0,0,0,0,0
"309181",0,0,2,0,0,0,0,0,0,0,0
"537009",0,0,1,0,0,0,0,0,0,1,0
"304222",0,0,4,0,0,0,0,0,0,0,0
"1732177",0,0,2,0,0,0,0,1,0,0,0
"437444",0,0,1,0,0,0,0,0,0,0,0
"687345",0,0,1,0,0,0,0,0,0,0,0
"2630218",0,0,0,3,0,0,0,0,0,0,0
"2420300",0,0,0,1,0,0,0,0,1,0,0
"2742641",0,0,0,1,0,0,0,0,0,0,0
"54736",0,0,0,6,0,0,0,0,0,0,0
"470934",0,0,0,39,0,0,0,0,0,0,0
"1263550",0,0,0,4,0,0,0,12,0,10,0
"314275",0,0,0,4,38,0,0,19,0,0,10
"24",0,0,0,17,0,0,0,0,0,0,0
"579112",0,0,0,1,0,0,0,0,0,0,0
"2016517",0,0,0,1,0,0,0,0,0,0,0
"715",0,0,0,3,0,0,0,0,0,0,0
"487",0,0,0,9,0,0,0,0,0,0,0
"486",0,0,0,1,0,0,0,0,0,0,0
"521008",0,0,0,1,0,0,0,0,0,0,0
"173",0,0,0,8,0,0,0,0,0,0,0
"52584",0,0,0,1,0,0,0,0,0,0,0
"2631113",0,0,0,2,0,0,0,0,0,0,0
"851",0,0,0,1,0,0,0,0,0,0,0
"1445727",0,0,0,1,0,0,0,0,0,0,0
"1071502",0,0,0,1,0,0,0,0,0,0,0
"28369",0,0,0,1,0,0,0,0,0,0,0
"1299429",0,0,0,6,2,1,0,0,0,0,0
"2560791",0,0,0,2,0,1,0,0,0,0,0
"2560150",0,0,0,3,0,0,0,0,0,0,0
"2594692",0,0,0,3,0,1,0,0,1,0,0
"1623276",0,0,0,1,0,0,0,0,0,0,0
"1954379",0,0,0,1,0,0,0,0,0,0,0
"1984800",0,0,0,2,0,0,0,0,0,0,0
"2609909",0,0,0,1,0,0,0,0,0,0,0
"1987940",0,0,0,1,0,0,0,0,0,0,0
"1273707",0,0,0,1,0,0,0,0,0,0,0
"1920753",0,0,0,1,0,0,0,0,0,0,0
"1493509",0,0,0,1,1,0,0,0,0,0,0
"1980941",0,0,0,2,0,0,0,0,0,1,2
"1985285",0,0,0,1,0,0,0,0,0,0,0
"1980937",0,0,0,1,0,0,0,0,0,0,2
"680114",0,0,0,1,0,0,0,0,0,0,0
"2035708",0,0,0,1,1,0,0,0,1,0,0
"269145",0,0,0,1,0,0,0,0,0,0,0
"1922752",0,0,0,1,0,0,0,0,0,0,0
"1922736",0,0,0,1,0,0,0,0,0,0,0
"1923091",0,0,0,1,0,0,0,0,0,0,0
"2052685",0,0,0,1,0,0,0,0,0,0,0
"2169667",0,0,0,1,0,0,0,0,0,0,0
"398578",0,0,0,0,0,0,0,0,0,0,0
"935590",0,0,0,0,0,0,0,0,0,0,0
"29447",0,0,0,0,0,0,0,0,369,407,0
"2730849",0,0,0,0,0,0,0,0,0,0,0
"341029",0,0,0,0,0,0,0,0,0,0,0
"2742677",0,0,0,0,4,0,0,0,0,0,0
"2716879",0,0,0,0,0,0,1,1,2,0,0
"1055537",0,0,0,0,0,0,0,0,0,0,0
"2814546",0,0,0,0,2,0,1,0,0,0,0
"1355100",0,0,0,0,0,0,0,0,0,0,0
"1282357",0,0,0,0,0,0,0,0,0,0,0
"1454377",0,0,0,0,0,0,0,0,1,0,0
"1225785",0,0,0,0,0,0,0,0,0,0,0
"2730357",0,0,0,0,0,0,0,1,0,0,0
"1610576",0,0,0,0,0,0,0,0,0,0,0
"332186",0,0,0,0,0,0,2,0,0,0,0
"2661922",0,0,0,0,0,0,0,0,0,0,0
"297245",0,0,0,0,0,0,0,0,0,0,0
"262727",0,0,0,0,0,0,0,0,0,0,0
"1302858",0,0,0,0,0,0,0,0,0,0,0
"314724",0,0,0,0,0,0,0,0,0,0,0
"43687",0,0,0,0,0,0,0,0,0,0,0
"74968",0,0,0,0,0,0,0,0,0,0,0
"2743924",0,0,0,0,0,0,1,0,0,0,0
"2656547",0,0,0,0,3,1,0,0,1,0,0
"1965482",0,0,0,0,1,0,0,0,0,0,0
"1147044",0,0,0,0,0,0,0,0,0,0,0
"2652415",0,0,0,0,0,1,1,0,0,1,0
"1873341",0,0,0,0,0,0,0,0,0,0,0
"644007",0,0,0,0,0,0,0,0,0,0,0
"2072797",0,0,0,0,0,0,0,0,0,0,0
"1821553",0,0,0,0,0,0,0,0,1,0,0
"2599848",0,0,0,0,0,1,1,0,0,1,1
"2753656",0,0,0,0,0,0,0,0,1,0,0
"861044",0,0,0,0,0,0,0,0,1,0,1
"1086751",0,0,0,0,0,0,1,3,2,1,0
"1089135",0,0,0,0,1,0,2,0,1,1,0
"2283289",0,0,0,0,0,0,0,0,2,1,1
"546185",0,0,0,0,0,0,0,0,0,0,0
"225588",0,0,0,0,1,0,1,0,0,0,0
"1982108",0,0,0,0,0,0,0,0,0,0,0
"1982305",0,0,0,0,0,0,0,0,0,0,0
"1982303",0,0,0,0,0,0,0,0,0,0,0
"2170234",0,0,0,0,0,0,0,0,0,0,0
