"","s9OmM2TOMPOOB051285.extra.kraken2.report","FvY2M2TOMPOOB051329.extra.kraken2.report","nG3jM2TOMPOOA051345.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","X0n7bM2TOMPOOA100365.extra.kraken2.report","AYtCM2TOMPOOA100360.extra.kraken2.report","TECcM2TOMPOOA051310.extra.kraken2.report","abKIM2TOMPOOA051320.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report","DYZgM2TOMPOOB100370.extra.kraken2.report","XR8LM2TOMPOOB051125.extra.kraken2.report"
"120044",26,23,13,38,22,53,23,14,9,16,16
"2633097",4446,3768,2667,4247,5070,4710,3041,2663,1903,3172,2627
"39960",1401,1306,905,1497,1812,1727,1015,979,657,1002,996
"2739433",586,595,434,579,809,703,448,459,328,511,419
"1112",575,547,362,622,784,721,452,346,219,445,343
"2182384",558,539,375,523,713,638,406,363,289,420,365
"2683265",3202,2946,1993,3143,3899,3768,2367,2030,1399,2404,2039
"2060312",1175,1175,772,1215,1657,1389,925,671,737,968,751
"2067415",961,895,739,1186,1282,1250,637,673,453,677,565
"2604537",654,580,422,647,809,664,451,401,247,445,405
"2185142",188,231,172,237,348,303,183,159,126,194,149
"1267766",526,540,376,520,847,677,389,353,314,482,370
"361183",572,445,308,494,593,559,325,331,236,354,319
"476157",166,155,146,187,245,215,120,150,78,180,103
"692370",1191,1105,942,1375,1600,1326,845,750,549,852,762
"2338327",1260,1140,932,1258,1558,1489,785,719,570,867,730
"1982042",857,797,683,1174,1216,1033,649,550,434,683,554
"2055955",380,363,284,339,428,410,286,292,203,267,211
"450378",1386,1315,785,1259,1601,1570,976,896,606,1052,930
"2798724",808,700,464,810,882,831,563,506,320,547,501
"1348774",601,584,367,596,757,663,453,376,298,479,383
"192812",1072,982,651,1011,1113,1227,720,622,442,686,635
"1532023",1097,1009,669,1046,1103,1272,770,659,396,700,659
"266951",480,436,338,500,542,534,395,268,222,352,343
"502682",562,456,322,530,632,597,331,324,263,359,298
"1648404",215,222,148,237,309,223,193,171,96,192,152
"543877",780,651,525,807,931,784,512,419,625,507,504
"645517",678,628,470,786,846,761,542,412,304,549,434
"1892855",5341,3551,2368,3699,2964,4673,2987,2599,1973,2238,2898
"2771430",3043,1857,1403,2175,1384,2393,1588,1336,1582,1085,1652
"335406",1491,1346,816,1379,1902,1459,1052,983,644,1235,983
"2759707",1274,1236,654,1144,1219,1459,912,838,360,849,776
"192",3105,3391,1099,2643,3845,4306,2267,2086,1402,2668,2591
"652764",891,1029,414,934,1154,1236,664,656,286,752,754
"709810",838,1005,358,889,1100,1156,596,619,339,764,700
"664962",845,894,274,583,973,1116,618,538,293,656,714
"2202148",2712,3019,1050,2574,3084,3723,2066,1880,747,2208,2158
"137722",1017,1198,416,993,1331,1550,800,796,269,818,794
"862719",704,776,279,636,862,948,475,539,155,556,586
"528244",1426,1577,554,1232,1774,1986,1035,972,351,1174,1173
"682998",959,1032,334,878,1014,1130,686,604,227,705,758
"286727",602,746,280,627,842,893,480,465,235,584,514
"1226968",693,744,281,618,826,1045,523,515,184,518,543
"1064539",542,497,155,480,623,671,322,329,198,433,396
"2775420",3023,3467,881,2156,5236,9559,2427,1824,771,4603,2680
"2233999",2209,2398,664,1696,3846,6983,1639,1281,507,3284,1721
"2602016",3545,4604,2426,4068,4456,3988,3419,2548,924,3002,3088
"2602015",2866,3572,2009,3426,3655,3367,2647,2064,702,2486,2434
"1663591",793,948,358,787,1170,1028,664,520,205,751,656
"1639348",674,857,318,680,856,817,570,539,189,575,542
"431944",212,258,96,257,302,273,205,162,58,210,175
"342108",827,1034,389,878,1142,1030,658,611,218,705,695
"414684",2059,2290,890,1767,2481,2665,1613,1416,547,1575,1733
"269796",1,6,2,5,4,5,4,3,4,1,1
"2594003",2126,3353,1348,2580,2473,2505,1759,1414,629,1630,2363
"1110502",2004,2319,841,1884,2368,2504,1641,1299,536,1509,1552
"1441467",1780,2124,900,1915,2094,2213,1345,1439,465,1555,1443
"2220096",1629,1759,722,1432,1835,2003,1260,996,1121,1304,1298
"111831",1039,1124,441,1012,1452,1330,814,847,223,886,918
"2048283",154,177,77,162,251,197,127,106,43,160,120
"2785908",81,107,66,92,140,127,82,55,38,89,88
"2785911",48,60,46,58,83,79,40,38,30,53,38
"1891279",91,124,69,93,150,113,89,72,44,96,100
"1123366",46,71,26,51,89,70,48,34,19,53,43
"1612173",751,921,366,691,1022,1082,681,568,216,677,664
"1150469",642,781,278,620,848,931,579,494,169,531,535
"1288970",458,534,227,446,590,474,416,325,122,360,365
"1549855",100,118,43,84,127,118,81,65,19,99,73
"1401328",12,15,9,4,16,11,3,13,2,9,9
"1193729",3,7,1,9,9,10,4,3,3,9,12
"2768162",2079,1949,864,1705,2035,2934,1411,1533,476,1729,1610
"2768161",1899,1820,728,1685,1874,2660,1359,1413,493,1549,1646
"2018065",265,206,81,177,203,339,158,132,40,195,209
"257708",1270,1214,471,1107,1340,1911,908,939,246,1002,1024
"207340",246,204,86,155,217,440,148,164,39,201,186
"94",3901,4821,1715,4032,5302,4820,3258,2923,1378,3714,3314
"1296990",170,190,78,191,200,214,142,135,39,148,137
"265959",234,240,113,230,282,285,209,201,77,207,207
"714995",25,28,11,20,46,23,18,8,7,26,21
"265960",175,183,86,163,203,269,126,148,44,146,142
"634177",126,171,59,156,191,195,92,112,46,129,107
"65958",138,154,66,147,177,171,110,96,28,97,113
"33995",131,122,78,116,143,184,88,78,30,94,82
"215221",9,10,0,6,13,10,6,2,2,7,5
"2771361",2509,2212,948,1977,2301,3670,1592,1494,489,1814,1926
"926570",246,255,70,180,265,313,143,155,49,164,165
"349163",127,173,87,167,164,204,106,135,35,148,123
"1484109",1164,1231,543,1299,1481,1583,904,951,272,956,900
"1969806",1045,1229,531,1386,1461,1473,873,874,270,1040,886
"435",447,460,212,445,607,563,331,336,150,410,331
"1076596",116,140,57,80,147,171,88,76,18,105,68
"2592655",119,123,63,110,118,157,96,66,30,103,91
"2259883",1,2,1,1,1,1,1,1,0,2,8
"431306",83,94,44,62,81,75,53,64,14,47,55
"481145",12,7,2,2,12,15,1,9,1,12,6
"1006554",3,8,2,2,7,2,3,0,1,1,5
"1266844",2,6,3,0,5,10,2,2,3,3,6
"481146",27,36,20,34,48,43,19,35,19,45,36
"146474",25,52,12,25,39,39,24,29,8,29,34
"104102",21,34,11,30,35,42,29,25,8,27,22
"446692",21,24,13,25,32,22,22,20,6,36,14
"2500548",5,11,5,5,9,12,4,3,0,6,2
"1633874",2,3,1,2,7,1,1,6,2,8,7
"65959",0,3,0,1,1,3,0,0,0,1,0
"272568",812,836,370,764,978,1081,633,603,180,700,631
"1288313",94,106,45,80,128,102,72,63,34,107,78
"290633",80,93,39,92,87,106,75,84,22,76,68
"1224746",2,0,0,1,2,2,1,0,0,0,1
"318683",142,174,54,119,158,159,78,92,34,147,82
"574987",102,115,41,77,146,161,65,47,21,97,68
"257438",42,51,14,29,55,36,26,40,7,32,22
"1052095",6,5,2,10,11,5,9,6,4,5,5
"320497",278,333,159,341,385,360,241,245,88,253,223
"153496",196,215,113,226,293,250,158,176,48,231,138
"1231624",144,201,92,141,218,205,121,106,37,171,136
"2558360",129,170,73,151,211,204,143,104,48,143,131
"2558361",81,89,35,80,115,114,59,63,13,99,75
"1293412",8,11,8,9,11,12,5,13,2,9,5
"1510841",132,138,48,129,125,169,86,95,30,104,70
"661191",35,59,13,26,64,46,34,31,8,37,34
"2070537",0,1,1,0,7,3,0,1,0,2,1
"2478912",1,1,0,1,3,0,1,3,0,1,3
"2697033",6,12,6,6,27,16,9,4,2,9,15
"2762277",27,9,12,21,21,13,14,15,3,7,12
"2560057",55,58,32,51,96,79,49,46,27,61,31
"2500532",647,689,260,569,899,931,421,409,302,511,465
"2760307",699,641,285,565,881,1111,462,445,289,536,500
"2589076",693,670,207,561,795,1015,467,343,914,455,532
"2812658",417,412,159,385,542,545,268,259,167,353,288
"1529068",282,360,141,297,462,419,196,177,126,286,250
"1545044",979,1031,471,1059,1340,1511,751,730,333,820,747
"1077935",678,711,264,572,1143,960,462,435,254,579,557
"147645",717,755,301,693,1096,1279,546,537,316,612,563
"82367",705,763,307,647,1088,1056,519,478,390,608,499
"2560053",793,841,290,655,992,1091,544,544,255,617,581
"34004",737,753,281,619,948,1063,516,433,254,525,537
"266",707,668,256,540,890,984,479,458,213,499,457
"2259340",587,607,243,540,815,827,391,385,217,486,403
"2065379",461,568,241,494,725,696,365,354,226,379,388
"1945662",542,571,223,561,717,774,361,366,199,442,369
"1367847",457,471,186,414,678,624,353,344,148,423,318
"135740",259,275,146,261,421,458,234,195,203,232,218
"1499308",78,69,34,77,98,92,62,52,43,55,52
"59779",1,3,1,0,5,2,2,2,0,1,2
"135742",1,3,2,2,3,3,2,4,0,2,1
"2033869",951,1038,390,923,1365,1550,733,652,344,822,744
"1850250",677,742,290,711,1126,983,474,496,223,658,520
"272942",373,420,202,320,580,572,309,269,118,356,313
"1075",453,515,225,433,929,709,359,312,161,400,345
"557760",99,131,43,90,151,181,88,74,28,90,118
"349101",92,93,30,51,113,128,58,40,14,71,69
"992186",78,95,36,64,87,99,60,50,20,58,52
"1917485",501,557,231,490,712,764,406,364,166,450,429
"2587855",397,325,194,438,543,591,256,265,112,309,318
"1968541",206,248,130,190,292,319,162,192,90,188,163
"2070369",153,167,75,140,273,256,133,125,33,142,109
"1389004",140,172,61,143,263,206,133,102,47,165,120
"1389005",94,122,37,86,166,126,76,43,36,101,60
"664426",91,128,50,74,151,170,77,71,30,107,53
"1389011",63,52,16,48,98,105,51,37,11,47,40
"2785912",35,38,13,43,48,53,23,34,15,30,25
"1402135",510,536,216,448,785,771,357,348,170,485,432
"83219",251,317,111,227,430,341,182,169,89,264,202
"60137",62,63,15,38,75,65,43,46,17,48,35
"74349",1,4,0,2,4,2,2,3,1,1,1
"2587847",321,379,138,347,470,458,222,228,119,309,268
"2587846",168,153,58,159,185,193,123,102,55,161,107
"2587850",148,140,55,110,185,183,99,97,51,130,102
"391613",61,70,18,43,82,73,52,33,19,43,44
"540747",866,920,343,754,1131,1260,653,598,282,726,611
"2494550",364,424,159,286,514,412,261,241,91,346,258
"215743",62,88,41,59,107,85,39,41,16,51,49
"1229727",927,1110,388,946,1253,1486,684,703,309,813,770
"311180",804,897,323,727,1128,1224,610,619,248,691,595
"1792508",694,747,263,555,975,942,450,446,225,559,483
"1564506",463,425,171,380,667,704,332,295,161,341,324
"308754",393,442,165,409,575,638,254,296,140,324,295
"1188256",4,6,2,5,9,4,2,8,3,4,7
"991905",1552,1894,805,1499,2615,2320,1260,1087,650,1576,1306
"1208324",850,900,435,784,1186,1185,628,560,325,694,626
"1411902",389,456,200,397,610,582,322,284,136,404,314
"1758178",314,384,159,260,448,408,252,223,107,306,256
"875171",136,134,47,109,210,198,94,81,40,139,89
"1397108",98,125,39,76,125,141,75,62,25,85,62
"2579971",1566,1682,662,1382,2031,2286,1175,1014,516,1285,1160
"60890",367,385,139,335,546,523,291,289,106,321,284
"221822",359,330,111,236,402,453,218,231,80,274,215
"1580596",144,163,63,128,227,172,110,96,37,121,104
"1844006",72,72,47,70,103,108,66,54,27,81,59
"681157",47,50,10,19,52,84,28,26,7,31,28
"1826607",968,988,435,885,1681,1468,708,578,320,824,626
"1396826",446,492,168,376,536,581,295,253,136,339,304
"2508306",89,104,40,90,134,118,67,65,32,70,65
"2508307",107,95,22,70,133,98,60,51,28,61,73
"999552",272,288,99,205,389,358,182,187,108,228,191
"2789856",1021,1080,405,883,1419,1550,734,632,344,827,770
"1549850",402,433,194,434,591,610,304,326,126,360,293
"1915078",411,426,161,340,585,531,278,260,130,343,291
"2587852",519,541,198,531,702,724,389,363,194,455,374
"2588299",25,22,5,16,22,35,8,9,2,14,13
"2587858",7,13,6,11,12,9,2,6,4,11,11
"246200",520,509,172,414,685,745,364,333,160,413,387
"292414",173,217,77,134,252,264,118,116,51,180,119
"2587853",155,154,65,114,198,210,111,87,72,140,91
"2293862",116,130,52,104,176,157,99,67,28,100,82
"185588",8,3,3,7,6,4,5,2,2,2,3
"2009329",840,925,330,736,1227,1312,674,558,260,750,673
"1335048",705,798,319,613,1086,1064,467,455,352,586,501
"2588711",806,869,373,729,1065,1208,617,530,284,676,675
"2494374",414,436,178,361,1025,668,293,267,152,400,326
"1250539",732,825,299,655,983,993,486,474,205,608,588
"988812",667,689,280,585,971,1002,485,464,239,585,560
"1267768",666,647,222,497,878,939,492,411,199,534,416
"1891787",223,265,113,224,350,326,157,126,87,190,158
"2434",167,204,66,163,250,217,116,129,61,0,138
"391595",149,131,61,95,211,214,96,72,53,121,117
"2169400",468,450,200,392,818,593,334,267,158,416,309
"561184",521,653,224,487,815,887,451,389,188,497,473
"398580",514,671,223,510,801,811,388,330,214,478,452
"195105",484,574,209,451,767,662,383,317,246,405,413
"880591",0,2,2,1,2,0,0,2,0,0,0
"92947",221,277,106,243,326,319,191,155,76,191,189
"1294273",491,516,203,432,688,693,344,297,143,409,404
"2602067",173,182,85,175,223,251,120,108,57,184,126
"391616",132,125,40,82,201,178,76,81,31,115,76
"391626",113,142,43,99,159,158,112,70,30,86,86
"1458307",65,78,47,52,94,77,48,43,24,60,49
"1609966",399,486,192,387,660,602,346,314,170,465,346
"2587163",414,490,156,366,621,685,327,266,163,357,316
"2613965",440,441,155,424,572,696,300,323,159,406,331
"1537215",377,405,134,360,534,572,275,261,115,306,301
"2715211",338,430,177,346,493,525,312,244,139,327,292
"564137",266,301,142,293,482,447,217,200,88,281,243
"2017482",348,375,157,307,470,475,239,225,125,286,266
"290400",290,330,130,269,470,419,224,195,94,309,253
"2587842",316,379,153,289,459,455,270,224,113,270,244
"299262",331,358,127,307,413,476,251,198,107,255,220
"1265309",92,95,28,73,132,121,71,59,41,89,58
"74033",294,322,137,257,372,450,201,185,112,286,220
"2599296",197,218,102,213,363,295,174,165,92,224,174
"245188",238,229,80,203,343,326,171,175,91,232,176
"53501",175,205,83,152,291,237,117,126,74,171,115
"441209",179,169,64,169,288,229,100,117,49,164,127
"2552942",188,200,106,198,287,303,138,156,87,193,136
"1591409",230,222,93,173,281,280,160,128,57,154,149
"2500533",138,189,78,135,229,203,123,68,56,141,100
"2171755",159,161,84,153,227,177,102,107,63,151,133
"1715691",147,162,51,127,204,182,114,97,47,133,80
"2483033",113,143,64,104,189,162,86,72,35,108,103
"1920883",84,118,51,96,128,119,79,82,30,91,66
"666509",85,101,43,50,119,97,59,79,16,75,52
"1579316",83,78,25,48,109,109,56,52,29,83,52
"366602",1275,1135,867,1124,1423,1408,775,970,562,899,898
"69665",867,778,732,889,999,922,545,689,387,646,714
"69666",2274,1887,2259,2103,2294,2258,1270,1754,3656,1657,1497
"155892",0,1583,1513,0,1890,0,1097,1333,863,1338,1298
"1679497",1589,1564,1397,1543,1687,1861,997,1284,808,1124,1112
"2708539",1068,1026,909,1028,1468,1308,742,932,563,994,791
"2010972",1365,1228,1046,1221,1446,1692,830,1155,609,883,935
"509190",0,0,0,0,2,1,0,1,0,0,0
"69395",739,668,658,672,772,812,495,547,399,508,509
"2774190",947,823,660,686,970,1039,556,633,1408,662,708
"2591463",898,755,719,599,856,856,514,497,2131,579,601
"2561924",862,795,668,591,813,834,534,508,1510,527,611
"1938605",745,662,542,609,755,863,443,497,1057,506,534
"2800818",567,496,441,465,634,590,407,377,867,390,396
"2774189",576,537,413,465,598,624,360,391,1228,395,365
"2752515",587,515,402,517,578,602,400,339,763,368,406
"2579977",193,173,158,170,300,278,144,145,569,180,164
"2813778",225,240,147,162,266,273,142,182,565,163,178
"2562582",152,170,93,143,189,146,110,86,324,124,111
"1532555",163,188,116,175,177,192,123,125,404,134,102
"1827469",168,183,105,140,173,172,101,114,391,138,134
"2560058",140,125,83,115,133,175,97,118,383,100,114
"588932",1307,1260,929,1128,1361,1350,942,950,3509,978,1021
"633149",676,657,467,567,823,826,459,471,901,484,504
"74329",624,560,340,457,647,625,339,391,1478,392,405
"293",371,343,235,275,370,438,212,257,1028,259,270
"41276",154,195,111,160,202,236,134,117,301,151,153
"1325724",131,142,87,110,165,143,109,99,257,97,97
"2686094",2192,4486,1817,864,6275,3697,3317,788,1094,7230,1939
"450851",7702,4425,10625,7893,4512,4633,3581,6952,15422,3001,4535
"2201350",1660,1358,1584,1788,1582,1617,959,1480,876,1057,1065
"573065",198,266,131,244,306,253,190,191,85,209,196
"1940610",1941,2293,984,1907,3539,3073,1452,1546,576,2302,1661
"1868589",1780,2010,933,1647,3235,2618,1434,1292,620,2061,1384
"2570229",1232,1457,673,1162,2294,1934,989,936,386,1484,982
"349215",1199,189,81,116,136,121,110,81,205,92,1313
"856793",9550,169,714,110,136,133,142,78,3363,117,1393
"488538",60,66,30,65,75,77,39,44,19,43,32
"2029849",1381,1604,661,1243,1794,1618,1091,859,500,1080,1057
"394221",434,495,248,449,593,579,318,290,168,400,321
"1434191",398,477,270,377,551,542,364,300,189,417,321
"2749086",367,400,195,296,507,377,312,185,122,337,263
"1873716",507,575,273,449,662,593,388,314,185,518,390
"1906738",316,407,152,254,426,430,249,207,75,327,242
"2016196",217,242,126,214,346,264,173,164,86,287,146
"582402",27,33,11,17,46,41,22,33,12,46,16
"949",7,18,2,8,18,6,15,5,4,8,4
"770",0,0,1,0,14,7,0,9,1,0,4
"948",11,9,2,4,14,4,2,6,0,9,8
"574556",2,11,1,2,7,9,4,4,0,4,3
"1248439",3,7,1,7,7,4,2,1,0,7,2
"2640676",59,79,22,46,58,72,56,51,13,42,37
"955",6,8,3,4,3,7,2,5,0,0,5
"1845000",3,5,0,0,2,4,2,1,1,2,1
"779",16,8,8,8,13,15,6,5,4,7,12
"945",2,1,1,12,7,8,1,1,1,1,0
"944",1,6,5,0,6,1,7,2,1,2,4
"35795",0,0,1,2,4,2,1,1,1,2,1
"391036",2,0,3,1,3,3,3,0,0,0,0
"1286528",4,10,1,4,8,4,8,7,2,8,7
"434131",1,4,1,0,6,11,5,1,1,2,1
"2686014",0,5,1,3,5,7,4,3,3,3,6
"222891",4,2,1,2,3,1,1,2,0,1,4
"114277",42,74,25,107,79,71,50,48,13,39,37
"114292",6,11,1,8,12,3,8,4,2,3,5
"114295",6,1,2,6,10,7,3,4,1,5,3
"1129742",9,15,0,5,8,9,4,1,4,7,5
"784",21,33,10,8,38,17,30,18,1,20,19
"2601646",1,2,0,2,5,9,1,3,1,7,0
"2115978",6,22,5,6,19,4,4,6,3,5,3
"696127",5,9,3,4,13,5,8,0,6,5,8
"1802984",8,11,4,5,9,7,11,12,2,12,9
"2486578",12,10,4,9,16,7,4,11,4,9,7
"2163644",7,11,0,6,10,6,11,2,1,2,4
"2043170",170,213,73,161,236,218,138,109,51,157,150
"2582913",183,220,99,214,232,234,161,165,60,161,165
"314260",187,252,91,241,300,265,191,141,61,210,178
"2066024",5,3,2,9,6,3,6,0,1,5,2
"2601575",3,4,2,2,6,2,5,0,1,2,0
"2601668",9,3,1,2,15,7,3,3,0,6,5
"86106",4,8,7,23,10,8,4,4,1,4,6
"91604",40,34,15,29,37,41,26,41,5,29,13
"1414854",23,29,16,29,35,26,29,15,7,27,24
"156889",99,88,29,77,89,95,55,54,14,78,56
"451514",1,3,0,0,2,0,0,0,0,0,0
"1002672",6,9,2,7,9,14,4,5,0,0,6
"2268451",1,1,2,4,6,4,1,3,1,3,2
"1388755",3,5,3,4,2,7,3,3,3,1,2
"1977865",5,4,0,6,2,10,4,1,2,3,4
"1977864",6,4,0,5,1,6,1,1,1,1,2
"335992",5,6,0,3,5,3,2,3,1,5,2
"2563896",2,6,0,2,5,3,0,0,2,2,3
"1925548",15,5,2,32,6,10,3,4,1,7,12
"2161677",50,46,9,38,38,47,29,28,7,38,30
"1034889",2323,2525,1074,2032,4323,3245,1766,1862,462,2661,1590
"662548",1180,1338,535,1022,2506,3101,894,822,276,1497,868
"434008",1312,1426,679,1176,2495,2503,949,1010,295,1410,971
"207745",1189,1376,605,971,2395,2946,959,833,257,1398,878
"434009",1242,1315,601,1042,2226,2401,892,914,236,1399,890
"1795631",1039,1036,548,985,1792,1382,714,804,200,974,746
"2681552",840,992,391,757,1453,1135,658,757,168,894,640
"2762323",699,874,385,613,1305,1028,541,621,162,795,524
"2762322",790,860,379,601,1290,1109,591,596,174,826,566
"282217",589,696,275,551,1057,881,450,496,103,632,478
"434014",491,578,252,409,863,732,409,351,103,495,385
"2774875",550,632,246,496,860,660,367,396,131,522,408
"2811425",19,28,6,14,26,31,23,13,3,25,16
"2126319",17,12,4,12,11,20,6,6,4,15,10
"1246301",915,1152,525,897,1765,1418,739,736,193,1169,701
"543728",1091,1265,539,855,1744,1652,816,825,223,1069,803
"595537",855,1048,419,761,1451,1195,617,688,184,870,667
"436515",715,768,383,649,1123,1037,516,562,153,690,515
"795665",1187,2285,575,931,2738,1603,947,809,1185,1172,1233
"2716225",1355,2050,757,1320,2479,1785,1114,1115,1063,1405,1125
"2806262",1260,1864,688,1028,2140,1677,935,967,585,1188,1208
"2651974",1208,1453,590,982,2019,1466,815,818,284,1158,906
"1842537",773,984,407,735,1395,1056,589,575,216,732,597
"434010",787,880,417,592,1299,1015,527,489,165,761,522
"2184519",411,682,208,388,951,536,769,401,100,468,294
"2565558",420,514,219,351,694,511,302,319,110,365,310
"47421",418,511,179,367,1047,567,318,314,100,580,323
"1763535",385,457,202,303,578,507,266,264,88,334,271
"2518343",2312,1942,1162,530,1107,1273,387,370,353,612,532
"1842533",1081,948,582,537,845,851,401,393,147,481,445
"2714923",498,598,280,390,810,676,371,364,115,471,374
"358220",1565,1572,899,930,774,1032,397,411,1098,444,471
"2478662",862,731,461,325,611,738,313,292,117,375,338
"1858609",436,485,261,236,495,461,215,207,89,280,238
"232721",81,104,54,83,137,104,54,60,30,78,59
"80870",1721,1952,873,1481,2595,2345,1158,1331,441,1581,1235
"1926868",1036,1139,651,899,1473,1322,675,777,260,832,686
"2743470",825,1046,450,755,1395,1211,607,659,199,791,674
"553814",879,849,479,525,1003,969,457,467,182,636,513
"397945",0,0,0,0,3,0,0,0,0,0,0
"80868",441,549,179,330,613,547,290,310,91,363,314
"535289",69,66,23,70,94,100,46,55,50,52,45
"365046",4796,4776,3373,3211,4851,4952,3104,3499,1305,2869,3462
"2741720",921,1087,658,720,1708,1290,727,795,254,913,743
"2752316",329,364,183,232,523,496,235,252,83,336,238
"2822760",203,265,122,194,363,330,160,151,46,198,164
"1842727",1524,1588,814,1096,2285,1764,1090,1032,310,1361,1089
"2509614",1263,1387,807,1253,2190,1652,890,1049,293,1175,952
"338969",499,547,228,355,711,589,362,327,114,443,341
"1484693",360,399,212,284,541,509,283,243,93,327,230
"81479",276,278,110,198,430,314,169,171,52,219,191
"2597701",819,996,476,768,1369,961,629,616,206,786,628
"1232667",6,6,5,7,24,9,7,5,3,5,6
"1082851",879,903,394,729,1291,1115,627,656,162,786,668
"1392005",40,38,24,32,77,54,32,25,223,38,35
"225991",655,723,314,551,835,850,439,468,249,489,494
"160825",451,506,239,384,685,611,293,323,118,442,327
"1562974",334,355,174,284,485,501,212,257,67,308,244
"363952",228,281,136,206,381,317,171,151,42990,253,187
"225992",302,247,94,160,330,319,153,174,97,199,224
"296591",1171,1204,495,819,1661,1431,779,734,199,1012,905
"1840265",13,30,21,18,36,12,24,9,1,23,14
"1840293",16,24,3,1,23,9,8,8,0,10,5
"1840303",3,7,0,0,4,8,0,1,0,6,0
"1869339",1,1,1,0,4,5,1,2,3,1,0
"2268087",0,3,2,0,3,3,1,1,0,3,1
"1840283",0,0,1,0,2,0,0,1,0,0,0
"1840239",0,1,0,0,1,1,0,0,0,0,3
"1840267",1,0,0,0,1,0,0,1,0,0,0
"365044",800,854,377,620,1300,1089,565,566,158,787,581
