"","FvY2M2TOMPOOB051329.extra.kraken2.report","X9JUZM2TOMPOOB100355.extra.kraken2.report","dSz8M2TOMPOOA051340.extra.kraken2.report","X1qGgM2TOMPOOM080340.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","vcXtM2TOMPOOB050180.extra.kraken2.report","iYASM2TOMPOOA050195.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","cSObM2TOMPOOM080315.extra.kraken2.report","OeS0M2TOMPOOA051355.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report"
"392610",319,41,345,870,277,362,227,259,273,396,307
"2026624",1368,173,1757,2620,1369,1734,1145,1274,1373,1965,986
"2724527",389,51,488,742,399,481,332,382,385,582,263
"1850238",1600,194,1875,4089,1677,2138,1366,1576,1547,2269,1100
"1842535",281,53,366,1132,346,420,229,277,309,399,283
"1550728",240,19,329,1147,304,336,238,250,262,360,407
"1921510",1032,124,1377,2643,1209,1356,856,969,1125,1567,722
"1634516",781,97,1244,2125,898,1111,609,605,811,1095,535
"2762729",731,84,961,1677,859,911,587,787,728,1059,530
"2806553",165,17,205,390,160,195,125,140,184,216,99
"120045",15,0,34,127,24,16,9,24,35,27,27
"120044",23,2,38,70,38,16,21,15,13,23,20
"2633097",3768,420,5843,9116,4247,5383,3386,3484,3745,5097,2714
"39960",1306,149,2000,3298,1497,1934,1191,1139,1360,1701,904
"2739433",595,82,863,1636,579,818,527,510,582,741,432
"1112",547,71,749,1340,622,844,472,454,556,787,397
"2182384",539,74,835,1253,523,784,456,453,546,677,412
"2683265",2946,363,4580,7255,3143,4154,2492,2448,2856,4168,2234
"2060312",1175,130,2057,2850,1215,2078,939,871,1215,1305,977
"2067415",895,252,1482,2781,1186,1377,764,773,928,1156,668
"2604537",580,59,867,1417,647,886,483,502,616,689,393
"2185142",231,29,367,617,237,339,195,170,216,303,169
"1267766",540,56,1029,1674,520,1045,500,460,576,606,469
"361183",445,55,669,1095,494,629,410,431,462,508,342
"476157",155,19,258,521,187,252,191,164,184,186,117
"692370",1105,158,1803,3249,1375,1625,904,996,1025,1439,864
"2338327",1140,150,1743,3542,1258,1633,965,1018,1018,1493,805
"1982042",797,105,1608,2202,1174,1433,810,787,891,1202,603
"2055955",363,34,583,1201,339,495,264,298,370,495,289
"450378",1315,150,1731,3443,1259,1593,1093,1077,1276,1600,916
"2798724",700,93,1014,1657,810,995,683,603,598,1033,653
"1348774",584,62,804,1456,596,770,477,458,527,689,417
"192812",982,119,1448,2363,1011,1291,822,829,909,1237,602
"1532023",1009,130,1407,1999,1046,1322,841,888,983,1321,618
"266951",436,55,713,1225,500,629,380,399,505,667,290
"502682",456,63,769,1151,530,762,466,421,468,618,362
"1648404",222,30,320,637,237,345,208,185,255,259,159
"543877",651,91,1752,2081,807,995,562,590,794,851,466
"645517",628,90,1051,1434,786,936,613,585,574,961,495
"1892855",3551,558,4448,5877,3699,4680,2947,4080,4211,5053,3604
"2771430",1857,302,2596,3865,2175,2302,1579,2292,2211,2740,1743
"335406",1346,166,1576,40661,1379,1713,1200,1162,1429,1787,856
"2759707",1236,161,1270,2145,1144,1374,956,1029,965,1468,695
"192",3391,426,2885,4537,2643,3466,2325,2444,2166,4118,2127
"652764",1029,106,979,1977,934,1140,773,717,673,1281,618
"709810",1005,131,872,3740,889,967,684,671,626,1115,615
"664962",894,76,627,986,583,840,611,707,539,1046,501
"2202148",3019,326,2784,3806,2574,3324,2143,2283,1870,3716,1883
"137722",1198,136,1085,1817,993,1359,900,817,752,1447,682
"862719",776,96,735,1506,636,848,583,581,439,955,624
"528244",1577,175,1385,2359,1232,1694,1161,1173,1021,1778,927
"682998",1032,93,935,1714,878,1027,703,753,604,1260,695
"286727",746,84,608,2703,627,780,562,523,466,960,439
"1226968",744,98,631,1329,618,833,579,583,494,949,510
"1064539",497,59,448,721,480,513,360,407,385,624,313
"2775420",3467,916,2389,3490,2156,2769,1951,2519,1901,3841,10011
"2233999",2398,744,1838,2516,1696,2094,1445,1740,1387,2905,3722
"2602016",4604,342,4702,5627,4068,7025,3692,3194,2918,6133,1954
"2602015",3572,266,7682,4699,3426,5308,2890,2470,2450,4699,1531
"1663591",948,102,811,1347,787,1219,735,686,599,1162,487
"1639348",857,69,757,1211,680,923,611,595,536,968,354
"431944",258,14,259,415,257,330,209,192,193,331,137
"342108",1034,77,938,1506,878,1226,789,686,667,1267,489
"414684",2290,246,2132,3168,1767,2502,1694,1712,1580,2729,1258
"269796",6,1,11,30,5,7,3,4,1,5,9
"2594003",3353,257,4917,31783,2580,5344,2301,1734,8709,3502,1848
"1110502",2319,216,2190,3622,1884,2682,1645,1647,1557,2569,1130
"1441467",2124,225,1950,2961,1915,2485,1512,1451,1258,2682,1023
"2220096",1759,198,1694,3200,1432,2005,1327,1385,1185,2107,1133
"111831",1124,131,1230,1974,1012,1267,887,929,849,1419,676
"2048283",177,10,197,520,162,254,173,119,145,244,132
"2785908",107,12,124,300,92,142,101,94,75,140,73
"2785911",60,5,72,194,58,95,61,71,54,87,37
"1891279",124,18,107,530,93,136,101,104,89,145,68
"1123366",71,5,64,182,51,79,41,52,56,82,50
"1612173",921,92,842,3043,691,1070,774,631,579,1124,439
"1150469",781,77,736,1223,620,890,584,591,522,935,397
"1288970",534,54,560,850,446,627,409,396,370,582,290
"1549855",118,10,116,184,84,120,94,120,86,119,74
"1401328",15,1,10,32,4,8,4,11,10,17,4
"1193729",7,2,16,35,9,18,7,6,6,3,5
"2768162",1949,300,1800,2744,1705,2168,1397,1632,1298,2657,1303
"2768161",1820,274,1689,2807,1685,2036,1177,1581,1215,2496,1332
"2018065",206,23,141,316,177,205,124,189,103,294,122
"257708",1214,182,1128,1946,1107,1280,915,1001,822,1737,757
"207340",204,27,160,371,155,190,132,175,143,277,141
"94",4821,405,4409,9255,4032,5711,3514,3385,3382,5697,2316
"1296990",190,17,175,270,191,204,137,130,123,220,94
"265959",240,21,262,449,230,303,227,207,174,306,124
"714995",28,2,27,57,20,33,27,20,18,33,9
"265960",183,22,159,337,163,225,121,155,131,211,98
"634177",171,22,148,238,156,186,99,113,94,193,59
"65958",154,16,125,269,147,154,94,91,113,179,73
"33995",122,8,173,253,116,162,105,77,99,157,71
"215221",10,2,8,22,6,8,14,5,8,11,3
"2771361",2212,367,2009,3666,1977,2263,1389,2024,1539,3134,1690
"926570",255,26,227,325,180,268,181,181,171,277,121
"349163",173,13,200,264,167,195,131,125,105,206,80
"1484109",1231,133,1278,1686,1299,1518,1042,1059,891,1615,633
"1969806",1229,147,1254,1921,1386,1395,948,878,804,1630,634
"435",460,46,476,958,445,618,424,372,320,620,235
"1076596",140,10,101,216,80,127,86,91,86,174,64
"2592655",123,11,125,233,110,151,88,94,116,152,75
"2259883",2,0,0,3,1,1,0,5,3,8,0
"431306",94,8,83,167,62,107,81,54,60,95,42
"481145",7,2,5,14,2,10,7,13,4,16,4
"1006554",8,1,0,3,2,1,3,4,2,1,10
"1266844",6,3,4,6,0,2,3,5,0,7,3
"481146",36,5,50,97,34,49,28,29,31,46,18
"146474",52,1,35,104,25,61,27,16,28,56,17
"104102",34,2,42,99,30,33,30,28,28,28,15
"446692",24,0,27,53,25,15,18,17,17,36,6
"2500548",11,1,8,22,5,13,8,6,4,12,6
"1633874",3,0,3,3,2,3,5,4,3,5,3
"65959",3,0,2,4,1,2,2,0,3,1,0
"272568",836,96,812,1240,764,975,666,655,660,1115,476
"1288313",106,13,123,211,80,123,63,84,68,137,59
"290633",93,8,110,174,92,106,81,70,73,112,38
"1224746",0,0,1,0,1,0,0,0,0,3,1
"318683",174,16,135,227,119,158,120,149,114,179,77
"574987",115,12,115,200,77,142,82,64,66,102,58
"257438",51,0,40,68,29,59,29,30,27,47,24
"1052095",5,2,14,11,10,6,8,8,3,4,4
"320497",333,22,346,566,341,428,292,250,241,409,166
"153496",215,23,238,408,226,321,184,182,160,264,125
"1231624",201,19,185,308,141,199,131,154,142,231,98
"2558360",170,18,179,308,151,228,148,133,127,226,88
"2558361",89,12,88,141,80,102,77,80,67,113,46
"1293412",11,1,14,49,9,16,11,8,9,11,8
"1510841",138,10,119,253,129,132,83,119,81,143,71
"661191",59,6,53,107,26,71,26,32,25,63,28
"2070537",1,1,2,0,0,1,0,1,1,3,2
"2478912",1,0,1,6,1,1,1,1,1,1,0
"2697033",12,1,13,43,6,33,10,10,9,20,7
"2762277",9,2,21,28,21,24,13,18,15,22,13
"2560057",58,8,73,147,51,67,35,46,34,61,22
"2500532",689,192,754,1931,569,645,473,545,672,805,431
"2760307",641,129,779,1734,565,741,461,554,613,807,588
"2589076",670,259,1612,1940,561,617,411,459,448,656,433
"2812658",412,56,472,1185,385,436,338,314,362,504,251
"1529068",360,44,380,845,297,408,216,229,259,354,202
"1545044",1031,134,1169,2304,1059,1189,810,809,904,1312,900
"1077935",711,97,763,2298,572,731,489,577,595,777,448
"147645",755,120,874,2386,693,864,567,562,609,879,562
"82367",763,92,1063,2961,647,877,570,577,693,886,515
"2560053",841,119,938,1694,655,782,576,615,578,981,484
"34004",753,88,763,1931,619,740,490,607,570,829,399
"266",668,97,809,1714,540,719,481,0,599,804,440
"2259340",607,64,734,1509,540,643,462,473,555,705,383
"2065379",568,61,646,1513,494,602,420,398,492,650,346
"1945662",571,59,670,1620,561,627,423,458,471,678,393
"1367847",471,63,501,1326,414,571,364,382,369,559,286
"135740",275,38,468,1272,261,349,233,228,357,340,225
"1499308",69,10,72,207,77,73,49,56,83,71,51
"59779",3,0,1,5,0,2,2,1,1,1,2
"135742",3,0,3,2,2,2,6,2,0,4,2
"2033869",1038,127,1107,2745,923,1100,756,846,874,1175,814
"1850250",742,95,823,2503,711,896,585,598,669,826,511
"272942",420,52,414,1268,320,489,331,310,311,482,237
"1075",515,79,601,4000,433,540,342,424,420,598,363
"557760",131,20,118,888,90,126,94,97,94,140,73
"349101",93,20,86,203,51,90,61,66,83,102,55
"992186",95,14,80,208,64,70,68,62,66,89,53
"1917485",557,70,598,1888,490,590,458,484,479,616,403
"2587855",325,57,475,930,438,505,315,298,371,502,254
"1968541",248,27,243,597,190,278,190,186,188,259,133
"2070369",167,19,159,411,140,169,133,116,146,182,88
"1389004",172,19,159,364,143,182,126,120,129,190,78
"1389005",122,18,126,272,86,110,80,80,93,134,54
"664426",128,20,95,284,74,130,103,90,109,149,56
"1389011",52,7,65,191,48,53,37,36,40,72,37
"2785912",38,1,32,110,43,44,41,30,30,36,16
"1402135",536,83,574,1613,448,569,406,492,418,671,361
"83219",317,32,324,788,227,302,234,199,245,306,150
"60137",63,3,45,101,38,54,42,55,36,53,27
"74349",4,0,2,10,2,3,0,4,1,1,0
"2587847",379,37,327,1041,347,469,269,290,278,408,232
"2587846",153,24,186,321,159,193,115,152,104,217,109
"2587850",140,19,154,362,110,184,120,110,121,189,91
"391613",70,10,65,231,43,57,41,45,67,55,44
"540747",920,116,985,1914,754,953,671,749,736,1106,606
"2494550",424,39,392,863,286,353,290,312,290,404,200
"215743",88,6,77,148,59,71,55,39,54,106,47
"1229727",1110,159,1123,2151,946,1148,747,826,822,1180,751
"311180",897,115,952,1769,727,913,661,649,747,1033,547
"1792508",747,75,658,1512,555,779,520,559,562,773,429
"1564506",425,58,503,1515,380,487,340,349,431,502,312
"308754",442,58,473,1048,409,496,311,327,431,504,273
"1188256",6,0,6,3,5,6,2,0,2,3,1
"991905",1894,188,1795,3939,1499,2100,1367,1460,1510,1973,1061
"1208324",900,123,960,2129,784,1029,681,691,789,1078,635
"1411902",456,61,497,1116,397,502,338,322,388,488,263
"1758178",384,45,380,887,260,370,259,244,338,414,234
"875171",134,20,156,413,109,166,96,125,121,151,104
"1397108",125,8,97,251,76,114,68,81,71,113,67
"2579971",1682,208,1952,3293,1382,1860,1202,1370,1493,1859,1078
"60890",385,31,394,1024,335,444,312,313,334,458,273
"221822",330,35,304,817,236,358,240,273,241,392,196
"1580596",163,29,150,397,128,176,111,110,109,168,110
"1844006",72,10,85,358,70,87,53,57,80,92,49
"681157",50,8,31,87,19,40,26,27,25,52,21
"1826607",988,143,1063,2306,885,1089,716,811,916,1060,772
"1396826",492,52,452,1159,376,509,332,347,366,479,288
"2508306",104,8,86,203,90,84,56,65,86,92,62
"2508307",95,9,83,207,70,95,68,78,58,90,32
"999552",288,40,304,785,205,287,203,233,225,313,174
"2789856",1080,134,1187,2047,883,1124,764,939,965,1143,723
"1549850",433,58,499,1158,434,510,310,333,383,503,301
"1915078",426,40,456,997,340,443,335,326,380,464,263
"2587852",541,66,607,1273,531,651,442,445,537,633,362
"2588299",22,3,19,152,16,14,6,9,14,27,8
"2587858",13,2,17,22,11,10,11,3,6,10,1
"246200",509,67,471,1341,414,532,378,401,381,656,280
"292414",217,25,207,458,134,192,147,167,161,216,108
"2587853",154,18,172,458,114,148,131,105,162,180,93
"2293862",130,17,129,353,104,126,79,103,113,152,88
"185588",3,1,6,16,7,7,2,4,2,12,1
"2009329",925,119,999,2065,736,934,746,666,797,1080,667
"1335048",798,105,792,3878,613,820,567,591,697,816,507
"2588711",869,111,895,1875,729,910,636,691,797,1014,672
"2494374",436,78,519,6649,361,491,342,334,355,486,364
"1250539",825,96,797,1671,655,836,567,572,586,797,432
"988812",689,90,778,1587,585,823,556,613,587,841,476
"1267768",647,72,625,1688,497,712,471,616,507,797,454
"1891787",265,23,246,524,224,270,188,204,200,260,124
"2434",204,22,197,420,163,209,136,142,154,238,135
"391595",131,16,138,373,95,157,107,122,113,142,90
"2169400",450,42,501,3014,392,536,346,379,409,491,336
"561184",653,70,652,1584,487,661,462,471,507,681,404
"398580",671,74,660,1484,510,630,430,488,546,690,454
"195105",574,76,561,2742,451,550,377,408,456,550,369
"880591",2,0,0,1,1,0,0,1,0,0,1
"92947",277,30,270,552,243,339,223,206,214,288,157
"1294273",516,73,519,1153,432,533,392,460,417,603,321
"2602067",182,23,217,550,175,224,132,135,184,195,105
"391616",125,20,98,246,82,143,101,85,85,116,79
"391626",142,16,118,369,99,144,103,103,108,159,76
"1458307",78,7,84,238,52,76,53,69,50,84,38
"1609966",486,58,567,2333,387,562,387,382,411,557,322
"2587163",490,43,450,1234,366,550,324,367,410,526,301
"2613965",441,56,501,1185,424,510,331,381,408,537,306
"1537215",405,39,420,968,360,472,320,339,341,426,228
"2715211",430,44,429,983,346,463,326,304,320,472,228
"564137",301,48,325,1090,293,376,261,255,292,369,197
"2017482",375,38,372,822,307,370,233,297,293,387,246
"290400",330,49,335,758,269,319,240,243,222,348,193
"2587842",379,49,379,849,289,346,254,259,292,400,253
"299262",358,45,325,730,307,334,279,281,296,374,200
"1265309",95,9,94,256,73,132,79,82,74,113,66
"74033",322,60,307,766,257,308,213,221,267,287,178
"2599296",218,33,289,614,213,236,195,199,210,307,170
"245188",229,30,275,946,203,240,198,226,217,273,172
"53501",205,18,207,570,152,231,164,132,161,188,109
"441209",169,19,189,497,169,198,144,137,143,194,109
"2552942",200,28,262,680,198,268,169,193,203,281,122
"1591409",222,25,209,541,173,210,164,196,203,209,130
"2500533",189,17,145,532,135,178,104,134,107,187,89
"2171755",161,16,176,501,153,181,142,132,138,226,96
"1715691",162,14,187,384,127,144,137,101,114,172,84
"2483033",143,17,155,335,104,162,120,119,127,122,90
"1920883",118,19,133,297,96,132,84,86,111,139,85
"666509",101,9,80,169,50,89,66,61,62,126,42
"1579316",78,16,85,250,48,93,88,66,66,98,50
"366602",1135,131,1267,3308,1124,1738,1028,912,908,1765,910
"69665",778,98,922,2007,889,1287,723,580,662,1176,596
"69666",1887,251,2611,6017,2103,3833,1907,1445,2265,3576,2001
"155892",1583,200,1996,4701,0,2563,1432,1213,1388,2444,1354
"1679497",1564,335,1813,3918,1543,2541,1363,1134,1301,2410,1251
"2708539",1026,140,1316,2620,1028,1735,981,768,881,1640,868
"2010972",1228,171,1502,2931,1221,1993,1139,990,1008,2045,950
"509190",0,0,0,0,0,0,0,1,1,0,1
"69395",668,99,859,1838,672,1151,618,560,545,1057,568
"2774190",823,103,1103,2719,686,1140,680,712,906,1109,738
"2591463",755,194,1410,3772,599,940,577,636,1042,995,896
"2561924",795,75,1072,2709,591,1009,578,617,832,918,663
"1938605",662,101,973,2235,609,1023,568,531,699,951,618
"2800818",496,90,752,1818,465,805,441,461,565,732,433
"2774189",537,67,765,1943,465,729,409,400,1539,721,492
"2752515",515,68,752,1574,517,704,375,391,517,621,436
"2579977",173,29,361,630,170,229,146,139,243,264,161
"2813778",240,27,275,605,162,270,150,165,199,256,154
"2562582",170,30,237,419,143,222,155,102,146,189,113
"1532555",188,19,234,673,175,209,149,128,173,206,136
"1827469",183,27,247,427,140,222,125,133,185,214,104
"2560058",125,31,238,497,115,191,113,109,157,207,116
"588932",1260,152,1849,3944,1128,1750,952,981,1647,1660,1087
"633149",657,94,824,1893,567,966,513,492,692,866,611
"74329",560,68,826,1562,457,684,450,408,540,633,440
"293",343,41,602,1021,275,389,241,282,444,457,246
"41276",195,24,230,480,160,249,141,158,174,226,103
"1325724",142,12,183,366,110,158,94,102,147,162,93
"2686094",4486,271,1445,5746,864,3405,1973,1906,2936,1894,724
"450851",4425,665,7077,63564,7893,13954,5658,4143,5591,12130,9184
"2201350",1358,194,1850,3846,1788,2652,1430,1176,1191,2637,1450
"573065",266,33,315,909,244,379,213,214,197,352,175
"1940610",2293,273,2241,4581,1907,2854,1862,1659,1579,2513,1223
"1868589",2010,253,2163,3769,1647,2464,1556,1467,1626,2198,1200
"2570229",1457,173,1355,3003,1162,1846,1038,1042,1150,1637,811
"349215",189,11,168,610,116,165,107,129,118,132,62
"856793",169,15,108,2172,110,160,125,315,101,118,77
"488538",66,4,90,119,65,57,62,40,32,86,29
"2029849",1604,148,1472,2370,1243,1804,1165,1114,1061,1682,786
"394221",495,51,517,907,449,573,386,374,383,604,271
"1434191",477,50,521,1038,377,578,388,351,376,557,264
"2749086",400,45,377,838,296,472,294,310,304,480,219
"1873716",575,58,565,1211,449,619,408,378,433,589,298
"1906738",407,30,353,568,254,382,262,322,236,394,203
"2016196",242,33,237,651,214,298,186,178,199,313,173
"582402",33,2,37,84,17,34,23,35,34,25,16
"949",18,0,8,9,8,14,12,4,3,14,3
"770",0,1,0,0,0,0,0,0,0,0,0
"948",9,0,6,16,4,5,5,1,3,10,5
"574556",11,1,7,4,2,3,3,3,0,4,2
"1248439",7,0,5,8,7,3,3,2,8,5,4
"2640676",79,7,76,153,46,55,51,47,62,48,27
"955",8,0,7,11,4,4,4,7,6,2,2
"1845000",5,1,1,7,0,1,0,4,3,1,1
"779",8,1,9,30,8,4,6,3,5,23,4
"945",1,0,3,9,12,3,2,2,0,4,0
"944",6,0,3,11,0,4,6,1,2,10,2
"35795",0,0,4,19,2,0,3,0,1,5,0
"391036",0,0,4,2,1,5,1,0,1,1,0
"1286528",10,1,7,10,4,7,12,2,2,28,2
"434131",4,0,4,54,0,2,1,4,3,1,3
"2686014",5,1,1,5,3,2,2,0,4,7,3
"222891",2,1,2,7,2,4,3,2,2,3,3
"114277",74,3,74,106,107,94,62,28,26,109,34
"114292",11,0,13,21,8,4,4,2,7,4,5
"114295",1,0,7,22,6,5,8,1,7,4,4
"1129742",15,1,5,26,5,12,11,6,6,8,2
"784",33,1,31,37,8,39,34,14,18,29,8
"2601646",2,0,4,6,2,6,3,4,3,5,1
"2115978",22,1,7,89,6,13,7,5,3,10,4
"696127",9,0,14,39,4,10,12,6,12,2,6
"1802984",11,0,11,16,5,17,5,9,16,23,7
"2486578",10,2,17,42,9,13,12,6,5,11,4
"2163644",11,1,10,21,6,5,7,12,2,21,3
"2043170",213,20,194,498,161,238,182,154,165,239,115
"2582913",220,25,255,433,214,280,192,156,176,288,117
"314260",252,25,248,427,241,265,235,160,171,293,137
"2066024",3,1,8,13,9,6,8,7,4,9,3
"2601575",4,1,2,1,2,2,7,4,1,4,3
"2601668",3,1,4,9,2,5,4,10,2,6,2
"86106",8,1,19,38,23,17,23,3,4,5,12
"91604",34,4,42,94,29,34,31,16,20,34,21
"1414854",29,4,27,222,29,40,24,21,21,23,12
"156889",88,7,88,148,77,110,64,70,70,78,48
"451514",3,0,3,0,0,4,0,2,1,3,0
"1002672",9,0,4,51,7,4,4,2,3,6,4
"2268451",1,2,3,28,4,4,3,2,2,3,1
"1388755",5,0,4,13,4,12,6,0,5,2,7
"1977865",4,1,8,15,6,8,4,4,9,1,2
"1977864",4,1,1,11,5,3,2,4,6,2,2
"335992",6,0,5,18,3,3,1,4,0,4,4
"2563896",6,0,9,15,2,3,4,2,1,4,0
"1925548",5,0,58,18,32,8,7,7,5,11,1
"2161677",46,4,56,76,38,51,30,36,45,42,32
"1034889",2525,435,2238,4433,2032,3265,2134,1826,2027,3317,2089
"662548",1338,545,1148,2193,1022,1518,986,874,961,1570,1061
"434008",1426,407,1315,2415,1176,1715,1138,1014,1145,1844,1190
"207745",1376,483,1097,2170,971,1497,924,923,1078,1653,1001
"434009",1315,382,1173,2214,1042,1577,1078,991,1029,1659,1107
"1795631",1036,199,1078,2108,985,1460,932,824,965,1546,947
"2681552",992,175,841,1766,757,1156,753,598,714,1151,749
"2762323",874,152,718,1771,613,1098,633,566,685,1062,722
"2762322",860,171,774,1858,601,1004,679,567,724,1044,707
"282217",696,112,546,997,551,784,566,461,466,874,428
"434014",578,98,458,918,409,669,465,398,429,693,409
"2774875",632,101,543,1135,496,699,431,405,422,698,429
"2811425",28,5,24,60,14,18,16,20,15,27,15
"2126319",12,10,11,34,12,19,6,6,14,22,10
"1246301",1152,290,982,2103,897,1255,903,735,940,1383,934
"543728",1265,355,996,1884,855,1361,998,861,909,1542,1014
"595537",1048,178,835,1663,761,1220,821,636,818,1283,834
"436515",768,158,708,1524,649,860,611,488,608,1011,634
"795665",2285,334,1411,36909,931,1695,1065,971,13466,1590,1517
"2716225",2050,287,1887,17607,1320,2136,1345,1072,2433,2116,1586
"2806262",1864,277,1381,136426,1028,1745,1129,963,11644,1853,1447
"2651974",1453,205,1228,5325,982,1615,1017,840,1468,1688,1335
"1842537",984,143,841,4717,735,1106,685,575,1156,1103,1098
"434010",880,156,838,3882,592,966,598,562,1016,1037,913
"2184519",682,301,1331,4777,388,584,489,664,2812,1742,3283
"2565558",514,58,395,1727,351,517,388,340,514,542,435
"47421",511,343,1118,3218,367,552,381,336,1933,533,2517
"1763535",457,79,419,1480,303,509,342,264,464,452,422
"2518343",1942,215,1118,128236,530,637,417,383,26282,649,3305
"1842533",948,136,768,4643,537,725,450,433,1590,818,928
"2714923",598,97,489,1856,390,612,437,364,545,691,601
"358220",1572,152,1835,12939,930,737,448,463,12001,722,1484
"2478662",731,104,509,3553,325,533,312,308,1207,550,764
"1858609",485,63,346,1986,236,346,241,214,597,388,453
"232721",104,19,113,448,83,94,62,44,118,86,97
"80870",1952,311,1648,4493,1481,2155,1504,1270,1654,2394,1745
"1926868",1139,204,1460,3605,899,1295,855,582,1268,1481,1342
"2743470",1046,175,877,2182,755,1130,753,580,822,1234,958
"553814",849,106,728,3553,525,756,528,437,1121,845,946
"397945",0,0,0,0,0,2,0,0,0,0,3
"80868",549,76,410,1123,330,607,351,327,423,592,432
"535289",66,8,187,243,70,102,72,44,92,101,59
"365046",4776,883,3606,8197,3211,5496,3666,3201,5372,7584,8057
"2741720",1087,213,1102,39449,720,1335,896,704,1821,1479,1475
"2752316",364,52,359,1707,232,433,276,272,373,467,452
"2822760",265,29,227,696,194,262,194,147,241,300,217
"1842727",1588,293,1400,3783,1096,1955,1324,1100,1418,2064,1457
"2509614",1387,217,1268,3878,1253,1789,1221,992,1403,2035,1478
"338969",547,72,451,1660,355,554,403,344,496,557,452
"1484693",399,62,379,2050,284,481,320,222,484,481,480
"81479",278,52,235,902,198,292,214,191,295,273,265
"2597701",996,138,925,2249,768,1190,754,608,901,1215,867
"1232667",6,2,6,112,7,4,6,3,11,14,6
"1082851",903,140,855,1998,729,1109,732,631,765,1139,732
"1392005",38,8,45,228,32,59,44,20,128,58,39
"225991",723,129,617,1993,551,764,488,486,658,909,678
"160825",506,70,422,1568,384,543,396,288,408,595,394
