"","X0n7bM2TOMPOOA100365.extra.kraken2.report","AYtCM2TOMPOOA100360.extra.kraken2.report","DYZgM2TOMPOOB100370.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report","XR8LM2TOMPOOB051125.extra.kraken2.report","TECcM2TOMPOOA051310.extra.kraken2.report","abKIM2TOMPOOA051320.extra.kraken2.report","cuu6M2TOMPOOB051315.extra.kraken2.report","s9OmM2TOMPOOB051285.extra.kraken2.report","a50wM2TOMPOOB051350.extra.kraken2.report","nG3jM2TOMPOOA051345.extra.kraken2.report"
"2739433",809,703,511,328,419,448,459,360,586,479,434
"1112",784,721,445,219,343,452,346,352,575,493,362
"2182384",713,638,420,289,365,406,363,319,558,461,375
"2683265",3899,3768,2404,1399,2039,2367,2030,1981,3202,2539,1993
"2060312",1657,1389,968,737,751,925,671,650,1175,922,772
"2067415",1282,1250,677,453,565,637,673,549,961,746,739
"2604537",809,664,445,247,405,451,401,347,654,527,422
"2185142",348,303,194,126,149,183,159,140,188,195,172
"1267766",847,677,482,314,370,389,353,294,526,484,376
"361183",593,559,354,236,319,325,331,281,572,402,308
"476157",245,215,180,78,103,120,150,113,166,157,146
"692370",1600,1326,852,549,762,845,750,690,1191,869,942
"2338327",1558,1489,867,570,730,785,719,678,1260,939,932
"1982042",1216,1033,683,434,554,649,550,450,857,723,683
"2055955",428,410,267,203,211,286,292,224,380,337,284
"450378",1601,1570,1052,606,930,976,896,859,1386,1009,785
"2798724",882,831,547,320,501,563,506,488,808,614,464
"1348774",757,663,479,298,383,453,376,338,601,443,367
"192812",1113,1227,686,442,635,720,622,580,1072,830,651
"1532023",1103,1272,700,396,659,770,659,541,1097,868,669
"266951",542,534,352,222,343,395,268,292,480,409,338
"502682",632,597,359,263,298,331,324,299,562,388,322
"1648404",309,223,192,96,152,193,171,141,215,191,148
"543877",931,784,507,625,504,512,419,369,780,531,525
"645517",846,761,549,304,434,542,412,412,678,556,470
"1892855",2964,4673,2238,1973,2898,2987,2599,2749,5341,3587,2368
"2771430",1384,2393,1085,1582,1652,1588,1336,1382,3043,2024,1403
"335406",1902,1459,1235,644,983,1052,983,963,1491,1121,816
"2759707",1219,1459,849,360,776,912,838,849,1274,914,654
"192",3845,4306,2668,1402,2591,2267,2086,2708,3105,2288,1099
"652764",1154,1236,752,286,754,664,656,849,891,657,414
"709810",1100,1156,764,339,700,596,619,729,838,666,358
"664962",973,1116,656,293,714,618,538,699,845,565,274
"2202148",3084,3723,2208,747,2158,2066,1880,2252,2712,2023,1050
"137722",1331,1550,818,269,794,800,796,920,1017,739,416
"862719",862,948,556,155,586,475,539,612,704,508,279
"528244",1774,1986,1174,351,1173,1035,972,1295,1426,982,554
"682998",1014,1130,705,227,758,686,604,775,959,708,334
"286727",842,893,584,235,514,480,465,545,602,561,280
"1226968",826,1045,518,184,543,523,515,635,693,515,281
"1064539",623,671,433,198,396,322,329,399,542,312,155
"2775420",5236,9559,4603,771,2680,2427,1824,2834,3023,2345,881
"2233999",3846,6983,3284,507,1721,1639,1281,1973,2209,1536,664
"2602016",4456,3988,3002,924,3088,3419,2548,2864,3545,2941,2426
"2602015",3655,3367,2486,702,2434,2647,2064,2473,2866,2241,2009
"1663591",1170,1028,751,205,656,664,520,713,793,590,358
"1639348",856,817,575,189,542,570,539,608,674,513,318
"431944",302,273,210,58,175,205,162,205,212,181,96
"342108",1142,1030,705,218,695,658,611,745,827,642,389
"414684",2481,2665,1575,547,1733,1613,1416,1699,2059,1636,890
"269796",4,5,1,4,1,4,3,1,1,3,2
"2594003",2473,2505,1630,629,2363,1759,1414,1643,2126,1722,1348
"1110502",2368,2504,1509,536,1552,1641,1299,1683,2004,1426,841
"1441467",2094,2213,1555,465,1443,1345,1439,1544,1780,1360,900
"2220096",1835,2003,1304,1121,1298,1260,996,1244,1629,1200,722
"111831",1452,1330,886,223,918,814,847,994,1039,788,441
"2048283",251,197,160,43,120,127,106,129,154,126,77
"2785908",140,127,89,38,88,82,55,70,81,83,66
"2785911",83,79,53,30,38,40,38,58,48,49,46
"1891279",150,113,96,44,100,89,72,88,91,98,69
"1123366",89,70,53,19,43,48,34,34,46,54,26
"1612173",1022,1082,677,216,664,681,568,679,751,595,366
"1150469",848,931,531,169,535,579,494,616,642,520,278
"1288970",590,474,360,122,365,416,325,359,458,372,227
"1549855",127,118,99,19,73,81,65,76,100,86,43
"1401328",16,11,9,2,9,3,13,7,12,11,9
"1193729",9,10,9,3,12,4,3,2,3,6,1
"2768162",2035,2934,1729,476,1610,1411,1533,1675,2079,1398,864
"2768161",1874,2660,1549,493,1646,1359,1413,1677,1899,1395,728
"2018065",203,339,195,40,209,158,132,187,265,148,81
"257708",1340,1911,1002,246,1024,908,939,1096,1270,911,471
"207340",217,440,201,39,186,148,164,188,246,183,86
"94",5302,4820,3714,1378,3314,3258,2923,3422,3901,2979,1715
"1296990",200,214,148,39,137,142,135,145,170,120,78
"265959",282,285,207,77,207,209,201,222,234,169,113
"714995",46,23,26,7,21,18,8,25,25,22,11
"265960",203,269,146,44,142,126,148,140,175,136,86
"634177",191,195,129,46,107,92,112,136,126,87,59
"65958",177,171,97,28,113,110,96,101,138,155,66
"33995",143,184,94,30,82,88,78,94,131,103,78
"215221",13,10,7,2,5,6,2,3,9,4,0
"2771361",2301,3670,1814,489,1926,1592,1494,1995,2509,1677,948
"926570",265,313,164,49,165,143,155,202,246,167,70
"349163",164,204,148,35,123,106,135,132,127,96,87
"1484109",1481,1583,956,272,900,904,951,1043,1164,878,543
"1969806",1461,1473,1040,270,886,873,874,902,1045,884,531
"435",607,563,410,150,331,331,336,364,447,330,212
"1076596",147,171,105,18,68,88,76,92,116,81,57
"2592655",118,157,103,30,91,96,66,103,119,87,63
"2259883",1,1,2,0,8,1,1,5,1,2,1
"431306",81,75,47,14,55,53,64,53,83,39,44
"481145",12,15,12,1,6,1,9,4,12,4,2
"1006554",7,2,1,1,5,3,0,0,3,2,2
"1266844",5,10,3,3,6,2,2,8,2,3,3
"481146",48,43,45,19,36,19,35,27,27,20,20
"146474",39,39,29,8,34,24,29,34,25,16,12
"104102",35,42,27,8,22,29,25,25,21,19,11
"446692",32,22,36,6,14,22,20,13,21,16,13
"2500548",9,12,6,0,2,4,3,4,5,9,5
"1633874",7,1,8,2,7,1,6,4,2,9,1
"65959",1,3,1,0,0,0,0,0,0,1,0
"272568",978,1081,700,180,631,633,603,682,812,629,370
"1288313",128,102,107,34,78,72,63,86,94,66,45
"290633",87,106,76,22,68,75,84,87,80,71,39
"1224746",2,2,0,0,1,1,0,1,2,3,0
"318683",158,159,147,34,82,78,92,95,142,115,54
"574987",146,161,97,21,68,65,47,73,102,72,41
"257438",55,36,32,7,22,26,40,29,42,35,14
"1052095",11,5,5,4,5,9,6,4,6,4,2
"320497",385,360,253,88,223,241,245,228,278,243,159
"153496",293,250,231,48,138,158,176,169,196,179,113
"1231624",218,205,171,37,136,121,106,144,144,138,92
"2558360",211,204,143,48,131,143,104,139,129,131,73
"2558361",115,114,99,13,75,59,63,68,81,74,35
"1293412",11,12,9,2,5,5,13,9,8,6,8
"1510841",125,169,104,30,70,86,95,90,132,104,48
"661191",64,46,37,8,34,34,31,36,35,43,13
"2070537",7,3,2,0,1,0,1,2,0,0,1
"2478912",3,0,1,0,3,1,3,0,1,1,0
"2697033",27,16,9,2,15,9,4,16,6,11,6
"2762277",21,13,7,3,12,14,15,10,27,10,12
"2560057",96,79,61,27,31,49,46,39,55,31,32
"2500532",899,931,511,302,465,421,409,520,647,422,260
"2760307",881,1111,536,289,500,462,445,531,699,459,285
"2589076",795,1015,455,914,532,467,343,444,693,397,207
"2812658",542,545,353,167,288,268,259,313,417,291,159
"1529068",462,419,286,126,250,196,177,228,282,237,141
"1545044",1340,1511,820,333,747,751,730,737,979,781,471
"1077935",1143,960,579,254,557,462,435,576,678,501,264
"147645",1096,1279,612,316,563,546,537,617,717,479,301
"82367",1088,1056,608,390,499,519,478,557,705,469,307
"2560053",992,1091,617,255,581,544,544,583,793,572,290
"34004",948,1063,525,254,537,516,433,549,737,491,281
"266",890,984,499,213,457,479,458,572,707,461,256
"2259340",815,827,486,217,403,391,385,525,587,366,243
"2065379",725,696,379,226,388,365,354,403,461,362,241
"1945662",717,774,442,199,369,361,366,378,542,417,223
"1367847",678,624,423,148,318,353,344,342,457,314,186
"135740",421,458,232,203,218,234,195,243,259,214,146
"1499308",98,92,55,43,52,62,52,56,78,50,34
"59779",5,2,1,0,2,2,2,2,1,3,1
"135742",3,3,2,0,1,2,4,0,1,2,2
"2033869",1365,1550,822,344,744,733,652,769,951,663,390
"1850250",1126,983,658,223,520,474,496,563,677,487,290
"272942",580,572,356,118,313,309,269,304,373,283,202
"1075",929,709,400,161,345,359,312,402,453,340,225
"557760",151,181,90,28,118,88,74,112,99,81,43
"349101",113,128,71,14,69,58,40,57,92,68,30
"992186",87,99,58,20,52,60,50,48,78,62,36
"1917485",712,764,450,166,429,406,364,496,501,367,231
"2587855",543,591,309,112,318,256,265,317,397,307,194
"1968541",292,319,188,90,163,162,192,166,206,141,130
"2070369",273,256,142,33,109,133,125,147,153,124,75
"1389004",263,206,165,47,120,133,102,156,140,108,61
"1389005",166,126,101,36,60,76,43,74,94,75,37
"664426",151,170,107,30,53,77,71,82,91,67,50
"1389011",98,105,47,11,40,51,37,38,63,42,16
"2785912",48,53,30,15,25,23,34,35,35,28,13
"1402135",785,771,485,170,432,357,348,413,510,406,216
"83219",430,341,264,89,202,182,169,206,251,190,111
"60137",75,65,48,17,35,43,46,23,62,44,15
"74349",4,2,1,1,1,2,3,5,1,1,0
"2587847",470,458,309,119,268,222,228,315,321,243,138
"2587846",185,193,161,55,107,123,102,134,168,95,58
"2587850",185,183,130,51,102,99,97,123,148,111,55
"391613",82,73,43,19,44,52,33,53,61,45,18
"540747",1131,1260,726,282,611,653,598,674,866,699,343
"2494550",514,412,346,91,258,261,241,275,364,285,159
"215743",107,85,51,16,49,39,41,44,62,35,41
"1229727",1253,1486,813,309,770,684,703,823,927,665,388
"311180",1128,1224,691,248,595,610,619,652,804,592,323
"1792508",975,942,559,225,483,450,446,552,694,472,263
"1564506",667,704,341,161,324,332,295,348,463,287,171
"308754",575,638,324,140,295,254,296,359,393,260,165
"1188256",9,4,4,3,7,2,8,3,4,3,2
"991905",2615,2320,1576,650,1306,1260,1087,1232,1552,1199,805
"1208324",1186,1185,694,325,626,628,560,683,850,611,435
"1411902",610,582,404,136,314,322,284,326,389,335,200
"1758178",448,408,306,107,256,252,223,250,314,234,159
"875171",210,198,139,40,89,94,81,94,136,95,47
"1397108",125,141,85,25,62,75,62,79,98,66,39
"2579971",2031,2286,1285,516,1160,1175,1014,1293,1566,1145,662
"60890",546,523,321,106,284,291,289,322,367,279,139
"221822",402,453,274,80,215,218,231,220,359,234,111
"1580596",227,172,121,37,104,110,96,86,144,87,63
"1844006",103,108,81,27,59,66,54,79,72,49,47
"681157",52,84,31,7,28,28,26,28,47,26,10
"1826607",1681,1468,824,320,626,708,578,703,968,702,435
"1396826",536,581,339,136,304,295,253,298,446,300,168
"2508306",134,118,70,32,65,67,65,73,89,75,40
"2508307",133,98,61,28,73,60,51,76,107,65,22
"999552",389,358,228,108,191,182,187,199,272,178,99
"2789856",1419,1550,827,344,770,734,632,774,1021,739,405
"1549850",591,610,360,126,293,304,326,343,402,300,194
"1915078",585,531,343,130,291,278,260,324,411,291,161
"2587852",702,724,455,194,374,389,363,375,519,331,198
"2588299",22,35,14,2,13,8,9,13,25,6,5
"2587858",12,9,11,4,11,2,6,2,7,7,6
"246200",685,745,413,160,387,364,333,384,520,330,172
"292414",252,264,180,51,119,118,116,157,173,125,77
"2587853",198,210,140,72,91,111,87,135,155,122,65
"2293862",176,157,100,28,82,99,67,87,116,72,52
"185588",6,4,2,2,3,5,2,9,8,10,3
"2009329",1227,1312,750,260,673,674,558,747,840,637,330
"1335048",1086,1064,586,352,501,467,455,544,705,450,319
"2588711",1065,1208,676,284,675,617,530,608,806,624,373
"2494374",1025,668,400,152,326,293,267,304,414,272,178
"1250539",983,993,608,205,588,486,474,620,732,491,299
"988812",971,1002,585,239,560,485,464,554,667,488,280
"1267768",878,939,534,199,416,492,411,507,666,457,222
"1891787",350,326,190,87,158,157,126,199,223,146,113
"2434",250,217,0,61,138,116,129,155,167,116,66
"391595",211,214,121,53,117,96,72,121,149,83,61
"2169400",818,593,416,158,309,334,267,310,468,309,200
"561184",815,887,497,188,473,451,389,470,521,400,224
"398580",801,811,478,214,452,388,330,417,514,408,223
"195105",767,662,405,246,413,383,317,387,484,351,209
"880591",2,0,0,0,0,0,2,0,0,2,2
"92947",326,319,191,76,189,191,155,189,221,200,106
"1294273",688,693,409,143,404,344,297,432,491,381,203
"2602067",223,251,184,57,126,120,108,117,173,135,85
"391616",201,178,115,31,76,76,81,98,132,89,40
"391626",159,158,86,30,86,112,70,96,113,89,43
"1458307",94,77,60,24,49,48,43,50,65,56,47
"1609966",660,602,465,170,346,346,314,385,399,299,192
"2587163",621,685,357,163,316,327,266,347,414,296,156
"2613965",572,696,406,159,331,300,323,329,440,316,155
"1537215",534,572,306,115,301,275,261,355,377,320,134
"2715211",493,525,327,139,292,312,244,269,338,278,177
"564137",482,447,281,88,243,217,200,260,266,250,142
"2017482",470,475,286,125,266,239,225,298,348,266,157
"290400",470,419,309,94,253,224,195,273,290,216,130
"2587842",459,455,270,113,244,270,224,245,316,259,153
"299262",413,476,255,107,220,251,198,228,331,255,127
"1265309",132,121,89,41,58,71,59,74,92,63,28
"74033",372,450,286,112,220,201,185,204,294,194,137
"2599296",363,295,224,92,174,174,165,212,197,187,102
"245188",343,326,232,91,176,171,175,160,238,199,80
"53501",291,237,171,74,115,117,126,142,175,140,83
"441209",288,229,164,49,127,100,117,159,179,101,64
"2552942",287,303,193,87,136,138,156,132,188,173,106
"1591409",281,280,154,57,149,160,128,179,230,152,93
"2500533",229,203,141,56,100,123,68,123,138,93,78
"2171755",227,177,151,63,133,102,107,125,159,126,84
"1715691",204,182,133,47,80,114,97,118,147,124,51
"2483033",189,162,108,35,103,86,72,98,113,86,64
"1920883",128,119,91,30,66,79,82,69,84,75,51
"666509",119,97,75,16,52,59,79,55,85,65,43
"1579316",109,109,83,29,52,56,52,63,83,55,25
"366602",1423,1408,899,562,898,775,970,914,1275,1128,867
"69665",999,922,646,387,714,545,689,672,867,770,732
"69666",2294,2258,1657,3656,1497,1270,1754,1643,2274,2522,2259
"155892",1890,0,1338,863,1298,1097,1333,1303,0,1544,1513
"1679497",1687,1861,1124,808,1112,997,1284,1190,1589,1627,1397
"2708539",1468,1308,994,563,791,742,932,863,1068,1021,909
"2010972",1446,1692,883,609,935,830,1155,1092,1365,1333,1046
"509190",2,1,0,0,0,0,1,0,0,0,0
"69395",772,812,508,399,509,495,547,533,739,723,658
"2774190",970,1039,662,1408,708,556,633,681,947,699,660
"2591463",856,856,579,2131,601,514,497,587,898,668,719
"2561924",813,834,527,1510,611,534,508,525,862,650,668
"1938605",755,863,506,1057,534,443,497,484,745,616,542
"2800818",634,590,390,867,396,407,377,416,567,456,441
"2774189",598,624,395,1228,365,360,391,371,576,495,413
"2752515",578,602,368,763,406,400,339,360,587,473,402
"2579977",300,278,180,569,164,144,145,142,193,175,158
"2813778",266,273,163,565,178,142,182,196,225,181,147
"2562582",189,146,124,324,111,110,86,115,152,143,93
"1532555",177,192,134,404,102,123,125,133,163,124,116
"1827469",173,172,138,391,134,101,114,98,168,136,105
"2560058",133,175,100,383,114,97,118,109,140,132,83
"588932",1361,1350,978,3509,1021,942,950,979,1307,1044,929
"633149",823,826,484,901,504,459,471,501,676,607,467
"74329",647,625,392,1478,405,339,391,367,624,464,340
"293",370,438,259,1028,270,212,257,262,371,297,235
"41276",202,236,151,301,153,134,117,116,154,116,111
"1325724",165,143,97,257,97,109,99,79,131,88,87
"2686094",6275,3697,7230,1094,1939,3317,788,1657,2192,1973,1817
"450851",4512,4633,3001,15422,4535,3581,6952,5046,7702,10140,10625
"2201350",1582,1617,1057,876,1065,959,1480,1132,1660,1765,1584
"573065",306,253,209,85,196,190,191,189,198,198,131
"1940610",3539,3073,2302,576,1661,1452,1546,1772,1941,1436,984
"1868589",3235,2618,2061,620,1384,1434,1292,1454,1780,1266,933
"2570229",2294,1934,1484,386,982,989,936,1083,1232,896,673
"349215",136,121,92,205,1313,110,81,104,1199,123,81
"856793",136,133,117,3363,1393,142,78,96,9550,146,714
"488538",75,77,43,19,32,39,44,47,60,46,30
"2029849",1794,1618,1080,500,1057,1091,859,1081,1381,1028,661
"394221",593,579,400,168,321,318,290,354,434,357,248
"1434191",551,542,417,189,321,364,300,331,398,340,270
"2749086",507,377,337,122,263,312,185,237,367,317,195
"1873716",662,593,518,185,390,388,314,406,507,369,273
"1906738",426,430,327,75,242,249,207,226,316,253,152
"2016196",346,264,287,86,146,173,164,177,217,196,126
"582402",46,41,46,12,16,22,33,20,27,16,11
"949",18,6,8,4,4,15,5,13,7,10,2
"770",14,7,0,1,4,0,9,9,0,5,1
"948",14,4,9,0,8,2,6,3,11,2,2
"574556",7,9,4,0,3,4,4,10,2,4,1
"1248439",7,4,7,0,2,2,1,7,3,9,1
"2640676",58,72,42,13,37,56,51,46,59,42,22
"955",3,7,0,0,5,2,5,3,6,2,3
"1845000",2,4,2,1,1,2,1,2,3,1,0
"779",13,15,7,4,12,6,5,8,16,23,8
"945",7,8,1,1,0,1,1,3,2,2,1
"944",6,1,2,1,4,7,2,2,1,7,5
"35795",4,2,2,1,1,1,1,2,0,2,1
"391036",3,3,0,0,0,3,0,0,2,0,3
"1286528",8,4,8,2,7,8,7,8,4,4,1
"434131",6,11,2,1,1,5,1,2,1,0,1
"2686014",5,7,3,3,6,4,3,2,0,4,1
"222891",3,1,1,0,4,1,2,3,4,3,1
"114277",79,71,39,13,37,50,48,35,42,31,25
"114292",12,3,3,2,5,8,4,11,6,3,1
"114295",10,7,5,1,3,3,4,2,6,4,2
"1129742",8,9,7,4,5,4,1,6,9,3,0
"784",38,17,20,1,19,30,18,18,21,18,10
"2601646",5,9,7,1,0,1,3,3,1,0,0
"2115978",19,4,5,3,3,4,6,5,6,16,5
"696127",13,5,5,6,8,8,0,5,5,6,3
"1802984",9,7,12,2,9,11,12,8,8,9,4
"2486578",16,7,9,4,7,4,11,13,12,6,4
"2163644",10,6,2,1,4,11,2,2,7,11,0
"2043170",236,218,157,51,150,138,109,138,170,130,73
"2582913",232,234,161,60,165,161,165,175,183,172,99
"314260",300,265,210,61,178,191,141,171,187,180,91
"2066024",6,3,5,1,2,6,0,2,5,6,2
"2601575",6,2,2,1,0,5,0,3,3,3,2
"2601668",15,7,6,0,5,3,3,2,9,4,1
"86106",10,8,4,1,6,4,4,6,4,7,7
"91604",37,41,29,5,13,26,41,11,40,33,15
"1414854",35,26,27,7,24,29,15,24,23,16,16
"156889",89,95,78,14,56,55,54,77,99,50,29
"451514",2,0,0,0,0,0,0,0,1,1,0
"1002672",9,14,0,0,6,4,5,1,6,8,2
"2268451",6,4,3,1,2,1,3,3,1,1,2
"1388755",2,7,1,3,2,3,3,4,3,0,3
"1977865",2,10,3,2,4,4,1,2,5,5,0
"1977864",1,6,1,1,2,1,1,3,6,3,0
"335992",5,3,5,1,2,2,3,3,5,3,0
"2563896",5,3,2,2,3,0,0,4,2,4,0
"1925548",6,10,7,1,12,3,4,7,15,12,2
"2161677",38,47,38,7,30,29,28,37,50,21,9
"1034889",4323,3245,2661,462,1590,1766,1862,2119,2323,1590,1074
"662548",2506,3101,1497,276,868,894,822,1025,1180,776,535
"434008",2495,2503,1410,295,971,949,1010,1218,1312,918,679
"207745",2395,2946,1398,257,878,959,833,1084,1189,826,605
"434009",2226,2401,1399,236,890,892,914,1096,1242,819,601
"1795631",1792,1382,974,200,746,714,804,894,1039,744,548
"2681552",1453,1135,894,168,640,658,757,785,840,556,391
"2762323",1305,1028,795,162,524,541,621,675,699,492,385
"2762322",1290,1109,826,174,566,591,596,717,790,488,379
"282217",1057,881,632,103,478,450,496,586,589,382,275
"434014",863,732,495,103,385,409,351,455,491,327,252
"2774875",860,660,522,131,408,367,396,483,550,337,246
"2811425",26,31,25,3,16,23,13,26,19,16,6
"2126319",11,20,15,4,10,6,6,16,17,5,4
"1246301",1765,1418,1169,193,701,739,736,965,915,664,525
"543728",1744,1652,1069,223,803,816,825,1018,1091,786,539
"595537",1451,1195,870,184,667,617,688,781,855,615,419
"436515",1123,1037,690,153,515,516,562,704,715,489,383
"795665",2738,1603,1172,1185,1233,947,809,1075,1187,851,575
"2716225",2479,1785,1405,1063,1125,1114,1115,1372,1355,1006,757
"2806262",2140,1677,1188,585,1208,935,967,1150,1260,975,688
"2651974",2019,1466,1158,284,906,815,818,1121,1208,854,590
"1842537",1395,1056,732,216,597,589,575,762,773,578,407
"434010",1299,1015,761,165,522,527,489,724,787,587,417
"2184519",951,536,468,100,294,769,401,509,411,420,208
"2565558",694,511,365,110,310,302,319,389,420,301,219
"47421",1047,567,580,100,323,318,314,380,418,255,179
"1763535",578,507,334,88,271,266,264,289,385,245,202
"2518343",1107,1273,612,353,532,387,370,521,2312,338,1162
"1842533",845,851,481,147,445,401,393,492,1081,449,582
"2714923",810,676,471,115,374,371,364,450,498,371,280
"358220",774,1032,444,1098,471,397,411,480,1565,366,899
"2478662",611,738,375,117,338,313,292,369,862,316,461
"1858609",495,461,280,89,238,215,207,262,436,199,261
"232721",137,104,78,30,59,54,60,78,81,55,54
"80870",2595,2345,1581,441,1235,1158,1331,1582,1721,1277,873
"1926868",1473,1322,832,260,686,675,777,977,1036,668,651
"2743470",1395,1211,791,199,674,607,659,788,825,586,450
"553814",1003,969,636,182,513,457,467,549,879,466,479
"397945",3,0,0,0,0,0,0,0,0,0,0
"80868",613,547,363,91,314,290,310,413,441,280,179
"535289",94,100,52,50,45,46,55,55,69,37,23
"365046",4851,4952,2869,1305,3462,3104,3499,5095,4796,3967,3373
"2741720",1708,1290,913,254,743,727,795,945,921,758,658
"2752316",523,496,336,83,238,235,252,296,329,240,183
"2822760",363,330,198,46,164,160,151,223,203,178,122
"1842727",2285,1764,1361,310,1089,1090,1032,1381,1524,1062,814
"2509614",2190,1652,1175,293,952,890,1049,1214,1263,960,807
"338969",711,589,443,114,341,362,327,383,499,289,228
"1484693",541,509,327,93,230,283,243,297,360,231,212
"81479",430,314,219,52,191,169,171,204,276,162,110
"2597701",1369,961,786,206,628,629,616,735,819,660,476
"1232667",24,9,5,3,6,7,5,3,6,10,5
"1082851",1291,1115,786,162,668,627,656,753,879,572,394
"1392005",77,54,38,223,35,32,25,24,40,36,24
"225991",835,850,489,249,494,439,468,653,655,430,314
"160825",685,611,442,118,327,293,323,390,451,331,239
"1562974",485,501,308,67,244,212,257,326,334,235,174
"363952",381,317,253,42990,187,171,151,210,228,179,136
"225992",330,319,199,97,224,153,174,207,302,150,94
"296591",1661,1431,1012,199,905,779,734,1203,1171,759,495
"1840265",36,12,23,1,14,24,9,22,13,19,21
"1840293",23,9,10,0,5,8,8,6,16,8,3
"1840303",4,8,6,0,0,0,1,5,3,1,0
"1869339",4,5,1,3,0,1,2,1,1,2,1
"2268087",3,3,3,0,1,1,1,1,0,0,2
"1840283",2,0,0,0,0,0,1,0,0,1,1
"1840239",1,1,0,0,3,0,0,1,0,0,0
"1840267",1,0,0,0,0,0,1,0,1,0,0
"365044",1300,1089,787,158,581,565,566,742,800,598,377
"37448",152,128,120,22,59,66,69,58,93,54,28
"215580",4616,3254,2788,516,2274,2471,1918,3202,2996,1683,1280
"2714924",916,699,575,124,371,383,384,434,542,353,299
"2714925",784,596,496,138,330,350,359,430,547,364,243
