"","iYASM2TOMPOOA050195.extra.kraken2.report","AYtCM2TOMPOOA100360.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","abKIM2TOMPOOA051320.extra.kraken2.report","TECcM2TOMPOOA051310.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report","X0n7bM2TOMPOOA100365.extra.kraken2.report","XR8LM2TOMPOOB051125.extra.kraken2.report","nG3jM2TOMPOOA051345.extra.kraken2.report","FvY2M2TOMPOOB051329.extra.kraken2.report","X9JUZM2TOMPOOB100355.extra.kraken2.report"
"376489",552,853,356,480,429,147,860,482,250,653,79
"1771309",570,827,354,495,499,174,824,499,283,725,71
"657387",138,191,93,120,136,34,208,117,72,220,22
"698828",119,175,88,101,96,33,196,86,59,149,16
"157779",120,177,71,104,108,45,191,88,56,190,12
"290398",347,544,240,288,291,217,576,322,177,504,53
"1883414",284,398,184,232,231,98,436,216,126,338,31
"33074",79,109,69,69,76,19,90,47,27,104,9
"91844",6,8,4,7,7,0,12,2,2,11,2
"114186",12,3,1,10,3,0,4,1,1,2,0
"2014542",439,619,256,378,389,134,656,379,222,590,44
"1113728",3,7,5,2,6,3,3,3,2,3,2
"391936",335,472,256,281,287,1384,501,302,200,542,42
"930169",191,317,141,176,179,52,318,142,82,290,27
"1094342",185,274,124,147,184,67,290,141,79,273,23
"393595",2,3,6,2,5,1,6,1,0,2,1
"1917421",74,83,48,47,53,28,106,67,30,102,10
"1821621",237,385,167,181,203,73,395,224,106,341,29
"48076",80,156,95,73,84,36,153,70,48,109,11
"2668067",16,34,19,17,14,14,31,19,18,24,3
"400668",18,16,17,9,16,4,29,16,11,16,6
"2071621",17,21,13,7,12,3,20,4,5,14,1
"178399",32,28,14,29,26,3,40,16,16,41,5
"383750",28,35,13,13,18,1,37,14,7,18,2
"717774",14,18,9,11,8,4,27,10,9,18,1
"491952",16,28,14,22,12,3,24,15,6,18,5
"2773454",10,21,7,18,9,2,19,14,3,14,0
"491950",15,27,9,8,17,2,8,11,3,19,3
"1031538",14,25,13,16,16,5,33,20,12,34,2
"1572645",23,26,18,14,13,8,29,7,11,24,0
"1441457",10,20,10,10,17,6,18,28,10,35,3
"1249553",57,92,65,48,51,25,82,44,20,75,7
"2614693",28,55,38,25,37,13,69,34,23,55,2
"1298593",3,6,3,0,1,0,4,1,1,3,2
"1208320",4,3,1,2,0,1,3,0,1,1,0
"1278309",20,44,15,23,27,8,43,20,9,34,6
"207949",3,22,10,8,10,4,18,7,9,15,2
"1628392",187,220,96,147,156,36,224,117,82,171,23
"349521",151,174,88,119,116,31,219,98,81,225,19
"2683272",14,37,12,16,13,3,39,20,7,23,4
"2161747",198,249,129,114,166,55,300,126,101,251,20
"1336806",89,124,75,69,73,23,140,65,44,104,7
"1445510",61,72,54,45,56,29,82,43,39,83,11
"418701",90,146,53,72,68,32,131,82,56,99,15
"523791",11,23,8,7,11,6,26,19,18,26,3
"1561924",15,24,11,13,13,7,23,12,10,18,1
"914150",4,14,16,9,8,7,19,10,3,16,4
"1144748",9,14,10,12,7,4,13,7,9,15,2
"141451",42,77,30,37,39,8,62,44,17,61,6
"570277",30,55,30,33,32,9,49,28,16,38,5
"2304594",164,211,88,158,157,53,270,113,67,234,11
"2769486",135,216,124,120,129,46,221,108,49,191,29
"2488665",128,202,85,113,117,51,193,102,53,173,15
"1749259",72,111,53,58,55,30,137,53,34,81,7
"1761794",49,102,47,32,35,16,110,46,42,65,8
"1415568",55,89,37,51,74,22,100,51,35,110,10
"2547598",63,54,49,29,46,16,90,41,12,67,6
"1671721",32,60,34,48,32,15,74,37,32,72,6
"490759",31,59,19,24,40,7,69,17,15,62,2
"2603215",212,290,140,172,212,146,332,149,116,293,24
"1163748",48,101,15,34,43,14,69,34,12,67,9
"351348",36,64,27,41,45,14,66,30,25,81,7
"1420917",152,229,87,149,129,46,206,132,79,214,12
"418719",117,199,80,101,100,34,168,86,37,155,20
"1874317",113,157,53,65,83,34,159,66,33,112,11
"225937",34,77,34,27,22,16,75,60,24,62,8
"330734",22,28,21,26,30,9,46,28,13,55,5
"2267264",31,56,15,36,20,12,36,25,12,55,0
"1714845",6,12,4,7,7,0,15,6,2,15,1
"2358187",2,11,11,6,7,1,10,4,5,12,2
"1917158",1,1,2,1,3,1,5,3,2,1,1
"2058133",2,3,2,3,3,1,3,1,1,4,0
"1004787",2,3,1,4,3,0,9,1,3,9,0
"1004785",12,16,4,3,9,2,8,12,2,15,1
"529120",2,3,1,2,3,0,2,0,0,1,0
"1004788",0,0,0,2,3,0,1,0,1,2,0
"1774373",0,2,1,1,1,0,5,1,0,2,1
"1300254",0,1,0,1,0,0,2,1,0,1,0
"1858656",16,34,21,19,24,13,37,17,12,26,1
"589873",9,11,2,7,8,1,9,4,3,9,1
"715451",6,10,3,6,4,1,7,6,3,6,1
"233316",0,3,1,1,1,0,1,2,0,7,1
"287094",0,0,0,0,0,0,1,1,0,0,0
"2259620",148,254,103,120,128,57,265,173,87,214,24
"2785918",27,61,21,25,34,8,48,39,8,56,10
"2572577",27,43,13,20,24,13,39,25,5,33,1
"914153",31,44,26,31,38,9,51,21,13,49,7
"2303538",24,26,23,19,25,17,44,18,14,43,4
"2686358",9,17,6,13,8,4,20,4,3,15,1
"2686359",18,17,6,17,10,5,19,8,2,14,3
"1129794",16,26,3,11,15,9,25,7,5,16,0
"197222",15,15,8,7,18,6,23,9,2,19,1
"2489595",48,43,244,15,27,64,69,16,30,39,7
"1085623",12,22,8,7,9,3,17,10,1,16,2
"1526571",48,66,46,27,41,15,82,37,22,60,2
"2183582",49,82,36,35,49,26,79,51,22,74,7
"2172099",17,21,9,13,10,8,24,11,5,30,1
"1740262",14,40,4,21,16,5,21,12,9,19,3
"680279",33,36,19,15,19,6,33,15,11,25,6
"2814293",26,40,22,17,24,10,46,24,19,34,2
"2814294",22,44,19,21,24,10,45,19,15,46,1
"2814292",19,30,18,34,15,3,40,28,14,28,4
"2593655",7,24,13,15,21,8,28,14,6,21,2
"2803864",18,24,8,6,9,4,27,4,5,17,4
"2589987",17,43,11,6,11,3,27,10,5,21,0
"2590015",14,16,11,8,12,3,26,9,11,23,3
"94122",7,19,9,7,11,2,25,6,3,16,2
"2814295",28,31,12,17,17,3,24,8,7,27,3
"2059264",19,19,9,11,21,0,20,7,11,34,3
"2029986",24,11,19,15,12,3,20,10,8,21,1
"2487742",16,14,7,5,10,2,16,3,6,18,0
"2698686",8,10,2,2,7,1,11,4,3,9,0
"60480",3,12,3,7,7,2,9,3,4,13,0
"1930557",2,4,4,2,1,1,8,1,2,4,1
"2589790",1,1,0,2,1,1,6,0,0,4,0
"2575361",9,5,0,4,2,2,5,0,4,10,0
"60481",6,10,4,9,9,1,4,2,4,3,2
"2806008",2,2,3,3,4,5,3,5,2,3,0
"2593656",2,0,0,1,0,4,1,0,0,4,0
"2601269",2,0,0,1,0,0,1,0,0,0,0
"2775245",2,8,3,0,1,0,1,2,0,3,0
"351745",2,1,0,1,0,0,1,0,0,0,0
"323850",86,161,72,91,86,33,164,88,48,125,17
"1965282",68,122,61,46,58,13,116,56,31,93,9
"38313",75,114,56,57,77,24,110,66,29,100,12
"407976",4,3,4,1,4,2,4,0,2,4,0
"693971",0,1,0,0,0,0,2,0,0,0,0
"399804",1,6,3,3,1,0,3,2,2,9,1
"260364",46,88,38,25,40,13,72,45,20,60,7
"1173586",60,106,41,42,49,17,69,47,25,54,9
"326297",33,64,28,23,26,13,68,25,9,63,8
"425104",20,50,19,26,30,17,42,15,2,29,0
"318161",8,12,25,19,12,4,37,10,10,15,1
"458817",16,18,12,17,21,2,37,7,7,25,1
"2520507",15,28,4,15,12,0,35,13,2,12,1
"637905",13,26,5,10,16,3,34,14,6,16,2
"256839",12,22,10,13,17,1,33,10,7,20,5
"392500",27,29,10,15,11,4,32,8,5,30,4
"43661",20,25,15,13,19,6,32,17,9,35,1
"225848",10,25,8,20,7,6,30,21,5,24,0
"150120",17,12,8,5,5,1,27,8,10,15,1
"398579",18,26,13,12,17,6,24,15,8,14,2
"558541",12,19,8,6,8,8,24,23,8,27,0
"211586",13,46,6,18,15,3,23,20,9,26,3
"225849",14,32,4,7,13,6,16,13,7,26,2
"238836",8,23,5,11,10,4,15,7,5,11,1
"1028752",11,20,9,10,12,2,14,13,0,20,4
"2018305",4,7,3,5,2,2,8,3,0,9,1
"93973",4,3,3,5,3,0,5,3,2,2,1
"318167",11,16,3,10,5,1,4,4,3,5,0
"2588449",1,3,4,2,2,0,3,0,0,4,0
"342950",24,20,5,13,10,6,19,13,5,9,2
"2547970",2,15,3,5,13,2,18,10,2,12,1
"1709477",21,28,16,13,18,6,27,14,5,39,1
"116092",14,25,5,10,11,3,23,8,10,15,2
"2744479",4,18,7,9,5,5,23,15,3,11,3
"2003316",14,16,4,3,6,3,17,10,4,17,0
"2587843",3,10,6,7,7,3,14,4,3,14,4
"1390185",1,7,1,3,1,0,8,1,0,4,1
"1514074",3,6,2,5,4,3,7,3,1,7,1
"649161",0,0,1,2,1,0,4,0,1,2,1
"2799564",4,1,2,1,0,0,3,0,0,2,1
"2583375",1,0,3,1,3,1,2,0,1,0,0
"283699",1,5,2,2,4,0,2,1,1,7,0
"87791",1,2,0,0,2,0,2,1,1,2,0
"1720343",3,5,2,0,0,0,1,1,2,3,0
"1761891",0,1,1,0,1,0,1,2,0,0,0
"234831",0,2,0,0,2,1,1,0,0,1,0
"2752475",0,0,2,1,1,0,1,2,0,1,0
"2759705",0,1,1,1,2,0,1,0,0,3,0
"2785910",0,3,1,1,1,1,1,1,0,2,0
"43658",72,104,49,59,51,14,93,52,31,83,8
"1365250",3,3,1,6,3,0,5,1,0,6,0
"339617",34,61,18,27,23,8,55,17,9,40,7
"1315306",14,15,7,7,5,3,48,9,3,15,4
"43662",22,34,7,18,21,4,39,13,18,27,5
"342610",16,31,11,15,8,3,33,15,3,37,5
"1117319",7,8,0,4,3,1,8,5,2,15,3
"161398",9,14,5,9,8,6,23,11,5,15,2
"227",0,11,3,2,3,5,19,4,5,10,0
"1315282",9,12,23,12,12,1,19,6,8,16,0
"314281",13,21,4,9,13,4,18,6,0,18,2
"874454",8,10,7,9,7,2,17,7,1,10,3
"882626",7,16,12,12,14,1,16,9,5,20,2
"1348114",10,12,8,12,5,9,15,7,3,9,3
"1314866",2,12,4,1,1,0,7,4,1,4,2
"1190813",8,15,5,8,7,4,12,5,6,11,2
"1312369",5,1,2,0,3,1,3,0,0,1,1
"151081",8,9,4,4,6,2,11,10,2,6,0
"1117313",8,4,2,3,4,0,10,1,4,4,0
"1315283",7,2,4,9,4,1,5,6,3,5,0
"1314869",7,8,3,7,4,8,7,9,3,12,2
"1315279",5,3,1,0,1,0,4,1,0,1,0
"267375",1,6,1,1,4,1,4,5,0,5,0
"43660",6,9,7,2,2,2,3,1,1,1,0
"621376",3,2,1,3,0,0,3,1,1,5,0
"28109",0,1,0,1,5,0,2,1,1,2,0
"152297",2,5,1,0,0,0,1,2,0,3,0
"1315275",0,3,5,0,0,1,1,2,1,0,0
"43659",0,2,0,0,1,1,1,3,0,1,0
"2820710",20,37,4,9,21,3,24,7,8,23,5
"1266052",6,15,8,4,6,3,7,7,5,13,2
"550540",176,291,142,152,131,54,236,153,87,237,20
"2724191",31,46,23,32,19,4,42,21,9,43,4
"1816218",15,17,9,17,14,3,23,4,8,23,2
"2161872",8,14,5,2,5,5,19,8,2,10,1
"2497879",6,18,7,13,4,3,16,8,3,10,1
"1816219",13,18,6,8,7,1,13,6,0,16,0
"2689569",4,13,11,11,13,5,11,10,4,13,1
"58049",10,21,3,6,5,2,9,6,2,12,4
"167879",17,13,5,7,9,4,21,7,2,18,1
"1967665",3,10,6,3,4,1,21,4,1,9,3
"2594005",14,16,10,12,20,1,27,13,4,40,4
"2769490",4,11,5,9,5,1,19,3,0,16,2
"2552945",15,17,10,9,9,5,11,14,9,11,3
"1763536",14,8,6,8,8,2,15,6,0,9,0
"718192",7,12,10,5,6,1,14,4,5,21,1
"2100422",26,41,24,30,26,14,69,19,15,50,4
"2055892",9,19,8,8,13,3,15,6,5,15,1
"135577",21,18,18,11,18,10,33,12,4,25,1
"1940690",14,20,24,10,11,4,25,13,7,26,2
"1096243",11,13,7,9,6,3,19,10,4,14,1
"357804",19,31,8,23,11,5,29,13,1,29,3
"314282",10,15,3,8,3,3,11,6,4,11,0
"69539",11,15,6,6,12,2,18,7,8,18,1
"1202962",8,13,15,8,5,4,16,8,0,11,0
"1347420",10,10,11,6,9,2,18,10,2,12,0
"998088",12,11,10,7,7,1,5,10,10,15,0
"1354302",45,79,20,37,43,7,63,35,19,82,6
"1448139",23,23,15,9,20,5,36,17,10,15,0
"196023",24,26,20,18,32,8,32,34,14,39,0
"1208104",0,4,0,2,0,2,2,2,0,4,1
"652",203,362,136,186,195,70,356,191,97,338,36
"2033032",69,171,50,68,70,23,118,78,39,113,13
"2033033",54,108,42,39,43,13,77,60,26,51,8
"2560029",8,14,16,5,18,2,34,13,7,16,6
"1636606",9,34,4,12,7,3,27,7,0,7,2
"1636609",20,28,16,22,8,9,25,7,14,17,4
"2560028",21,26,5,20,19,5,24,28,7,28,3
"1758179",5,18,13,6,6,3,14,9,16,17,0
"1636607",3,13,2,3,3,1,9,7,1,9,1
"1636608",2,15,9,8,0,15,5,30,12,4,3
"1920107",1,1,3,1,5,0,4,2,1,1,0
"647",0,0,0,0,0,0,1,0,0,0,0
"2675707",0,14,1,0,0,0,1,5,0,1,0
"73010",149,251,114,160,123,37,292,122,100,200,23
"96473",16,23,11,8,12,6,37,6,6,10,2
"29491",9,4,0,3,1,1,5,1,0,10,1
"197700",0,1,4,1,0,1,2,1,3,1,0
"218936",188,271,127,148,180,44,260,161,61,262,27
"648",179,229,113,127,130,44,234,132,68,189,17
"650",99,145,53,79,62,27,176,73,41,132,12
"196024",88,170,75,92,92,21,147,94,39,151,6
"948519",28,29,19,14,20,6,33,20,9,38,2
"656",18,27,11,15,10,5,19,9,8,22,7
"347534",418,687,292,359,345,129,658,394,208,599,68
"511062",168,248,144,163,177,56,343,153,82,296,24
"2047966",84,84,47,43,49,22,114,54,37,80,7
"1416627",28,50,17,28,27,9,61,29,6,45,3
"1903694",18,20,9,14,16,6,28,15,16,34,1
"595494",30,35,42,26,15,14,56,29,20,52,4
"83771",11,30,10,15,14,3,31,10,2,18,2
"2812648",565,737,375,459,497,118,916,471,276,767,74
"2681310",543,681,346,446,487,154,849,430,269,732,68
"243233",478,771,267,450,463,110,818,509,223,709,53
"2785785",165,236,87,122,147,34,272,118,78,219,26
"1727196",89,117,64,55,61,15,113,67,25,124,7
"107637",69,95,46,54,63,17,101,39,18,114,11
"2812647",43,95,49,49,56,8,95,47,22,102,8
"2608981",157,218,87,149,151,42,254,123,74,227,17
"1538553",149,182,118,127,146,36,223,122,61,229,15
"857087",133,152,97,73,92,29,178,87,40,163,15
"702114",97,131,63,60,84,18,141,86,29,122,9
"686340",522,632,305,357,445,122,815,381,222,654,56
"2049332",87,133,54,95,94,20,150,66,34,127,13
"1432792",634,806,437,442,586,132,878,479,314,824,66
"1808979",215,291,167,153,199,63,345,177,100,297,17
"1091494",53,68,40,41,40,14,102,30,27,68,4
"95641",50,53,35,51,38,17,79,30,25,74,11
"1704499",112,116,64,83,86,21,127,73,43,109,18
"1675686",2789,3767,1656,2063,2679,586,4328,2652,1232,3902,291
"1620215",1044,1242,615,721,877,261,1769,709,516,1361,102
"1281578",521,618,273,433,388,112,768,372,192,605,47
"2303331",2280,2897,1096,2007,2185,403,3461,1767,2228,3090,603
"2698684",373,456,195,267,374,78,600,292,237,521,68
"465721",1861,2434,2283,1155,1977,552,2328,1581,865,2550,187
"2681547",194,258,168,140,151,78,322,150,106,271,31
"2745199",119,244,88,126,128,50,239,141,68,229,24
"1516059",151,189,79,98,116,30,198,119,70,168,14
"2587856",66,81,44,57,55,17,96,45,36,93,5
"359370",59,74,42,36,55,14,95,44,24,76,6
"2591606",51,86,38,41,51,35,83,49,31,114,7
"1769779",201,238,143,167,171,63,326,141,91,251,21
"252514",125,206,127,103,105,45,225,102,64,166,21
"48074",112,188,128,108,91,49,211,98,55,174,19
"260552",101,93,68,77,75,24,124,75,64,116,10
"454662",39,5150,1294,27,50,214,732,82,72,372,99
"1987723",125,402,961,75,190,1284,232,1625,110,389,27
"1945512",46,386,309,39,48,35,99,102,45,328,36
"2303332",61,1092,746,31,59,34,83,81,36,222,76
"155077",67,231,177,42,65,51,138,150,39,187,22
"377629",83,108,53,55,52,17,107,61,35,113,14
"2731755",38,70,38,18,29,10,58,38,17,56,8
"2731756",27,47,19,20,18,9,50,23,12,47,4
"1117647",145,185,91,102,109,45,191,113,59,196,12
"1737490",22,45,17,24,29,14,42,27,7,56,7
"203122",26,55,21,16,20,16,40,29,10,49,2
"930806",144,234,117,112,138,37,304,121,66,227,21
"930805",157,268,107,116,126,42,262,134,64,204,16
"2601894",112,182,74,105,131,46,241,102,74,171,21
"2708301",318,486,225,255,278,113,568,306,147,475,43
"314285",130,178,131,95,118,52,257,97,45,211,12
"2794344",83,195,95,74,85,37,206,100,48,136,18
"1620392",29,54,22,29,33,11,48,30,16,55,6
"1470434",52,75,29,37,35,24,98,35,26,64,8
"716816",29,47,27,19,26,8,57,23,6,47,2
"670",83,97,41,50,60,12,105,43,19,110,6
"680",21,58,19,21,16,15,46,18,11,39,4
"696485",23,32,25,14,19,11,45,16,7,38,4
"663",15,24,10,11,14,7,30,16,8,36,3
"2315253",17,27,7,21,12,6,26,13,11,34,3
"669",14,37,17,11,12,2,24,15,6,26,1
"691",7,12,8,5,9,8,15,10,5,14,1
"190895",7,26,5,11,8,1,13,7,4,23,2
"512649",16,26,6,8,3,5,13,13,3,19,4
"766224",7,6,2,5,2,1,6,2,3,8,1
"676",77,151,49,49,95,23,163,66,39,135,11
"903510",2,3,2,2,3,1,6,1,1,2,0
"196600",1,3,5,3,2,0,3,2,0,2,0
"914127",1,3,0,1,0,0,2,0,1,0,0
"1246305",0,0,1,0,2,0,2,2,2,3,0
"748003",0,1,0,0,0,0,1,0,0,1,0
"2662262",9,10,3,3,8,2,22,10,7,15,0
"2777577",12,12,3,11,4,2,20,3,2,7,2
"2587865",15,18,8,12,10,4,20,9,5,17,2
"2714948",18,11,18,11,8,3,18,7,7,17,1
"2711221",11,19,14,5,17,3,17,11,5,19,3
"2589990",7,13,6,13,8,1,11,10,4,10,2
"2014742",0,1,0,2,1,0,3,1,0,3,0
"1116375",0,3,0,0,2,2,2,1,0,6,0
"2163016",5,5,4,2,4,1,2,3,0,4,0
"2766781",0,2,0,1,0,1,1,0,0,0,0
"864336",1,1,0,0,0,0,1,0,1,0,0
"55601",1096,90,6743,1091,3215,17,111,100,112,1863,13
"666",0,95,36,42,60,0,93,63,32,81,3
"29498",17,26,13,8,19,0,23,17,8,32,2
"300876",13,22,4,12,5,6,23,7,5,18,0
"29495",32,64,34,25,51,2,61,38,19,51,6
"28173",35,70,15,25,29,6,52,34,14,57,6
"674",28,42,19,32,23,7,50,18,17,48,3
"1381081",10,21,14,15,10,5,44,17,15,29,1
"1384040",3,2,2,2,0,0,6,1,0,3,1
"689",21,38,14,18,21,3,41,14,10,26,2
"1481663",19,17,7,18,24,1,38,13,5,30,4
"1671868",17,17,7,9,8,5,30,13,4,16,2
"2572923",13,31,10,13,15,1,30,16,9,34,3
"1481923",12,35,10,16,16,5,30,7,1,22,4
"28172",11,26,13,16,15,1,29,17,9,25,1
"1918945",15,28,12,10,12,3,27,19,5,27,6
"1763883",6,12,3,8,11,1,27,9,7,17,1
"675",16,20,11,11,12,9,26,9,5,12,0
"45658",17,21,2,19,12,4,25,21,10,18,0
"1435069",23,28,15,10,22,2,24,9,2,23,2
"2479546",19,14,20,14,13,5,22,13,8,16,3
"553239",19,18,4,13,8,5,22,6,5,27,5
"673372",12,31,12,11,11,1,22,17,3,21,3
"687",18,17,12,12,10,5,19,14,8,20,1
"1074311",9,21,7,5,12,0,18,10,5,23,2
"76258",6,13,5,7,4,3,17,8,1,10,0
"1191300",6,15,8,10,3,0,16,3,3,10,3
"47951",4,10,2,5,7,2,16,5,1,22,2
"2587862",18,23,4,14,8,3,15,5,2,11,0
"265668",12,17,17,7,9,4,14,18,4,16,3
"170673",9,11,3,10,10,1,12,11,6,16,0
"693153",8,11,1,3,7,1,11,2,1,12,2
"29497",7,12,3,9,9,0,9,7,2,10,1
"1891186",9,19,3,9,6,1,8,3,2,13,1
"170679",14,22,13,10,17,3,8,14,5,23,0
"1534743",8,14,4,9,4,2,6,6,2,11,0
"2025808",3,9,1,4,9,0,6,2,2,8,0
"1208308",0,1,0,1,1,0,1,1,0,1,0
"658445",65,110,44,36,50,14,96,50,15,85,4
"320778",49,82,44,44,45,18,89,45,23,95,8
"85581",3,6,0,3,4,1,3,4,0,3,1
"38294",3,6,1,1,0,1,2,1,1,5,1
"298386",19,22,12,5,16,1,22,7,7,23,1
"1908198",33,52,21,23,29,6,65,25,8,37,8
"51367",5,7,4,6,3,2,10,7,4,11,0
"2003370",7,8,2,1,4,0,5,5,3,10,0
"673",39,49,25,29,29,13,71,31,20,47,4
"388396",3,5,0,1,3,1,4,3,1,3,1
"312309",2,8,4,2,3,2,3,4,11,5,1
"1088719",2,9,4,4,2,0,3,2,1,0,1
"40269",8,0,4,10,10,3,11,6,4,0,0
"1755811",4,10,5,6,8,0,9,4,0,6,3
"1927128",6,4,5,3,9,1,6,3,0,12,3
"1810504",1121,1483,733,904,1046,303,1847,907,496,1587,191
"2662448",40,45,24,30,27,15,65,36,28,58,5
"2746060",18,20,14,8,37,6,47,101,6,48,5
"2708020",8,21,9,11,7,2,34,6,5,16,4
"2755562",12,27,11,14,17,3,24,17,8,20,4
"91890",1,6,2,7,3,1,10,3,1,7,4
"91891",2,4,1,3,1,0,8,12,4,2,0
"66976",1,1,0,0,1,0,1,0,0,0,1
"91892",1,2,2,1,2,1,1,3,2,3,0
"45065",63,76,31,55,45,8,79,33,25,67,2
"452",23,45,23,27,26,15,54,15,17,58,5
"449",17,24,18,11,14,3,43,7,2,16,4
"1268635",14,23,20,11,8,1,41,20,7,24,2
"28087",23,36,9,17,30,4,39,52,34,39,4
"450",18,28,0,0,24,1,39,36,15,28,6
"45067",14,20,10,29,35,1,33,32,10,41,5
"1212491",19,13,15,13,14,3,28,10,3,15,2
"454",27,34,10,7,17,6,27,10,6,25,1
"1867846",10,25,10,8,7,2,26,13,15,19,3
"28082",15,19,6,13,58,1,25,86,10,59,3
"28084",12,21,10,11,10,2,23,17,11,8,2
"45056",11,14,12,11,3,6,23,5,11,14,1
"66969",15,25,3,6,10,1,21,13,2,18,3
"456",18,26,8,23,17,0,19,21,7,43,1
"2005262",1,5,1,4,2,0,6,3,4,3,1
"1094715",1,2,0,2,2,0,2,4,1,2,0
"1094714",0,3,0,1,4,0,1,2,0,3,1
"451",18,18,6,10,10,4,30,11,11,15,2
"254247",125,100,66,65,86,9,142,60,47,77,4
"254246",35,59,46,42,28,8,75,43,31,64,2
"1321945",0,0,0,6,3,1,2,0,0,0,0
"434922",0,1,0,4,1,0,1,2,0,1,0
"1401251",1,3,2,1,0,0,1,1,0,1,0
"2054173",32,44,9,31,14,2,37,15,17,36,3
"2487929",6,5,6,5,6,0,11,8,4,15,0
"676208",13,26,7,16,20,5,19,10,4,17,1
"2739063",39,33,34,23,27,4,56,35,16,40,3
"2580412",21,20,11,10,30,4,46,19,5,30,2
"2211106",18,41,19,20,17,5,37,10,5,21,1
"2267253",12,12,6,12,11,4,15,5,11,15,1
"717772",27,25,12,15,16,4,45,11,7,21,1
"1803865",15,36,22,19,29,11,38,14,10,34,6
"717773",14,22,10,8,8,0,21,5,7,12,3
"265883",37,34,17,22,32,6,53,19,11,38,3
"317025",10,20,10,4,11,6,10,7,6,13,5
"28885",9,21,9,6,13,1,24,17,3,12,1
"754477",23,44,28,13,13,2,49,19,10,40,4
"754476",27,37,28,17,21,16,47,32,11,36,3
"1238",28,47,13,24,20,5,51,16,10,16,2
"728003",1,4,0,0,0,0,3,0,1,0,0
"385025",2,4,2,0,0,2,2,1,3,2,0
"1198232",1,3,0,1,2,1,1,1,0,0,0
"2675054",20,33,16,13,13,11,31,11,16,28,2
"2675053",12,17,10,13,13,4,15,14,2,14,3
"1032",123,196,108,108,126,21,195,99,76,176,12
"2735563",56,84,31,51,62,13,115,50,30,60,3
"111769",38,49,21,28,37,17,54,15,22,59,5
"288004",24,40,10,23,28,8,46,23,12,34,1
"1547445",7,6,3,1,1,1,12,5,4,4,2
"1395624",2,3,5,3,3,0,11,1,1,5,0
"2589986",3,2,8,2,0,0,4,0,0,1,0
"539329",0,0,0,0,0,0,1,0,1,0,0
"264",5,5,2,3,0,1,5,3,1,3,0
"299583",2,5,3,2,2,0,7,0,2,2,0
"573570",4,6,3,1,1,1,6,11,10,10,0
"1088883",0,6,0,0,1,1,1,2,1,2,1
"549298",4,4,2,2,1,0,4,4,0,1,0
"2007306",1,3,1,1,0,0,4,4,1,2,0
"1542390",1,8,4,2,2,1,3,2,1,4,1
"2249302",1,2,0,2,0,0,3,0,1,1,0
"1086726",1,10,3,3,1,4,2,3,2,1,0
"573569",0,0,0,0,1,0,2,3,0,1,0
"360196",1,1,0,0,1,1,1,0,0,1,0
"1085644",0,5,2,2,1,1,8,4,1,3,0
"1085647",3,2,1,2,1,0,2,3,0,3,0
"594679",3,1,4,3,6,0,1,0,3,3,0
"28907",0,0,0,0,0,0,1,0,0,0,0
"1543721",220,257,169,177,198,69,364,166,93,284,22
"2738883",157,172,86,82,123,50,246,101,60,178,14
"1076588",117,179,132,106,116,47,206,110,55,198,17
"1249552",65,118,52,61,84,22,142,58,24,96,8
"2291597",62,96,27,51,45,19,119,47,19,87,8
"2360",6,12,5,5,2,3,18,5,8,11,3
"413404",3,5,4,1,0,0,6,0,1,3,0
"2738852",3,8,1,6,2,2,6,1,1,3,0
"2732590",2,0,2,0,0,0,4,0,0,1,0
"412965",2,2,0,0,3,1,3,1,1,0,1
"1303921",10,18,5,3,1,1,6,5,0,15,3
"1705394",9,11,6,5,6,1,19,6,4,12,0
"1125411",1,3,0,3,1,0,4,1,2,0,0
"2508687",4,7,3,5,4,3,5,6,4,4,0
"1971485",0,1,0,1,2,1,3,0,0,1,0
"1971488",0,1,1,0,3,0,1,0,0,3,0
"2652803",1,0,2,1,0,0,2,1,0,3,0
"2183911",660,877,423,584,592,171,1084,522,369,894,92
"1248727",532,783,317,403,502,181,871,485,260,671,68
"262728",1,1,0,0,1,0,2,0,0,3,0
"862964",0,0,0,0,0,0,1,0,0,0,0
"1334187",0,0,0,0,0,1,1,0,0,0,0
"862965",1,1,3,2,1,0,2,1,0,3,0
"730",6,6,5,3,4,2,17,0,1,5,1
"735",2,10,5,5,8,1,10,7,0,7,0
"249188",9,6,2,3,4,3,8,3,6,2,0
"726",4,10,11,8,1,1,7,4,0,7,0
"712310",0,8,4,0,0,0,2,1,1,6,0
"714",30,41,30,33,29,8,66,30,13,57,3
"634176",3,12,0,1,2,0,5,0,2,2,0
"985008",0,5,4,3,1,2,3,0,1,2,0
"2820817",8,10,5,5,0,2,13,4,0,8,3
"739",8,9,5,1,4,1,11,3,3,8,0
"2774188",17,25,18,25,25,3,40,15,12,30,8
"339671",13,36,12,8,14,1,29,10,6,27,3
"696748",0,0,0,0,0,0,2,0,1,0,0
"718",2,4,2,1,3,0,8,3,3,12,1
"189834",1,12,2,3,3,1,8,1,2,9,0
"44294",0,0,0,0,0,0,1,0,0,0,0
"754345",0,3,1,0,0,0,1,1,0,2,0
"720",3,1,2,4,1,1,4,3,3,1,0
"51049",4,7,4,8,4,2,3,3,1,4,1
"51161",3,17,4,2,4,0,3,1,3,5,0
