"","X9JUZM2TOMPOOB100355.extra.kraken2.report","cSObM2TOMPOOM080315.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","X1qGgM2TOMPOOM080340.extra.kraken2.report","vcXtM2TOMPOOB050180.extra.kraken2.report","iYASM2TOMPOOA050195.extra.kraken2.report","cuu6M2TOMPOOB051315.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","a50wM2TOMPOOB051350.extra.kraken2.report","OeS0M2TOMPOOA051355.extra.kraken2.report","dSz8M2TOMPOOA051340.extra.kraken2.report"
"1850238",194,1547,1100,4089,2138,1366,1118,1576,1553,2269,1875
"1842535",53,309,283,1132,420,229,223,277,259,399,366
"1550728",19,262,407,1147,336,238,203,250,202,360,329
"1921510",124,1125,722,2643,1356,856,666,969,946,1567,1377
"1634516",97,811,535,2125,1111,609,538,605,765,1095,1244
"2762729",84,728,530,1677,911,587,535,787,688,1059,961
"2806553",17,184,99,390,195,125,118,140,140,216,205
"120045",0,35,27,127,16,9,12,24,19,27,34
"120044",2,13,20,70,16,21,15,15,14,23,38
"2633097",420,3745,2714,9116,5383,3386,2427,3484,3195,5097,5843
"39960",149,1360,904,3298,1934,1191,817,1139,1085,1701,2000
"2739433",82,582,432,1636,818,527,360,510,479,741,863
"1112",71,556,397,1340,844,472,352,454,493,787,749
"2182384",74,546,412,1253,784,456,319,453,461,677,835
"2683265",363,2856,2234,7255,4154,2492,1981,2448,2539,4168,4580
"2060312",130,1215,977,2850,2078,939,650,871,922,1305,2057
"2067415",252,928,668,2781,1377,764,549,773,746,1156,1482
"2604537",59,616,393,1417,886,483,347,502,527,689,867
"2185142",29,216,169,617,339,195,140,170,195,303,367
"1267766",56,576,469,1674,1045,500,294,460,484,606,1029
"361183",55,462,342,1095,629,410,281,431,402,508,669
"476157",19,184,117,521,252,191,113,164,157,186,258
"692370",158,1025,864,3249,1625,904,690,996,869,1439,1803
"2338327",150,1018,805,3542,1633,965,678,1018,939,1493,1743
"1982042",105,891,603,2202,1433,810,450,787,723,1202,1608
"2055955",34,370,289,1201,495,264,224,298,337,495,583
"450378",150,1276,916,3443,1593,1093,859,1077,1009,1600,1731
"2798724",93,598,653,1657,995,683,488,603,614,1033,1014
"1348774",62,527,417,1456,770,477,338,458,443,689,804
"192812",119,909,602,2363,1291,822,580,829,830,1237,1448
"1532023",130,983,618,1999,1322,841,541,888,868,1321,1407
"266951",55,505,290,1225,629,380,292,399,409,667,713
"502682",63,468,362,1151,762,466,299,421,388,618,769
"1648404",30,255,159,637,345,208,141,185,191,259,320
"543877",91,794,466,2081,995,562,369,590,531,851,1752
"645517",90,574,495,1434,936,613,412,585,556,961,1051
"1892855",558,4211,3604,5877,4680,2947,2749,4080,3587,5053,4448
"2771430",302,2211,1743,3865,2302,1579,1382,2292,2024,2740,2596
"335406",166,1429,856,40661,1713,1200,963,1162,1121,1787,1576
"2759707",161,965,695,2145,1374,956,849,1029,914,1468,1270
"192",426,2166,2127,4537,3466,2325,2708,2444,2288,4118,2885
"652764",106,673,618,1977,1140,773,849,717,657,1281,979
"709810",131,626,615,3740,967,684,729,671,666,1115,872
"664962",76,539,501,986,840,611,699,707,565,1046,627
"2202148",326,1870,1883,3806,3324,2143,2252,2283,2023,3716,2784
"137722",136,752,682,1817,1359,900,920,817,739,1447,1085
"862719",96,439,624,1506,848,583,612,581,508,955,735
"528244",175,1021,927,2359,1694,1161,1295,1173,982,1778,1385
"682998",93,604,695,1714,1027,703,775,753,708,1260,935
"286727",84,466,439,2703,780,562,545,523,561,960,608
"1226968",98,494,510,1329,833,579,635,583,515,949,631
"1064539",59,385,313,721,513,360,399,407,312,624,448
"2775420",916,1901,10011,3490,2769,1951,2834,2519,2345,3841,2389
"2233999",744,1387,3722,2516,2094,1445,1973,1740,1536,2905,1838
"2602016",342,2918,1954,5627,7025,3692,2864,3194,2941,6133,4702
"2602015",266,2450,1531,4699,5308,2890,2473,2470,2241,4699,7682
"1663591",102,599,487,1347,1219,735,713,686,590,1162,811
"1639348",69,536,354,1211,923,611,608,595,513,968,757
"431944",14,193,137,415,330,209,205,192,181,331,259
"342108",77,667,489,1506,1226,789,745,686,642,1267,938
"414684",246,1580,1258,3168,2502,1694,1699,1712,1636,2729,2132
"269796",1,1,9,30,7,3,1,4,3,5,11
"2594003",257,8709,1848,31783,5344,2301,1643,1734,1722,3502,4917
"1110502",216,1557,1130,3622,2682,1645,1683,1647,1426,2569,2190
"1441467",225,1258,1023,2961,2485,1512,1544,1451,1360,2682,1950
"2220096",198,1185,1133,3200,2005,1327,1244,1385,1200,2107,1694
"111831",131,849,676,1974,1267,887,994,929,788,1419,1230
"2048283",10,145,132,520,254,173,129,119,126,244,197
"2785908",12,75,73,300,142,101,70,94,83,140,124
"2785911",5,54,37,194,95,61,58,71,49,87,72
"1891279",18,89,68,530,136,101,88,104,98,145,107
"1123366",5,56,50,182,79,41,34,52,54,82,64
"1612173",92,579,439,3043,1070,774,679,631,595,1124,842
"1150469",77,522,397,1223,890,584,616,591,520,935,736
"1288970",54,370,290,850,627,409,359,396,372,582,560
"1549855",10,86,74,184,120,94,76,120,86,119,116
"1401328",1,10,4,32,8,4,7,11,11,17,10
"1193729",2,6,5,35,18,7,2,6,6,3,16
"2768162",300,1298,1303,2744,2168,1397,1675,1632,1398,2657,1800
"2768161",274,1215,1332,2807,2036,1177,1677,1581,1395,2496,1689
"2018065",23,103,122,316,205,124,187,189,148,294,141
"257708",182,822,757,1946,1280,915,1096,1001,911,1737,1128
"207340",27,143,141,371,190,132,188,175,183,277,160
"94",405,3382,2316,9255,5711,3514,3422,3385,2979,5697,4409
"1296990",17,123,94,270,204,137,145,130,120,220,175
"265959",21,174,124,449,303,227,222,207,169,306,262
"714995",2,18,9,57,33,27,25,20,22,33,27
"265960",22,131,98,337,225,121,140,155,136,211,159
"634177",22,94,59,238,186,99,136,113,87,193,148
"65958",16,113,73,269,154,94,101,91,155,179,125
"33995",8,99,71,253,162,105,94,77,103,157,173
"215221",2,8,3,22,8,14,3,5,4,11,8
"2771361",367,1539,1690,3666,2263,1389,1995,2024,1677,3134,2009
"926570",26,171,121,325,268,181,202,181,167,277,227
"349163",13,105,80,264,195,131,132,125,96,206,200
"1484109",133,891,633,1686,1518,1042,1043,1059,878,1615,1278
"1969806",147,804,634,1921,1395,948,902,878,884,1630,1254
"435",46,320,235,958,618,424,364,372,330,620,476
"1076596",10,86,64,216,127,86,92,91,81,174,101
"2592655",11,116,75,233,151,88,103,94,87,152,125
"2259883",0,3,0,3,1,0,5,5,2,8,0
"431306",8,60,42,167,107,81,53,54,39,95,83
"481145",2,4,4,14,10,7,4,13,4,16,5
"1006554",1,2,10,3,1,3,0,4,2,1,0
"1266844",3,0,3,6,2,3,8,5,3,7,4
"481146",5,31,18,97,49,28,27,29,20,46,50
"146474",1,28,17,104,61,27,34,16,16,56,35
"104102",2,28,15,99,33,30,25,28,19,28,42
"446692",0,17,6,53,15,18,13,17,16,36,27
"2500548",1,4,6,22,13,8,4,6,9,12,8
"1633874",0,3,3,3,3,5,4,4,9,5,3
"65959",0,3,0,4,2,2,0,0,1,1,2
"272568",96,660,476,1240,975,666,682,655,629,1115,812
"1288313",13,68,59,211,123,63,86,84,66,137,123
"290633",8,73,38,174,106,81,87,70,71,112,110
"1224746",0,0,1,0,0,0,1,0,3,3,1
"318683",16,114,77,227,158,120,95,149,115,179,135
"574987",12,66,58,200,142,82,73,64,72,102,115
"257438",0,27,24,68,59,29,29,30,35,47,40
"1052095",2,3,4,11,6,8,4,8,4,4,14
"320497",22,241,166,566,428,292,228,250,243,409,346
"153496",23,160,125,408,321,184,169,182,179,264,238
"1231624",19,142,98,308,199,131,144,154,138,231,185
"2558360",18,127,88,308,228,148,139,133,131,226,179
"2558361",12,67,46,141,102,77,68,80,74,113,88
"1293412",1,9,8,49,16,11,9,8,6,11,14
"1510841",10,81,71,253,132,83,90,119,104,143,119
"661191",6,25,28,107,71,26,36,32,43,63,53
"2070537",1,1,2,0,1,0,2,1,0,3,2
"2478912",0,1,0,6,1,1,0,1,1,1,1
"2697033",1,9,7,43,33,10,16,10,11,20,13
"2762277",2,15,13,28,24,13,10,18,10,22,21
"2560057",8,34,22,147,67,35,39,46,31,61,73
"2500532",192,672,431,1931,645,473,520,545,422,805,754
"2760307",129,613,588,1734,741,461,531,554,459,807,779
"2589076",259,448,433,1940,617,411,444,459,397,656,1612
"2812658",56,362,251,1185,436,338,313,314,291,504,472
"1529068",44,259,202,845,408,216,228,229,237,354,380
"1545044",134,904,900,2304,1189,810,737,809,781,1312,1169
"1077935",97,595,448,2298,731,489,576,577,501,777,763
"147645",120,609,562,2386,864,567,617,562,479,879,874
"82367",92,693,515,2961,877,570,557,577,469,886,1063
"2560053",119,578,484,1694,782,576,583,615,572,981,938
"34004",88,570,399,1931,740,490,549,607,491,829,763
"266",97,599,440,1714,719,481,572,0,461,804,809
"2259340",64,555,383,1509,643,462,525,473,366,705,734
"2065379",61,492,346,1513,602,420,403,398,362,650,646
"1945662",59,471,393,1620,627,423,378,458,417,678,670
"1367847",63,369,286,1326,571,364,342,382,314,559,501
"135740",38,357,225,1272,349,233,243,228,214,340,468
"1499308",10,83,51,207,73,49,56,56,50,71,72
"59779",0,1,2,5,2,2,2,1,3,1,1
"135742",0,0,2,2,2,6,0,2,2,4,3
"2033869",127,874,814,2745,1100,756,769,846,663,1175,1107
"1850250",95,669,511,2503,896,585,563,598,487,826,823
"272942",52,311,237,1268,489,331,304,310,283,482,414
"1075",79,420,363,4000,540,342,402,424,340,598,601
"557760",20,94,73,888,126,94,112,97,81,140,118
"349101",20,83,55,203,90,61,57,66,68,102,86
"992186",14,66,53,208,70,68,48,62,62,89,80
"1917485",70,479,403,1888,590,458,496,484,367,616,598
"2587855",57,371,254,930,505,315,317,298,307,502,475
"1968541",27,188,133,597,278,190,166,186,141,259,243
"2070369",19,146,88,411,169,133,147,116,124,182,159
"1389004",19,129,78,364,182,126,156,120,108,190,159
"1389005",18,93,54,272,110,80,74,80,75,134,126
"664426",20,109,56,284,130,103,82,90,67,149,95
"1389011",7,40,37,191,53,37,38,36,42,72,65
"2785912",1,30,16,110,44,41,35,30,28,36,32
"1402135",83,418,361,1613,569,406,413,492,406,671,574
"83219",32,245,150,788,302,234,206,199,190,306,324
"60137",3,36,27,101,54,42,23,55,44,53,45
"74349",0,1,0,10,3,0,5,4,1,1,2
"2587847",37,278,232,1041,469,269,315,290,243,408,327
"2587846",24,104,109,321,193,115,134,152,95,217,186
"2587850",19,121,91,362,184,120,123,110,111,189,154
"391613",10,67,44,231,57,41,53,45,45,55,65
"540747",116,736,606,1914,953,671,674,749,699,1106,985
"2494550",39,290,200,863,353,290,275,312,285,404,392
"215743",6,54,47,148,71,55,44,39,35,106,77
"1229727",159,822,751,2151,1148,747,823,826,665,1180,1123
"311180",115,747,547,1769,913,661,652,649,592,1033,952
"1792508",75,562,429,1512,779,520,552,559,472,773,658
"1564506",58,431,312,1515,487,340,348,349,287,502,503
"308754",58,431,273,1048,496,311,359,327,260,504,473
"1188256",0,2,1,3,6,2,3,0,3,3,6
"991905",188,1510,1061,3939,2100,1367,1232,1460,1199,1973,1795
"1208324",123,789,635,2129,1029,681,683,691,611,1078,960
"1411902",61,388,263,1116,502,338,326,322,335,488,497
"1758178",45,338,234,887,370,259,250,244,234,414,380
"875171",20,121,104,413,166,96,94,125,95,151,156
"1397108",8,71,67,251,114,68,79,81,66,113,97
"2579971",208,1493,1078,3293,1860,1202,1293,1370,1145,1859,1952
"60890",31,334,273,1024,444,312,322,313,279,458,394
"221822",35,241,196,817,358,240,220,273,234,392,304
"1580596",29,109,110,397,176,111,86,110,87,168,150
"1844006",10,80,49,358,87,53,79,57,49,92,85
"681157",8,25,21,87,40,26,28,27,26,52,31
"1826607",143,916,772,2306,1089,716,703,811,702,1060,1063
"1396826",52,366,288,1159,509,332,298,347,300,479,452
"2508306",8,86,62,203,84,56,73,65,75,92,86
"2508307",9,58,32,207,95,68,76,78,65,90,83
"999552",40,225,174,785,287,203,199,233,178,313,304
"2789856",134,965,723,2047,1124,764,774,939,739,1143,1187
"1549850",58,383,301,1158,510,310,343,333,300,503,499
"1915078",40,380,263,997,443,335,324,326,291,464,456
"2587852",66,537,362,1273,651,442,375,445,331,633,607
"2588299",3,14,8,152,14,6,13,9,6,27,19
"2587858",2,6,1,22,10,11,2,3,7,10,17
"246200",67,381,280,1341,532,378,384,401,330,656,471
"292414",25,161,108,458,192,147,157,167,125,216,207
"2587853",18,162,93,458,148,131,135,105,122,180,172
"2293862",17,113,88,353,126,79,87,103,72,152,129
"185588",1,2,1,16,7,2,9,4,10,12,6
"2009329",119,797,667,2065,934,746,747,666,637,1080,999
"1335048",105,697,507,3878,820,567,544,591,450,816,792
"2588711",111,797,672,1875,910,636,608,691,624,1014,895
"2494374",78,355,364,6649,491,342,304,334,272,486,519
"1250539",96,586,432,1671,836,567,620,572,491,797,797
"988812",90,587,476,1587,823,556,554,613,488,841,778
"1267768",72,507,454,1688,712,471,507,616,457,797,625
"1891787",23,200,124,524,270,188,199,204,146,260,246
"2434",22,154,135,420,209,136,155,142,116,238,197
"391595",16,113,90,373,157,107,121,122,83,142,138
"2169400",42,409,336,3014,536,346,310,379,309,491,501
"561184",70,507,404,1584,661,462,470,471,400,681,652
"398580",74,546,454,1484,630,430,417,488,408,690,660
"195105",76,456,369,2742,550,377,387,408,351,550,561
"880591",0,0,1,1,0,0,0,1,2,0,0
"92947",30,214,157,552,339,223,189,206,200,288,270
"1294273",73,417,321,1153,533,392,432,460,381,603,519
"2602067",23,184,105,550,224,132,117,135,135,195,217
"391616",20,85,79,246,143,101,98,85,89,116,98
"391626",16,108,76,369,144,103,96,103,89,159,118
"1458307",7,50,38,238,76,53,50,69,56,84,84
"1609966",58,411,322,2333,562,387,385,382,299,557,567
"2587163",43,410,301,1234,550,324,347,367,296,526,450
"2613965",56,408,306,1185,510,331,329,381,316,537,501
"1537215",39,341,228,968,472,320,355,339,320,426,420
"2715211",44,320,228,983,463,326,269,304,278,472,429
"564137",48,292,197,1090,376,261,260,255,250,369,325
"2017482",38,293,246,822,370,233,298,297,266,387,372
"290400",49,222,193,758,319,240,273,243,216,348,335
"2587842",49,292,253,849,346,254,245,259,259,400,379
"299262",45,296,200,730,334,279,228,281,255,374,325
"1265309",9,74,66,256,132,79,74,82,63,113,94
"74033",60,267,178,766,308,213,204,221,194,287,307
"2599296",33,210,170,614,236,195,212,199,187,307,289
"245188",30,217,172,946,240,198,160,226,199,273,275
"53501",18,161,109,570,231,164,142,132,140,188,207
"441209",19,143,109,497,198,144,159,137,101,194,189
"2552942",28,203,122,680,268,169,132,193,173,281,262
"1591409",25,203,130,541,210,164,179,196,152,209,209
"2500533",17,107,89,532,178,104,123,134,93,187,145
"2171755",16,138,96,501,181,142,125,132,126,226,176
"1715691",14,114,84,384,144,137,118,101,124,172,187
"2483033",17,127,90,335,162,120,98,119,86,122,155
"1920883",19,111,85,297,132,84,69,86,75,139,133
"666509",9,62,42,169,89,66,55,61,65,126,80
"1579316",16,66,50,250,93,88,63,66,55,98,85
"366602",131,908,910,3308,1738,1028,914,912,1128,1765,1267
"69665",98,662,596,2007,1287,723,672,580,770,1176,922
"69666",251,2265,2001,6017,3833,1907,1643,1445,2522,3576,2611
"155892",200,1388,1354,4701,2563,1432,1303,1213,1544,2444,1996
"1679497",335,1301,1251,3918,2541,1363,1190,1134,1627,2410,1813
"2708539",140,881,868,2620,1735,981,863,768,1021,1640,1316
"2010972",171,1008,950,2931,1993,1139,1092,990,1333,2045,1502
"509190",0,1,1,0,0,0,0,1,0,0,0
"69395",99,545,568,1838,1151,618,533,560,723,1057,859
"2774190",103,906,738,2719,1140,680,681,712,699,1109,1103
"2591463",194,1042,896,3772,940,577,587,636,668,995,1410
"2561924",75,832,663,2709,1009,578,525,617,650,918,1072
"1938605",101,699,618,2235,1023,568,484,531,616,951,973
"2800818",90,565,433,1818,805,441,416,461,456,732,752
"2774189",67,1539,492,1943,729,409,371,400,495,721,765
"2752515",68,517,436,1574,704,375,360,391,473,621,752
"2579977",29,243,161,630,229,146,142,139,175,264,361
"2813778",27,199,154,605,270,150,196,165,181,256,275
"2562582",30,146,113,419,222,155,115,102,143,189,237
"1532555",19,173,136,673,209,149,133,128,124,206,234
"1827469",27,185,104,427,222,125,98,133,136,214,247
"2560058",31,157,116,497,191,113,109,109,132,207,238
"588932",152,1647,1087,3944,1750,952,979,981,1044,1660,1849
"633149",94,692,611,1893,966,513,501,492,607,866,824
"74329",68,540,440,1562,684,450,367,408,464,633,826
"293",41,444,246,1021,389,241,262,282,297,457,602
"41276",24,174,103,480,249,141,116,158,116,226,230
"1325724",12,147,93,366,158,94,79,102,88,162,183
"2686094",271,2936,724,5746,3405,1973,1657,1906,1973,1894,1445
"450851",665,5591,9184,63564,13954,5658,5046,4143,10140,12130,7077
"2201350",194,1191,1450,3846,2652,1430,1132,1176,1765,2637,1850
"573065",33,197,175,909,379,213,189,214,198,352,315
"1940610",273,1579,1223,4581,2854,1862,1772,1659,1436,2513,2241
"1868589",253,1626,1200,3769,2464,1556,1454,1467,1266,2198,2163
"2570229",173,1150,811,3003,1846,1038,1083,1042,896,1637,1355
"349215",11,118,62,610,165,107,104,129,123,132,168
"856793",15,101,77,2172,160,125,96,315,146,118,108
"488538",4,32,29,119,57,62,47,40,46,86,90
"2029849",148,1061,786,2370,1804,1165,1081,1114,1028,1682,1472
"394221",51,383,271,907,573,386,354,374,357,604,517
"1434191",50,376,264,1038,578,388,331,351,340,557,521
"2749086",45,304,219,838,472,294,237,310,317,480,377
"1873716",58,433,298,1211,619,408,406,378,369,589,565
"1906738",30,236,203,568,382,262,226,322,253,394,353
"2016196",33,199,173,651,298,186,177,178,196,313,237
"582402",2,34,16,84,34,23,20,35,16,25,37
"949",0,3,3,9,14,12,13,4,10,14,8
"770",1,0,0,0,0,0,9,0,5,0,0
"948",0,3,5,16,5,5,3,1,2,10,6
"574556",1,0,2,4,3,3,10,3,4,4,7
"1248439",0,8,4,8,3,3,7,2,9,5,5
"2640676",7,62,27,153,55,51,46,47,42,48,76
"955",0,6,2,11,4,4,3,7,2,2,7
"1845000",1,3,1,7,1,0,2,4,1,1,1
"779",1,5,4,30,4,6,8,3,23,23,9
"945",0,0,0,9,3,2,3,2,2,4,3
"944",0,2,2,11,4,6,2,1,7,10,3
"35795",0,1,0,19,0,3,2,0,2,5,4
"391036",0,1,0,2,5,1,0,0,0,1,4
"1286528",1,2,2,10,7,12,8,2,4,28,7
"434131",0,3,3,54,2,1,2,4,0,1,4
"2686014",1,4,3,5,2,2,2,0,4,7,1
"222891",1,2,3,7,4,3,3,2,3,3,2
"114277",3,26,34,106,94,62,35,28,31,109,74
"114292",0,7,5,21,4,4,11,2,3,4,13
"114295",0,7,4,22,5,8,2,1,4,4,7
"1129742",1,6,2,26,12,11,6,6,3,8,5
"784",1,18,8,37,39,34,18,14,18,29,31
"2601646",0,3,1,6,6,3,3,4,0,5,4
"2115978",1,3,4,89,13,7,5,5,16,10,7
"696127",0,12,6,39,10,12,5,6,6,2,14
"1802984",0,16,7,16,17,5,8,9,9,23,11
"2486578",2,5,4,42,13,12,13,6,6,11,17
"2163644",1,2,3,21,5,7,2,12,11,21,10
"2043170",20,165,115,498,238,182,138,154,130,239,194
"2582913",25,176,117,433,280,192,175,156,172,288,255
"314260",25,171,137,427,265,235,171,160,180,293,248
"2066024",1,4,3,13,6,8,2,7,6,9,8
"2601575",1,1,3,1,2,7,3,4,3,4,2
"2601668",1,2,2,9,5,4,2,10,4,6,4
"86106",1,4,12,38,17,23,6,3,7,5,19
"91604",4,20,21,94,34,31,11,16,33,34,42
"1414854",4,21,12,222,40,24,24,21,16,23,27
"156889",7,70,48,148,110,64,77,70,50,78,88
"451514",0,1,0,0,4,0,0,2,1,3,3
"1002672",0,3,4,51,4,4,1,2,8,6,4
"2268451",2,2,1,28,4,3,3,2,1,3,3
"1388755",0,5,7,13,12,6,4,0,0,2,4
"1977865",1,9,2,15,8,4,2,4,5,1,8
"1977864",1,6,2,11,3,2,3,4,3,2,1
"335992",0,0,4,18,3,1,3,4,3,4,5
"2563896",0,1,0,15,3,4,4,2,4,4,9
"1925548",0,5,1,18,8,7,7,7,12,11,58
"2161677",4,45,32,76,51,30,37,36,21,42,56
"1034889",435,2027,2089,4433,3265,2134,2119,1826,1590,3317,2238
"662548",545,961,1061,2193,1518,986,1025,874,776,1570,1148
"434008",407,1145,1190,2415,1715,1138,1218,1014,918,1844,1315
"207745",483,1078,1001,2170,1497,924,1084,923,826,1653,1097
"434009",382,1029,1107,2214,1577,1078,1096,991,819,1659,1173
"1795631",199,965,947,2108,1460,932,894,824,744,1546,1078
"2681552",175,714,749,1766,1156,753,785,598,556,1151,841
"2762323",152,685,722,1771,1098,633,675,566,492,1062,718
"2762322",171,724,707,1858,1004,679,717,567,488,1044,774
"282217",112,466,428,997,784,566,586,461,382,874,546
"434014",98,429,409,918,669,465,455,398,327,693,458
"2774875",101,422,429,1135,699,431,483,405,337,698,543
"2811425",5,15,15,60,18,16,26,20,16,27,24
"2126319",10,14,10,34,19,6,16,6,5,22,11
"1246301",290,940,934,2103,1255,903,965,735,664,1383,982
"543728",355,909,1014,1884,1361,998,1018,861,786,1542,996
"595537",178,818,834,1663,1220,821,781,636,615,1283,835
"436515",158,608,634,1524,860,611,704,488,489,1011,708
"795665",334,13466,1517,36909,1695,1065,1075,971,851,1590,1411
"2716225",287,2433,1586,17607,2136,1345,1372,1072,1006,2116,1887
"2806262",277,11644,1447,136426,1745,1129,1150,963,975,1853,1381
"2651974",205,1468,1335,5325,1615,1017,1121,840,854,1688,1228
"1842537",143,1156,1098,4717,1106,685,762,575,578,1103,841
"434010",156,1016,913,3882,966,598,724,562,587,1037,838
"2184519",301,2812,3283,4777,584,489,509,664,420,1742,1331
"2565558",58,514,435,1727,517,388,389,340,301,542,395
"47421",343,1933,2517,3218,552,381,380,336,255,533,1118
"1763535",79,464,422,1480,509,342,289,264,245,452,419
"2518343",215,26282,3305,128236,637,417,521,383,338,649,1118
"1842533",136,1590,928,4643,725,450,492,433,449,818,768
"2714923",97,545,601,1856,612,437,450,364,371,691,489
"358220",152,12001,1484,12939,737,448,480,463,366,722,1835
"2478662",104,1207,764,3553,533,312,369,308,316,550,509
"1858609",63,597,453,1986,346,241,262,214,199,388,346
"232721",19,118,97,448,94,62,78,44,55,86,113
"80870",311,1654,1745,4493,2155,1504,1582,1270,1277,2394,1648
"1926868",204,1268,1342,3605,1295,855,977,582,668,1481,1460
"2743470",175,822,958,2182,1130,753,788,580,586,1234,877
"553814",106,1121,946,3553,756,528,549,437,466,845,728
"397945",0,0,3,0,2,0,0,0,0,0,0
"80868",76,423,432,1123,607,351,413,327,280,592,410
"535289",8,92,59,243,102,72,55,44,37,101,187
"365046",883,5372,8057,8197,5496,3666,5095,3201,3967,7584,3606
"2741720",213,1821,1475,39449,1335,896,945,704,758,1479,1102
"2752316",52,373,452,1707,433,276,296,272,240,467,359
"2822760",29,241,217,696,262,194,223,147,178,300,227
"1842727",293,1418,1457,3783,1955,1324,1381,1100,1062,2064,1400
"2509614",217,1403,1478,3878,1789,1221,1214,992,960,2035,1268
"338969",72,496,452,1660,554,403,383,344,289,557,451
"1484693",62,484,480,2050,481,320,297,222,231,481,379
"81479",52,295,265,902,292,214,204,191,162,273,235
"2597701",138,901,867,2249,1190,754,735,608,660,1215,925
"1232667",2,11,6,112,4,6,3,3,10,14,6
"1082851",140,765,732,1998,1109,732,753,631,572,1139,855
"1392005",8,128,39,228,59,44,24,20,36,58,45
"225991",129,658,678,1993,764,488,653,486,430,909,617
"160825",70,408,394,1568,543,396,390,288,331,595,422
"1562974",61,318,305,962,440,300,326,248,235,424,350
"363952",47,240,194,4517,334,201,210,194,179,323,254
"225992",43,255,218,926,284,196,207,231,150,282,276
"296591",193,1092,1069,2839,1220,849,1203,880,759,1458,880
