"","X9JUZM2TOMPOOB100355.extra.kraken2.report","DYZgM2TOMPOOB100370.extra.kraken2.report","cSObM2TOMPOOM080315.extra.kraken2.report","vcXtM2TOMPOOB050180.extra.kraken2.report","XR8LM2TOMPOOB051125.extra.kraken2.report","FvY2M2TOMPOOB051329.extra.kraken2.report","abKIM2TOMPOOA051320.extra.kraken2.report","cuu6M2TOMPOOB051315.extra.kraken2.report","OeS0M2TOMPOOA051355.extra.kraken2.report","dSz8M2TOMPOOA051340.extra.kraken2.report","nG3jM2TOMPOOA051345.extra.kraken2.report"
"120045",0,34,35,16,13,15,18,12,27,34,15
"120044",2,16,13,16,16,23,14,15,23,38,13
"2633097",420,3172,3745,5383,2627,3768,2663,2427,5097,5843,2667
"39960",149,1002,1360,1934,996,1306,979,817,1701,2000,905
"2739433",82,511,582,818,419,595,459,360,741,863,434
"1112",71,445,556,844,343,547,346,352,787,749,362
"2182384",74,420,546,784,365,539,363,319,677,835,375
"2683265",363,2404,2856,4154,2039,2946,2030,1981,4168,4580,1993
"2060312",130,968,1215,2078,751,1175,671,650,1305,2057,772
"2067415",252,677,928,1377,565,895,673,549,1156,1482,739
"2604537",59,445,616,886,405,580,401,347,689,867,422
"2185142",29,194,216,339,149,231,159,140,303,367,172
"1267766",56,482,576,1045,370,540,353,294,606,1029,376
"361183",55,354,462,629,319,445,331,281,508,669,308
"476157",19,180,184,252,103,155,150,113,186,258,146
"692370",158,852,1025,1625,762,1105,750,690,1439,1803,942
"2338327",150,867,1018,1633,730,1140,719,678,1493,1743,932
"1982042",105,683,891,1433,554,797,550,450,1202,1608,683
"2055955",34,267,370,495,211,363,292,224,495,583,284
"450378",150,1052,1276,1593,930,1315,896,859,1600,1731,785
"2798724",93,547,598,995,501,700,506,488,1033,1014,464
"1348774",62,479,527,770,383,584,376,338,689,804,367
"192812",119,686,909,1291,635,982,622,580,1237,1448,651
"1532023",130,700,983,1322,659,1009,659,541,1321,1407,669
"266951",55,352,505,629,343,436,268,292,667,713,338
"502682",63,359,468,762,298,456,324,299,618,769,322
"1648404",30,192,255,345,152,222,171,141,259,320,148
"543877",91,507,794,995,504,651,419,369,851,1752,525
"645517",90,549,574,936,434,628,412,412,961,1051,470
"1892855",558,2238,4211,4680,2898,3551,2599,2749,5053,4448,2368
"2771430",302,1085,2211,2302,1652,1857,1336,1382,2740,2596,1403
"335406",166,1235,1429,1713,983,1346,983,963,1787,1576,816
"2759707",161,849,965,1374,776,1236,838,849,1468,1270,654
"192",426,2668,2166,3466,2591,3391,2086,2708,4118,2885,1099
"652764",106,752,673,1140,754,1029,656,849,1281,979,414
"709810",131,764,626,967,700,1005,619,729,1115,872,358
"664962",76,656,539,840,714,894,538,699,1046,627,274
"2202148",326,2208,1870,3324,2158,3019,1880,2252,3716,2784,1050
"137722",136,818,752,1359,794,1198,796,920,1447,1085,416
"862719",96,556,439,848,586,776,539,612,955,735,279
"528244",175,1174,1021,1694,1173,1577,972,1295,1778,1385,554
"682998",93,705,604,1027,758,1032,604,775,1260,935,334
"286727",84,584,466,780,514,746,465,545,960,608,280
"1226968",98,518,494,833,543,744,515,635,949,631,281
"1064539",59,433,385,513,396,497,329,399,624,448,155
"2775420",916,4603,1901,2769,2680,3467,1824,2834,3841,2389,881
"2233999",744,3284,1387,2094,1721,2398,1281,1973,2905,1838,664
"2602016",342,3002,2918,7025,3088,4604,2548,2864,6133,4702,2426
"2602015",266,2486,2450,5308,2434,3572,2064,2473,4699,7682,2009
"1663591",102,751,599,1219,656,948,520,713,1162,811,358
"1639348",69,575,536,923,542,857,539,608,968,757,318
"431944",14,210,193,330,175,258,162,205,331,259,96
"342108",77,705,667,1226,695,1034,611,745,1267,938,389
"414684",246,1575,1580,2502,1733,2290,1416,1699,2729,2132,890
"269796",1,1,1,7,1,6,3,1,5,11,2
"2594003",257,1630,8709,5344,2363,3353,1414,1643,3502,4917,1348
"1110502",216,1509,1557,2682,1552,2319,1299,1683,2569,2190,841
"1441467",225,1555,1258,2485,1443,2124,1439,1544,2682,1950,900
"2220096",198,1304,1185,2005,1298,1759,996,1244,2107,1694,722
"111831",131,886,849,1267,918,1124,847,994,1419,1230,441
"2048283",10,160,145,254,120,177,106,129,244,197,77
"2785908",12,89,75,142,88,107,55,70,140,124,66
"2785911",5,53,54,95,38,60,38,58,87,72,46
"1891279",18,96,89,136,100,124,72,88,145,107,69
"1123366",5,53,56,79,43,71,34,34,82,64,26
"1612173",92,677,579,1070,664,921,568,679,1124,842,366
"1150469",77,531,522,890,535,781,494,616,935,736,278
"1288970",54,360,370,627,365,534,325,359,582,560,227
"1549855",10,99,86,120,73,118,65,76,119,116,43
"1401328",1,9,10,8,9,15,13,7,17,10,9
"1193729",2,9,6,18,12,7,3,2,3,16,1
"2768162",300,1729,1298,2168,1610,1949,1533,1675,2657,1800,864
"2768161",274,1549,1215,2036,1646,1820,1413,1677,2496,1689,728
"2018065",23,195,103,205,209,206,132,187,294,141,81
"257708",182,1002,822,1280,1024,1214,939,1096,1737,1128,471
"207340",27,201,143,190,186,204,164,188,277,160,86
"94",405,3714,3382,5711,3314,4821,2923,3422,5697,4409,1715
"1296990",17,148,123,204,137,190,135,145,220,175,78
"265959",21,207,174,303,207,240,201,222,306,262,113
"714995",2,26,18,33,21,28,8,25,33,27,11
"265960",22,146,131,225,142,183,148,140,211,159,86
"634177",22,129,94,186,107,171,112,136,193,148,59
"65958",16,97,113,154,113,154,96,101,179,125,66
"33995",8,94,99,162,82,122,78,94,157,173,78
"215221",2,7,8,8,5,10,2,3,11,8,0
"2771361",367,1814,1539,2263,1926,2212,1494,1995,3134,2009,948
"926570",26,164,171,268,165,255,155,202,277,227,70
"349163",13,148,105,195,123,173,135,132,206,200,87
"1484109",133,956,891,1518,900,1231,951,1043,1615,1278,543
"1969806",147,1040,804,1395,886,1229,874,902,1630,1254,531
"435",46,410,320,618,331,460,336,364,620,476,212
"1076596",10,105,86,127,68,140,76,92,174,101,57
"2592655",11,103,116,151,91,123,66,103,152,125,63
"2259883",0,2,3,1,8,2,1,5,8,0,1
"431306",8,47,60,107,55,94,64,53,95,83,44
"481145",2,12,4,10,6,7,9,4,16,5,2
"1006554",1,1,2,1,5,8,0,0,1,0,2
"1266844",3,3,0,2,6,6,2,8,7,4,3
"481146",5,45,31,49,36,36,35,27,46,50,20
"146474",1,29,28,61,34,52,29,34,56,35,12
"104102",2,27,28,33,22,34,25,25,28,42,11
"446692",0,36,17,15,14,24,20,13,36,27,13
"2500548",1,6,4,13,2,11,3,4,12,8,5
"1633874",0,8,3,3,7,3,6,4,5,3,1
"65959",0,1,3,2,0,3,0,0,1,2,0
"272568",96,700,660,975,631,836,603,682,1115,812,370
"1288313",13,107,68,123,78,106,63,86,137,123,45
"290633",8,76,73,106,68,93,84,87,112,110,39
"1224746",0,0,0,0,1,0,0,1,3,1,0
"318683",16,147,114,158,82,174,92,95,179,135,54
"574987",12,97,66,142,68,115,47,73,102,115,41
"257438",0,32,27,59,22,51,40,29,47,40,14
"1052095",2,5,3,6,5,5,6,4,4,14,2
"320497",22,253,241,428,223,333,245,228,409,346,159
"153496",23,231,160,321,138,215,176,169,264,238,113
"1231624",19,171,142,199,136,201,106,144,231,185,92
"2558360",18,143,127,228,131,170,104,139,226,179,73
"2558361",12,99,67,102,75,89,63,68,113,88,35
"1293412",1,9,9,16,5,11,13,9,11,14,8
"1510841",10,104,81,132,70,138,95,90,143,119,48
"661191",6,37,25,71,34,59,31,36,63,53,13
"2070537",1,2,1,1,1,1,1,2,3,2,1
"2478912",0,1,1,1,3,1,3,0,1,1,0
"2697033",1,9,9,33,15,12,4,16,20,13,6
"2762277",2,7,15,24,12,9,15,10,22,21,12
"2560057",8,61,34,67,31,58,46,39,61,73,32
"2500532",192,511,672,645,465,689,409,520,805,754,260
"2760307",129,536,613,741,500,641,445,531,807,779,285
"2589076",259,455,448,617,532,670,343,444,656,1612,207
"2812658",56,353,362,436,288,412,259,313,504,472,159
"1529068",44,286,259,408,250,360,177,228,354,380,141
"1545044",134,820,904,1189,747,1031,730,737,1312,1169,471
"1077935",97,579,595,731,557,711,435,576,777,763,264
"147645",120,612,609,864,563,755,537,617,879,874,301
"82367",92,608,693,877,499,763,478,557,886,1063,307
"2560053",119,617,578,782,581,841,544,583,981,938,290
"34004",88,525,570,740,537,753,433,549,829,763,281
"266",97,499,599,719,457,668,458,572,804,809,256
"2259340",64,486,555,643,403,607,385,525,705,734,243
"2065379",61,379,492,602,388,568,354,403,650,646,241
"1945662",59,442,471,627,369,571,366,378,678,670,223
"1367847",63,423,369,571,318,471,344,342,559,501,186
"135740",38,232,357,349,218,275,195,243,340,468,146
"1499308",10,55,83,73,52,69,52,56,71,72,34
"59779",0,1,1,2,2,3,2,2,1,1,1
"135742",0,2,0,2,1,3,4,0,4,3,2
"2033869",127,822,874,1100,744,1038,652,769,1175,1107,390
"1850250",95,658,669,896,520,742,496,563,826,823,290
"272942",52,356,311,489,313,420,269,304,482,414,202
"1075",79,400,420,540,345,515,312,402,598,601,225
"557760",20,90,94,126,118,131,74,112,140,118,43
"349101",20,71,83,90,69,93,40,57,102,86,30
"992186",14,58,66,70,52,95,50,48,89,80,36
"1917485",70,450,479,590,429,557,364,496,616,598,231
"2587855",57,309,371,505,318,325,265,317,502,475,194
"1968541",27,188,188,278,163,248,192,166,259,243,130
"2070369",19,142,146,169,109,167,125,147,182,159,75
"1389004",19,165,129,182,120,172,102,156,190,159,61
"1389005",18,101,93,110,60,122,43,74,134,126,37
"664426",20,107,109,130,53,128,71,82,149,95,50
"1389011",7,47,40,53,40,52,37,38,72,65,16
"2785912",1,30,30,44,25,38,34,35,36,32,13
"1402135",83,485,418,569,432,536,348,413,671,574,216
"83219",32,264,245,302,202,317,169,206,306,324,111
"60137",3,48,36,54,35,63,46,23,53,45,15
"74349",0,1,1,3,1,4,3,5,1,2,0
"2587847",37,309,278,469,268,379,228,315,408,327,138
"2587846",24,161,104,193,107,153,102,134,217,186,58
"2587850",19,130,121,184,102,140,97,123,189,154,55
"391613",10,43,67,57,44,70,33,53,55,65,18
"540747",116,726,736,953,611,920,598,674,1106,985,343
"2494550",39,346,290,353,258,424,241,275,404,392,159
"215743",6,51,54,71,49,88,41,44,106,77,41
"1229727",159,813,822,1148,770,1110,703,823,1180,1123,388
"311180",115,691,747,913,595,897,619,652,1033,952,323
"1792508",75,559,562,779,483,747,446,552,773,658,263
"1564506",58,341,431,487,324,425,295,348,502,503,171
"308754",58,324,431,496,295,442,296,359,504,473,165
"1188256",0,4,2,6,7,6,8,3,3,6,2
"991905",188,1576,1510,2100,1306,1894,1087,1232,1973,1795,805
"1208324",123,694,789,1029,626,900,560,683,1078,960,435
"1411902",61,404,388,502,314,456,284,326,488,497,200
"1758178",45,306,338,370,256,384,223,250,414,380,159
"875171",20,139,121,166,89,134,81,94,151,156,47
"1397108",8,85,71,114,62,125,62,79,113,97,39
"2579971",208,1285,1493,1860,1160,1682,1014,1293,1859,1952,662
"60890",31,321,334,444,284,385,289,322,458,394,139
"221822",35,274,241,358,215,330,231,220,392,304,111
"1580596",29,121,109,176,104,163,96,86,168,150,63
"1844006",10,81,80,87,59,72,54,79,92,85,47
"681157",8,31,25,40,28,50,26,28,52,31,10
"1826607",143,824,916,1089,626,988,578,703,1060,1063,435
"1396826",52,339,366,509,304,492,253,298,479,452,168
"2508306",8,70,86,84,65,104,65,73,92,86,40
"2508307",9,61,58,95,73,95,51,76,90,83,22
"999552",40,228,225,287,191,288,187,199,313,304,99
"2789856",134,827,965,1124,770,1080,632,774,1143,1187,405
"1549850",58,360,383,510,293,433,326,343,503,499,194
"1915078",40,343,380,443,291,426,260,324,464,456,161
"2587852",66,455,537,651,374,541,363,375,633,607,198
"2588299",3,14,14,14,13,22,9,13,27,19,5
"2587858",2,11,6,10,11,13,6,2,10,17,6
"246200",67,413,381,532,387,509,333,384,656,471,172
"292414",25,180,161,192,119,217,116,157,216,207,77
"2587853",18,140,162,148,91,154,87,135,180,172,65
"2293862",17,100,113,126,82,130,67,87,152,129,52
"185588",1,2,2,7,3,3,2,9,12,6,3
"2009329",119,750,797,934,673,925,558,747,1080,999,330
"1335048",105,586,697,820,501,798,455,544,816,792,319
"2588711",111,676,797,910,675,869,530,608,1014,895,373
"2494374",78,400,355,491,326,436,267,304,486,519,178
"1250539",96,608,586,836,588,825,474,620,797,797,299
"988812",90,585,587,823,560,689,464,554,841,778,280
"1267768",72,534,507,712,416,647,411,507,797,625,222
"1891787",23,190,200,270,158,265,126,199,260,246,113
"2434",22,0,154,209,138,204,129,155,238,197,66
"391595",16,121,113,157,117,131,72,121,142,138,61
"2169400",42,416,409,536,309,450,267,310,491,501,200
"561184",70,497,507,661,473,653,389,470,681,652,224
"398580",74,478,546,630,452,671,330,417,690,660,223
"195105",76,405,456,550,413,574,317,387,550,561,209
"880591",0,0,0,0,0,2,2,0,0,0,2
"92947",30,191,214,339,189,277,155,189,288,270,106
"1294273",73,409,417,533,404,516,297,432,603,519,203
"2602067",23,184,184,224,126,182,108,117,195,217,85
"391616",20,115,85,143,76,125,81,98,116,98,40
"391626",16,86,108,144,86,142,70,96,159,118,43
"1458307",7,60,50,76,49,78,43,50,84,84,47
"1609966",58,465,411,562,346,486,314,385,557,567,192
"2587163",43,357,410,550,316,490,266,347,526,450,156
"2613965",56,406,408,510,331,441,323,329,537,501,155
"1537215",39,306,341,472,301,405,261,355,426,420,134
"2715211",44,327,320,463,292,430,244,269,472,429,177
"564137",48,281,292,376,243,301,200,260,369,325,142
"2017482",38,286,293,370,266,375,225,298,387,372,157
"290400",49,309,222,319,253,330,195,273,348,335,130
"2587842",49,270,292,346,244,379,224,245,400,379,153
"299262",45,255,296,334,220,358,198,228,374,325,127
"1265309",9,89,74,132,58,95,59,74,113,94,28
"74033",60,286,267,308,220,322,185,204,287,307,137
"2599296",33,224,210,236,174,218,165,212,307,289,102
"245188",30,232,217,240,176,229,175,160,273,275,80
"53501",18,171,161,231,115,205,126,142,188,207,83
"441209",19,164,143,198,127,169,117,159,194,189,64
"2552942",28,193,203,268,136,200,156,132,281,262,106
"1591409",25,154,203,210,149,222,128,179,209,209,93
"2500533",17,141,107,178,100,189,68,123,187,145,78
"2171755",16,151,138,181,133,161,107,125,226,176,84
"1715691",14,133,114,144,80,162,97,118,172,187,51
"2483033",17,108,127,162,103,143,72,98,122,155,64
"1920883",19,91,111,132,66,118,82,69,139,133,51
"666509",9,75,62,89,52,101,79,55,126,80,43
"1579316",16,83,66,93,52,78,52,63,98,85,25
"366602",131,899,908,1738,898,1135,970,914,1765,1267,867
"69665",98,646,662,1287,714,778,689,672,1176,922,732
"69666",251,1657,2265,3833,1497,1887,1754,1643,3576,2611,2259
"155892",200,1338,1388,2563,1298,1583,1333,1303,2444,1996,1513
"1679497",335,1124,1301,2541,1112,1564,1284,1190,2410,1813,1397
"2708539",140,994,881,1735,791,1026,932,863,1640,1316,909
"2010972",171,883,1008,1993,935,1228,1155,1092,2045,1502,1046
"509190",0,0,1,0,0,0,1,0,0,0,0
"69395",99,508,545,1151,509,668,547,533,1057,859,658
"2774190",103,662,906,1140,708,823,633,681,1109,1103,660
"2591463",194,579,1042,940,601,755,497,587,995,1410,719
"2561924",75,527,832,1009,611,795,508,525,918,1072,668
"1938605",101,506,699,1023,534,662,497,484,951,973,542
"2800818",90,390,565,805,396,496,377,416,732,752,441
"2774189",67,395,1539,729,365,537,391,371,721,765,413
"2752515",68,368,517,704,406,515,339,360,621,752,402
"2579977",29,180,243,229,164,173,145,142,264,361,158
"2813778",27,163,199,270,178,240,182,196,256,275,147
"2562582",30,124,146,222,111,170,86,115,189,237,93
"1532555",19,134,173,209,102,188,125,133,206,234,116
"1827469",27,138,185,222,134,183,114,98,214,247,105
"2560058",31,100,157,191,114,125,118,109,207,238,83
"588932",152,978,1647,1750,1021,1260,950,979,1660,1849,929
"633149",94,484,692,966,504,657,471,501,866,824,467
"74329",68,392,540,684,405,560,391,367,633,826,340
"293",41,259,444,389,270,343,257,262,457,602,235
"41276",24,151,174,249,153,195,117,116,226,230,111
"1325724",12,97,147,158,97,142,99,79,162,183,87
"2686094",271,7230,2936,3405,1939,4486,788,1657,1894,1445,1817
"450851",665,3001,5591,13954,4535,4425,6952,5046,12130,7077,10625
"2201350",194,1057,1191,2652,1065,1358,1480,1132,2637,1850,1584
"573065",33,209,197,379,196,266,191,189,352,315,131
"1940610",273,2302,1579,2854,1661,2293,1546,1772,2513,2241,984
"1868589",253,2061,1626,2464,1384,2010,1292,1454,2198,2163,933
"2570229",173,1484,1150,1846,982,1457,936,1083,1637,1355,673
"349215",11,92,118,165,1313,189,81,104,132,168,81
"856793",15,117,101,160,1393,169,78,96,118,108,714
"488538",4,43,32,57,32,66,44,47,86,90,30
"2029849",148,1080,1061,1804,1057,1604,859,1081,1682,1472,661
"394221",51,400,383,573,321,495,290,354,604,517,248
"1434191",50,417,376,578,321,477,300,331,557,521,270
"2749086",45,337,304,472,263,400,185,237,480,377,195
"1873716",58,518,433,619,390,575,314,406,589,565,273
"1906738",30,327,236,382,242,407,207,226,394,353,152
"2016196",33,287,199,298,146,242,164,177,313,237,126
"582402",2,46,34,34,16,33,33,20,25,37,11
"949",0,8,3,14,4,18,5,13,14,8,2
"770",1,0,0,0,4,0,9,9,0,0,1
"948",0,9,3,5,8,9,6,3,10,6,2
"574556",1,4,0,3,3,11,4,10,4,7,1
"1248439",0,7,8,3,2,7,1,7,5,5,1
"2640676",7,42,62,55,37,79,51,46,48,76,22
"955",0,0,6,4,5,8,5,3,2,7,3
"1845000",1,2,3,1,1,5,1,2,1,1,0
"779",1,7,5,4,12,8,5,8,23,9,8
"945",0,1,0,3,0,1,1,3,4,3,1
"944",0,2,2,4,4,6,2,2,10,3,5
"35795",0,2,1,0,1,0,1,2,5,4,1
"391036",0,0,1,5,0,0,0,0,1,4,3
"1286528",1,8,2,7,7,10,7,8,28,7,1
"434131",0,2,3,2,1,4,1,2,1,4,1
"2686014",1,3,4,2,6,5,3,2,7,1,1
"222891",1,1,2,4,4,2,2,3,3,2,1
"114277",3,39,26,94,37,74,48,35,109,74,25
"114292",0,3,7,4,5,11,4,11,4,13,1
"114295",0,5,7,5,3,1,4,2,4,7,2
"1129742",1,7,6,12,5,15,1,6,8,5,0
"784",1,20,18,39,19,33,18,18,29,31,10
"2601646",0,7,3,6,0,2,3,3,5,4,0
"2115978",1,5,3,13,3,22,6,5,10,7,5
"696127",0,5,12,10,8,9,0,5,2,14,3
"1802984",0,12,16,17,9,11,12,8,23,11,4
"2486578",2,9,5,13,7,10,11,13,11,17,4
"2163644",1,2,2,5,4,11,2,2,21,10,0
"2043170",20,157,165,238,150,213,109,138,239,194,73
"2582913",25,161,176,280,165,220,165,175,288,255,99
"314260",25,210,171,265,178,252,141,171,293,248,91
"2066024",1,5,4,6,2,3,0,2,9,8,2
"2601575",1,2,1,2,0,4,0,3,4,2,2
"2601668",1,6,2,5,5,3,3,2,6,4,1
"86106",1,4,4,17,6,8,4,6,5,19,7
"91604",4,29,20,34,13,34,41,11,34,42,15
"1414854",4,27,21,40,24,29,15,24,23,27,16
"156889",7,78,70,110,56,88,54,77,78,88,29
"451514",0,0,1,4,0,3,0,0,3,3,0
"1002672",0,0,3,4,6,9,5,1,6,4,2
"2268451",2,3,2,4,2,1,3,3,3,3,2
"1388755",0,1,5,12,2,5,3,4,2,4,3
"1977865",1,3,9,8,4,4,1,2,1,8,0
"1977864",1,1,6,3,2,4,1,3,2,1,0
"335992",0,5,0,3,2,6,3,3,4,5,0
"2563896",0,2,1,3,3,6,0,4,4,9,0
"1925548",0,7,5,8,12,5,4,7,11,58,2
"2161677",4,38,45,51,30,46,28,37,42,56,9
"1034889",435,2661,2027,3265,1590,2525,1862,2119,3317,2238,1074
"662548",545,1497,961,1518,868,1338,822,1025,1570,1148,535
"434008",407,1410,1145,1715,971,1426,1010,1218,1844,1315,679
"207745",483,1398,1078,1497,878,1376,833,1084,1653,1097,605
"434009",382,1399,1029,1577,890,1315,914,1096,1659,1173,601
"1795631",199,974,965,1460,746,1036,804,894,1546,1078,548
"2681552",175,894,714,1156,640,992,757,785,1151,841,391
"2762323",152,795,685,1098,524,874,621,675,1062,718,385
"2762322",171,826,724,1004,566,860,596,717,1044,774,379
"282217",112,632,466,784,478,696,496,586,874,546,275
"434014",98,495,429,669,385,578,351,455,693,458,252
"2774875",101,522,422,699,408,632,396,483,698,543,246
"2811425",5,25,15,18,16,28,13,26,27,24,6
"2126319",10,15,14,19,10,12,6,16,22,11,4
"1246301",290,1169,940,1255,701,1152,736,965,1383,982,525
"543728",355,1069,909,1361,803,1265,825,1018,1542,996,539
"595537",178,870,818,1220,667,1048,688,781,1283,835,419
"436515",158,690,608,860,515,768,562,704,1011,708,383
"795665",334,1172,13466,1695,1233,2285,809,1075,1590,1411,575
"2716225",287,1405,2433,2136,1125,2050,1115,1372,2116,1887,757
"2806262",277,1188,11644,1745,1208,1864,967,1150,1853,1381,688
"2651974",205,1158,1468,1615,906,1453,818,1121,1688,1228,590
"1842537",143,732,1156,1106,597,984,575,762,1103,841,407
"434010",156,761,1016,966,522,880,489,724,1037,838,417
"2184519",301,468,2812,584,294,682,401,509,1742,1331,208
"2565558",58,365,514,517,310,514,319,389,542,395,219
"47421",343,580,1933,552,323,511,314,380,533,1118,179
"1763535",79,334,464,509,271,457,264,289,452,419,202
"2518343",215,612,26282,637,532,1942,370,521,649,1118,1162
"1842533",136,481,1590,725,445,948,393,492,818,768,582
"2714923",97,471,545,612,374,598,364,450,691,489,280
"358220",152,444,12001,737,471,1572,411,480,722,1835,899
"2478662",104,375,1207,533,338,731,292,369,550,509,461
"1858609",63,280,597,346,238,485,207,262,388,346,261
"232721",19,78,118,94,59,104,60,78,86,113,54
"80870",311,1581,1654,2155,1235,1952,1331,1582,2394,1648,873
"1926868",204,832,1268,1295,686,1139,777,977,1481,1460,651
"2743470",175,791,822,1130,674,1046,659,788,1234,877,450
"553814",106,636,1121,756,513,849,467,549,845,728,479
"397945",0,0,0,2,0,0,0,0,0,0,0
"80868",76,363,423,607,314,549,310,413,592,410,179
"535289",8,52,92,102,45,66,55,55,101,187,23
"365046",883,2869,5372,5496,3462,4776,3499,5095,7584,3606,3373
"2741720",213,913,1821,1335,743,1087,795,945,1479,1102,658
"2752316",52,336,373,433,238,364,252,296,467,359,183
"2822760",29,198,241,262,164,265,151,223,300,227,122
"1842727",293,1361,1418,1955,1089,1588,1032,1381,2064,1400,814
"2509614",217,1175,1403,1789,952,1387,1049,1214,2035,1268,807
"338969",72,443,496,554,341,547,327,383,557,451,228
"1484693",62,327,484,481,230,399,243,297,481,379,212
"81479",52,219,295,292,191,278,171,204,273,235,110
"2597701",138,786,901,1190,628,996,616,735,1215,925,476
"1232667",2,5,11,4,6,6,5,3,14,6,5
"1082851",140,786,765,1109,668,903,656,753,1139,855,394
"1392005",8,38,128,59,35,38,25,24,58,45,24
"225991",129,489,658,764,494,723,468,653,909,617,314
"160825",70,442,408,543,327,506,323,390,595,422,239
"1562974",61,308,318,440,244,355,257,326,424,350,174
"363952",47,253,240,334,187,281,151,210,323,254,136
"225992",43,199,255,284,224,247,174,207,282,276,94
"296591",193,1012,1092,1220,905,1204,734,1203,1458,880,495
"1840265",0,23,21,11,14,30,9,22,36,19,21
"1840293",1,10,5,8,5,24,8,6,7,8,3
"1840303",1,6,0,1,0,7,1,5,4,0,0
"1869339",1,1,3,2,0,1,2,1,8,0,1
"2268087",1,3,4,0,1,3,1,1,1,0,2
"1840283",0,0,0,0,0,0,1,0,1,0,1
"1840239",0,0,0,1,3,1,0,1,0,3,0
"1840267",0,0,1,0,0,0,1,0,0,0,0
"365044",164,787,831,1059,581,854,566,742,1112,750,377
"37448",19,120,94,102,59,105,69,58,123,72,28
"215580",449,2788,2448,5372,2274,5198,1918,3202,4240,2828,1280
"2714924",89,575,566,640,371,620,384,434,725,521,299
"2714925",76,496,522,604,330,552,359,430,659,498,243
