"","TECcM2TOMPOOA051310.extra.kraken2.report","X0n7bM2TOMPOOA100365.extra.kraken2.report","vcXtM2TOMPOOB050180.extra.kraken2.report","X9JUZM2TOMPOOB100355.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","cuu6M2TOMPOOB051315.extra.kraken2.report","OeS0M2TOMPOOA051355.extra.kraken2.report","cSObM2TOMPOOM080315.extra.kraken2.report","s9OmM2TOMPOOB051285.extra.kraken2.report","abKIM2TOMPOOA051320.extra.kraken2.report","dSz8M2TOMPOOA051340.extra.kraken2.report"
"1634516",582,1026,1111,97,535,538,1095,811,839,555,1244
"2762729",583,767,911,84,530,535,1059,728,947,540,961
"2806553",114,199,195,17,99,118,216,184,163,96,205
"120045",12,37,16,0,27,12,27,35,16,18,34
"120044",23,22,16,2,20,15,23,13,26,14,38
"2633097",3041,5070,5383,420,2714,2427,5097,3745,4446,2663,5843
"39960",1015,1812,1934,149,904,817,1701,1360,1401,979,2000
"2739433",448,809,818,82,432,360,741,582,586,459,863
"1112",452,784,844,71,397,352,787,556,575,346,749
"2182384",406,713,784,74,412,319,677,546,558,363,835
"2683265",2367,3899,4154,363,2234,1981,4168,2856,3202,2030,4580
"2060312",925,1657,2078,130,977,650,1305,1215,1175,671,2057
"2067415",637,1282,1377,252,668,549,1156,928,961,673,1482
"2604537",451,809,886,59,393,347,689,616,654,401,867
"2185142",183,348,339,29,169,140,303,216,188,159,367
"1267766",389,847,1045,56,469,294,606,576,526,353,1029
"361183",325,593,629,55,342,281,508,462,572,331,669
"476157",120,245,252,19,117,113,186,184,166,150,258
"692370",845,1600,1625,158,864,690,1439,1025,1191,750,1803
"2338327",785,1558,1633,150,805,678,1493,1018,1260,719,1743
"1982042",649,1216,1433,105,603,450,1202,891,857,550,1608
"2055955",286,428,495,34,289,224,495,370,380,292,583
"450378",976,1601,1593,150,916,859,1600,1276,1386,896,1731
"2798724",563,882,995,93,653,488,1033,598,808,506,1014
"1348774",453,757,770,62,417,338,689,527,601,376,804
"192812",720,1113,1291,119,602,580,1237,909,1072,622,1448
"1532023",770,1103,1322,130,618,541,1321,983,1097,659,1407
"266951",395,542,629,55,290,292,667,505,480,268,713
"502682",331,632,762,63,362,299,618,468,562,324,769
"1648404",193,309,345,30,159,141,259,255,215,171,320
"543877",512,931,995,91,466,369,851,794,780,419,1752
"645517",542,846,936,90,495,412,961,574,678,412,1051
"1892855",2987,2964,4680,558,3604,2749,5053,4211,5341,2599,4448
"2771430",1588,1384,2302,302,1743,1382,2740,2211,3043,1336,2596
"335406",1052,1902,1713,166,856,963,1787,1429,1491,983,1576
"2759707",912,1219,1374,161,695,849,1468,965,1274,838,1270
"192",2267,3845,3466,426,2127,2708,4118,2166,3105,2086,2885
"652764",664,1154,1140,106,618,849,1281,673,891,656,979
"709810",596,1100,967,131,615,729,1115,626,838,619,872
"664962",618,973,840,76,501,699,1046,539,845,538,627
"2202148",2066,3084,3324,326,1883,2252,3716,1870,2712,1880,2784
"137722",800,1331,1359,136,682,920,1447,752,1017,796,1085
"862719",475,862,848,96,624,612,955,439,704,539,735
"528244",1035,1774,1694,175,927,1295,1778,1021,1426,972,1385
"682998",686,1014,1027,93,695,775,1260,604,959,604,935
"286727",480,842,780,84,439,545,960,466,602,465,608
"1226968",523,826,833,98,510,635,949,494,693,515,631
"1064539",322,623,513,59,313,399,624,385,542,329,448
"2775420",2427,5236,2769,916,10011,2834,3841,1901,3023,1824,2389
"2233999",1639,3846,2094,744,3722,1973,2905,1387,2209,1281,1838
"2602016",3419,4456,7025,342,1954,2864,6133,2918,3545,2548,4702
"2602015",2647,3655,5308,266,1531,2473,4699,2450,2866,2064,7682
"1663591",664,1170,1219,102,487,713,1162,599,793,520,811
"1639348",570,856,923,69,354,608,968,536,674,539,757
"431944",205,302,330,14,137,205,331,193,212,162,259
"342108",658,1142,1226,77,489,745,1267,667,827,611,938
"414684",1613,2481,2502,246,1258,1699,2729,1580,2059,1416,2132
"269796",4,4,7,1,9,1,5,1,1,3,11
"2594003",1759,2473,5344,257,1848,1643,3502,8709,2126,1414,4917
"1110502",1641,2368,2682,216,1130,1683,2569,1557,2004,1299,2190
"1441467",1345,2094,2485,225,1023,1544,2682,1258,1780,1439,1950
"2220096",1260,1835,2005,198,1133,1244,2107,1185,1629,996,1694
"111831",814,1452,1267,131,676,994,1419,849,1039,847,1230
"2048283",127,251,254,10,132,129,244,145,154,106,197
"2785908",82,140,142,12,73,70,140,75,81,55,124
"2785911",40,83,95,5,37,58,87,54,48,38,72
"1891279",89,150,136,18,68,88,145,89,91,72,107
"1123366",48,89,79,5,50,34,82,56,46,34,64
"1612173",681,1022,1070,92,439,679,1124,579,751,568,842
"1150469",579,848,890,77,397,616,935,522,642,494,736
"1288970",416,590,627,54,290,359,582,370,458,325,560
"1549855",81,127,120,10,74,76,119,86,100,65,116
"1401328",3,16,8,1,4,7,17,10,12,13,10
"1193729",4,9,18,2,5,2,3,6,3,3,16
"2768162",1411,2035,2168,300,1303,1675,2657,1298,2079,1533,1800
"2768161",1359,1874,2036,274,1332,1677,2496,1215,1899,1413,1689
"2018065",158,203,205,23,122,187,294,103,265,132,141
"257708",908,1340,1280,182,757,1096,1737,822,1270,939,1128
"207340",148,217,190,27,141,188,277,143,246,164,160
"94",3258,5302,5711,405,2316,3422,5697,3382,3901,2923,4409
"1296990",142,200,204,17,94,145,220,123,170,135,175
"265959",209,282,303,21,124,222,306,174,234,201,262
"714995",18,46,33,2,9,25,33,18,25,8,27
"265960",126,203,225,22,98,140,211,131,175,148,159
"634177",92,191,186,22,59,136,193,94,126,112,148
"65958",110,177,154,16,73,101,179,113,138,96,125
"33995",88,143,162,8,71,94,157,99,131,78,173
"215221",6,13,8,2,3,3,11,8,9,2,8
"2771361",1592,2301,2263,367,1690,1995,3134,1539,2509,1494,2009
"926570",143,265,268,26,121,202,277,171,246,155,227
"349163",106,164,195,13,80,132,206,105,127,135,200
"1484109",904,1481,1518,133,633,1043,1615,891,1164,951,1278
"1969806",873,1461,1395,147,634,902,1630,804,1045,874,1254
"435",331,607,618,46,235,364,620,320,447,336,476
"1076596",88,147,127,10,64,92,174,86,116,76,101
"2592655",96,118,151,11,75,103,152,116,119,66,125
"2259883",1,1,1,0,0,5,8,3,1,1,0
"431306",53,81,107,8,42,53,95,60,83,64,83
"481145",1,12,10,2,4,4,16,4,12,9,5
"1006554",3,7,1,1,10,0,1,2,3,0,0
"1266844",2,5,2,3,3,8,7,0,2,2,4
"481146",19,48,49,5,18,27,46,31,27,35,50
"146474",24,39,61,1,17,34,56,28,25,29,35
"104102",29,35,33,2,15,25,28,28,21,25,42
"446692",22,32,15,0,6,13,36,17,21,20,27
"2500548",4,9,13,1,6,4,12,4,5,3,8
"1633874",1,7,3,0,3,4,5,3,2,6,3
"65959",0,1,2,0,0,0,1,3,0,0,2
"272568",633,978,975,96,476,682,1115,660,812,603,812
"1288313",72,128,123,13,59,86,137,68,94,63,123
"290633",75,87,106,8,38,87,112,73,80,84,110
"1224746",1,2,0,0,1,1,3,0,2,0,1
"318683",78,158,158,16,77,95,179,114,142,92,135
"574987",65,146,142,12,58,73,102,66,102,47,115
"257438",26,55,59,0,24,29,47,27,42,40,40
"1052095",9,11,6,2,4,4,4,3,6,6,14
"320497",241,385,428,22,166,228,409,241,278,245,346
"153496",158,293,321,23,125,169,264,160,196,176,238
"1231624",121,218,199,19,98,144,231,142,144,106,185
"2558360",143,211,228,18,88,139,226,127,129,104,179
"2558361",59,115,102,12,46,68,113,67,81,63,88
"1293412",5,11,16,1,8,9,11,9,8,13,14
"1510841",86,125,132,10,71,90,143,81,132,95,119
"661191",34,64,71,6,28,36,63,25,35,31,53
"2070537",0,7,1,1,2,2,3,1,0,1,2
"2478912",1,3,1,0,0,0,1,1,1,3,1
"2697033",9,27,33,1,7,16,20,9,6,4,13
"2762277",14,21,24,2,13,10,22,15,27,15,21
"2560057",49,96,67,8,22,39,61,34,55,46,73
"2500532",421,899,645,192,431,520,805,672,647,409,754
"2760307",462,881,741,129,588,531,807,613,699,445,779
"2589076",467,795,617,259,433,444,656,448,693,343,1612
"2812658",268,542,436,56,251,313,504,362,417,259,472
"1529068",196,462,408,44,202,228,354,259,282,177,380
"1545044",751,1340,1189,134,900,737,1312,904,979,730,1169
"1077935",462,1143,731,97,448,576,777,595,678,435,763
"147645",546,1096,864,120,562,617,879,609,717,537,874
"82367",519,1088,877,92,515,557,886,693,705,478,1063
"2560053",544,992,782,119,484,583,981,578,793,544,938
"34004",516,948,740,88,399,549,829,570,737,433,763
"266",479,890,719,97,440,572,804,599,707,458,809
"2259340",391,815,643,64,383,525,705,555,587,385,734
"2065379",365,725,602,61,346,403,650,492,461,354,646
"1945662",361,717,627,59,393,378,678,471,542,366,670
"1367847",353,678,571,63,286,342,559,369,457,344,501
"135740",234,421,349,38,225,243,340,357,259,195,468
"1499308",62,98,73,10,51,56,71,83,78,52,72
"59779",2,5,2,0,2,2,1,1,1,2,1
"135742",2,3,2,0,2,0,4,0,1,4,3
"2033869",733,1365,1100,127,814,769,1175,874,951,652,1107
"1850250",474,1126,896,95,511,563,826,669,677,496,823
"272942",309,580,489,52,237,304,482,311,373,269,414
"1075",359,929,540,79,363,402,598,420,453,312,601
"557760",88,151,126,20,73,112,140,94,99,74,118
"349101",58,113,90,20,55,57,102,83,92,40,86
"992186",60,87,70,14,53,48,89,66,78,50,80
"1917485",406,712,590,70,403,496,616,479,501,364,598
"2587855",256,543,505,57,254,317,502,371,397,265,475
"1968541",162,292,278,27,133,166,259,188,206,192,243
"2070369",133,273,169,19,88,147,182,146,153,125,159
"1389004",133,263,182,19,78,156,190,129,140,102,159
"1389005",76,166,110,18,54,74,134,93,94,43,126
"664426",77,151,130,20,56,82,149,109,91,71,95
"1389011",51,98,53,7,37,38,72,40,63,37,65
"2785912",23,48,44,1,16,35,36,30,35,34,32
"1402135",357,785,569,83,361,413,671,418,510,348,574
"83219",182,430,302,32,150,206,306,245,251,169,324
"60137",43,75,54,3,27,23,53,36,62,46,45
"74349",2,4,3,0,0,5,1,1,1,3,2
"2587847",222,470,469,37,232,315,408,278,321,228,327
"2587846",123,185,193,24,109,134,217,104,168,102,186
"2587850",99,185,184,19,91,123,189,121,148,97,154
"391613",52,82,57,10,44,53,55,67,61,33,65
"540747",653,1131,953,116,606,674,1106,736,866,598,985
"2494550",261,514,353,39,200,275,404,290,364,241,392
"215743",39,107,71,6,47,44,106,54,62,41,77
"1229727",684,1253,1148,159,751,823,1180,822,927,703,1123
"311180",610,1128,913,115,547,652,1033,747,804,619,952
"1792508",450,975,779,75,429,552,773,562,694,446,658
"1564506",332,667,487,58,312,348,502,431,463,295,503
"308754",254,575,496,58,273,359,504,431,393,296,473
"1188256",2,9,6,0,1,3,3,2,4,8,6
"991905",1260,2615,2100,188,1061,1232,1973,1510,1552,1087,1795
"1208324",628,1186,1029,123,635,683,1078,789,850,560,960
"1411902",322,610,502,61,263,326,488,388,389,284,497
"1758178",252,448,370,45,234,250,414,338,314,223,380
"875171",94,210,166,20,104,94,151,121,136,81,156
"1397108",75,125,114,8,67,79,113,71,98,62,97
"2579971",1175,2031,1860,208,1078,1293,1859,1493,1566,1014,1952
"60890",291,546,444,31,273,322,458,334,367,289,394
"221822",218,402,358,35,196,220,392,241,359,231,304
"1580596",110,227,176,29,110,86,168,109,144,96,150
"1844006",66,103,87,10,49,79,92,80,72,54,85
"681157",28,52,40,8,21,28,52,25,47,26,31
"1826607",708,1681,1089,143,772,703,1060,916,968,578,1063
"1396826",295,536,509,52,288,298,479,366,446,253,452
"2508306",67,134,84,8,62,73,92,86,89,65,86
"2508307",60,133,95,9,32,76,90,58,107,51,83
"999552",182,389,287,40,174,199,313,225,272,187,304
"2789856",734,1419,1124,134,723,774,1143,965,1021,632,1187
"1549850",304,591,510,58,301,343,503,383,402,326,499
"1915078",278,585,443,40,263,324,464,380,411,260,456
"2587852",389,702,651,66,362,375,633,537,519,363,607
"2588299",8,22,14,3,8,13,27,14,25,9,19
"2587858",2,12,10,2,1,2,10,6,7,6,17
"246200",364,685,532,67,280,384,656,381,520,333,471
"292414",118,252,192,25,108,157,216,161,173,116,207
"2587853",111,198,148,18,93,135,180,162,155,87,172
"2293862",99,176,126,17,88,87,152,113,116,67,129
"185588",5,6,7,1,1,9,12,2,8,2,6
"2009329",674,1227,934,119,667,747,1080,797,840,558,999
"1335048",467,1086,820,105,507,544,816,697,705,455,792
"2588711",617,1065,910,111,672,608,1014,797,806,530,895
"2494374",293,1025,491,78,364,304,486,355,414,267,519
"1250539",486,983,836,96,432,620,797,586,732,474,797
"988812",485,971,823,90,476,554,841,587,667,464,778
"1267768",492,878,712,72,454,507,797,507,666,411,625
"1891787",157,350,270,23,124,199,260,200,223,126,246
"2434",116,250,209,22,135,155,238,154,167,129,197
"391595",96,211,157,16,90,121,142,113,149,72,138
"2169400",334,818,536,42,336,310,491,409,468,267,501
"561184",451,815,661,70,404,470,681,507,521,389,652
"398580",388,801,630,74,454,417,690,546,514,330,660
"195105",383,767,550,76,369,387,550,456,484,317,561
"880591",0,2,0,0,1,0,0,0,0,2,0
"92947",191,326,339,30,157,189,288,214,221,155,270
"1294273",344,688,533,73,321,432,603,417,491,297,519
"2602067",120,223,224,23,105,117,195,184,173,108,217
"391616",76,201,143,20,79,98,116,85,132,81,98
"391626",112,159,144,16,76,96,159,108,113,70,118
"1458307",48,94,76,7,38,50,84,50,65,43,84
"1609966",346,660,562,58,322,385,557,411,399,314,567
"2587163",327,621,550,43,301,347,526,410,414,266,450
"2613965",300,572,510,56,306,329,537,408,440,323,501
"1537215",275,534,472,39,228,355,426,341,377,261,420
"2715211",312,493,463,44,228,269,472,320,338,244,429
"564137",217,482,376,48,197,260,369,292,266,200,325
"2017482",239,470,370,38,246,298,387,293,348,225,372
"290400",224,470,319,49,193,273,348,222,290,195,335
"2587842",270,459,346,49,253,245,400,292,316,224,379
"299262",251,413,334,45,200,228,374,296,331,198,325
"1265309",71,132,132,9,66,74,113,74,92,59,94
"74033",201,372,308,60,178,204,287,267,294,185,307
"2599296",174,363,236,33,170,212,307,210,197,165,289
"245188",171,343,240,30,172,160,273,217,238,175,275
"53501",117,291,231,18,109,142,188,161,175,126,207
"441209",100,288,198,19,109,159,194,143,179,117,189
"2552942",138,287,268,28,122,132,281,203,188,156,262
"1591409",160,281,210,25,130,179,209,203,230,128,209
"2500533",123,229,178,17,89,123,187,107,138,68,145
"2171755",102,227,181,16,96,125,226,138,159,107,176
"1715691",114,204,144,14,84,118,172,114,147,97,187
"2483033",86,189,162,17,90,98,122,127,113,72,155
"1920883",79,128,132,19,85,69,139,111,84,82,133
"666509",59,119,89,9,42,55,126,62,85,79,80
"1579316",56,109,93,16,50,63,98,66,83,52,85
"366602",775,1423,1738,131,910,914,1765,908,1275,970,1267
"69665",545,999,1287,98,596,672,1176,662,867,689,922
"69666",1270,2294,3833,251,2001,1643,3576,2265,2274,1754,2611
"155892",1097,1890,2563,200,1354,1303,2444,1388,0,1333,1996
"1679497",997,1687,2541,335,1251,1190,2410,1301,1589,1284,1813
"2708539",742,1468,1735,140,868,863,1640,881,1068,932,1316
"2010972",830,1446,1993,171,950,1092,2045,1008,1365,1155,1502
"509190",0,2,0,0,1,0,0,1,0,1,0
"69395",495,772,1151,99,568,533,1057,545,739,547,859
"2774190",556,970,1140,103,738,681,1109,906,947,633,1103
"2591463",514,856,940,194,896,587,995,1042,898,497,1410
"2561924",534,813,1009,75,663,525,918,832,862,508,1072
"1938605",443,755,1023,101,618,484,951,699,745,497,973
"2800818",407,634,805,90,433,416,732,565,567,377,752
"2774189",360,598,729,67,492,371,721,1539,576,391,765
"2752515",400,578,704,68,436,360,621,517,587,339,752
"2579977",144,300,229,29,161,142,264,243,193,145,361
"2813778",142,266,270,27,154,196,256,199,225,182,275
"2562582",110,189,222,30,113,115,189,146,152,86,237
"1532555",123,177,209,19,136,133,206,173,163,125,234
"1827469",101,173,222,27,104,98,214,185,168,114,247
"2560058",97,133,191,31,116,109,207,157,140,118,238
"588932",942,1361,1750,152,1087,979,1660,1647,1307,950,1849
"633149",459,823,966,94,611,501,866,692,676,471,824
"74329",339,647,684,68,440,367,633,540,624,391,826
"293",212,370,389,41,246,262,457,444,371,257,602
"41276",134,202,249,24,103,116,226,174,154,117,230
"1325724",109,165,158,12,93,79,162,147,131,99,183
"2686094",3317,6275,3405,271,724,1657,1894,2936,2192,788,1445
"450851",3581,4512,13954,665,9184,5046,12130,5591,7702,6952,7077
"2201350",959,1582,2652,194,1450,1132,2637,1191,1660,1480,1850
"573065",190,306,379,33,175,189,352,197,198,191,315
"1940610",1452,3539,2854,273,1223,1772,2513,1579,1941,1546,2241
"1868589",1434,3235,2464,253,1200,1454,2198,1626,1780,1292,2163
"2570229",989,2294,1846,173,811,1083,1637,1150,1232,936,1355
"349215",110,136,165,11,62,104,132,118,1199,81,168
"856793",142,136,160,15,77,96,118,101,9550,78,108
"488538",39,75,57,4,29,47,86,32,60,44,90
"2029849",1091,1794,1804,148,786,1081,1682,1061,1381,859,1472
"394221",318,593,573,51,271,354,604,383,434,290,517
"1434191",364,551,578,50,264,331,557,376,398,300,521
"2749086",312,507,472,45,219,237,480,304,367,185,377
"1873716",388,662,619,58,298,406,589,433,507,314,565
"1906738",249,426,382,30,203,226,394,236,316,207,353
"2016196",173,346,298,33,173,177,313,199,217,164,237
"582402",22,46,34,2,16,20,25,34,27,33,37
"949",15,18,14,0,3,13,14,3,7,5,8
"770",0,14,0,1,0,9,0,0,0,9,0
"948",2,14,5,0,5,3,10,3,11,6,6
"574556",4,7,3,1,2,10,4,0,2,4,7
"1248439",2,7,3,0,4,7,5,8,3,1,5
"2640676",56,58,55,7,27,46,48,62,59,51,76
"955",2,3,4,0,2,3,2,6,6,5,7
"1845000",2,2,1,1,1,2,1,3,3,1,1
"779",6,13,4,1,4,8,23,5,16,5,9
"945",1,7,3,0,0,3,4,0,2,1,3
"944",7,6,4,0,2,2,10,2,1,2,3
"35795",1,4,0,0,0,2,5,1,0,1,4
"391036",3,3,5,0,0,0,1,1,2,0,4
"1286528",8,8,7,1,2,8,28,2,4,7,7
"434131",5,6,2,0,3,2,1,3,1,1,4
"2686014",4,5,2,1,3,2,7,4,0,3,1
"222891",1,3,4,1,3,3,3,2,4,2,2
"114277",50,79,94,3,34,35,109,26,42,48,74
"114292",8,12,4,0,5,11,4,7,6,4,13
"114295",3,10,5,0,4,2,4,7,6,4,7
"1129742",4,8,12,1,2,6,8,6,9,1,5
"784",30,38,39,1,8,18,29,18,21,18,31
"2601646",1,5,6,0,1,3,5,3,1,3,4
"2115978",4,19,13,1,4,5,10,3,6,6,7
"696127",8,13,10,0,6,5,2,12,5,0,14
"1802984",11,9,17,0,7,8,23,16,8,12,11
"2486578",4,16,13,2,4,13,11,5,12,11,17
"2163644",11,10,5,1,3,2,21,2,7,2,10
"2043170",138,236,238,20,115,138,239,165,170,109,194
"2582913",161,232,280,25,117,175,288,176,183,165,255
"314260",191,300,265,25,137,171,293,171,187,141,248
"2066024",6,6,6,1,3,2,9,4,5,0,8
"2601575",5,6,2,1,3,3,4,1,3,0,2
"2601668",3,15,5,1,2,2,6,2,9,3,4
"86106",4,10,17,1,12,6,5,4,4,4,19
"91604",26,37,34,4,21,11,34,20,40,41,42
"1414854",29,35,40,4,12,24,23,21,23,15,27
"156889",55,89,110,7,48,77,78,70,99,54,88
"451514",0,2,4,0,0,0,3,1,1,0,3
"1002672",4,9,4,0,4,1,6,3,6,5,4
"2268451",1,6,4,2,1,3,3,2,1,3,3
"1388755",3,2,12,0,7,4,2,5,3,3,4
"1977865",4,2,8,1,2,2,1,9,5,1,8
"1977864",1,1,3,1,2,3,2,6,6,1,1
"335992",2,5,3,0,4,3,4,0,5,3,5
"2563896",0,5,3,0,0,4,4,1,2,0,9
"1925548",3,6,8,0,1,7,11,5,15,4,58
"2161677",29,38,51,4,32,37,42,45,50,28,56
"1034889",1766,4323,3265,435,2089,2119,3317,2027,2323,1862,2238
"662548",894,2506,1518,545,1061,1025,1570,961,1180,822,1148
"434008",949,2495,1715,407,1190,1218,1844,1145,1312,1010,1315
"207745",959,2395,1497,483,1001,1084,1653,1078,1189,833,1097
"434009",892,2226,1577,382,1107,1096,1659,1029,1242,914,1173
"1795631",714,1792,1460,199,947,894,1546,965,1039,804,1078
"2681552",658,1453,1156,175,749,785,1151,714,840,757,841
"2762323",541,1305,1098,152,722,675,1062,685,699,621,718
"2762322",591,1290,1004,171,707,717,1044,724,790,596,774
"282217",450,1057,784,112,428,586,874,466,589,496,546
"434014",409,863,669,98,409,455,693,429,491,351,458
"2774875",367,860,699,101,429,483,698,422,550,396,543
"2811425",23,26,18,5,15,26,27,15,19,13,24
"2126319",6,11,19,10,10,16,22,14,17,6,11
"1246301",739,1765,1255,290,934,965,1383,940,915,736,982
"543728",816,1744,1361,355,1014,1018,1542,909,1091,825,996
"595537",617,1451,1220,178,834,781,1283,818,855,688,835
"436515",516,1123,860,158,634,704,1011,608,715,562,708
"795665",947,2738,1695,334,1517,1075,1590,13466,1187,809,1411
"2716225",1114,2479,2136,287,1586,1372,2116,2433,1355,1115,1887
"2806262",935,2140,1745,277,1447,1150,1853,11644,1260,967,1381
"2651974",815,2019,1615,205,1335,1121,1688,1468,1208,818,1228
"1842537",589,1395,1106,143,1098,762,1103,1156,773,575,841
"434010",527,1299,966,156,913,724,1037,1016,787,489,838
"2184519",769,951,584,301,3283,509,1742,2812,411,401,1331
"2565558",302,694,517,58,435,389,542,514,420,319,395
"47421",318,1047,552,343,2517,380,533,1933,418,314,1118
"1763535",266,578,509,79,422,289,452,464,385,264,419
"2518343",387,1107,637,215,3305,521,649,26282,2312,370,1118
"1842533",401,845,725,136,928,492,818,1590,1081,393,768
"2714923",371,810,612,97,601,450,691,545,498,364,489
"358220",397,774,737,152,1484,480,722,12001,1565,411,1835
"2478662",313,611,533,104,764,369,550,1207,862,292,509
"1858609",215,495,346,63,453,262,388,597,436,207,346
"232721",54,137,94,19,97,78,86,118,81,60,113
"80870",1158,2595,2155,311,1745,1582,2394,1654,1721,1331,1648
"1926868",675,1473,1295,204,1342,977,1481,1268,1036,777,1460
"2743470",607,1395,1130,175,958,788,1234,822,825,659,877
"553814",457,1003,756,106,946,549,845,1121,879,467,728
"397945",0,3,2,0,3,0,0,0,0,0,0
"80868",290,613,607,76,432,413,592,423,441,310,410
"535289",46,94,102,8,59,55,101,92,69,55,187
"365046",3104,4851,5496,883,8057,5095,7584,5372,4796,3499,3606
"2741720",727,1708,1335,213,1475,945,1479,1821,921,795,1102
"2752316",235,523,433,52,452,296,467,373,329,252,359
"2822760",160,363,262,29,217,223,300,241,203,151,227
"1842727",1090,2285,1955,293,1457,1381,2064,1418,1524,1032,1400
"2509614",890,2190,1789,217,1478,1214,2035,1403,1263,1049,1268
"338969",362,711,554,72,452,383,557,496,499,327,451
"1484693",283,541,481,62,480,297,481,484,360,243,379
"81479",169,430,292,52,265,204,273,295,276,171,235
"2597701",629,1369,1190,138,867,735,1215,901,819,616,925
"1232667",7,24,4,2,6,3,14,11,6,5,6
"1082851",627,1291,1109,140,732,753,1139,765,879,656,855
"1392005",32,77,59,8,39,24,58,128,40,25,45
"225991",439,835,764,129,678,653,909,658,655,468,617
"160825",293,685,543,70,394,390,595,408,451,323,422
"1562974",212,485,440,61,305,326,424,318,334,257,350
"363952",171,381,334,47,194,210,323,240,228,151,254
"225992",153,330,284,43,218,207,282,255,302,174,276
"296591",779,1661,1220,193,1069,1203,1458,1092,1171,734,880
"1840265",24,36,11,0,14,22,36,21,13,9,19
"1840293",8,23,8,1,2,6,7,5,16,8,8
"1840303",0,4,1,1,3,5,4,0,3,1,0
"1869339",1,4,2,1,2,1,8,3,1,2,0
"2268087",1,3,0,1,2,1,1,4,0,1,0
"1840283",0,2,0,0,2,0,1,0,0,1,0
"1840239",0,1,1,0,1,1,0,0,0,0,3
"1840267",0,1,0,0,0,0,0,1,1,1,0
"365044",565,1300,1059,164,830,742,1112,831,800,566,750
