"","X0n7bM2TOMPOOA100365.extra.kraken2.report","DYZgM2TOMPOOB100370.extra.kraken2.report","X1qGgM2TOMPOOM080340.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report","iYASM2TOMPOOA050195.extra.kraken2.report","FvY2M2TOMPOOB051329.extra.kraken2.report","abKIM2TOMPOOA051320.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","dSz8M2TOMPOOA051340.extra.kraken2.report","nG3jM2TOMPOOA051345.extra.kraken2.report"
"1850238",1680,1231,4089,671,1366,1600,1072,1576,1677,1875,1048
"1842535",362,233,1132,133,229,281,201,277,346,366,202
"1550728",239,184,1147,111,238,240,161,250,304,329,168
"1921510",1040,695,2643,504,856,1032,817,969,1209,1377,751
"1634516",1026,640,2125,374,609,781,555,605,898,1244,566
"2762729",767,487,1677,364,587,731,540,787,859,961,541
"2806553",199,148,390,56,125,165,96,140,160,205,101
"120045",37,34,127,24,9,15,18,24,24,34,15
"120044",22,16,70,9,21,23,14,15,38,38,13
"2633097",5070,3172,9116,1903,3386,3768,2663,3484,4247,5843,2667
"39960",1812,1002,3298,657,1191,1306,979,1139,1497,2000,905
"2739433",809,511,1636,328,527,595,459,510,579,863,434
"1112",784,445,1340,219,472,547,346,454,622,749,362
"2182384",713,420,1253,289,456,539,363,453,523,835,375
"2683265",3899,2404,7255,1399,2492,2946,2030,2448,3143,4580,1993
"2060312",1657,968,2850,737,939,1175,671,871,1215,2057,772
"2067415",1282,677,2781,453,764,895,673,773,1186,1482,739
"2604537",809,445,1417,247,483,580,401,502,647,867,422
"2185142",348,194,617,126,195,231,159,170,237,367,172
"1267766",847,482,1674,314,500,540,353,460,520,1029,376
"361183",593,354,1095,236,410,445,331,431,494,669,308
"476157",245,180,521,78,191,155,150,164,187,258,146
"692370",1600,852,3249,549,904,1105,750,996,1375,1803,942
"2338327",1558,867,3542,570,965,1140,719,1018,1258,1743,932
"1982042",1216,683,2202,434,810,797,550,787,1174,1608,683
"2055955",428,267,1201,203,264,363,292,298,339,583,284
"450378",1601,1052,3443,606,1093,1315,896,1077,1259,1731,785
"2798724",882,547,1657,320,683,700,506,603,810,1014,464
"1348774",757,479,1456,298,477,584,376,458,596,804,367
"192812",1113,686,2363,442,822,982,622,829,1011,1448,651
"1532023",1103,700,1999,396,841,1009,659,888,1046,1407,669
"266951",542,352,1225,222,380,436,268,399,500,713,338
"502682",632,359,1151,263,466,456,324,421,530,769,322
"1648404",309,192,637,96,208,222,171,185,237,320,148
"543877",931,507,2081,625,562,651,419,590,807,1752,525
"645517",846,549,1434,304,613,628,412,585,786,1051,470
"1892855",2964,2238,5877,1973,2947,3551,2599,4080,3699,4448,2368
"2771430",1384,1085,3865,1582,1579,1857,1336,2292,2175,2596,1403
"335406",1902,1235,40661,644,1200,1346,983,1162,1379,1576,816
"2759707",1219,849,2145,360,956,1236,838,1029,1144,1270,654
"192",3845,2668,4537,1402,2325,3391,2086,2444,2643,2885,1099
"652764",1154,752,1977,286,773,1029,656,717,934,979,414
"709810",1100,764,3740,339,684,1005,619,671,889,872,358
"664962",973,656,986,293,611,894,538,707,583,627,274
"2202148",3084,2208,3806,747,2143,3019,1880,2283,2574,2784,1050
"137722",1331,818,1817,269,900,1198,796,817,993,1085,416
"862719",862,556,1506,155,583,776,539,581,636,735,279
"528244",1774,1174,2359,351,1161,1577,972,1173,1232,1385,554
"682998",1014,705,1714,227,703,1032,604,753,878,935,334
"286727",842,584,2703,235,562,746,465,523,627,608,280
"1226968",826,518,1329,184,579,744,515,583,618,631,281
"1064539",623,433,721,198,360,497,329,407,480,448,155
"2775420",5236,4603,3490,771,1951,3467,1824,2519,2156,2389,881
"2233999",3846,3284,2516,507,1445,2398,1281,1740,1696,1838,664
"2602016",4456,3002,5627,924,3692,4604,2548,3194,4068,4702,2426
"2602015",3655,2486,4699,702,2890,3572,2064,2470,3426,7682,2009
"1663591",1170,751,1347,205,735,948,520,686,787,811,358
"1639348",856,575,1211,189,611,857,539,595,680,757,318
"431944",302,210,415,58,209,258,162,192,257,259,96
"342108",1142,705,1506,218,789,1034,611,686,878,938,389
"414684",2481,1575,3168,547,1694,2290,1416,1712,1767,2132,890
"269796",4,1,30,4,3,6,3,4,5,11,2
"2594003",2473,1630,31783,629,2301,3353,1414,1734,2580,4917,1348
"1110502",2368,1509,3622,536,1645,2319,1299,1647,1884,2190,841
"1441467",2094,1555,2961,465,1512,2124,1439,1451,1915,1950,900
"2220096",1835,1304,3200,1121,1327,1759,996,1385,1432,1694,722
"111831",1452,886,1974,223,887,1124,847,929,1012,1230,441
"2048283",251,160,520,43,173,177,106,119,162,197,77
"2785908",140,89,300,38,101,107,55,94,92,124,66
"2785911",83,53,194,30,61,60,38,71,58,72,46
"1891279",150,96,530,44,101,124,72,104,93,107,69
"1123366",89,53,182,19,41,71,34,52,51,64,26
"1612173",1022,677,3043,216,774,921,568,631,691,842,366
"1150469",848,531,1223,169,584,781,494,591,620,736,278
"1288970",590,360,850,122,409,534,325,396,446,560,227
"1549855",127,99,184,19,94,118,65,120,84,116,43
"1401328",16,9,32,2,4,15,13,11,4,10,9
"1193729",9,9,35,3,7,7,3,6,9,16,1
"2768162",2035,1729,2744,476,1397,1949,1533,1632,1705,1800,864
"2768161",1874,1549,2807,493,1177,1820,1413,1581,1685,1689,728
"2018065",203,195,316,40,124,206,132,189,177,141,81
"257708",1340,1002,1946,246,915,1214,939,1001,1107,1128,471
"207340",217,201,371,39,132,204,164,175,155,160,86
"94",5302,3714,9255,1378,3514,4821,2923,3385,4032,4409,1715
"1296990",200,148,270,39,137,190,135,130,191,175,78
"265959",282,207,449,77,227,240,201,207,230,262,113
"714995",46,26,57,7,27,28,8,20,20,27,11
"265960",203,146,337,44,121,183,148,155,163,159,86
"634177",191,129,238,46,99,171,112,113,156,148,59
"65958",177,97,269,28,94,154,96,91,147,125,66
"33995",143,94,253,30,105,122,78,77,116,173,78
"215221",13,7,22,2,14,10,2,5,6,8,0
"2771361",2301,1814,3666,489,1389,2212,1494,2024,1977,2009,948
"926570",265,164,325,49,181,255,155,181,180,227,70
"349163",164,148,264,35,131,173,135,125,167,200,87
"1484109",1481,956,1686,272,1042,1231,951,1059,1299,1278,543
"1969806",1461,1040,1921,270,948,1229,874,878,1386,1254,531
"435",607,410,958,150,424,460,336,372,445,476,212
"1076596",147,105,216,18,86,140,76,91,80,101,57
"2592655",118,103,233,30,88,123,66,94,110,125,63
"2259883",1,2,3,0,0,2,1,5,1,0,1
"431306",81,47,167,14,81,94,64,54,62,83,44
"481145",12,12,14,1,7,7,9,13,2,5,2
"1006554",7,1,3,1,3,8,0,4,2,0,2
"1266844",5,3,6,3,3,6,2,5,0,4,3
"481146",48,45,97,19,28,36,35,29,34,50,20
"146474",39,29,104,8,27,52,29,16,25,35,12
"104102",35,27,99,8,30,34,25,28,30,42,11
"446692",32,36,53,6,18,24,20,17,25,27,13
"2500548",9,6,22,0,8,11,3,6,5,8,5
"1633874",7,8,3,2,5,3,6,4,2,3,1
"65959",1,1,4,0,2,3,0,0,1,2,0
"272568",978,700,1240,180,666,836,603,655,764,812,370
"1288313",128,107,211,34,63,106,63,84,80,123,45
"290633",87,76,174,22,81,93,84,70,92,110,39
"1224746",2,0,0,0,0,0,0,0,1,1,0
"318683",158,147,227,34,120,174,92,149,119,135,54
"574987",146,97,200,21,82,115,47,64,77,115,41
"257438",55,32,68,7,29,51,40,30,29,40,14
"1052095",11,5,11,4,8,5,6,8,10,14,2
"320497",385,253,566,88,292,333,245,250,341,346,159
"153496",293,231,408,48,184,215,176,182,226,238,113
"1231624",218,171,308,37,131,201,106,154,141,185,92
"2558360",211,143,308,48,148,170,104,133,151,179,73
"2558361",115,99,141,13,77,89,63,80,80,88,35
"1293412",11,9,49,2,11,11,13,8,9,14,8
"1510841",125,104,253,30,83,138,95,119,129,119,48
"661191",64,37,107,8,26,59,31,32,26,53,13
"2070537",7,2,0,0,0,1,1,1,0,2,1
"2478912",3,1,6,0,1,1,3,1,1,1,0
"2697033",27,9,43,2,10,12,4,10,6,13,6
"2762277",21,7,28,3,13,9,15,18,21,21,12
"2560057",96,61,147,27,35,58,46,46,51,73,32
"2500532",899,511,1931,302,473,689,409,545,569,754,260
"2760307",881,536,1734,289,461,641,445,554,565,779,285
"2589076",795,455,1940,914,411,670,343,459,561,1612,207
"2812658",542,353,1185,167,338,412,259,314,385,472,159
"1529068",462,286,845,126,216,360,177,229,297,380,141
"1545044",1340,820,2304,333,810,1031,730,809,1059,1169,471
"1077935",1143,579,2298,254,489,711,435,577,572,763,264
"147645",1096,612,2386,316,567,755,537,562,693,874,301
"82367",1088,608,2961,390,570,763,478,577,647,1063,307
"2560053",992,617,1694,255,576,841,544,615,655,938,290
"34004",948,525,1931,254,490,753,433,607,619,763,281
"266",890,499,1714,213,481,668,458,0,540,809,256
"2259340",815,486,1509,217,462,607,385,473,540,734,243
"2065379",725,379,1513,226,420,568,354,398,494,646,241
"1945662",717,442,1620,199,423,571,366,458,561,670,223
"1367847",678,423,1326,148,364,471,344,382,414,501,186
"135740",421,232,1272,203,233,275,195,228,261,468,146
"1499308",98,55,207,43,49,69,52,56,77,72,34
"59779",5,1,5,0,2,3,2,1,0,1,1
"135742",3,2,2,0,6,3,4,2,2,3,2
"2033869",1365,822,2745,344,756,1038,652,846,923,1107,390
"1850250",1126,658,2503,223,585,742,496,598,711,823,290
"272942",580,356,1268,118,331,420,269,310,320,414,202
"1075",929,400,4000,161,342,515,312,424,433,601,225
"557760",151,90,888,28,94,131,74,97,90,118,43
"349101",113,71,203,14,61,93,40,66,51,86,30
"992186",87,58,208,20,68,95,50,62,64,80,36
"1917485",712,450,1888,166,458,557,364,484,490,598,231
"2587855",543,309,930,112,315,325,265,298,438,475,194
"1968541",292,188,597,90,190,248,192,186,190,243,130
"2070369",273,142,411,33,133,167,125,116,140,159,75
"1389004",263,165,364,47,126,172,102,120,143,159,61
"1389005",166,101,272,36,80,122,43,80,86,126,37
"664426",151,107,284,30,103,128,71,90,74,95,50
"1389011",98,47,191,11,37,52,37,36,48,65,16
"2785912",48,30,110,15,41,38,34,30,43,32,13
"1402135",785,485,1613,170,406,536,348,492,448,574,216
"83219",430,264,788,89,234,317,169,199,227,324,111
"60137",75,48,101,17,42,63,46,55,38,45,15
"74349",4,1,10,1,0,4,3,4,2,2,0
"2587847",470,309,1041,119,269,379,228,290,347,327,138
"2587846",185,161,321,55,115,153,102,152,159,186,58
"2587850",185,130,362,51,120,140,97,110,110,154,55
"391613",82,43,231,19,41,70,33,45,43,65,18
"540747",1131,726,1914,282,671,920,598,749,754,985,343
"2494550",514,346,863,91,290,424,241,312,286,392,159
"215743",107,51,148,16,55,88,41,39,59,77,41
"1229727",1253,813,2151,309,747,1110,703,826,946,1123,388
"311180",1128,691,1769,248,661,897,619,649,727,952,323
"1792508",975,559,1512,225,520,747,446,559,555,658,263
"1564506",667,341,1515,161,340,425,295,349,380,503,171
"308754",575,324,1048,140,311,442,296,327,409,473,165
"1188256",9,4,3,3,2,6,8,0,5,6,2
"991905",2615,1576,3939,650,1367,1894,1087,1460,1499,1795,805
"1208324",1186,694,2129,325,681,900,560,691,784,960,435
"1411902",610,404,1116,136,338,456,284,322,397,497,200
"1758178",448,306,887,107,259,384,223,244,260,380,159
"875171",210,139,413,40,96,134,81,125,109,156,47
"1397108",125,85,251,25,68,125,62,81,76,97,39
"2579971",2031,1285,3293,516,1202,1682,1014,1370,1382,1952,662
"60890",546,321,1024,106,312,385,289,313,335,394,139
"221822",402,274,817,80,240,330,231,273,236,304,111
"1580596",227,121,397,37,111,163,96,110,128,150,63
"1844006",103,81,358,27,53,72,54,57,70,85,47
"681157",52,31,87,7,26,50,26,27,19,31,10
"1826607",1681,824,2306,320,716,988,578,811,885,1063,435
"1396826",536,339,1159,136,332,492,253,347,376,452,168
"2508306",134,70,203,32,56,104,65,65,90,86,40
"2508307",133,61,207,28,68,95,51,78,70,83,22
"999552",389,228,785,108,203,288,187,233,205,304,99
"2789856",1419,827,2047,344,764,1080,632,939,883,1187,405
"1549850",591,360,1158,126,310,433,326,333,434,499,194
"1915078",585,343,997,130,335,426,260,326,340,456,161
"2587852",702,455,1273,194,442,541,363,445,531,607,198
"2588299",22,14,152,2,6,22,9,9,16,19,5
"2587858",12,11,22,4,11,13,6,3,11,17,6
"246200",685,413,1341,160,378,509,333,401,414,471,172
"292414",252,180,458,51,147,217,116,167,134,207,77
"2587853",198,140,458,72,131,154,87,105,114,172,65
"2293862",176,100,353,28,79,130,67,103,104,129,52
"185588",6,2,16,2,2,3,2,4,7,6,3
"2009329",1227,750,2065,260,746,925,558,666,736,999,330
"1335048",1086,586,3878,352,567,798,455,591,613,792,319
"2588711",1065,676,1875,284,636,869,530,691,729,895,373
"2494374",1025,400,6649,152,342,436,267,334,361,519,178
"1250539",983,608,1671,205,567,825,474,572,655,797,299
"988812",971,585,1587,239,556,689,464,613,585,778,280
"1267768",878,534,1688,199,471,647,411,616,497,625,222
"1891787",350,190,524,87,188,265,126,204,224,246,113
"2434",250,0,420,61,136,204,129,142,163,197,66
"391595",211,121,373,53,107,131,72,122,95,138,61
"2169400",818,416,3014,158,346,450,267,379,392,501,200
"561184",815,497,1584,188,462,653,389,471,487,652,224
"398580",801,478,1484,214,430,671,330,488,510,660,223
"195105",767,405,2742,246,377,574,317,408,451,561,209
"880591",2,0,1,0,0,2,2,1,1,0,2
"92947",326,191,552,76,223,277,155,206,243,270,106
"1294273",688,409,1153,143,392,516,297,460,432,519,203
"2602067",223,184,550,57,132,182,108,135,175,217,85
"391616",201,115,246,31,101,125,81,85,82,98,40
"391626",159,86,369,30,103,142,70,103,99,118,43
"1458307",94,60,238,24,53,78,43,69,52,84,47
"1609966",660,465,2333,170,387,486,314,382,387,567,192
"2587163",621,357,1234,163,324,490,266,367,366,450,156
"2613965",572,406,1185,159,331,441,323,381,424,501,155
"1537215",534,306,968,115,320,405,261,339,360,420,134
"2715211",493,327,983,139,326,430,244,304,346,429,177
"564137",482,281,1090,88,261,301,200,255,293,325,142
"2017482",470,286,822,125,233,375,225,297,307,372,157
"290400",470,309,758,94,240,330,195,243,269,335,130
"2587842",459,270,849,113,254,379,224,259,289,379,153
"299262",413,255,730,107,279,358,198,281,307,325,127
"1265309",132,89,256,41,79,95,59,82,73,94,28
"74033",372,286,766,112,213,322,185,221,257,307,137
"2599296",363,224,614,92,195,218,165,199,213,289,102
"245188",343,232,946,91,198,229,175,226,203,275,80
"53501",291,171,570,74,164,205,126,132,152,207,83
"441209",288,164,497,49,144,169,117,137,169,189,64
"2552942",287,193,680,87,169,200,156,193,198,262,106
"1591409",281,154,541,57,164,222,128,196,173,209,93
"2500533",229,141,532,56,104,189,68,134,135,145,78
"2171755",227,151,501,63,142,161,107,132,153,176,84
"1715691",204,133,384,47,137,162,97,101,127,187,51
"2483033",189,108,335,35,120,143,72,119,104,155,64
"1920883",128,91,297,30,84,118,82,86,96,133,51
"666509",119,75,169,16,66,101,79,61,50,80,43
"1579316",109,83,250,29,88,78,52,66,48,85,25
"366602",1423,899,3308,562,1028,1135,970,912,1124,1267,867
"69665",999,646,2007,387,723,778,689,580,889,922,732
"69666",2294,1657,6017,3656,1907,1887,1754,1445,2103,2611,2259
"155892",1890,1338,4701,863,1432,1583,1333,1213,0,1996,1513
"1679497",1687,1124,3918,808,1363,1564,1284,1134,1543,1813,1397
"2708539",1468,994,2620,563,981,1026,932,768,1028,1316,909
"2010972",1446,883,2931,609,1139,1228,1155,990,1221,1502,1046
"509190",2,0,0,0,0,0,1,1,0,0,0
"69395",772,508,1838,399,618,668,547,560,672,859,658
"2774190",970,662,2719,1408,680,823,633,712,686,1103,660
"2591463",856,579,3772,2131,577,755,497,636,599,1410,719
"2561924",813,527,2709,1510,578,795,508,617,591,1072,668
"1938605",755,506,2235,1057,568,662,497,531,609,973,542
"2800818",634,390,1818,867,441,496,377,461,465,752,441
"2774189",598,395,1943,1228,409,537,391,400,465,765,413
"2752515",578,368,1574,763,375,515,339,391,517,752,402
"2579977",300,180,630,569,146,173,145,139,170,361,158
"2813778",266,163,605,565,150,240,182,165,162,275,147
"2562582",189,124,419,324,155,170,86,102,143,237,93
"1532555",177,134,673,404,149,188,125,128,175,234,116
"1827469",173,138,427,391,125,183,114,133,140,247,105
"2560058",133,100,497,383,113,125,118,109,115,238,83
"588932",1361,978,3944,3509,952,1260,950,981,1128,1849,929
"633149",823,484,1893,901,513,657,471,492,567,824,467
"74329",647,392,1562,1478,450,560,391,408,457,826,340
"293",370,259,1021,1028,241,343,257,282,275,602,235
"41276",202,151,480,301,141,195,117,158,160,230,111
"1325724",165,97,366,257,94,142,99,102,110,183,87
"2686094",6275,7230,5746,1094,1973,4486,788,1906,864,1445,1817
"450851",4512,3001,63564,15422,5658,4425,6952,4143,7893,7077,10625
"2201350",1582,1057,3846,876,1430,1358,1480,1176,1788,1850,1584
"573065",306,209,909,85,213,266,191,214,244,315,131
"1940610",3539,2302,4581,576,1862,2293,1546,1659,1907,2241,984
"1868589",3235,2061,3769,620,1556,2010,1292,1467,1647,2163,933
"2570229",2294,1484,3003,386,1038,1457,936,1042,1162,1355,673
"349215",136,92,610,205,107,189,81,129,116,168,81
"856793",136,117,2172,3363,125,169,78,315,110,108,714
"488538",75,43,119,19,62,66,44,40,65,90,30
"2029849",1794,1080,2370,500,1165,1604,859,1114,1243,1472,661
"394221",593,400,907,168,386,495,290,374,449,517,248
"1434191",551,417,1038,189,388,477,300,351,377,521,270
"2749086",507,337,838,122,294,400,185,310,296,377,195
"1873716",662,518,1211,185,408,575,314,378,449,565,273
"1906738",426,327,568,75,262,407,207,322,254,353,152
"2016196",346,287,651,86,186,242,164,178,214,237,126
"582402",46,46,84,12,23,33,33,35,17,37,11
"949",18,8,9,4,12,18,5,4,8,8,2
"770",14,0,0,1,0,0,9,0,0,0,1
"948",14,9,16,0,5,9,6,1,4,6,2
"574556",7,4,4,0,3,11,4,3,2,7,1
"1248439",7,7,8,0,3,7,1,2,7,5,1
"2640676",58,42,153,13,51,79,51,47,46,76,22
"955",3,0,11,0,4,8,5,7,4,7,3
"1845000",2,2,7,1,0,5,1,4,0,1,0
"779",13,7,30,4,6,8,5,3,8,9,8
"945",7,1,9,1,2,1,1,2,12,3,1
"944",6,2,11,1,6,6,2,1,0,3,5
"35795",4,2,19,1,3,0,1,0,2,4,1
"391036",3,0,2,0,1,0,0,0,1,4,3
"1286528",8,8,10,2,12,10,7,2,4,7,1
"434131",6,2,54,1,1,4,1,4,0,4,1
"2686014",5,3,5,3,2,5,3,0,3,1,1
"222891",3,1,7,0,3,2,2,2,2,2,1
"114277",79,39,106,13,62,74,48,28,107,74,25
"114292",12,3,21,2,4,11,4,2,8,13,1
"114295",10,5,22,1,8,1,4,1,6,7,2
"1129742",8,7,26,4,11,15,1,6,5,5,0
"784",38,20,37,1,34,33,18,14,8,31,10
"2601646",5,7,6,1,3,2,3,4,2,4,0
"2115978",19,5,89,3,7,22,6,5,6,7,5
"696127",13,5,39,6,12,9,0,6,4,14,3
"1802984",9,12,16,2,5,11,12,9,5,11,4
"2486578",16,9,42,4,12,10,11,6,9,17,4
"2163644",10,2,21,1,7,11,2,12,6,10,0
"2043170",236,157,498,51,182,213,109,154,161,194,73
"2582913",232,161,433,60,192,220,165,156,214,255,99
"314260",300,210,427,61,235,252,141,160,241,248,91
"2066024",6,5,13,1,8,3,0,7,9,8,2
"2601575",6,2,1,1,7,4,0,4,2,2,2
"2601668",15,6,9,0,4,3,3,10,2,4,1
"86106",10,4,38,1,23,8,4,3,23,19,7
"91604",37,29,94,5,31,34,41,16,29,42,15
"1414854",35,27,222,7,24,29,15,21,29,27,16
"156889",89,78,148,14,64,88,54,70,77,88,29
"451514",2,0,0,0,0,3,0,2,0,3,0
"1002672",9,0,51,0,4,9,5,2,7,4,2
"2268451",6,3,28,1,3,1,3,2,4,3,2
"1388755",2,1,13,3,6,5,3,0,4,4,3
"1977865",2,3,15,2,4,4,1,4,6,8,0
"1977864",1,1,11,1,2,4,1,4,5,1,0
"335992",5,5,18,1,1,6,3,4,3,5,0
"2563896",5,2,15,2,4,6,0,2,2,9,0
"1925548",6,7,18,1,7,5,4,7,32,58,2
"2161677",38,38,76,7,30,46,28,36,38,56,9
"1034889",4323,2661,4433,462,2134,2525,1862,1826,2032,2238,1074
"662548",2506,1497,2193,276,986,1338,822,874,1022,1148,535
"434008",2495,1410,2415,295,1138,1426,1010,1014,1176,1315,679
"207745",2395,1398,2170,257,924,1376,833,923,971,1097,605
"434009",2226,1399,2214,236,1078,1315,914,991,1042,1173,601
"1795631",1792,974,2108,200,932,1036,804,824,985,1078,548
"2681552",1453,894,1766,168,753,992,757,598,757,841,391
"2762323",1305,795,1771,162,633,874,621,566,613,718,385
"2762322",1290,826,1858,174,679,860,596,567,601,774,379
"282217",1057,632,997,103,566,696,496,461,551,546,275
"434014",863,495,918,103,465,578,351,398,409,458,252
"2774875",860,522,1135,131,431,632,396,405,496,543,246
"2811425",26,25,60,3,16,28,13,20,14,24,6
"2126319",11,15,34,4,6,12,6,6,12,11,4
"1246301",1765,1169,2103,193,903,1152,736,735,897,982,525
"543728",1744,1069,1884,223,998,1265,825,861,855,996,539
"595537",1451,870,1663,184,821,1048,688,636,761,835,419
"436515",1123,690,1524,153,611,768,562,488,649,708,383
"795665",2738,1172,36909,1185,1065,2285,809,971,931,1411,575
"2716225",2479,1405,17607,1063,1345,2050,1115,1072,1320,1887,757
"2806262",2140,1188,136426,585,1129,1864,967,963,1028,1381,688
"2651974",2019,1158,5325,284,1017,1453,818,840,982,1228,590
"1842537",1395,732,4717,216,685,984,575,575,735,841,407
"434010",1299,761,3882,165,598,880,489,562,592,838,417
"2184519",951,468,4777,100,489,682,401,664,388,1331,208
"2565558",694,365,1727,110,388,514,319,340,351,395,219
"47421",1047,580,3218,100,381,511,314,336,367,1118,179
"1763535",578,334,1480,88,342,457,264,264,303,419,202
"2518343",1107,612,128236,353,417,1942,370,383,530,1118,1162
"1842533",845,481,4643,147,450,948,393,433,537,768,582
"2714923",810,471,1856,115,437,598,364,364,390,489,280
"358220",774,444,12939,1098,448,1572,411,463,930,1835,899
"2478662",611,375,3553,117,312,731,292,308,325,509,461
"1858609",495,280,1986,89,241,485,207,214,236,346,261
"232721",137,78,448,30,62,104,60,44,83,113,54
"80870",2595,1581,4493,441,1504,1952,1331,1270,1481,1648,873
"1926868",1473,832,3605,260,855,1139,777,582,899,1460,651
"2743470",1395,791,2182,199,753,1046,659,580,755,877,450
"553814",1003,636,3553,182,528,849,467,437,525,728,479
"397945",3,0,0,0,0,0,0,0,0,0,0
"80868",613,363,1123,91,351,549,310,327,330,410,179
"535289",94,52,243,50,72,66,55,44,70,187,23
"365046",4851,2869,8197,1305,3666,4776,3499,3201,3211,3606,3373
"2741720",1708,913,39449,254,896,1087,795,704,720,1102,658
"2752316",523,336,1707,83,276,364,252,272,232,359,183
"2822760",363,198,696,46,194,265,151,147,194,227,122
"1842727",2285,1361,3783,310,1324,1588,1032,1100,1096,1400,814
"2509614",2190,1175,3878,293,1221,1387,1049,992,1253,1268,807
"338969",711,443,1660,114,403,547,327,344,355,451,228
"1484693",541,327,2050,93,320,399,243,222,284,379,212
"81479",430,219,902,52,214,278,171,191,198,235,110
"2597701",1369,786,2249,206,754,996,616,608,768,925,476
"1232667",24,5,112,3,6,6,5,3,7,6,5
"1082851",1291,786,1998,162,732,903,656,631,729,855,394
"1392005",77,38,228,223,44,38,25,20,32,45,24
"225991",835,489,1993,249,488,723,468,486,551,617,314
"160825",685,442,1568,118,396,506,323,288,384,422,239
