"","AYtCM2TOMPOOA100360.extra.kraken2.report","DYZgM2TOMPOOB100370.extra.kraken2.report","cSObM2TOMPOOM080315.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report","vcXtM2TOMPOOB050180.extra.kraken2.report","iYASM2TOMPOOA050195.extra.kraken2.report","XR8LM2TOMPOOB051125.extra.kraken2.report","TECcM2TOMPOOA051310.extra.kraken2.report","FvY2M2TOMPOOB051329.extra.kraken2.report","cuu6M2TOMPOOB051315.extra.kraken2.report","s9OmM2TOMPOOB051285.extra.kraken2.report"
"263819",17,13,18,6,24,6,10,9,17,9,8
"2607663",11,11,14,5,20,10,16,7,20,9,11
"2339259",6,9,1,0,6,3,3,0,2,3,6
"349968",2,2,2,0,3,1,0,1,4,1,2
"419257",2,3,2,0,2,7,5,4,3,8,9
"1179669",4,4,0,0,3,0,3,3,3,3,1
"2126321",339,212,181,47,297,212,170,195,283,207,233
"745277",48,45,47,8,56,61,29,42,62,48,59
"1151116",1,0,1,1,0,1,1,1,3,3,3
"1805933",86,76,60,18,76,81,68,58,100,68,63
"741091",1,1,0,1,3,1,1,1,4,1,2
"2703885",11,3,2,1,11,6,6,2,5,8,10
"929813",189,111,93,28,207,139,104,126,207,133,148
"1646377",124,97,66,17,120,85,82,85,109,104,115
"41202",129,81,60,23,108,74,64,60,105,78,91
"1441930",55,56,42,9,47,38,34,16,57,33,44
"1878942",19,5,14,4,9,12,11,8,12,9,13
"2575375",103,87,59,26,107,95,49,80,88,77,103
"592316",95,57,58,20,111,66,41,80,94,64,93
"1484158",107,68,66,17,110,66,161,67,119,132,112
"2052056",87,53,41,12,64,51,40,46,53,58,48
"2490851",70,53,33,14,67,42,38,41,80,49,66
"2479547",38,26,15,5,38,31,16,25,45,30,36
"2768165",8,3,6,0,8,2,3,4,7,2,5
"2787629",11,3,5,0,13,10,9,1,10,6,14
"59814",302,160,136,51,497,207,180,194,286,209,222
"712898",8,8,3,0,5,3,5,3,12,3,4
"549",250,118,89,33,137,84,108,93,183,133,110
"932677",1,1,0,0,4,1,0,1,1,0,1
"1123863",0,0,0,0,1,1,1,1,4,1,2
"55209",108,69,43,14,120,56,55,59,94,63,84
"66271",11,5,6,1,9,3,9,2,15,13,5
"1891675",101,59,36,18,66,55,49,36,65,55,51
"1076550",94,51,47,25,89,38,23,36,51,35,51
"1235990",11,7,5,2,12,3,1,7,15,4,3
"470933",12,7,13,3,4,6,6,4,10,4,7
"1619313",141,91,67,28,120,88,92,89,111,82,97
"55211",98,82,72,22,95,75,60,65,91,79,72
"2681984",77,53,35,15,60,43,40,50,60,47,47
"2547962",18,19,15,2,13,16,8,12,13,14,15
"215689",26,16,17,3,10,8,12,17,14,18,23
"465817",72,51,27,12,49,51,39,35,70,60,67
"634500",26,22,23,2,25,13,15,20,21,15,21
"1407064",2,0,1,0,2,1,1,0,1,2,0
"716540",0,0,1,0,0,0,0,1,1,0,1
"1922217",44,35,28,8,34,25,23,29,41,40,29
"79967",13,12,7,0,9,0,7,13,0,9,10
"665914",166,122,96,28,183,129,102,133,209,116,136
"665913",138,145,102,27,182,96,89,101,167,104,114
"1458355",145,102,78,19,162,94,86,75,129,88,104
"1615494",108,59,27,19,69,43,44,46,75,54,86
"1241869",5,7,2,0,7,3,4,3,4,2,3
"118103",2,3,0,0,5,0,1,1,3,0,3
"135842",1,2,1,2,11,6,2,8,4,2,3
"1315998",8,4,5,0,1,6,9,7,5,5,9
"2315800",8,5,15,0,5,9,7,6,7,6,11
"2518979",0,0,0,0,0,0,0,0,2,1,1
"98785",0,2,0,0,0,0,0,1,2,1,1
"2518977",1,0,0,1,1,0,0,0,1,0,0
"1660043",2,2,1,0,0,4,1,0,2,0,0
"1258543",3,0,2,0,0,1,0,1,0,1,3
"1241860",4,3,4,0,1,3,2,0,0,0,1
"1241836",3,3,0,0,4,0,0,1,2,1,3
"1241834",0,0,0,0,0,0,0,1,3,0,0
"911343",1,1,0,1,1,3,1,3,2,2,0
"2518976",11,5,1,1,1,3,2,3,2,3,7
"2173854",1,0,0,1,0,1,1,1,0,1,2
"118101",1,4,4,1,0,0,0,2,0,0,1
"2495405",2,1,1,0,1,0,1,1,3,2,2
"557993",0,0,0,0,5,1,0,0,2,0,1
"1241865",2,3,0,0,2,4,2,0,2,2,1
"1241859",1,0,1,0,4,1,2,2,2,0,0
"118110",10,1,2,0,3,0,0,3,3,1,0
"1660040",2,0,5,0,2,0,0,3,0,0,0
"655384",0,0,0,0,0,1,0,1,2,1,0
"571428",0,0,0,0,2,0,0,1,1,2,0
"1878935",5,2,1,1,2,0,0,1,1,1,1
"1507522",0,0,1,0,1,3,1,5,1,0,0
"2315802",4,3,0,0,2,0,1,0,0,0,2
"1265350",0,1,1,0,3,1,0,0,0,1,1
"1921549",1,0,2,0,1,0,1,1,2,1,1
"2518980",1,0,0,0,3,0,0,0,0,0,1
"98793",3,0,0,0,1,2,0,3,1,0,0
"1241878",0,0,0,0,1,0,3,0,0,3,2
"98794",2,1,3,2,3,0,1,0,2,0,1
"98804",1,0,0,0,2,0,2,0,0,0,0
"118118",1,1,1,0,0,0,0,0,1,0,1
"261318",0,0,0,0,1,0,2,0,1,2,0
"571430",1,2,1,0,0,0,2,0,1,0,0
"1241832",0,4,0,0,1,2,1,2,5,2,2
"1241833",1,2,2,1,3,0,1,4,4,1,0
"1241884",0,8,1,1,2,3,0,4,4,1,1
"53336",34,20,14,9,28,14,21,12,26,26,23
"82987",33,33,25,8,33,24,16,24,36,19,46
"2487345",38,24,26,5,32,39,14,18,29,19,22
"36868",7,0,2,0,1,2,8,5,4,10,4
"590409",26,9,10,1,9,15,14,15,15,9,14
"1427366",13,6,7,3,9,10,7,4,12,7,4
"1224147",6,7,4,0,3,8,3,4,6,6,4
"1224153",9,7,3,4,8,3,3,5,13,8,9
"1223567",4,6,1,0,4,1,2,5,1,5,9
"1223573",4,1,3,0,4,1,2,3,5,4,3
"1224146",5,2,2,1,7,5,5,4,5,6,3
"1223569",54,27,18,5,36,38,23,24,45,39,40
"1223571",55,21,9,3,12,21,18,18,21,20,47
"561229",0,0,0,0,0,0,0,0,0,0,0
"204040",36,26,26,5,36,37,28,24,30,25,28
"1224149",29,20,12,3,18,23,22,3,16,23,22
"198628",16,3,9,2,12,7,6,3,14,6,9
"1223572",0,0,0,0,0,0,0,0,0,0,0
"579405",1,1,1,0,0,0,0,0,0,0,0
"1226343",2,2,9,0,3,3,1,0,3,0,0
"1223570",0,1,0,0,0,1,0,0,4,0,3
"1225780",0,1,3,0,1,0,0,1,0,1,0
"1089444",0,40,32,15,39,38,55,40,60,49,46
"568766",55,33,24,7,29,17,22,19,26,38,23
"2037915",1,3,4,0,7,1,3,1,3,3,2
"1224145",6,7,6,1,6,2,3,4,5,3,3
"1778540",72,34,36,9,58,29,35,41,52,38,40
"568768",36,32,23,20,63,36,26,44,44,39,39
"180957",105,53,31,15,79,60,50,53,77,72,61
"555",74,75,45,7,81,33,39,41,67,41,58
"2042057",48,42,31,12,52,37,32,53,50,41,36
"218491",16,3,2,1,5,9,4,5,8,9,5
"1905730",0,0,27,9,43,0,15,26,45,34,39
"2108399",35,35,17,4,18,23,13,18,30,22,22
"1175631",26,16,13,3,21,25,12,13,26,18,23
"2488639",22,16,15,6,17,15,16,17,31,34,16
"78398",18,20,15,2,22,13,15,11,16,21,30
"1201031",5,4,4,3,11,6,3,3,8,9,6
"2722756",113,96,80,23,111,97,68,90,123,94,125
"1109412",98,82,62,15,120,64,50,63,108,51,82
"55213",69,68,54,13,70,46,37,55,68,63,51
"1172565",128,84,57,17,105,87,58,88,125,72,83
"1082704",100,85,80,15,114,78,49,67,108,57,89
"718251",0,0,0,1,1,0,0,0,0,1,0
"93378",107,84,48,15,114,83,50,78,106,92,85
"67780",83,0,55,13,93,0,48,0,0,0,75
"1288122",8,5,2,0,1,4,2,5,4,4,4
"1578828",9,6,6,3,6,3,6,2,4,3,7
"1650654",0,2,0,0,0,1,0,0,1,0,1
"667120",0,0,0,0,0,0,0,1,0,1,0
"1453496",3,6,5,0,5,3,1,3,5,3,6
"546367",34,23,14,3,32,28,19,30,45,29,48
"1848580",4,0,1,0,2,5,4,2,3,0,2
"82983",25,21,13,3,23,16,11,13,25,16,22
"1141663",2,1,2,0,1,0,0,0,1,0,24
"158850",12,12,12,2,19,10,10,10,30,24,26
"126385",30,12,4,1,7,8,4,7,14,9,12
"333962",18,12,7,2,14,14,4,6,12,11,14
"1141660",9,9,4,0,5,12,3,8,13,14,9
"333965",25,17,10,5,10,6,6,12,12,11,8
"588",4,1,0,0,6,2,2,7,6,7,0
"2791982",0,0,0,0,0,0,0,0,0,0,0
"406818",25,12,5,2,14,21,10,21,18,21,20
"351671",22,23,28,10,31,23,18,22,49,32,25
"351679",17,15,13,2,26,7,13,14,23,12,18
"628",15,14,14,1,22,22,14,15,25,10,22
"1354304",13,16,8,2,15,15,6,13,12,13,12
"290110",13,11,16,3,9,14,8,11,16,14,18
"180434",0,1,1,0,3,1,1,1,1,0,0
"584",56,0,17,6,61,0,0,110,0,47,0
"585",34,21,23,2,27,16,19,12,29,21,34
"183417",9,7,3,0,10,9,8,2,9,5,9
"102862",4,11,1,0,5,6,2,2,2,6,7
"2697019",4,1,2,0,7,3,3,1,5,2,3
"626774",2,0,1,0,2,1,2,2,0,2,3
"1987580",2,3,1,0,0,2,0,1,1,4,2
"230089",18,11,4,2,14,9,15,13,16,19,22
"141679",31,18,13,3,28,16,7,15,22,13,13
"291112",11,20,16,3,16,22,8,12,22,11,7
"235559",13,9,12,3,13,4,8,3,6,4,11
"1231049",13,6,5,3,5,7,4,5,7,3,6
"638",7,9,5,1,14,9,2,8,15,8,9
"634113",2,2,1,3,0,4,2,1,4,2,2
"1239307",128,96,70,25,132,84,71,61,126,93,91
"2342",66,39,24,5,61,60,35,54,58,51,49
"1929246",9,6,8,2,16,5,8,3,4,7,4
"158841",86,55,47,8,79,52,34,55,71,67,57
"82985",25,28,16,3,16,15,18,16,36,14,24
"2172103",14,14,9,1,15,12,9,13,15,10,14
"2498113",13,15,6,1,16,16,11,7,16,15,18
"703",81,77,56,20,92,78,53,62,86,70,75
"1255043",969,837,699,191,1057,801,544,648,938,690,768
"396588",994,682,684,229,1012,681,586,609,934,579,801
"713585",893,720,636,179,959,648,485,580,879,572,705
"396595",699,474,463,151,626,478,401,484,665,455,592
"106634",735,505,431,154,635,476,459,411,666,448,545
"1765967",710,619,478,137,712,470,434,478,736,443,549
"2792603",701,591,531,161,835,568,455,541,763,557,601
"2819280",387,272,250,82,480,322,287,276,400,310,316
"1335757",478,393,329,99,469,336,258,330,472,336,402
"2666185",417,338,265,80,468,288,274,286,392,276,346
"1260251",307,222,183,63,394,196,173,207,322,193,259
"349124",919,594,561,185,946,665,539,633,871,702,757
"1052",129,111,91,21,150,104,78,90,127,75,99
"2740807",835,638,588,181,946,651,509,571,913,555,690
"187272",929,649,553,201,828,533,553,587,831,679,733
"421628",347,241,217,83,306,230,179,180,307,214,297
"1442136",292,209,258,68,298,210,205,191,271,205,222
"1166950",1531,1025,819,223,1318,1019,935,942,1417,1088,1229
"765912",1429,1047,821,242,1365,1035,894,894,1323,1010,1200
"765910",1303,916,770,228,1199,935,831,844,1286,938,1106
"572477",933,681,581,168,980,691,503,600,855,609,705
"765911",804,621,518,132,876,630,451,533,870,532,692
"316276",579,426,379,108,634,444,320,376,549,410,440
"472759",94,76,55,24,102,60,57,72,76,67,91
"1814290",108,57,61,25,71,74,56,79,99,85,90
"323261",63,42,37,92,67,39,31,46,70,58,46
"105559",67,42,47,26,54,43,33,50,60,66,52
"2699430",449,283,267,58,401,347,220,294,421,282,365
"1763998",75,46,317,16,67,55,46,38,71,69,57
"2498451",45,24,1090,6,25,22,17,20,36,15,30
"2545632",19,13,23,8,38,17,14,17,38,23,20
"553981",12,21,0,3,16,13,7,13,11,10,7
"1630141",23,11,26,4,11,18,8,19,25,9,21
"1579979",905,639,585,177,903,676,555,656,948,616,814
"2771012",555,421,345,153,548,414,349,396,537,407,435
"2795687",247,204,139,48,210,175,147,134,211,129,146
"585455",155,121,115,52,173,120,85,87,153,101,119
"1972068",783,680,588,199,868,601,485,552,843,560,623
"47960",922,701,509,185,869,653,581,611,904,664,896
"1860122",381,266,250,70,466,315,191,278,397,235,306
"555778",142,115,98,36,173,90,79,109,137,98,122
"1548547",444,368,288,133,516,347,200,276,440,249,304
"1811807",213,167,145,33,212,138,128,163,232,138,133
"1192854",206,178,104,32,225,125,127,151,236,143,190
"2587844",787,475,435,158,624,516,449,414,718,553,565
"2773308",543,374,345,129,481,376,322,308,475,399,398
"2587849",438,346,292,112,409,308,243,286,485,328,420
"1883416",513,362,311,131,425,380,313,290,475,376,405
"2733488",540,314,274,101,409,305,279,256,433,292,362
"2733487",484,339,311,118,454,336,307,313,456,393,422
"2497861",500,355,300,110,440,296,290,288,466,341,406
"1609967",548,337,294,116,460,300,252,273,444,304,341
"2306583",514,295,256,83,370,309,267,248,398,300,388
"2730360",375,202,241,54,275,207,216,175,304,206,245
"2562282",173,134,128,49,198,107,97,138,163,139,141
"2749040",159,113,104,34,149,92,99,97,145,100,131
"2785909",159,122,113,39,132,110,89,92,156,106,148
"1504981",93,74,82,19,107,58,54,47,75,87,74
"2136172",79,67,53,26,99,48,55,49,90,53,68
"2733484",54,41,33,10,53,34,26,51,63,32,54
"1118153",75,43,33,17,54,43,35,29,55,57,41
"2014541",23,14,6,6,16,19,7,8,15,9,14
"1971364",18,27,22,4,25,20,12,13,12,20,15
"1666906",20,25,16,7,16,10,17,15,20,23,24
"1761789",21,21,14,12,20,12,12,17,27,10,15
"1346287",8,7,3,3,8,9,5,1,10,10,5
"1250400",0,0,0,3,0,0,0,0,0,0,0
"475662",927,521,420,160,702,469,473,475,726,587,589
"1897729",696,406,341,126,567,400,352,384,610,467,492
"1081866",553,360,281,129,394,325,327,316,518,361,378
"768066",463,347,293,118,405,283,272,258,448,336,412
"507626",447,266,208,90,325,270,216,231,320,272,298
"115561",277,201,154,52,226,154,155,162,222,149,242
"29571",237,163,174,52,264,202,123,131,218,167,188
"1178482",234,179,158,60,242,150,137,160,240,156,229
"29570",278,179,216,73,258,215,181,169,310,224,266
"2609667",144,100,89,25,134,81,68,86,124,83,101
"664683",90,64,51,13,62,52,30,53,72,47,53
"74661",49,41,29,18,45,29,33,31,55,38,53
"44935",16,28,18,9,26,13,27,30,40,21,31
"213554",5,11,9,0,18,6,6,4,13,4,9
"272774",0,5,3,1,11,6,4,2,7,6,2
"2686360",193,130,110,52,174,127,98,101,155,114,118
"2609415",98,77,82,23,82,58,71,57,109,69,84
"2661553",62,51,55,16,82,53,54,50,80,52,70
"2053669",2,0,1,1,2,2,1,0,3,1,0
"1055101",53,73,47,10,69,56,35,43,81,60,53
"28258",12,7,2,0,4,2,2,4,3,5,6
"376489",853,520,455,147,860,552,482,429,653,524,602
"1771309",827,581,468,174,788,570,499,499,725,577,638
"657387",191,142,138,34,186,138,117,136,220,141,157
"698828",175,92,108,33,155,119,86,96,149,112,111
"157779",177,141,103,45,180,120,88,108,190,141,133
"290398",544,376,419,217,443,347,322,291,504,327,439
"1883414",398,234,261,98,337,284,216,231,338,265,295
"33074",109,79,73,19,126,79,47,76,104,76,94
"91844",8,9,4,0,4,6,2,7,11,8,14
"114186",3,5,3,0,6,12,1,3,2,1,0
"2014542",619,415,386,134,657,439,379,389,590,484,463
"1113728",7,3,4,3,7,3,3,6,3,2,3
"391936",472,364,368,1384,540,335,302,287,542,315,547
"930169",317,213,185,52,307,191,142,179,290,222,233
"1094342",274,196,161,67,228,185,141,184,273,193,220
"393595",3,3,5,1,2,2,1,5,2,7,8
"1917421",83,64,61,28,131,74,67,53,102,63,75
"1821621",385,249,214,73,349,237,224,203,341,259,251
"48076",156,102,94,36,116,80,70,84,109,77,106
"2668067",34,29,34,14,26,16,19,14,24,19,22
"400668",16,22,19,4,23,18,16,16,16,16,17
"2071621",21,10,23,3,23,17,4,12,14,10,8
"178399",28,30,28,3,34,32,16,26,41,19,20
"383750",35,20,19,1,32,28,14,18,18,18,20
"717774",18,15,32,4,18,14,10,8,18,10,25
"491952",28,15,14,3,19,16,15,12,18,17,20
"2773454",21,15,8,2,13,10,14,9,14,14,21
"491950",27,13,12,2,10,15,11,17,19,20,12
"1031538",25,22,35,5,26,14,20,16,34,21,27
"1572645",26,22,18,8,42,23,7,13,24,20,23
"1441457",20,17,19,6,20,10,28,17,35,35,21
"1249553",92,74,61,25,78,57,44,51,75,67,73
"2614693",55,28,32,13,44,28,34,37,55,36,56
"1298593",6,1,2,0,3,3,1,1,3,3,4
"1208320",3,1,0,1,5,4,0,0,1,2,6
"1278309",44,29,26,8,31,20,20,27,34,42,28
"207949",22,15,18,4,22,3,7,10,15,14,12
"1628392",220,175,137,36,202,187,117,156,171,174,195
"349521",174,131,115,31,193,151,98,116,225,152,176
"2683272",37,22,21,3,18,14,20,13,23,15,20
"2161747",249,223,183,55,292,198,126,166,251,177,191
"1336806",124,78,87,23,140,89,65,73,104,71,102
"1445510",72,60,63,29,68,61,43,56,83,48,59
"418701",146,97,85,32,138,90,82,68,99,106,119
"523791",23,18,24,6,24,11,19,11,26,12,23
"1561924",24,14,22,7,8,15,12,13,18,15,16
"914150",14,9,11,7,12,4,10,8,16,12,17
"1144748",14,11,9,4,20,9,7,7,15,11,7
"141451",77,46,45,8,56,42,44,39,61,44,47
"570277",55,38,40,9,72,30,28,32,38,36,26
"2304594",211,161,160,53,172,164,113,157,234,134,167
"2769486",216,167,144,46,215,135,108,129,191,148,154
"2488665",202,129,120,51,201,128,102,117,173,131,143
"1749259",111,69,64,30,88,72,53,55,81,57,65
"1761794",102,52,46,16,68,49,46,35,65,66,48
"1415568",89,72,51,22,87,55,51,74,110,57,74
"2547598",54,56,50,16,60,63,41,46,67,49,51
"1671721",60,52,48,15,64,32,37,32,72,38,46
"490759",59,35,39,7,65,31,17,40,62,38,47
"2603215",290,226,178,146,277,212,149,212,293,224,265
"1163748",101,51,28,14,48,48,34,43,67,47,68
"351348",64,48,50,14,46,36,30,45,81,46,44
"1420917",229,174,150,46,217,152,132,129,214,144,182
"418719",199,113,118,34,201,117,86,100,155,106,123
"1874317",157,120,88,34,149,113,66,83,112,77,111
"225937",77,52,42,16,48,34,60,22,62,57,51
"330734",28,28,26,9,47,22,28,30,55,21,39
"2267264",56,47,28,12,53,31,25,20,55,33,43
"1714845",12,8,12,0,7,6,6,7,15,12,7
"2358187",11,13,16,1,6,2,4,7,12,8,7
"1917158",1,1,3,1,4,1,3,3,1,1,1
"2058133",3,7,1,1,5,2,1,3,4,7,4
"1004787",3,6,4,0,1,2,1,3,9,0,5
"1004785",16,7,16,2,13,12,12,9,15,5,4
"529120",3,1,0,0,1,2,0,3,1,1,3
"1004788",0,0,1,0,1,0,0,3,2,0,0
"1774373",2,4,4,0,4,0,1,1,2,1,0
"1300254",1,1,0,0,2,0,1,0,1,1,6
"1858656",34,22,25,13,28,16,17,24,26,18,36
"589873",11,6,5,1,7,9,4,8,9,8,5
"715451",10,6,7,1,11,6,6,4,6,2,8
"233316",3,1,0,0,2,0,2,1,7,1,4
"287094",0,0,1,0,0,0,1,0,0,0,2
"2259620",254,192,169,57,192,148,173,128,214,163,206
"2785918",61,36,29,8,44,27,39,34,56,33,51
"2572577",43,24,34,13,31,27,25,24,33,27,29
"914153",44,30,38,9,49,31,21,38,49,38,45
"2303538",26,35,28,17,39,24,18,25,43,24,33
"2686358",17,9,14,4,9,9,4,8,15,14,7
"2686359",17,18,10,5,20,18,8,10,14,8,9
"1129794",26,15,15,9,22,16,7,15,16,18,23
"197222",15,20,8,6,27,15,9,18,19,10,14
"2489595",43,27,2189,64,38,48,16,27,39,19,34
"1085623",22,23,21,3,20,12,10,9,16,16,18
"1526571",66,51,51,15,86,48,37,41,60,50,59
"2183582",82,33,58,26,69,49,51,49,74,53,76
"2172099",21,16,6,8,29,17,11,10,30,27,24
"1740262",40,21,14,5,22,14,12,16,19,16,22
"680279",36,25,34,6,21,33,15,19,25,15,24
"2814293",40,33,23,10,43,26,24,24,34,31,54
"2814294",44,22,36,10,28,22,19,24,46,24,27
"2814292",30,23,21,3,40,19,28,15,28,16,27
"2593655",24,23,20,8,17,7,14,21,21,23,20
"2803864",24,12,11,4,30,18,4,9,17,14,11
"2589987",43,12,12,3,22,17,10,11,21,20,11
"2590015",16,10,17,3,18,14,9,12,23,10,18
"94122",19,13,20,2,13,7,6,11,16,13,17
"2814295",31,19,18,3,32,28,8,17,27,19,17
"2059264",19,13,6,0,22,19,7,21,34,16,35
"2029986",11,12,17,3,14,24,10,12,21,15,19
"2487742",14,15,5,2,13,16,3,10,18,14,17
"2698686",10,10,15,1,12,8,4,7,9,6,6
"60480",12,10,12,2,7,3,3,7,13,9,5
"1930557",4,4,6,1,3,2,1,1,4,3,2
"2589790",1,4,5,1,4,1,0,1,4,2,1
"2575361",5,4,3,2,4,9,0,2,10,4,1
"60481",10,5,5,1,5,6,2,9,3,8,11
"2806008",2,5,4,5,1,2,5,4,3,4,4
"2593656",0,0,0,4,1,2,0,0,4,2,0
"2601269",0,1,0,0,1,2,0,0,0,1,0
"2775245",8,0,0,0,4,2,2,1,3,1,4
"351745",1,1,2,0,1,2,0,0,0,0,3
"323850",161,94,105,33,149,86,88,86,125,104,141
"1965282",122,80,71,13,101,68,56,58,93,60,95
"38313",114,70,81,24,84,75,66,77,100,85,110
"407976",3,1,1,2,3,4,0,4,4,4,2
"693971",1,0,0,0,0,0,0,0,0,0,0
"399804",6,3,3,0,1,1,2,1,9,2,3
"260364",88,37,44,13,71,46,45,40,60,46,42
"1173586",106,54,43,17,73,60,47,49,54,60,65
"326297",64,54,42,13,82,33,25,26,63,29,37
"425104",50,33,25,17,35,20,15,30,29,25,27
"318161",12,18,11,4,30,8,10,12,15,14,20
"458817",18,12,23,2,22,16,7,21,25,25,14
"2520507",28,19,10,0,23,15,13,12,12,11,14
"637905",26,18,7,3,17,13,14,16,16,13,12
"256839",22,10,13,1,24,12,10,17,20,16,21
"392500",29,20,16,4,24,27,8,11,30,14,21
"43661",25,15,23,6,21,20,17,19,35,13,19
"225848",25,14,22,6,23,10,21,7,24,19,17
"150120",12,15,8,1,11,17,8,5,15,4,11
"398579",26,21,12,6,29,18,15,17,14,10,15
"558541",19,21,22,8,17,12,23,8,27,14,26
"211586",46,18,15,3,7,13,20,15,26,14,24
"225849",32,13,12,6,12,14,13,13,26,19,27
"238836",23,12,9,4,17,8,7,10,11,16,8
"1028752",20,13,9,2,31,11,13,12,20,14,14
"2018305",7,12,2,2,4,4,3,2,9,5,5
"93973",3,2,2,0,1,4,3,3,2,3,6
"318167",16,9,13,1,8,11,4,5,5,7,9
"2588449",3,3,3,0,5,1,0,2,4,3,2
"342950",20,16,6,6,10,24,13,10,9,7,16
"2547970",15,11,19,2,17,2,10,13,12,7,9
"1709477",28,27,27,6,23,21,14,18,39,22,25
"116092",25,30,14,3,16,14,8,11,15,22,10
"2744479",18,6,10,5,21,4,15,5,11,12,9
"2003316",16,3,7,3,8,14,10,6,17,8,1
"2587843",10,4,6,3,12,3,4,7,14,5,8
"1390185",7,2,11,0,2,1,1,1,4,2,8
"1514074",6,5,5,3,14,3,3,4,7,7,5
"649161",0,0,1,0,3,0,0,1,2,1,3
"2799564",1,0,0,0,3,4,0,0,2,1,0
"2583375",0,1,1,1,4,1,0,3,0,1,2
"283699",5,2,1,0,4,1,1,4,7,6,0
"87791",2,3,1,0,1,1,1,2,2,1,5
"1720343",5,4,2,0,1,3,1,0,3,3,1
"1761891",1,2,0,0,3,0,2,1,0,1,0
"234831",2,0,1,1,2,0,0,2,1,0,1
"2752475",0,0,0,0,0,0,2,1,1,0,0
"2759705",1,0,0,0,2,0,0,2,3,3,3
"2785910",3,0,2,1,13,0,1,1,2,0,0
"43658",104,53,56,14,137,72,52,51,83,71,80
"1365250",3,4,0,0,7,3,1,3,6,3,5
"339617",61,40,39,8,38,34,17,23,40,29,37
"1315306",15,22,12,3,14,14,9,5,15,8,16
"43662",34,22,25,4,28,22,13,21,27,18,19
"342610",31,17,16,3,29,16,15,8,37,26,16
"1117319",8,6,6,1,13,7,5,3,15,7,13
"161398",14,11,9,6,18,9,11,8,15,10,11
"227",11,8,10,5,13,0,4,3,10,7,13
"1315282",12,13,10,1,17,9,6,12,16,10,10
"314281",21,12,12,4,12,13,6,13,18,11,8
"874454",10,13,9,2,13,8,7,7,10,3,9
"882626",16,10,17,1,14,7,9,14,20,15,19
"1348114",12,9,6,9,22,10,7,5,9,11,11
"1314866",12,3,4,0,1,2,4,1,4,2,1
"1190813",15,8,8,4,8,8,5,7,11,7,10
"1312369",1,3,2,1,4,5,0,3,1,1,1
"151081",9,5,11,2,25,8,10,6,6,11,4
"1117313",4,3,3,0,6,8,1,4,4,5,4
"1315283",2,5,4,1,7,7,6,4,5,2,3
"1314869",8,9,10,8,8,7,9,4,12,4,4
"1315279",3,1,1,0,0,5,1,1,1,1,3
"267375",6,4,0,1,1,1,5,4,5,1,1
"43660",9,5,5,2,6,6,1,2,1,1,3
"621376",2,6,4,0,2,3,1,0,5,1,2
"28109",1,2,1,0,1,0,1,5,2,0,1
"152297",5,0,1,0,2,2,2,0,3,2,2
"1315275",3,1,1,1,3,0,2,0,0,1,2
"43659",2,0,2,1,0,0,3,1,1,0,0
"2820710",37,19,15,3,21,20,7,21,23,29,14
"1266052",15,7,10,3,13,6,7,6,13,2,6
"550540",291,168,161,54,229,176,153,131,237,200,210
"2724191",46,42,24,4,39,31,21,19,43,22,46
"1816218",17,16,14,3,15,15,4,14,23,18,12
"2161872",14,8,15,5,9,8,8,5,10,7,10
"2497879",18,8,4,3,15,6,8,4,10,11,14
"1816219",18,9,10,1,7,13,6,7,16,8,3
"2689569",13,16,7,5,14,4,10,13,13,11,5
"58049",21,9,7,2,14,10,6,5,12,8,15
"167879",13,11,9,4,9,17,7,9,18,9,8
"1967665",10,13,8,1,5,3,4,4,9,8,8
"2594005",16,18,25,1,26,14,13,20,40,26,28
"2769490",11,15,8,1,19,4,3,5,16,4,3
"2552945",17,16,8,5,23,15,14,9,11,10,15
"1763536",8,10,7,2,12,14,6,8,9,7,11
"718192",12,10,17,1,9,7,4,6,21,7,8
"2100422",41,37,38,14,37,26,19,26,50,37,37
"2055892",19,11,13,3,15,9,6,13,15,9,10
"135577",18,25,44,10,23,21,12,18,25,11,14
"1940690",20,10,220,4,21,14,13,11,26,19,17
"1096243",13,17,19,3,22,11,10,6,14,10,9
"357804",31,15,16,5,30,19,13,11,29,15,21
"314282",15,8,3,3,7,10,6,3,11,4,5
"69539",15,11,10,2,13,11,7,12,18,7,11
"1202962",13,12,8,4,9,8,8,5,11,10,14
"1347420",10,7,9,2,9,10,10,9,12,7,6
"998088",11,9,13,1,10,12,10,7,15,11,15
"1354302",79,48,25,7,62,45,35,43,82,68,49
"1448139",23,21,14,5,25,23,17,20,15,13,15
"196023",26,26,14,8,36,24,34,32,39,18,40
"1208104",4,4,3,2,6,0,2,0,4,8,0
"652",362,268,167,70,281,203,191,195,338,235,263
"2033032",171,99,64,23,129,69,78,70,113,94,89
"2033033",108,51,44,13,84,54,60,43,51,81,78
"2560029",14,21,16,2,17,8,13,18,16,14,15
"1636606",34,13,10,3,13,9,7,7,7,13,8
"1636609",28,13,16,9,20,20,7,8,17,19,19
"2560028",26,24,9,5,32,21,28,19,28,36,28
"1758179",18,5,4,3,11,5,9,6,17,11,18
"1636607",13,5,5,1,12,3,7,3,9,7,7
"1636608",15,0,13,15,7,2,30,0,4,5,3
"1920107",1,3,1,0,0,1,2,5,1,1,2
"647",0,0,0,0,1,0,0,0,0,0,0
