"","X0n7bM2TOMPOOA100365.extra.kraken2.report","X9JUZM2TOMPOOB100355.extra.kraken2.report","AYtCM2TOMPOOA100360.extra.kraken2.report","DYZgM2TOMPOOB100370.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","iYASM2TOMPOOA050195.extra.kraken2.report","XR8LM2TOMPOOB051125.extra.kraken2.report","FvY2M2TOMPOOB051329.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","a50wM2TOMPOOB051350.extra.kraken2.report","nG3jM2TOMPOOA051345.extra.kraken2.report"
"40933",3,0,8,5,0,2,3,3,0,2,0
"2267275",15,0,5,6,4,1,2,9,5,6,0
"1094489",15,1,13,15,7,13,6,14,6,7,4
"52764",12,2,5,6,4,2,1,5,0,6,3
"634504",11,1,7,5,4,7,5,10,8,1,2
"1225179",1,0,0,1,0,1,0,0,0,1,0
"687861",10,0,5,3,0,7,5,1,4,5,3
"774",10,2,9,10,4,6,8,6,5,1,3
"1095900",7,0,5,2,2,1,1,3,2,4,3
"1318743",7,1,4,7,5,4,6,5,9,4,1
"1094491",6,2,7,6,1,7,3,8,5,4,2
"38323",6,0,5,5,0,7,0,4,1,3,0
"85701",4,0,8,6,0,5,2,3,2,5,2
"696125",3,0,3,2,0,3,2,1,2,3,3
"2133959",3,0,2,1,0,2,1,3,2,2,1
"807",1,0,5,1,1,4,1,2,1,1,0
"2764186",2401,587,5717,1938,2920,5424,2745,4129,11344,5264,4609
"2714944",2318,606,5649,1816,2799,4886,2498,3998,9041,5102,4246
"2681549",2161,292,2900,1524,1727,1896,1752,2287,2566,2237,1532
"2714942",2093,559,4843,1504,1823,2873,2129,2929,3820,3181,2480
"2714943",1941,520,4260,1446,2207,3424,1935,3059,5427,3852,2964
"2653203",1859,241,2214,1214,1265,1657,1342,1811,2137,2152,1520
"745310",1660,220,2210,1113,1434,1607,1464,1787,2039,1776,1354
"1327635",1543,221,2031,1041,1184,1636,1140,1682,1865,1703,1535
"2735134",1494,189,1822,1092,1088,1365,1126,1625,1780,1538,1141
"2698679",1494,205,2119,1072,1101,1565,1292,1644,2177,1745,1358
"1938607",1436,211,1803,1020,1163,1523,1118,1510,1693,1517,1321
"2492837",1412,161,1707,992,1107,1198,1055,1436,1598,1231,1017
"2596913",1409,199,1770,972,937,1447,1115,1458,1694,1684,1139
"2711156",1330,178,1607,895,952,1140,995,1329,1489,1279,926
"1523415",1330,173,1591,912,842,1268,887,1253,1607,1362,1061
"2219696",1236,165,1577,872,881,1199,919,1273,1516,1429,1012
"2599297",1227,149,1521,736,898,1040,1027,1309,1322,1283,1068
"2565555",984,116,1203,654,692,954,744,964,1191,1071,682
"1030157",941,138,1083,610,668,743,729,893,1019,950,709
"2759526",935,130,1124,650,622,874,695,949,1090,1013,736
"1517554",900,125,1132,628,626,841,685,931,1105,1004,712
"1390395",821,109,997,556,595,729,662,884,872,884,590
"1517551",808,108,922,578,559,741,597,830,980,866,667
"1961362",510,57,582,352,339,473,367,477,602,554,337
"2319844",439,46,505,338,292,374,282,417,492,401,315
"304378",349,41,245,210,239,162,148,199,190,157,128
"1628059",25,5,17,12,21,25,20,24,37,18,9
"849864",14,0,1,4,0,4,0,1,4,2,1
"1381597",13,1,7,22,46,4,1,6,5,15,129
"28214",2,1,3,0,2,1,0,1,2,2,1
"90322",2,0,1,2,0,0,0,0,1,0,0
"386874",6649,1139,10515,3430,3793,8277,3863,5853,10382,8719,8590
"1176646",3351,1023,9525,2696,3564,7279,3539,5319,9459,7146,6340
"1045317",3152,873,8606,2511,3528,6929,3314,5840,11367,6359,5747
"363835",2893,677,6254,2135,3016,4719,3194,4496,7176,5090,4116
"2071607",2710,576,5396,1930,2452,3550,3113,4260,4674,4144,3102
"2594473",2539,494,4583,1562,1861,2904,3279,4071,3276,3513,2694
"392499",380,59,526,292,263,300,297,432,408,329,262
"653931",2216,293,2789,1592,1477,2060,1609,2205,2558,2330,1599
"1123269",2110,328,2606,1476,1517,1744,1650,2043,2207,1994,1380
"93064",1586,254,2067,966,1166,1374,1635,2385,1780,1666,1666
"1609977",1453,166,1718,1015,1000,1438,1102,1489,1641,1535,1218
"1549858",1423,198,1760,992,956,1313,1075,1362,1707,1692,1047
"1560345",1385,171,1578,898,961,1240,976,1298,1616,1499,1024
"1813879",1197,132,1485,776,779,1262,947,1225,1596,1570,989
"424800",1037,137,1191,680,679,848,665,948,1134,1108,773
"13689",1035,114,1199,711,664,811,759,932,1036,987,710
"621456",57,1,54,42,35,43,27,56,45,29,12
"2698828",575,62,614,388,379,461,401,484,577,534,370
"2789327",2856,606,2478,1404,3464,1323,2057,5191,1547,745,825
"627192",1355,189,1476,952,873,1108,921,1246,1309,1057,806
"1315974",759,242,1118,539,757,595,573,842,722,716,554
"2676077",740,164,925,478,452,536,512,717,698,607,584
"2082188",738,170,863,495,536,533,478,722,592,541,529
"1843368",695,149,812,517,388,443,419,652,614,544,386
"1855519",695,683,1730,487,584,611,537,953,859,871,987
"2072936",666,121,879,495,503,597,458,667,754,611,472
"2733867",646,117,703,416,359,435,359,508,539,430,323
"407020",501,276,1409,306,316,412,327,593,510,449,454
"2565554",194,31,208,135,95,139,149,149,170,107,85
"484429",101,14,90,56,81,74,70,124,106,109,66
"520734",91,15,92,52,94,62,66,139,104,80,107
"2185111",16,1,12,12,14,12,10,13,7,12,12
"13690",1688,287,1750,1183,1101,1070,1027,1464,1128,1133,792
"135719",808,123,1000,518,528,669,555,775,787,655,517
"120107",756,164,861,511,532,636,548,772,796,698,549
"690566",682,190,956,456,410,546,435,772,587,612,486
"1673076",628,106,740,421,429,483,399,634,553,463,338
"452662",614,127,757,412,420,515,445,666,594,979,469
"1332080",580,146,701,423,390,528,431,648,598,471,411
"76947",522,364,1260,337,405,465,370,772,547,443,502
"1208342",120,19,130,79,92,73,125,162,104,106,68
"1054037",97,49,174,79,95,94,76,137,135,94,172
"861109",9,4,8,8,9,9,6,11,14,23,3
"56193",4,1,3,2,6,2,0,4,1,7,2
"595605",1,0,1,1,0,1,0,0,0,0,0
"1357916",1708,320,2347,947,815,901,1090,1297,1155,947,1030
"1874061",1490,131,1024,580,459,643,797,865,731,662,759
"2486273",1261,335,1500,772,636,780,876,1111,973,790,877
"2565556",1027,303,3192,709,607,760,2810,1707,983,1008,1726
"292913",965,130,1186,643,614,810,833,950,1029,915,879
"1914525",914,146,1050,551,594,611,960,932,845,736,829
"1866325",94,18,103,69,69,53,85,92,79,72,60
"1913578",49,6,65,46,14,45,27,46,50,36,24
"33050",2064,353,2490,1327,1450,1423,1648,1863,1853,1554,1710
"2448440",1206,121,1050,591,1506,740,736,870,903,757,783
"2054227",1006,165,1307,647,602,762,839,978,1039,814,934
"1515612",876,208,1148,550,536,649,941,961,838,859,1041
"317655",766,117,978,496,506,571,835,788,760,716,707
"267128",505,76,565,318,342,415,451,476,607,403,384
"2675225",2337,249,2179,1370,1082,1389,1211,1622,1615,1306,1254
"2571749",1841,136,1357,1185,986,996,794,1167,1239,935,739
"1609758",1538,166,1079,1051,681,792,746,1055,1025,855,600
"1016987",1067,213,754,621,1702,562,457,694,720,523,479
"2780074",1015,170,871,655,3724,688,491,722,784,610,473
"702113",607,76,475,396,710,320,287,523,375,330,250
"164608",438,36,279,240,278,197,168,277,212,169,142
"158500",2304,468,1437,1542,1003,1097,964,1400,1262,1011,779
"279238",1438,153,1331,997,894,857,779,1018,1180,852,729
"1176536",1298,107,948,853,617,658,549,807,808,652,511
"1088721",681,53,492,386,391,312,298,430,352,307,277
"2762748",1467,191,1808,971,1091,1345,1177,1479,1786,1655,1216
"2711215",1122,133,1245,798,731,900,771,1073,1252,1174,756
"941907",2353,490,4154,1868,3004,2646,2762,3261,3459,3535,2286
"2584094",484,54,546,299,276,379,329,394,444,401,279
"2077182",425,53,497,323,315,371,319,405,478,372,298
"1806885",381,41,403,248,209,309,262,364,371,287,164
"2725558",177,33,156,115,78,126,105,134,154,130,92
"392610",307,41,328,206,307,227,163,319,277,253,176
"2026624",1317,173,1683,953,986,1145,973,1368,1369,1188,891
"2724527",419,51,481,293,263,332,252,389,399,350,263
"1850238",1680,194,1930,1231,1100,1366,1219,1600,1677,1553,1048
"1842535",362,53,366,233,283,229,181,281,346,259,202
"1550728",239,19,284,184,407,238,195,240,304,202,168
"1921510",1040,124,1139,695,722,856,767,1032,1209,946,751
"1634516",1026,97,984,640,535,609,580,781,898,765,566
"2762729",767,84,794,487,530,587,537,731,859,688,541
"2806553",199,17,193,148,99,125,100,165,160,140,101
"120045",37,0,38,34,27,9,13,15,24,19,15
"120044",22,2,53,16,20,21,16,23,38,14,13
"2633097",5070,420,4710,3172,2714,3386,2627,3768,4247,3195,2667
"39960",1812,149,1727,1002,904,1191,996,1306,1497,1085,905
"2739433",809,82,703,511,432,527,419,595,579,479,434
"1112",784,71,721,445,397,472,343,547,622,493,362
"2182384",713,74,638,420,412,456,365,539,523,461,375
"2683265",3899,363,3768,2404,2234,2492,2039,2946,3143,2539,1993
"2060312",1657,130,1389,968,977,939,751,1175,1215,922,772
"2067415",1282,252,1250,677,668,764,565,895,1186,746,739
"2604537",809,59,664,445,393,483,405,580,647,527,422
"2185142",348,29,303,194,169,195,149,231,237,195,172
"1267766",847,56,677,482,469,500,370,540,520,484,376
"361183",593,55,559,354,342,410,319,445,494,402,308
"476157",245,19,215,180,117,191,103,155,187,157,146
"692370",1600,158,1326,852,864,904,762,1105,1375,869,942
"2338327",1558,150,1489,867,805,965,730,1140,1258,939,932
"1982042",1216,105,1033,683,603,810,554,797,1174,723,683
"2055955",428,34,410,267,289,264,211,363,339,337,284
"450378",1601,150,1570,1052,916,1093,930,1315,1259,1009,785
"2798724",882,93,831,547,653,683,501,700,810,614,464
"1348774",757,62,663,479,417,477,383,584,596,443,367
"192812",1113,119,1227,686,602,822,635,982,1011,830,651
"1532023",1103,130,1272,700,618,841,659,1009,1046,868,669
"266951",542,55,534,352,290,380,343,436,500,409,338
"502682",632,63,597,359,362,466,298,456,530,388,322
"1648404",309,30,223,192,159,208,152,222,237,191,148
"543877",931,91,784,507,466,562,504,651,807,531,525
"645517",846,90,761,549,495,613,434,628,786,556,470
"1892855",2964,558,4673,2238,3604,2947,2898,3551,3699,3587,2368
"2771430",1384,302,2393,1085,1743,1579,1652,1857,2175,2024,1403
"335406",1902,166,1459,1235,856,1200,983,1346,1379,1121,816
"2759707",1219,161,1459,849,695,956,776,1236,1144,914,654
"192",3845,426,4306,2668,2127,2325,2591,3391,2643,2288,1099
"652764",1154,106,1236,752,618,773,754,1029,934,657,414
"709810",1100,131,1156,764,615,684,700,1005,889,666,358
"664962",973,76,1116,656,501,611,714,894,583,565,274
"2202148",3084,326,3723,2208,1883,2143,2158,3019,2574,2023,1050
"137722",1331,136,1550,818,682,900,794,1198,993,739,416
"862719",862,96,948,556,624,583,586,776,636,508,279
"528244",1774,175,1986,1174,927,1161,1173,1577,1232,982,554
"682998",1014,93,1130,705,695,703,758,1032,878,708,334
"286727",842,84,893,584,439,562,514,746,627,561,280
"1226968",826,98,1045,518,510,579,543,744,618,515,281
"1064539",623,59,671,433,313,360,396,497,480,312,155
"2775420",5236,916,9559,4603,10011,1951,2680,3467,2156,2345,881
"2233999",3846,744,6983,3284,3722,1445,1721,2398,1696,1536,664
"2602016",4456,342,3988,3002,1954,3692,3088,4604,4068,2941,2426
"2602015",3655,266,3367,2486,1531,2890,2434,3572,3426,2241,2009
"1663591",1170,102,1028,751,487,735,656,948,787,590,358
"1639348",856,69,817,575,354,611,542,857,680,513,318
"431944",302,14,273,210,137,209,175,258,257,181,96
"342108",1142,77,1030,705,489,789,695,1034,878,642,389
"414684",2481,246,2665,1575,1258,1694,1733,2290,1767,1636,890
"269796",4,1,5,1,9,3,1,6,5,3,2
"2594003",2473,257,2505,1630,1848,2301,2363,3353,2580,1722,1348
"1110502",2368,216,2504,1509,1130,1645,1552,2319,1884,1426,841
"1441467",2094,225,2213,1555,1023,1512,1443,2124,1915,1360,900
"2220096",1835,198,2003,1304,1133,1327,1298,1759,1432,1200,722
"111831",1452,131,1330,886,676,887,918,1124,1012,788,441
"2048283",251,10,197,160,132,173,120,177,162,126,77
"2785908",140,12,127,89,73,101,88,107,92,83,66
"2785911",83,5,79,53,37,61,38,60,58,49,46
"1891279",150,18,113,96,68,101,100,124,93,98,69
"1123366",89,5,70,53,50,41,43,71,51,54,26
"1612173",1022,92,1082,677,439,774,664,921,691,595,366
"1150469",848,77,931,531,397,584,535,781,620,520,278
"1288970",590,54,474,360,290,409,365,534,446,372,227
"1549855",127,10,118,99,74,94,73,118,84,86,43
"1401328",16,1,11,9,4,4,9,15,4,11,9
"1193729",9,2,10,9,5,7,12,7,9,6,1
"2768162",2035,300,2934,1729,1303,1397,1610,1949,1705,1398,864
"2768161",1874,274,2660,1549,1332,1177,1646,1820,1685,1395,728
"2018065",203,23,339,195,122,124,209,206,177,148,81
"257708",1340,182,1911,1002,757,915,1024,1214,1107,911,471
"207340",217,27,440,201,141,132,186,204,155,183,86
"94",5302,405,4820,3714,2316,3514,3314,4821,4032,2979,1715
"1296990",200,17,214,148,94,137,137,190,191,120,78
"265959",282,21,285,207,124,227,207,240,230,169,113
"714995",46,2,23,26,9,27,21,28,20,22,11
"265960",203,22,269,146,98,121,142,183,163,136,86
"634177",191,22,195,129,59,99,107,171,156,87,59
"65958",177,16,171,97,73,94,113,154,147,155,66
"33995",143,8,184,94,71,105,82,122,116,103,78
"215221",13,2,10,7,3,14,5,10,6,4,0
"2771361",2301,367,3670,1814,1690,1389,1926,2212,1977,1677,948
"926570",265,26,313,164,121,181,165,255,180,167,70
"349163",164,13,204,148,80,131,123,173,167,96,87
"1484109",1481,133,1583,956,633,1042,900,1231,1299,878,543
"1969806",1461,147,1473,1040,634,948,886,1229,1386,884,531
"435",607,46,563,410,235,424,331,460,445,330,212
"1076596",147,10,171,105,64,86,68,140,80,81,57
"2592655",118,11,157,103,75,88,91,123,110,87,63
"2259883",1,0,1,2,0,0,8,2,1,2,1
"431306",81,8,75,47,42,81,55,94,62,39,44
"481145",12,2,15,12,4,7,6,7,2,4,2
"1006554",7,1,2,1,10,3,5,8,2,2,2
"1266844",5,3,10,3,3,3,6,6,0,3,3
"481146",48,5,43,45,18,28,36,36,34,20,20
"146474",39,1,39,29,17,27,34,52,25,16,12
"104102",35,2,42,27,15,30,22,34,30,19,11
"446692",32,0,22,36,6,18,14,24,25,16,13
"2500548",9,1,12,6,6,8,2,11,5,9,5
"1633874",7,0,1,8,3,5,7,3,2,9,1
"65959",1,0,3,1,0,2,0,3,1,1,0
"272568",978,96,1081,700,476,666,631,836,764,629,370
"1288313",128,13,102,107,59,63,78,106,80,66,45
"290633",87,8,106,76,38,81,68,93,92,71,39
"1224746",2,0,2,0,1,0,1,0,1,3,0
"318683",158,16,159,147,77,120,82,174,119,115,54
"574987",146,12,161,97,58,82,68,115,77,72,41
"257438",55,0,36,32,24,29,22,51,29,35,14
"1052095",11,2,5,5,4,8,5,5,10,4,2
"320497",385,22,360,253,166,292,223,333,341,243,159
"153496",293,23,250,231,125,184,138,215,226,179,113
"1231624",218,19,205,171,98,131,136,201,141,138,92
"2558360",211,18,204,143,88,148,131,170,151,131,73
"2558361",115,12,114,99,46,77,75,89,80,74,35
"1293412",11,1,12,9,8,11,5,11,9,6,8
"1510841",125,10,169,104,71,83,70,138,129,104,48
"661191",64,6,46,37,28,26,34,59,26,43,13
"2070537",7,1,3,2,2,0,1,1,0,0,1
"2478912",3,0,0,1,0,1,3,1,1,1,0
"2697033",27,1,16,9,7,10,15,12,6,11,6
"2762277",21,2,13,7,13,13,12,9,21,10,12
"2560057",96,8,79,61,22,35,31,58,51,31,32
"2500532",899,192,931,511,431,473,465,689,569,422,260
"2760307",881,129,1111,536,588,461,500,641,565,459,285
"2589076",795,259,1015,455,433,411,532,670,561,397,207
"2812658",542,56,545,353,251,338,288,412,385,291,159
"1529068",462,44,419,286,202,216,250,360,297,237,141
"1545044",1340,134,1511,820,900,810,747,1031,1059,781,471
"1077935",1143,97,960,579,448,489,557,711,572,501,264
"147645",1096,120,1279,612,562,567,563,755,693,479,301
"82367",1088,92,1056,608,515,570,499,763,647,469,307
"2560053",992,119,1091,617,484,576,581,841,655,572,290
"34004",948,88,1063,525,399,490,537,753,619,491,281
"266",890,97,984,499,440,481,457,668,540,461,256
"2259340",815,64,827,486,383,462,403,607,540,366,243
"2065379",725,61,696,379,346,420,388,568,494,362,241
"1945662",717,59,774,442,393,423,369,571,561,417,223
"1367847",678,63,624,423,286,364,318,471,414,314,186
"135740",421,38,458,232,225,233,218,275,261,214,146
"1499308",98,10,92,55,51,49,52,69,77,50,34
"59779",5,0,2,1,2,2,2,3,0,3,1
"135742",3,0,3,2,2,6,1,3,2,2,2
"2033869",1365,127,1550,822,814,756,744,1038,923,663,390
"1850250",1126,95,983,658,511,585,520,742,711,487,290
"272942",580,52,572,356,237,331,313,420,320,283,202
"1075",929,79,709,400,363,342,345,515,433,340,225
"557760",151,20,181,90,73,94,118,131,90,81,43
"349101",113,20,128,71,55,61,69,93,51,68,30
"992186",87,14,99,58,53,68,52,95,64,62,36
"1917485",712,70,764,450,403,458,429,557,490,367,231
"2587855",543,57,591,309,254,315,318,325,438,307,194
"1968541",292,27,319,188,133,190,163,248,190,141,130
"2070369",273,19,256,142,88,133,109,167,140,124,75
"1389004",263,19,206,165,78,126,120,172,143,108,61
"1389005",166,18,126,101,54,80,60,122,86,75,37
"664426",151,20,170,107,56,103,53,128,74,67,50
"1389011",98,7,105,47,37,37,40,52,48,42,16
"2785912",48,1,53,30,16,41,25,38,43,28,13
"1402135",785,83,771,485,361,406,432,536,448,406,216
"83219",430,32,341,264,150,234,202,317,227,190,111
"60137",75,3,65,48,27,42,35,63,38,44,15
"74349",4,0,2,1,0,0,1,4,2,1,0
"2587847",470,37,458,309,232,269,268,379,347,243,138
"2587846",185,24,193,161,109,115,107,153,159,95,58
"2587850",185,19,183,130,91,120,102,140,110,111,55
"391613",82,10,73,43,44,41,44,70,43,45,18
"540747",1131,116,1260,726,606,671,611,920,754,699,343
"2494550",514,39,412,346,200,290,258,424,286,285,159
"215743",107,6,85,51,47,55,49,88,59,35,41
"1229727",1253,159,1486,813,751,747,770,1110,946,665,388
"311180",1128,115,1224,691,547,661,595,897,727,592,323
"1792508",975,75,942,559,429,520,483,747,555,472,263
"1564506",667,58,704,341,312,340,324,425,380,287,171
"308754",575,58,638,324,273,311,295,442,409,260,165
"1188256",9,0,4,4,1,2,7,6,5,3,2
"991905",2615,188,2320,1576,1061,1367,1306,1894,1499,1199,805
"1208324",1186,123,1185,694,635,681,626,900,784,611,435
"1411902",610,61,582,404,263,338,314,456,397,335,200
"1758178",448,45,408,306,234,259,256,384,260,234,159
"875171",210,20,198,139,104,96,89,134,109,95,47
"1397108",125,8,141,85,67,68,62,125,76,66,39
"2579971",2031,208,2286,1285,1078,1202,1160,1682,1382,1145,662
"60890",546,31,523,321,273,312,284,385,335,279,139
"221822",402,35,453,274,196,240,215,330,236,234,111
"1580596",227,29,172,121,110,111,104,163,128,87,63
"1844006",103,10,108,81,49,53,59,72,70,49,47
"681157",52,8,84,31,21,26,28,50,19,26,10
"1826607",1681,143,1468,824,772,716,626,988,885,702,435
"1396826",536,52,581,339,288,332,304,492,376,300,168
"2508306",134,8,118,70,62,56,65,104,90,75,40
"2508307",133,9,98,61,32,68,73,95,70,65,22
"999552",389,40,358,228,174,203,191,288,205,178,99
"2789856",1419,134,1550,827,723,764,770,1080,883,739,405
"1549850",591,58,610,360,301,310,293,433,434,300,194
"1915078",585,40,531,343,263,335,291,426,340,291,161
"2587852",702,66,724,455,362,442,374,541,531,331,198
"2588299",22,3,35,14,8,6,13,22,16,6,5
"2587858",12,2,9,11,1,11,11,13,11,7,6
"246200",685,67,745,413,280,378,387,509,414,330,172
"292414",252,25,264,180,108,147,119,217,134,125,77
"2587853",198,18,210,140,93,131,91,154,114,122,65
"2293862",176,17,157,100,88,79,82,130,104,72,52
"185588",6,1,4,2,1,2,3,3,7,10,3
"2009329",1227,119,1312,750,667,746,673,925,736,637,330
"1335048",1086,105,1064,586,507,567,501,798,613,450,319
"2588711",1065,111,1208,676,672,636,675,869,729,624,373
"2494374",1025,78,668,400,364,342,326,436,361,272,178
"1250539",983,96,993,608,432,567,588,825,655,491,299
"988812",971,90,1002,585,476,556,560,689,585,488,280
"1267768",878,72,939,534,454,471,416,647,497,457,222
"1891787",350,23,326,190,124,188,158,265,224,146,113
"2434",250,22,217,0,135,136,138,204,163,116,66
"391595",211,16,214,121,90,107,117,131,95,83,61
"2169400",818,42,593,416,336,346,309,450,392,309,200
"561184",815,70,887,497,404,462,473,653,487,400,224
"398580",801,74,811,478,454,430,452,671,510,408,223
"195105",767,76,662,405,369,377,413,574,451,351,209
"880591",2,0,0,0,1,0,0,2,1,2,2
"92947",326,30,319,191,157,223,189,277,243,200,106
"1294273",688,73,693,409,321,392,404,516,432,381,203
"2602067",223,23,251,184,105,132,126,182,175,135,85
"391616",201,20,178,115,79,101,76,125,82,89,40
"391626",159,16,158,86,76,103,86,142,99,89,43
"1458307",94,7,77,60,38,53,49,78,52,56,47
"1609966",660,58,602,465,322,387,346,486,387,299,192
"2587163",621,43,685,357,301,324,316,490,366,296,156
"2613965",572,56,696,406,306,331,331,441,424,316,155
"1537215",534,39,572,306,228,320,301,405,360,320,134
"2715211",493,44,525,327,228,326,292,430,346,278,177
"564137",482,48,447,281,197,261,243,301,293,250,142
"2017482",470,38,475,286,246,233,266,375,307,266,157
"290400",470,49,419,309,193,240,253,330,269,216,130
"2587842",459,49,455,270,253,254,244,379,289,259,153
"299262",413,45,476,255,200,279,220,358,307,255,127
"1265309",132,9,121,89,66,79,58,95,73,63,28
"74033",372,60,450,286,178,213,220,322,257,194,137
"2599296",363,33,295,224,170,195,174,218,213,187,102
"245188",343,30,326,232,172,198,176,229,203,199,80
"53501",291,18,237,171,109,164,115,205,152,140,83
"441209",288,19,229,164,109,144,127,169,169,101,64
"2552942",287,28,303,193,122,169,136,200,198,173,106
"1591409",281,25,280,154,130,164,149,222,173,152,93
"2500533",229,17,203,141,89,104,100,189,135,93,78
"2171755",227,16,177,151,96,142,133,161,153,126,84
"1715691",204,14,182,133,84,137,80,162,127,124,51
"2483033",189,17,162,108,90,120,103,143,104,86,64
"1920883",128,19,119,91,85,84,66,118,96,75,51
"666509",119,9,97,75,42,66,52,101,50,65,43
"1579316",109,16,109,83,50,88,52,78,48,55,25
"366602",1423,131,1408,899,910,1028,898,1135,1124,1128,867
"69665",999,98,922,646,596,723,714,778,889,770,732
"69666",2294,251,2258,1657,2001,1907,1497,1887,2103,2522,2259
"155892",1890,200,0,1338,1354,1432,1298,1583,0,1544,1513
"1679497",1687,335,1861,1124,1251,1363,1112,1564,1543,1627,1397
"2708539",1468,140,1308,994,868,981,791,1026,1028,1021,909
"2010972",1446,171,1692,883,950,1139,935,1228,1221,1333,1046
"509190",2,0,1,0,1,0,0,0,0,0,0
"69395",772,99,812,508,568,618,509,668,672,723,658
"2774190",970,103,1039,662,738,680,708,823,686,699,660
"2591463",856,194,856,579,896,577,601,755,599,668,719
"2561924",813,75,834,527,663,578,611,795,591,650,668
"1938605",755,101,863,506,618,568,534,662,609,616,542
"2800818",634,90,590,390,433,441,396,496,465,456,441
"2774189",598,67,624,395,492,409,365,537,465,495,413
"2752515",578,68,602,368,436,375,406,515,517,473,402
"2579977",300,29,278,180,161,146,164,173,170,175,158
"2813778",266,27,273,163,154,150,178,240,162,181,147
"2562582",189,30,146,124,113,155,111,170,143,143,93
"1532555",177,19,192,134,136,149,102,188,175,124,116
"1827469",173,27,172,138,104,125,134,183,140,136,105
"2560058",133,31,175,100,116,113,114,125,115,132,83
"588932",1361,152,1350,978,1087,952,1021,1260,1128,1044,929
"633149",823,94,826,484,611,513,504,657,567,607,467
"74329",647,68,625,392,440,450,405,560,457,464,340
"293",370,41,438,259,246,241,270,343,275,297,235
"41276",202,24,236,151,103,141,153,195,160,116,111
"1325724",165,12,143,97,93,94,97,142,110,88,87
"2686094",6275,271,3697,7230,724,1973,1939,4486,864,1973,1817
"450851",4512,665,4633,3001,9184,5658,4535,4425,7893,10140,10625
"2201350",1582,194,1617,1057,1450,1430,1065,1358,1788,1765,1584
"573065",306,33,253,209,175,213,196,266,244,198,131
"1940610",3539,273,3073,2302,1223,1862,1661,2293,1907,1436,984
"1868589",3235,253,2618,2061,1200,1556,1384,2010,1647,1266,933
"2570229",2294,173,1934,1484,811,1038,982,1457,1162,896,673
"349215",136,11,121,92,62,107,1313,189,116,123,81
"856793",136,15,133,117,77,125,1393,169,110,146,714
"488538",75,4,77,43,29,62,32,66,65,46,30
"2029849",1794,148,1618,1080,786,1165,1057,1604,1243,1028,661
"394221",593,51,579,400,271,386,321,495,449,357,248
"1434191",551,50,542,417,264,388,321,477,377,340,270
"2749086",507,45,377,337,219,294,263,400,296,317,195
"1873716",662,58,593,518,298,408,390,575,449,369,273
"1906738",426,30,430,327,203,262,242,407,254,253,152
"2016196",346,33,264,287,173,186,146,242,214,196,126
"582402",46,2,41,46,16,23,16,33,17,16,11
"949",18,0,6,8,3,12,4,18,8,10,2
"770",14,1,7,0,0,0,4,0,0,5,1
"948",14,0,4,9,5,5,8,9,4,2,2
"574556",7,1,9,4,2,3,3,11,2,4,1
"1248439",7,0,4,7,4,3,2,7,7,9,1
"2640676",58,7,72,42,27,51,37,79,46,42,22
"955",3,0,7,0,2,4,5,8,4,2,3
"1845000",2,1,4,2,1,0,1,5,0,1,0
"779",13,1,15,7,4,6,12,8,8,23,8
"945",7,0,8,1,0,2,0,1,12,2,1
"944",6,0,1,2,2,6,4,6,0,7,5
"35795",4,0,2,2,0,3,1,0,2,2,1
"391036",3,0,3,0,0,1,0,0,1,0,3
"1286528",8,1,4,8,2,12,7,10,4,4,1
"434131",6,0,11,2,3,1,1,4,0,0,1
"2686014",5,1,7,3,3,2,6,5,3,4,1
"222891",3,1,1,1,3,3,4,2,2,3,1
"114277",79,3,71,39,34,62,37,74,107,31,25
"114292",12,0,3,3,5,4,5,11,8,3,1
"114295",10,0,7,5,4,8,3,1,6,4,2
"1129742",8,1,9,7,2,11,5,15,5,3,0
"784",38,1,17,20,8,34,19,33,8,18,10
"2601646",5,0,9,7,1,3,0,2,2,0,0
"2115978",19,1,4,5,4,7,3,22,6,16,5
"696127",13,0,5,5,6,12,8,9,4,6,3
"1802984",9,0,7,12,7,5,9,11,5,9,4
"2486578",16,2,7,9,4,12,7,10,9,6,4
"2163644",10,1,6,2,3,7,4,11,6,11,0
"2043170",236,20,218,157,115,182,150,213,161,130,73
"2582913",232,25,234,161,117,192,165,220,214,172,99
"314260",300,25,265,210,137,235,178,252,241,180,91
"2066024",6,1,3,5,3,8,2,3,9,6,2
"2601575",6,1,2,2,3,7,0,4,2,3,2
"2601668",15,1,7,6,2,4,5,3,2,4,1
"86106",10,1,8,4,12,23,6,8,23,7,7
"91604",37,4,41,29,21,31,13,34,29,33,15
"1414854",35,4,26,27,12,24,24,29,29,16,16
"156889",89,7,95,78,48,64,56,88,77,50,29
"451514",2,0,0,0,0,0,0,3,0,1,0
"1002672",9,0,14,0,4,4,6,9,7,8,2
"2268451",6,2,4,3,1,3,2,1,4,1,2
"1388755",2,0,7,1,7,6,2,5,4,0,3
"1977865",2,1,10,3,2,4,4,4,6,5,0
"1977864",1,1,6,1,2,2,2,4,5,3,0
"335992",5,0,3,5,4,1,2,6,3,3,0
"2563896",5,0,3,2,0,4,3,6,2,4,0
"1925548",6,0,10,7,1,7,12,5,32,12,2
"2161677",38,4,47,38,32,30,30,46,38,21,9
