"","X1qGgM2TOMPOOM080340.extra.kraken2.report","X0n7bM2TOMPOOA100365.extra.kraken2.report","dSz8M2TOMPOOA051340.extra.kraken2.report","abKIM2TOMPOOA051320.extra.kraken2.report","nG3jM2TOMPOOA051345.extra.kraken2.report","a50wM2TOMPOOB051350.extra.kraken2.report","OeS0M2TOMPOOA051355.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","X9JUZM2TOMPOOB100355.extra.kraken2.report"
"2775162",57,15,20,24,7,11,27,8,9,16,2
"2776703",1,3,0,0,0,0,3,3,1,0,0
"152263",463,234,300,186,132,240,348,258,159,156,11
"134875",308,189,219,163,76,211,252,162,124,137,21
"487909",104,60,62,50,19,65,76,60,42,32,4
"56458",1908,807,1081,581,487,807,1169,772,608,560,97
"64187",241,194,148,82,51,120,183,119,86,84,22
"129394",114,75,77,57,19,35,91,55,76,45,8
"56464",1201,595,685,434,312,463,767,544,374,378,66
"346",943,589,524,326,240,386,645,463,366,344,77
"380358",1,3,1,2,1,0,3,0,1,2,1
"56455",906,469,527,322,235,435,599,370,270,264,52
"195709",188,99,100,77,43,87,85,74,70,40,6
"69929",272,77,54,40,35,32,72,61,43,28,9
"925775",115,52,40,50,19,35,53,38,51,36,9
"56453",731,331,378,221,166,306,417,280,229,156,36
"48664",783,325,344,231,140,226,388,251,229,232,46
"487904",199,84,103,74,49,61,136,88,65,66,4
"2754056",93,41,28,27,35,28,56,26,25,29,1
"707209",14,5,6,0,2,1,7,4,0,2,2
"454958",44,10,19,15,10,9,16,11,7,7,4
"325776",6,6,4,6,3,2,5,1,3,8,0
"487849",4,3,4,4,0,3,4,1,1,1,0
"1219375",429,244,296,169,90,232,278,198,144,161,25
"1982678",343,198,141,118,69,142,130,138,109,96,25
"1101443",20,24,15,2,5,3,11,5,9,3,1
"1304892",0,2,1,2,3,0,4,3,1,0,0
"2259622",303,150,183,88,78,130,172,140,109,100,21
"359387",22,15,15,6,7,5,5,11,5,12,0
"207721",19,14,22,8,8,7,21,9,10,9,0
"189396",37,6,9,7,6,16,16,9,4,16,2
"316273",0,1,7,2,0,0,1,1,0,0,0
"92828",229,74,96,46,57,78,100,61,74,48,7
"317013",4,4,2,1,1,4,2,0,1,0,0
"442694",47,15,30,11,0,6,25,11,13,27,4
"2799326",3374,1299,2247,1053,837,1316,1641,1226,875,854,153
"1896164",3174,1049,2084,742,855,1193,1523,1002,779,747,108
"2508168",2594,1004,2950,750,675,1126,1334,1089,675,666,114
"2799325",2358,983,1575,816,658,1098,1270,927,633,713,134
"2761107",2455,913,1566,726,693,1081,1325,931,670,670,100
"1176533",3248,1268,2175,928,869,1435,1693,1182,916,908,145
"2006110",2825,1222,1867,872,685,1049,1408,1014,733,675,114
"2565782",2340,1000,2834,756,669,1007,1263,983,812,667,104
"743721",3195,1306,1835,793,725,1119,1477,1056,957,733,107
"128785",35363,2181,6212,1112,2087,4821,2069,2584,27917,1176,592
"1045855",2448,795,1151,542,480,806,1027,675,651,523,91
"2202149",5169,1135,2122,1199,1225,1778,1649,1348,1006,872,187
"2771436",8817,1037,1551,745,763,1308,1354,996,3954,677,137
"2714945",2782,706,1123,578,681,977,994,701,634,457,112
"215691",9951,1258,2244,1208,1183,1786,1963,1524,1205,914,152
"1463158",3638,1026,1421,785,755,1214,1217,962,754,631,134
"370777",18924,3430,2696,878,933,1389,1733,1247,1520,949,376
"2511995",1855,823,730,561,511,769,1315,794,408,458,64
"698414",13,3,2,1,0,0,4,1,1,0,0
"1401256",0,3,0,0,1,1,3,2,0,1,0
"644357",6,2,3,0,0,1,1,1,1,0,0
"671135",1,2,1,1,0,2,0,1,2,5,1
"1444770",124,86,61,46,38,57,81,51,53,49,5
"445710",35893,1337,1884,1130,1262,5404,4681,2313,642,776,129
"2763498",1635,728,785,574,498,2839,1923,953,432,334,78
"2501295",724,278,363,215,230,848,962,392,197,172,19
"1217721",1866,843,903,644,594,3161,2153,1127,422,489,52
"1849581",1118,409,539,293,332,1219,1556,601,276,224,38
"666685",6620,1405,1857,1048,1214,5954,4622,2116,646,736,130
"2778082",4433,1112,1522,907,957,3939,3418,1797,513,741,123
"582702",2305,746,1021,555,807,7623,4779,1357,384,410,72
"1300342",4685,2677,2422,1619,1382,2622,4547,2081,1240,1393,213
"2589080",1891,940,980,676,602,1881,1780,974,482,602,80
"1440763",1695,905,866,656,549,1417,1610,940,450,534,85
"2010829",2968,1263,1481,874,928,3302,2993,1667,578,726,104
"2021234",1425,839,710,363,274,483,789,521,406,394,77
"767434",1010,479,406,285,249,548,706,439,249,258,39
"550",1620,553,1581,6101,183,233,502,630,345,674,64
"158836",324,201,171,125,61,92,223,131,76,161,21
"69218",153,125,87,91,32,51,143,73,60,92,13
"61645",138,106,81,87,26,59,130,58,84,61,9
"1812935",153,92,117,82,33,50,126,71,56,58,9
"2494701",78,65,61,57,24,27,71,52,20,30,6
"208224",73,45,39,17,74,27,41,27,15,23,3
"299767",60,30,31,24,7,25,23,15,12,30,1
"2071710",15,30,15,14,1,21,15,13,13,17,4
"2757714",39,23,14,14,8,16,26,8,16,17,0
"2724468",138,145,113,99,43,71,132,96,35,77,11
"2596949",158,127,95,52,48,55,113,118,43,45,11
"1914861",159,115,74,56,34,44,100,71,41,61,12
"2742676",62,51,28,19,16,23,44,12,27,24,2
"2742639",82,50,26,21,10,19,36,21,21,25,5
"399742",64,47,34,33,18,30,57,64,25,20,8
"2742619",42,24,14,12,4,12,19,10,7,10,0
"1166130",10,21,9,11,1,5,6,6,6,7,1
"2705458",28,13,7,10,3,8,13,13,8,4,1
"2500132",5,11,10,4,7,2,13,7,6,3,1
"1560339",8,9,6,3,3,6,20,3,11,3,1
"648691",2,5,0,2,1,0,2,0,1,1,1
"2565914",1,4,1,1,3,1,3,1,2,1,0
"1868135",10,3,4,2,1,2,6,1,4,3,0
"1827481",4,2,3,1,0,1,0,2,0,1,0
"2742673",1,1,2,1,1,4,2,2,0,1,0
"2742656",0,1,0,9,0,0,1,0,1,0,0
"2747372",1,1,2,2,0,0,1,0,0,1,0
"2051905",0,1,0,0,0,1,0,0,0,0,0
"881260",138,93,71,48,15,38,61,32,25,62,13
"2478464",59,63,32,31,10,20,55,32,27,27,5
"885040",62,36,24,17,24,21,44,26,11,35,2
"539813",5,3,2,2,1,2,2,4,3,1,0
"72407",13,19,5,4,4,7,10,6,4,8,1
"39831",4,5,2,2,1,3,4,1,3,2,0
"1328373",2,1,1,0,0,0,0,0,0,0,0
"1365186",0,1,0,0,0,0,0,0,0,0,0
"1420012",0,1,0,1,0,0,0,0,0,1,0
"548",477,328,209,187,89,123,290,217,116,199,24
"2681387",15,22,12,11,6,5,19,13,9,12,1
"2787706",5,7,4,2,0,5,5,1,0,2,0
"2675726",6,6,3,8,0,1,5,1,3,3,3
"2697371",0,4,1,2,0,1,2,1,4,1,0
"2015795",1,2,2,1,0,2,0,1,1,1,0
"2267618",1,2,0,0,1,0,1,0,0,2,0
"2675710",1,1,0,2,2,4,5,3,4,2,0
"571",368,208,172,130,56,114,199,143,92,120,17
"1134687",0,202,0,109,64,111,185,129,74,104,12
"1667327",11,9,5,3,4,3,3,4,2,3,1
"244366",121,102,80,80,0,0,0,0,0,81,9
"2026240",93,47,27,27,18,29,35,25,10,26,1
"2153354",49,43,46,24,15,19,49,43,21,23,5
"2489010",64,38,36,26,14,25,35,20,13,22,2
"2058152",63,21,22,24,5,8,31,15,12,26,1
"546",428,204,125,86,44,86,179,100,86,91,16
"67827",51,28,16,12,5,4,27,20,12,14,1
"1639133",30,16,13,12,1,5,8,9,9,9,6
"2816438",18,13,4,10,4,5,16,12,1,9,0
"57706",17,12,7,8,1,5,10,10,2,7,0
"133448",15,10,10,5,3,2,5,12,7,3,2
"1573676",95,61,35,31,29,30,57,45,25,29,7
"2742624",58,55,35,34,19,32,66,51,18,36,7
"2546350",31,23,17,15,9,6,19,3,12,16,2
"2781952",15,17,12,8,6,7,8,17,8,9,0
"1702170",20,7,2,0,2,4,3,2,2,2,0
"2742627",5,6,4,1,0,3,0,3,2,2,0
"1703250",3,3,1,3,4,2,1,1,2,0,0
"1920110",21,3,3,0,0,1,0,0,0,2,0
"2742675",1,3,1,1,1,1,3,6,0,3,0
"2742667",2,3,2,0,0,0,2,1,0,0,0
"2742626",0,2,1,1,1,3,0,1,1,6,0
"2742657",3,1,0,0,0,0,0,1,1,2,0
"2742625",0,1,2,0,0,1,0,3,1,6,0
"2742668",6,1,0,0,0,1,1,0,0,1,0
"2697370",2,1,0,0,1,0,0,0,0,0,0
"2742678",1,1,0,2,0,0,0,0,0,0,0
"637910",159,112,63,74,41,55,104,53,45,49,9
"67824",74,75,45,27,23,29,47,31,24,35,2
"1261127",66,50,39,21,16,14,37,23,29,26,3
"545",45,38,34,20,20,20,27,26,11,30,4
"2562449",115,37,36,31,9,14,34,32,14,21,2
"2653932",66,31,32,18,18,25,24,29,13,22,4
"1748967",11,6,3,3,0,5,6,3,3,8,0
"1563222",16,5,2,1,1,3,3,1,5,6,0
"1138308",12,18,13,14,7,8,10,8,4,7,1
"413498",159,146,94,94,51,76,140,90,64,79,14
"1074000",125,121,89,64,51,57,107,67,46,49,16
"1073999",144,102,78,68,48,61,104,79,43,58,9
"1159491",0,1,1,1,1,1,5,0,0,1,0
"1159613",24,24,10,9,4,9,9,7,8,13,3
"1906275",30,13,7,13,7,11,25,14,9,8,1
"2725560",97,79,140,37,16,31,68,67,33,51,9
"2492396",60,65,62,32,16,22,57,51,28,28,6
"2067958",104,48,30,35,10,19,32,27,17,38,7
"1300165",17,20,21,14,5,4,17,8,5,21,3
"1235834",16,14,10,6,9,3,3,6,7,1,3
"551989",58,57,35,30,16,22,44,42,27,17,4
"1177180",2,1,4,1,0,3,7,1,3,5,0
"497725",44,41,24,27,1,13,34,27,19,24,4
"1646340",59,41,26,17,8,24,32,20,45,19,8
"2714951",83,82,53,59,26,55,80,43,28,50,7
"2815358",83,78,72,41,25,31,63,45,27,58,5
"2282310",16,21,13,21,6,10,23,4,11,8,0
"2282309",17,19,16,6,4,25,21,10,5,18,3
"2681308",25,14,20,9,2,7,24,17,9,8,0
"2681309",15,9,7,5,0,2,9,5,4,4,1
"1920114",3,7,1,11,1,3,6,4,5,6,0
"2681307",19,7,11,19,9,7,30,17,5,13,3
"83655",265,183,121,95,61,98,191,109,69,96,15
"2822132",2,10,2,0,1,2,3,1,0,2,0
"83334",5,7,6,3,1,4,3,2,1,4,0
"696406",0,3,1,0,0,0,0,0,0,0,0
"2233553",0,3,1,3,0,0,0,0,0,0,0
"930406",0,3,1,0,0,0,0,1,1,0,0
"585034",1,2,0,1,0,0,0,0,0,0,0
"409438",0,1,0,0,0,1,0,1,0,2,1
"2048778",0,1,0,0,0,0,0,0,0,0,0
"2048781",0,1,0,0,0,0,0,0,0,0,0
"1392858",0,1,0,0,0,1,0,0,0,0,1
"2763104",0,1,0,0,1,12,6,0,0,18,0
"1045010",0,1,0,0,1,0,0,0,0,0,0
"244319",0,1,0,0,0,0,0,0,0,0,0
"1078034",1,1,1,0,0,0,1,0,0,0,0
"2810408",0,1,0,0,1,0,0,0,0,0,0
"2810404",0,1,0,0,0,2,1,0,0,1,0
"208962",69,63,33,30,18,18,49,25,35,24,6
"564",77,61,27,22,12,16,38,11,10,23,5
"1499973",42,32,21,18,5,14,30,16,16,21,4
"2044467",39,14,16,4,1,11,10,10,5,14,0
"575",100,84,60,44,25,39,109,64,25,55,6
"577",116,83,59,36,30,50,77,51,23,30,6
"54291",0,68,49,37,21,34,53,45,0,0,5
"1259973",16,22,11,14,6,9,23,16,12,22,1
"2259647",1,3,0,0,0,0,1,1,1,1,0
"61647",522,419,332,229,147,213,402,323,198,245,31
"701347",50,19,22,17,9,14,37,16,20,27,0
"59201",266,139,68,77,39,101,107,62,50,80,8
"59202",46,22,19,17,14,22,37,27,13,16,2
"59208",25,8,8,3,4,6,18,7,9,7,0
"59204",2,4,3,6,3,2,5,0,4,1,1
"59205",3,4,2,8,8,0,3,5,1,6,1
"59203",24,3,3,6,3,7,5,4,1,2,0
"41527",10,3,2,3,2,1,1,8,6,3,0
"1197719",0,2,0,0,0,0,3,2,0,1,1
"158822",415,331,207,152,67,145,259,188,128,146,26
"2545798",128,90,73,49,19,37,89,61,34,52,7
"158823",128,76,66,46,24,39,116,69,31,53,9
"61646",186,144,70,59,32,62,131,66,55,72,11
"2153385",28,37,24,22,7,20,41,15,13,16,1
"69220",49,29,8,16,6,12,25,12,11,15,2
"61648",89,76,49,30,18,34,54,38,28,30,9
"2774055",129,71,72,58,26,42,71,41,40,44,6
"51288",23,32,11,25,3,17,30,9,9,14,2
"566",244,142,76,86,26,67,91,76,53,72,17
"2579935",192,137,76,60,32,90,145,70,44,83,10
"158877",153,113,59,56,25,51,76,52,47,55,7
"1851514",114,107,63,42,26,66,98,59,41,64,9
"2479367",83,57,36,25,8,23,42,32,21,31,7
"82977",79,35,30,24,15,43,46,36,20,33,3
"146507",77,34,33,15,16,16,26,28,10,24,5
"84564",74,20,26,13,5,8,17,25,2,9,2
"1906659",11,11,7,4,2,6,0,3,5,6,0
"1906661",10,8,3,3,1,3,7,3,1,3,1
"1906657",26,7,10,11,2,4,10,8,7,6,1
"1682492",7,5,2,4,0,1,1,0,0,0,0
"472825",8,4,5,3,1,0,4,4,1,2,0
"199891",11,3,0,2,1,0,4,2,2,3,0
"1906660",4,1,2,2,0,3,1,2,0,1,0
"565",149,93,69,51,42,77,85,54,42,67,16
"1972431",96,64,49,30,14,18,58,40,19,29,2
"395631",8,13,3,4,2,2,7,2,6,6,0
"1756993",8,8,2,3,2,1,2,2,8,1,0
"563",152,87,74,47,21,47,97,52,42,64,4
"2675784",1,5,1,1,0,0,0,1,0,0,1
"2675785",2,3,1,2,1,0,1,3,0,2,0
"2675772",3,2,1,0,0,0,0,1,0,0,0
"2675775",8,2,0,0,0,1,0,1,2,2,0
"2675794",3,2,3,0,0,0,2,0,2,2,0
"2675793",1,2,3,1,1,0,1,0,0,3,0
"2675791",3,2,3,0,0,1,0,2,0,1,1
"2675789",7,2,0,0,0,0,3,0,2,2,1
"2675782",1,2,0,0,0,1,1,1,0,1,0
"2675783",1,2,1,2,0,0,0,0,1,0,0
"2675797",13,1,4,0,0,1,0,1,2,0,0
"2675795",2,1,1,1,0,0,0,0,0,0,0
"2675792",8,1,2,2,0,0,0,1,2,3,0
"2675788",2,1,0,0,0,1,1,0,1,0,0
"2675787",13,1,2,0,0,0,1,1,2,0,0
"2675786",0,1,0,0,0,0,2,0,1,0,0
"2675781",3,1,1,0,0,3,1,2,0,1,0
"2675780",1,1,0,0,0,0,0,0,0,2,0
"2675779",0,1,0,1,0,1,1,0,0,0,0
"2675778",3,1,1,0,0,0,0,1,0,0,0
"2675776",0,1,0,0,0,0,1,0,0,0,0
"1048758",37,29,14,9,3,13,33,19,0,0,3
"42897",1,1,0,0,0,0,0,1,0,0,0
"622",2,4,2,2,2,3,3,3,3,0,1
"621",0,1,0,3,0,0,2,0,0,0,0
"2487150",4,8,2,5,4,4,10,1,3,14,3
"401619",13,3,1,2,0,0,0,2,2,1,1
"428411",5,2,1,0,0,2,0,0,2,1,0
"476281",8,4,5,1,3,1,2,4,2,2,0
"911022",45,8,7,4,1,2,6,10,9,3,1
"1334564",57,7,9,5,5,6,4,2,0,6,3
"273526",11,6,4,4,3,6,10,4,3,9,2
"435998",1,3,2,1,1,1,0,3,3,3,0
"2420306",52,79,38,36,19,34,72,54,26,29,9
"104623",142,59,41,29,16,34,52,33,28,46,7
"671990",59,52,21,27,32,18,58,28,18,24,4
"2597702",66,50,43,34,14,22,56,38,13,37,4
"2033438",12,28,31,32,8,24,44,31,20,29,2
"2448483",24,14,7,6,2,7,10,10,12,14,0
"2447890",15,14,14,8,6,26,14,16,8,11,3
"2724469",5,7,3,3,0,2,8,2,7,5,1
"2773264",18,6,2,3,0,2,4,1,8,4,0
"2482769",14,6,2,3,2,3,9,1,1,9,2
"2785630",5,4,0,2,1,2,1,2,0,1,0
"1327989",12,4,7,5,2,7,8,1,4,13,0
"488142",15,4,3,7,4,1,7,9,4,2,0
"1758196",0,3,2,3,1,2,3,6,0,1,0
"2485839",6,2,1,1,0,4,0,2,1,1,0
"1154756",57,64,57,40,7,22,50,35,32,25,3
"682634",9,10,2,4,2,9,15,6,2,10,1
"1006598",6,1,3,1,4,0,2,0,0,2,0
"61652",254,167,115,96,59,111,168,101,53,137,17
"618",290,153,110,81,45,99,153,61,65,92,14
"47917",246,150,103,99,48,103,138,92,62,105,21
"2741499",138,123,60,56,26,52,76,46,23,44,5
"399741",11,6,15,3,4,4,10,3,3,3,0
"82995",108,80,40,26,20,30,68,52,27,40,6
"568817",21,10,7,10,0,2,6,3,4,2,1
"1346614",8,5,3,3,0,0,3,1,2,4,0
"137545",48,29,20,4,12,17,25,13,15,9,2
"61651",16,22,15,12,7,12,19,17,10,13,4
"300181",20,11,10,5,4,8,9,13,8,1,0
"458197",5,9,3,3,0,1,4,6,0,3,1
"1443113",3,16,4,4,0,10,10,1,3,6,2
"34053",10,3,0,2,1,3,6,0,1,2,0
"367190",26,15,13,15,2,8,9,8,8,6,0
"633",14,9,8,5,3,9,11,8,8,4,1
"632",13,7,11,5,3,6,4,4,2,3,1
"29486",79,39,36,28,16,14,33,28,20,22,5
"935293",73,35,28,13,10,21,23,13,33,22,2
"28152",33,33,11,13,8,4,19,11,4,10,2
"1453495",38,28,12,8,8,14,18,20,6,16,0
"29484",68,25,21,8,8,14,25,0,14,18,2
"349967",81,25,33,16,14,14,29,19,13,18,3
"29485",45,20,18,8,6,17,23,24,11,9,1
"263819",39,19,11,14,6,20,19,15,10,10,1
"2607663",25,16,14,15,4,15,17,12,4,7,3
"2339259",7,9,6,2,1,2,12,8,1,3,0
"349968",6,3,9,1,1,3,1,5,1,4,0
"419257",6,3,8,4,1,7,7,2,0,6,0
"1179669",1,2,3,9,7,2,2,2,1,3,2
"2126321",379,342,264,205,97,170,368,273,135,201,34
"745277",111,82,57,51,17,41,80,45,25,46,4
"1151116",3,1,3,1,0,2,5,1,2,0,0
"1805933",196,94,76,58,26,53,105,87,51,69,9
"741091",3,3,0,0,0,1,4,0,0,0,2
"2703885",26,16,9,7,1,6,10,10,7,3,2
"929813",177,195,128,121,50,124,172,124,94,121,13
"1646377",149,126,81,82,47,74,154,105,56,100,20
"41202",203,110,99,72,40,44,107,87,63,65,15
"1441930",99,41,52,33,24,16,48,24,39,35,2
"1878942",42,21,16,10,8,3,4,15,8,8,1
"2575375",153,138,92,84,28,50,134,91,62,76,6
"592316",160,105,97,58,41,63,93,71,36,69,9
"1484158",188,101,71,54,46,75,103,58,66,76,7
"2052056",177,86,72,42,28,33,78,58,40,50,10
"2490851",164,83,64,52,27,43,90,39,25,39,9
"2479547",58,49,39,13,16,22,21,35,27,23,6
"2768165",4,7,4,0,1,5,2,5,0,2,0
"2787629",8,6,8,2,0,0,8,10,5,6,3
"59814",466,314,240,183,102,174,311,211,117,246,25
"712898",13,10,6,6,3,1,7,6,2,6,3
"549",202,168,102,104,43,87,155,101,67,100,29
"932677",4,1,0,0,0,0,1,1,0,0,0
"1123863",5,1,3,0,0,0,1,0,11,0,1
"55209",173,115,51,55,24,50,75,66,52,71,11
"66271",27,19,9,13,4,9,11,4,7,8,3
"1891675",144,93,58,41,23,48,77,45,33,43,7
"1076550",97,65,75,42,21,39,69,40,34,30,4
"1235990",20,13,14,1,0,3,7,8,3,7,2
"470933",7,4,6,6,1,6,2,6,7,10,1
"1619313",242,185,117,71,43,52,124,102,67,70,18
"55211",188,112,74,60,36,51,114,76,59,55,8
"2681984",159,66,45,35,32,43,74,58,35,38,11
"2547962",21,19,15,10,7,13,14,10,9,14,2
"215689",29,15,13,6,11,2,16,7,15,15,1
"465817",94,90,49,53,24,47,66,49,24,60,4
"634500",23,36,9,12,17,24,30,19,11,28,4
"1407064",2,3,1,1,0,0,1,5,1,1,0
"716540",0,1,0,1,1,0,0,0,0,2,0
"1922217",98,56,31,24,15,21,55,34,29,22,5
"79967",71,20,5,5,1,8,9,5,4,7,1
"665914",250,195,135,131,58,102,183,144,61,113,16
"665913",218,156,149,158,60,89,149,123,80,102,13
"1458355",171,151,103,99,53,76,140,93,63,88,14
"1615494",162,108,52,61,38,48,107,39,26,49,12
"1241869",15,10,3,3,0,0,3,3,3,5,1
"118103",10,8,5,2,2,0,8,5,0,0,0
"135842",8,8,9,0,9,2,9,18,2,1,0
"1315998",7,7,6,5,2,1,12,2,3,8,0
"2315800",14,7,16,8,2,8,9,10,12,8,0
"2518979",2,6,1,0,0,0,0,0,1,1,0
"98785",4,5,0,0,0,0,2,0,1,0,0
"2518977",2,4,1,0,0,0,0,1,0,0,0
"1660043",2,4,1,1,2,0,0,1,0,0,0
"1258543",7,3,1,1,0,0,1,5,2,0,0
"1241860",2,3,1,1,2,2,0,2,0,1,0
"1241836",1,3,1,0,1,1,2,2,0,0,0
"1241834",2,3,3,0,0,2,1,1,2,0,0
"911343",5,3,2,0,1,0,4,4,0,0,0
"2518976",6,3,3,0,2,4,2,1,0,2,0
"2173854",9,3,2,0,0,2,0,0,1,0,0
"118101",4,3,11,0,1,1,2,1,7,1,0
"2495405",6,3,2,1,7,3,2,1,1,0,0
"557993",3,2,1,2,4,1,3,0,1,0,0
"1241865",8,2,1,1,0,1,1,0,2,0,0
"1241859",4,2,0,2,0,0,2,2,5,0,0
"118110",7,2,1,5,0,0,13,4,0,2,0
"1660040",6,2,0,1,0,1,1,0,1,0,2
"655384",7,2,2,0,0,1,0,0,1,0,0
"571428",6,2,0,1,0,1,1,2,0,0,0
"1878935",3,2,0,2,0,3,2,0,1,0,0
"1507522",5,1,2,1,1,3,2,2,2,1,0
"2315802",5,1,1,0,1,1,0,2,0,0,0
"1265350",3,1,1,0,1,0,1,1,0,2,0
"1921549",4,1,1,3,0,0,0,1,0,0,0
"2518980",3,1,1,0,0,1,1,4,0,2,0
"98793",3,1,6,0,2,3,6,1,0,0,0
"1241878",59,1,2,0,3,0,0,1,3,1,0
"98794",15,1,5,0,0,0,1,2,0,0,0
"98804",7,1,0,0,0,3,2,1,0,2,0
"118118",12,1,1,1,0,1,1,3,1,0,0
"261318",4,1,1,0,1,0,1,1,0,0,0
"571430",7,1,0,0,0,3,1,0,1,1,0
"1241832",3,1,1,1,2,4,10,0,0,1,0
"1241833",5,1,2,1,0,1,1,0,3,2,0
"1241884",2,1,3,1,4,3,0,0,0,0,0
"53336",61,48,33,20,13,28,40,20,16,22,5
"82987",55,41,32,15,9,23,43,23,22,34,4
"2487345",60,41,36,19,13,14,36,26,14,14,2
"36868",10,5,6,4,0,5,4,1,1,5,0
"590409",35,25,17,7,10,5,18,8,11,11,2
"1427366",56,14,8,6,2,9,11,11,6,10,3
"1224147",24,13,5,3,4,4,2,3,3,3,1
"1224153",7,9,8,6,1,2,7,6,5,5,1
"1223567",6,8,4,4,0,7,10,1,4,6,0
"1223573",4,4,2,5,4,0,6,4,2,4,0
"1224146",42,3,5,1,2,2,6,4,5,1,1
"1223569",69,58,24,33,6,40,47,33,24,28,3
"1223571",21,35,10,21,8,23,27,11,12,40,6
"561229",0,1,0,0,0,1,1,0,0,0,0
"204040",29,33,32,22,12,18,55,26,13,24,4
"1224149",14,15,18,17,7,14,32,17,11,25,5
"198628",14,11,11,3,3,1,14,8,10,8,2
"1223572",1,1,0,0,0,0,0,0,0,0,0
"579405",0,4,0,0,1,0,1,0,0,0,0
"1226343",19,3,2,1,1,0,3,1,4,0,0
"1223570",0,1,0,0,1,0,2,1,0,0,0
"1225780",3,1,2,0,1,1,7,2,1,3,0
"1089444",106,67,35,34,28,40,65,30,17,30,9
"568766",50,46,16,16,13,11,44,22,13,14,3
"2037915",7,9,6,0,5,4,13,2,1,2,1
"1224145",26,5,1,6,2,1,3,4,1,6,0
"1778540",68,63,40,25,14,29,59,27,22,35,6
"568768",201,60,40,19,11,25,34,42,28,30,4
"180957",1276,96,63,57,43,43,79,56,37,57,10
"555",168,61,52,31,15,27,73,52,38,38,10
"2042057",136,72,38,37,12,28,58,38,22,38,4
"218491",14,7,5,4,2,1,8,5,1,1,2
"1905730",0,35,0,21,15,0,0,31,0,0,4
"2108399",66,33,19,17,8,17,35,14,19,24,1
"1175631",64,32,13,14,4,9,31,14,12,24,3
"2488639",65,30,16,12,4,16,14,9,10,13,6
"78398",46,21,4,16,5,18,22,8,12,14,1
"1201031",19,6,11,5,3,5,14,3,4,13,1
"2722756",179,154,97,71,41,62,144,83,63,83,8
"1109412",265,105,91,56,35,54,132,76,51,61,9
"55213",121,91,60,51,26,35,78,48,32,34,4
"1172565",174,132,96,71,39,73,133,98,58,80,13
"1082704",146,112,105,62,41,69,116,87,64,73,13
"718251",0,1,0,5,0,1,1,3,0,1,0
"93378",133,103,73,68,30,59,116,82,51,72,9
"67780",124,92,72,61,43,0,0,66,39,63,11
"1288122",7,7,2,1,1,0,4,4,1,0,1
"1578828",6,6,1,5,1,1,10,6,4,3,0
"1650654",0,5,4,1,1,0,1,1,1,1,0
"667120",0,2,0,0,0,1,2,1,0,1,0
"1453496",5,3,9,10,5,8,10,6,0,1,0
"546367",54,27,29,22,11,21,44,25,19,29,4
"1848580",2,4,2,1,0,0,3,0,2,0,0
"82983",31,20,16,16,7,16,16,18,9,16,1
"1141663",0,4,3,0,0,0,0,0,0,1,0
"158850",29,19,11,13,11,16,9,4,13,14,0
"126385",26,18,8,12,2,9,22,8,8,2,3
"333962",37,16,13,8,4,7,15,10,10,7,3
"1141660",20,16,10,8,10,4,9,11,2,5,3
"333965",27,13,8,4,6,10,16,12,6,8,0
"588",0,4,0,2,0,1,7,4,0,8,0
"2791982",0,2,0,0,0,0,0,0,0,0,0
"406818",21,21,15,6,6,7,14,9,7,15,2
"351671",44,27,34,28,8,28,35,22,16,17,3
"351679",60,25,13,14,4,9,17,9,9,11,3
"628",0,23,22,12,4,15,20,16,15,6,1
"1354304",35,21,11,11,8,12,20,11,5,9,3
"290110",34,16,9,8,6,6,16,8,12,14,1
"180434",3,1,2,1,0,0,0,1,0,1,0
"584",0,54,0,43,0,0,168,170,50,0,7
"585",92,29,20,13,8,18,26,18,13,23,1
"183417",90,13,7,6,1,4,3,3,5,8,0
"102862",9,9,6,3,1,11,5,4,0,6,0
"2697019",2,5,6,1,3,1,0,3,1,1,1
"626774",29,1,5,2,1,0,5,1,1,1,0
"1987580",6,1,2,0,1,0,6,2,0,1,0
"230089",42,29,17,15,5,14,19,15,10,20,2
"141679",52,28,14,8,9,6,9,9,22,11,1
"291112",31,22,5,12,5,6,21,15,9,10,4
"235559",24,19,10,3,0,4,18,9,0,14,1
"1231049",29,6,15,3,2,5,7,4,5,9,0
"638",28,14,14,5,4,4,11,9,12,8,1
"634113",18,2,5,3,2,1,1,1,1,5,0
"1239307",142,124,102,90,41,63,126,92,63,68,14
"2342",74,65,63,60,40,43,55,54,24,47,4
"1929246",16,8,8,5,3,8,7,8,8,4,4
"158841",85,89,50,54,23,33,84,41,37,38,9
"82985",108,26,11,14,17,19,22,9,20,24,2
"2172103",24,15,15,9,9,8,17,11,12,10,4
"2498113",49,12,12,9,12,12,12,20,4,12,1
"703",227,122,79,47,20,51,108,55,48,60,5
"1255043",1257,1202,848,554,340,531,1168,740,486,713,83
"396588",1575,1198,768,509,356,506,1025,625,463,612,93
"713585",1112,1057,725,487,313,443,1003,675,376,608,73
"396595",1053,695,539,372,260,400,679,407,300,447,58
"106634",1012,686,588,365,207,346,598,507,335,441,60
"1765967",1104,866,607,377,203,419,781,514,343,438,45
"2792603",1189,846,663,451,266,482,858,617,377,457,63
