"","cuu6M2TOMPOOB051315.extra.kraken2.report","abKIM2TOMPOOA051320.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","vcXtM2TOMPOOB050180.extra.kraken2.report","X1qGgM2TOMPOOM080340.extra.kraken2.report","OeS0M2TOMPOOA051355.extra.kraken2.report","s9OmM2TOMPOOB051285.extra.kraken2.report","dSz8M2TOMPOOA051340.extra.kraken2.report","cSObM2TOMPOOM080315.extra.kraken2.report","TECcM2TOMPOOA051310.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report"
"2633097",2427,2663,3484,5383,9116,5097,4446,5843,3745,3041,1903
"39960",817,979,1139,1934,3298,1701,1401,2000,1360,1015,657
"2739433",360,459,510,818,1636,741,586,863,582,448,328
"1112",352,346,454,844,1340,787,575,749,556,452,219
"2182384",319,363,453,784,1253,677,558,835,546,406,289
"2683265",1981,2030,2448,4154,7255,4168,3202,4580,2856,2367,1399
"2060312",650,671,871,2078,2850,1305,1175,2057,1215,925,737
"2067415",549,673,773,1377,2781,1156,961,1482,928,637,453
"2604537",347,401,502,886,1417,689,654,867,616,451,247
"2185142",140,159,170,339,617,303,188,367,216,183,126
"1267766",294,353,460,1045,1674,606,526,1029,576,389,314
"361183",281,331,431,629,1095,508,572,669,462,325,236
"476157",113,150,164,252,521,186,166,258,184,120,78
"692370",690,750,996,1625,3249,1439,1191,1803,1025,845,549
"2338327",678,719,1018,1633,3542,1493,1260,1743,1018,785,570
"1982042",450,550,787,1433,2202,1202,857,1608,891,649,434
"2055955",224,292,298,495,1201,495,380,583,370,286,203
"450378",859,896,1077,1593,3443,1600,1386,1731,1276,976,606
"2798724",488,506,603,995,1657,1033,808,1014,598,563,320
"1348774",338,376,458,770,1456,689,601,804,527,453,298
"192812",580,622,829,1291,2363,1237,1072,1448,909,720,442
"1532023",541,659,888,1322,1999,1321,1097,1407,983,770,396
"266951",292,268,399,629,1225,667,480,713,505,395,222
"502682",299,324,421,762,1151,618,562,769,468,331,263
"1648404",141,171,185,345,637,259,215,320,255,193,96
"543877",369,419,590,995,2081,851,780,1752,794,512,625
"645517",412,412,585,936,1434,961,678,1051,574,542,304
"1892855",2749,2599,4080,4680,5877,5053,5341,4448,4211,2987,1973
"2771430",1382,1336,2292,2302,3865,2740,3043,2596,2211,1588,1582
"335406",963,983,1162,1713,40661,1787,1491,1576,1429,1052,644
"2759707",849,838,1029,1374,2145,1468,1274,1270,965,912,360
"192",2708,2086,2444,3466,4537,4118,3105,2885,2166,2267,1402
"652764",849,656,717,1140,1977,1281,891,979,673,664,286
"709810",729,619,671,967,3740,1115,838,872,626,596,339
"664962",699,538,707,840,986,1046,845,627,539,618,293
"2202148",2252,1880,2283,3324,3806,3716,2712,2784,1870,2066,747
"137722",920,796,817,1359,1817,1447,1017,1085,752,800,269
"862719",612,539,581,848,1506,955,704,735,439,475,155
"528244",1295,972,1173,1694,2359,1778,1426,1385,1021,1035,351
"682998",775,604,753,1027,1714,1260,959,935,604,686,227
"286727",545,465,523,780,2703,960,602,608,466,480,235
"1226968",635,515,583,833,1329,949,693,631,494,523,184
"1064539",399,329,407,513,721,624,542,448,385,322,198
"2775420",2834,1824,2519,2769,3490,3841,3023,2389,1901,2427,771
"2233999",1973,1281,1740,2094,2516,2905,2209,1838,1387,1639,507
"2602016",2864,2548,3194,7025,5627,6133,3545,4702,2918,3419,924
"2602015",2473,2064,2470,5308,4699,4699,2866,7682,2450,2647,702
"1663591",713,520,686,1219,1347,1162,793,811,599,664,205
"1639348",608,539,595,923,1211,968,674,757,536,570,189
"431944",205,162,192,330,415,331,212,259,193,205,58
"342108",745,611,686,1226,1506,1267,827,938,667,658,218
"414684",1699,1416,1712,2502,3168,2729,2059,2132,1580,1613,547
"269796",1,3,4,7,30,5,1,11,1,4,4
"2594003",1643,1414,1734,5344,31783,3502,2126,4917,8709,1759,629
"1110502",1683,1299,1647,2682,3622,2569,2004,2190,1557,1641,536
"1441467",1544,1439,1451,2485,2961,2682,1780,1950,1258,1345,465
"2220096",1244,996,1385,2005,3200,2107,1629,1694,1185,1260,1121
"111831",994,847,929,1267,1974,1419,1039,1230,849,814,223
"2048283",129,106,119,254,520,244,154,197,145,127,43
"2785908",70,55,94,142,300,140,81,124,75,82,38
"2785911",58,38,71,95,194,87,48,72,54,40,30
"1891279",88,72,104,136,530,145,91,107,89,89,44
"1123366",34,34,52,79,182,82,46,64,56,48,19
"1612173",679,568,631,1070,3043,1124,751,842,579,681,216
"1150469",616,494,591,890,1223,935,642,736,522,579,169
"1288970",359,325,396,627,850,582,458,560,370,416,122
"1549855",76,65,120,120,184,119,100,116,86,81,19
"1401328",7,13,11,8,32,17,12,10,10,3,2
"1193729",2,3,6,18,35,3,3,16,6,4,3
"2768162",1675,1533,1632,2168,2744,2657,2079,1800,1298,1411,476
"2768161",1677,1413,1581,2036,2807,2496,1899,1689,1215,1359,493
"2018065",187,132,189,205,316,294,265,141,103,158,40
"257708",1096,939,1001,1280,1946,1737,1270,1128,822,908,246
"207340",188,164,175,190,371,277,246,160,143,148,39
"94",3422,2923,3385,5711,9255,5697,3901,4409,3382,3258,1378
"1296990",145,135,130,204,270,220,170,175,123,142,39
"265959",222,201,207,303,449,306,234,262,174,209,77
"714995",25,8,20,33,57,33,25,27,18,18,7
"265960",140,148,155,225,337,211,175,159,131,126,44
"634177",136,112,113,186,238,193,126,148,94,92,46
"65958",101,96,91,154,269,179,138,125,113,110,28
"33995",94,78,77,162,253,157,131,173,99,88,30
"215221",3,2,5,8,22,11,9,8,8,6,2
"2771361",1995,1494,2024,2263,3666,3134,2509,2009,1539,1592,489
"926570",202,155,181,268,325,277,246,227,171,143,49
"349163",132,135,125,195,264,206,127,200,105,106,35
"1484109",1043,951,1059,1518,1686,1615,1164,1278,891,904,272
"1969806",902,874,878,1395,1921,1630,1045,1254,804,873,270
"435",364,336,372,618,958,620,447,476,320,331,150
"1076596",92,76,91,127,216,174,116,101,86,88,18
"2592655",103,66,94,151,233,152,119,125,116,96,30
"2259883",5,1,5,1,3,8,1,0,3,1,0
"431306",53,64,54,107,167,95,83,83,60,53,14
"481145",4,9,13,10,14,16,12,5,4,1,1
"1006554",0,0,4,1,3,1,3,0,2,3,1
"1266844",8,2,5,2,6,7,2,4,0,2,3
"481146",27,35,29,49,97,46,27,50,31,19,19
"146474",34,29,16,61,104,56,25,35,28,24,8
"104102",25,25,28,33,99,28,21,42,28,29,8
"446692",13,20,17,15,53,36,21,27,17,22,6
"2500548",4,3,6,13,22,12,5,8,4,4,0
"1633874",4,6,4,3,3,5,2,3,3,1,2
"65959",0,0,0,2,4,1,0,2,3,0,0
"272568",682,603,655,975,1240,1115,812,812,660,633,180
"1288313",86,63,84,123,211,137,94,123,68,72,34
"290633",87,84,70,106,174,112,80,110,73,75,22
"1224746",1,0,0,0,0,3,2,1,0,1,0
"318683",95,92,149,158,227,179,142,135,114,78,34
"574987",73,47,64,142,200,102,102,115,66,65,21
"257438",29,40,30,59,68,47,42,40,27,26,7
"1052095",4,6,8,6,11,4,6,14,3,9,4
"320497",228,245,250,428,566,409,278,346,241,241,88
"153496",169,176,182,321,408,264,196,238,160,158,48
"1231624",144,106,154,199,308,231,144,185,142,121,37
"2558360",139,104,133,228,308,226,129,179,127,143,48
"2558361",68,63,80,102,141,113,81,88,67,59,13
"1293412",9,13,8,16,49,11,8,14,9,5,2
"1510841",90,95,119,132,253,143,132,119,81,86,30
"661191",36,31,32,71,107,63,35,53,25,34,8
"2070537",2,1,1,1,0,3,0,2,1,0,0
"2478912",0,3,1,1,6,1,1,1,1,1,0
"2697033",16,4,10,33,43,20,6,13,9,9,2
"2762277",10,15,18,24,28,22,27,21,15,14,3
"2560057",39,46,46,67,147,61,55,73,34,49,27
"2500532",520,409,545,645,1931,805,647,754,672,421,302
"2760307",531,445,554,741,1734,807,699,779,613,462,289
"2589076",444,343,459,617,1940,656,693,1612,448,467,914
"2812658",313,259,314,436,1185,504,417,472,362,268,167
"1529068",228,177,229,408,845,354,282,380,259,196,126
"1545044",737,730,809,1189,2304,1312,979,1169,904,751,333
"1077935",576,435,577,731,2298,777,678,763,595,462,254
"147645",617,537,562,864,2386,879,717,874,609,546,316
"82367",557,478,577,877,2961,886,705,1063,693,519,390
"2560053",583,544,615,782,1694,981,793,938,578,544,255
"34004",549,433,607,740,1931,829,737,763,570,516,254
"266",572,458,0,719,1714,804,707,809,599,479,213
"2259340",525,385,473,643,1509,705,587,734,555,391,217
"2065379",403,354,398,602,1513,650,461,646,492,365,226
"1945662",378,366,458,627,1620,678,542,670,471,361,199
"1367847",342,344,382,571,1326,559,457,501,369,353,148
"135740",243,195,228,349,1272,340,259,468,357,234,203
"1499308",56,52,56,73,207,71,78,72,83,62,43
"59779",2,2,1,2,5,1,1,1,1,2,0
"135742",0,4,2,2,2,4,1,3,0,2,0
"2033869",769,652,846,1100,2745,1175,951,1107,874,733,344
"1850250",563,496,598,896,2503,826,677,823,669,474,223
"272942",304,269,310,489,1268,482,373,414,311,309,118
"1075",402,312,424,540,4000,598,453,601,420,359,161
"557760",112,74,97,126,888,140,99,118,94,88,28
"349101",57,40,66,90,203,102,92,86,83,58,14
"992186",48,50,62,70,208,89,78,80,66,60,20
"1917485",496,364,484,590,1888,616,501,598,479,406,166
"2587855",317,265,298,505,930,502,397,475,371,256,112
"1968541",166,192,186,278,597,259,206,243,188,162,90
"2070369",147,125,116,169,411,182,153,159,146,133,33
"1389004",156,102,120,182,364,190,140,159,129,133,47
"1389005",74,43,80,110,272,134,94,126,93,76,36
"664426",82,71,90,130,284,149,91,95,109,77,30
"1389011",38,37,36,53,191,72,63,65,40,51,11
"2785912",35,34,30,44,110,36,35,32,30,23,15
"1402135",413,348,492,569,1613,671,510,574,418,357,170
"83219",206,169,199,302,788,306,251,324,245,182,89
"60137",23,46,55,54,101,53,62,45,36,43,17
"74349",5,3,4,3,10,1,1,2,1,2,1
"2587847",315,228,290,469,1041,408,321,327,278,222,119
"2587846",134,102,152,193,321,217,168,186,104,123,55
"2587850",123,97,110,184,362,189,148,154,121,99,51
"391613",53,33,45,57,231,55,61,65,67,52,19
"540747",674,598,749,953,1914,1106,866,985,736,653,282
"2494550",275,241,312,353,863,404,364,392,290,261,91
"215743",44,41,39,71,148,106,62,77,54,39,16
"1229727",823,703,826,1148,2151,1180,927,1123,822,684,309
"311180",652,619,649,913,1769,1033,804,952,747,610,248
"1792508",552,446,559,779,1512,773,694,658,562,450,225
"1564506",348,295,349,487,1515,502,463,503,431,332,161
"308754",359,296,327,496,1048,504,393,473,431,254,140
"1188256",3,8,0,6,3,3,4,6,2,2,3
"991905",1232,1087,1460,2100,3939,1973,1552,1795,1510,1260,650
"1208324",683,560,691,1029,2129,1078,850,960,789,628,325
"1411902",326,284,322,502,1116,488,389,497,388,322,136
"1758178",250,223,244,370,887,414,314,380,338,252,107
"875171",94,81,125,166,413,151,136,156,121,94,40
"1397108",79,62,81,114,251,113,98,97,71,75,25
"2579971",1293,1014,1370,1860,3293,1859,1566,1952,1493,1175,516
"60890",322,289,313,444,1024,458,367,394,334,291,106
"221822",220,231,273,358,817,392,359,304,241,218,80
"1580596",86,96,110,176,397,168,144,150,109,110,37
"1844006",79,54,57,87,358,92,72,85,80,66,27
"681157",28,26,27,40,87,52,47,31,25,28,7
"1826607",703,578,811,1089,2306,1060,968,1063,916,708,320
"1396826",298,253,347,509,1159,479,446,452,366,295,136
"2508306",73,65,65,84,203,92,89,86,86,67,32
"2508307",76,51,78,95,207,90,107,83,58,60,28
"999552",199,187,233,287,785,313,272,304,225,182,108
"2789856",774,632,939,1124,2047,1143,1021,1187,965,734,344
"1549850",343,326,333,510,1158,503,402,499,383,304,126
"1915078",324,260,326,443,997,464,411,456,380,278,130
"2587852",375,363,445,651,1273,633,519,607,537,389,194
"2588299",13,9,9,14,152,27,25,19,14,8,2
"2587858",2,6,3,10,22,10,7,17,6,2,4
"246200",384,333,401,532,1341,656,520,471,381,364,160
"292414",157,116,167,192,458,216,173,207,161,118,51
"2587853",135,87,105,148,458,180,155,172,162,111,72
"2293862",87,67,103,126,353,152,116,129,113,99,28
"185588",9,2,4,7,16,12,8,6,2,5,2
"2009329",747,558,666,934,2065,1080,840,999,797,674,260
"1335048",544,455,591,820,3878,816,705,792,697,467,352
"2588711",608,530,691,910,1875,1014,806,895,797,617,284
"2494374",304,267,334,491,6649,486,414,519,355,293,152
"1250539",620,474,572,836,1671,797,732,797,586,486,205
"988812",554,464,613,823,1587,841,667,778,587,485,239
"1267768",507,411,616,712,1688,797,666,625,507,492,199
"1891787",199,126,204,270,524,260,223,246,200,157,87
"2434",155,129,142,209,420,238,167,197,154,116,61
"391595",121,72,122,157,373,142,149,138,113,96,53
"2169400",310,267,379,536,3014,491,468,501,409,334,158
"561184",470,389,471,661,1584,681,521,652,507,451,188
"398580",417,330,488,630,1484,690,514,660,546,388,214
"195105",387,317,408,550,2742,550,484,561,456,383,246
"880591",0,2,1,0,1,0,0,0,0,0,0
"92947",189,155,206,339,552,288,221,270,214,191,76
"1294273",432,297,460,533,1153,603,491,519,417,344,143
"2602067",117,108,135,224,550,195,173,217,184,120,57
"391616",98,81,85,143,246,116,132,98,85,76,31
"391626",96,70,103,144,369,159,113,118,108,112,30
"1458307",50,43,69,76,238,84,65,84,50,48,24
"1609966",385,314,382,562,2333,557,399,567,411,346,170
"2587163",347,266,367,550,1234,526,414,450,410,327,163
"2613965",329,323,381,510,1185,537,440,501,408,300,159
"1537215",355,261,339,472,968,426,377,420,341,275,115
"2715211",269,244,304,463,983,472,338,429,320,312,139
"564137",260,200,255,376,1090,369,266,325,292,217,88
"2017482",298,225,297,370,822,387,348,372,293,239,125
"290400",273,195,243,319,758,348,290,335,222,224,94
"2587842",245,224,259,346,849,400,316,379,292,270,113
"299262",228,198,281,334,730,374,331,325,296,251,107
"1265309",74,59,82,132,256,113,92,94,74,71,41
"74033",204,185,221,308,766,287,294,307,267,201,112
"2599296",212,165,199,236,614,307,197,289,210,174,92
"245188",160,175,226,240,946,273,238,275,217,171,91
"53501",142,126,132,231,570,188,175,207,161,117,74
"441209",159,117,137,198,497,194,179,189,143,100,49
"2552942",132,156,193,268,680,281,188,262,203,138,87
"1591409",179,128,196,210,541,209,230,209,203,160,57
"2500533",123,68,134,178,532,187,138,145,107,123,56
"2171755",125,107,132,181,501,226,159,176,138,102,63
"1715691",118,97,101,144,384,172,147,187,114,114,47
"2483033",98,72,119,162,335,122,113,155,127,86,35
"1920883",69,82,86,132,297,139,84,133,111,79,30
"666509",55,79,61,89,169,126,85,80,62,59,16
"1579316",63,52,66,93,250,98,83,85,66,56,29
"366602",914,970,912,1738,3308,1765,1275,1267,908,775,562
"69665",672,689,580,1287,2007,1176,867,922,662,545,387
"69666",1643,1754,1445,3833,6017,3576,2274,2611,2265,1270,3656
"155892",1303,1333,1213,2563,4701,2444,0,1996,1388,1097,863
"1679497",1190,1284,1134,2541,3918,2410,1589,1813,1301,997,808
"2708539",863,932,768,1735,2620,1640,1068,1316,881,742,563
"2010972",1092,1155,990,1993,2931,2045,1365,1502,1008,830,609
"509190",0,1,1,0,0,0,0,0,1,0,0
"69395",533,547,560,1151,1838,1057,739,859,545,495,399
"2774190",681,633,712,1140,2719,1109,947,1103,906,556,1408
"2591463",587,497,636,940,3772,995,898,1410,1042,514,2131
"2561924",525,508,617,1009,2709,918,862,1072,832,534,1510
"1938605",484,497,531,1023,2235,951,745,973,699,443,1057
"2800818",416,377,461,805,1818,732,567,752,565,407,867
"2774189",371,391,400,729,1943,721,576,765,1539,360,1228
"2752515",360,339,391,704,1574,621,587,752,517,400,763
"2579977",142,145,139,229,630,264,193,361,243,144,569
"2813778",196,182,165,270,605,256,225,275,199,142,565
"2562582",115,86,102,222,419,189,152,237,146,110,324
"1532555",133,125,128,209,673,206,163,234,173,123,404
"1827469",98,114,133,222,427,214,168,247,185,101,391
"2560058",109,118,109,191,497,207,140,238,157,97,383
"588932",979,950,981,1750,3944,1660,1307,1849,1647,942,3509
"633149",501,471,492,966,1893,866,676,824,692,459,901
"74329",367,391,408,684,1562,633,624,826,540,339,1478
"293",262,257,282,389,1021,457,371,602,444,212,1028
"41276",116,117,158,249,480,226,154,230,174,134,301
"1325724",79,99,102,158,366,162,131,183,147,109,257
"2686094",1657,788,1906,3405,5746,1894,2192,1445,2936,3317,1094
"450851",5046,6952,4143,13954,63564,12130,7702,7077,5591,3581,15422
"2201350",1132,1480,1176,2652,3846,2637,1660,1850,1191,959,876
"573065",189,191,214,379,909,352,198,315,197,190,85
"1940610",1772,1546,1659,2854,4581,2513,1941,2241,1579,1452,576
"1868589",1454,1292,1467,2464,3769,2198,1780,2163,1626,1434,620
"2570229",1083,936,1042,1846,3003,1637,1232,1355,1150,989,386
"349215",104,81,129,165,610,132,1199,168,118,110,205
"856793",96,78,315,160,2172,118,9550,108,101,142,3363
"488538",47,44,40,57,119,86,60,90,32,39,19
"2029849",1081,859,1114,1804,2370,1682,1381,1472,1061,1091,500
"394221",354,290,374,573,907,604,434,517,383,318,168
"1434191",331,300,351,578,1038,557,398,521,376,364,189
"2749086",237,185,310,472,838,480,367,377,304,312,122
"1873716",406,314,378,619,1211,589,507,565,433,388,185
"1906738",226,207,322,382,568,394,316,353,236,249,75
"2016196",177,164,178,298,651,313,217,237,199,173,86
"582402",20,33,35,34,84,25,27,37,34,22,12
"949",13,5,4,14,9,14,7,8,3,15,4
"770",9,9,0,0,0,0,0,0,0,0,1
"948",3,6,1,5,16,10,11,6,3,2,0
"574556",10,4,3,3,4,4,2,7,0,4,0
"1248439",7,1,2,3,8,5,3,5,8,2,0
"2640676",46,51,47,55,153,48,59,76,62,56,13
"955",3,5,7,4,11,2,6,7,6,2,0
"1845000",2,1,4,1,7,1,3,1,3,2,1
"779",8,5,3,4,30,23,16,9,5,6,4
"945",3,1,2,3,9,4,2,3,0,1,1
"944",2,2,1,4,11,10,1,3,2,7,1
"35795",2,1,0,0,19,5,0,4,1,1,1
"391036",0,0,0,5,2,1,2,4,1,3,0
"1286528",8,7,2,7,10,28,4,7,2,8,2
"434131",2,1,4,2,54,1,1,4,3,5,1
"2686014",2,3,0,2,5,7,0,1,4,4,3
"222891",3,2,2,4,7,3,4,2,2,1,0
"114277",35,48,28,94,106,109,42,74,26,50,13
"114292",11,4,2,4,21,4,6,13,7,8,2
"114295",2,4,1,5,22,4,6,7,7,3,1
"1129742",6,1,6,12,26,8,9,5,6,4,4
"784",18,18,14,39,37,29,21,31,18,30,1
"2601646",3,3,4,6,6,5,1,4,3,1,1
"2115978",5,6,5,13,89,10,6,7,3,4,3
"696127",5,0,6,10,39,2,5,14,12,8,6
"1802984",8,12,9,17,16,23,8,11,16,11,2
"2486578",13,11,6,13,42,11,12,17,5,4,4
"2163644",2,2,12,5,21,21,7,10,2,11,1
"2043170",138,109,154,238,498,239,170,194,165,138,51
"2582913",175,165,156,280,433,288,183,255,176,161,60
"314260",171,141,160,265,427,293,187,248,171,191,61
"2066024",2,0,7,6,13,9,5,8,4,6,1
"2601575",3,0,4,2,1,4,3,2,1,5,1
"2601668",2,3,10,5,9,6,9,4,2,3,0
"86106",6,4,3,17,38,5,4,19,4,4,1
"91604",11,41,16,34,94,34,40,42,20,26,5
"1414854",24,15,21,40,222,23,23,27,21,29,7
"156889",77,54,70,110,148,78,99,88,70,55,14
"451514",0,0,2,4,0,3,1,3,1,0,0
"1002672",1,5,2,4,51,6,6,4,3,4,0
"2268451",3,3,2,4,28,3,1,3,2,1,1
"1388755",4,3,0,12,13,2,3,4,5,3,3
"1977865",2,1,4,8,15,1,5,8,9,4,2
"1977864",3,1,4,3,11,2,6,1,6,1,1
"335992",3,3,4,3,18,4,5,5,0,2,1
"2563896",4,0,2,3,15,4,2,9,1,0,2
"1925548",7,4,7,8,18,11,15,58,5,3,1
"2161677",37,28,36,51,76,42,50,56,45,29,7
"1034889",2119,1862,1826,3265,4433,3317,2323,2238,2027,1766,462
"662548",1025,822,874,1518,2193,1570,1180,1148,961,894,276
"434008",1218,1010,1014,1715,2415,1844,1312,1315,1145,949,295
"207745",1084,833,923,1497,2170,1653,1189,1097,1078,959,257
"434009",1096,914,991,1577,2214,1659,1242,1173,1029,892,236
"1795631",894,804,824,1460,2108,1546,1039,1078,965,714,200
"2681552",785,757,598,1156,1766,1151,840,841,714,658,168
"2762323",675,621,566,1098,1771,1062,699,718,685,541,162
"2762322",717,596,567,1004,1858,1044,790,774,724,591,174
"282217",586,496,461,784,997,874,589,546,466,450,103
"434014",455,351,398,669,918,693,491,458,429,409,103
"2774875",483,396,405,699,1135,698,550,543,422,367,131
"2811425",26,13,20,18,60,27,19,24,15,23,3
"2126319",16,6,6,19,34,22,17,11,14,6,4
"1246301",965,736,735,1255,2103,1383,915,982,940,739,193
"543728",1018,825,861,1361,1884,1542,1091,996,909,816,223
"595537",781,688,636,1220,1663,1283,855,835,818,617,184
"436515",704,562,488,860,1524,1011,715,708,608,516,153
"795665",1075,809,971,1695,36909,1590,1187,1411,13466,947,1185
"2716225",1372,1115,1072,2136,17607,2116,1355,1887,2433,1114,1063
"2806262",1150,967,963,1745,136426,1853,1260,1381,11644,935,585
"2651974",1121,818,840,1615,5325,1688,1208,1228,1468,815,284
"1842537",762,575,575,1106,4717,1103,773,841,1156,589,216
"434010",724,489,562,966,3882,1037,787,838,1016,527,165
"2184519",509,401,664,584,4777,1742,411,1331,2812,769,100
"2565558",389,319,340,517,1727,542,420,395,514,302,110
"47421",380,314,336,552,3218,533,418,1118,1933,318,100
"1763535",289,264,264,509,1480,452,385,419,464,266,88
"2518343",521,370,383,637,128236,649,2312,1118,26282,387,353
"1842533",492,393,433,725,4643,818,1081,768,1590,401,147
"2714923",450,364,364,612,1856,691,498,489,545,371,115
"358220",480,411,463,737,12939,722,1565,1835,12001,397,1098
"2478662",369,292,308,533,3553,550,862,509,1207,313,117
"1858609",262,207,214,346,1986,388,436,346,597,215,89
"232721",78,60,44,94,448,86,81,113,118,54,30
"80870",1582,1331,1270,2155,4493,2394,1721,1648,1654,1158,441
"1926868",977,777,582,1295,3605,1481,1036,1460,1268,675,260
"2743470",788,659,580,1130,2182,1234,825,877,822,607,199
"553814",549,467,437,756,3553,845,879,728,1121,457,182
"397945",0,0,0,2,0,0,0,0,0,0,0
"80868",413,310,327,607,1123,592,441,410,423,290,91
"535289",55,55,44,102,243,101,69,187,92,46,50
"365046",5095,3499,3201,5496,8197,7584,4796,3606,5372,3104,1305
"2741720",945,795,704,1335,39449,1479,921,1102,1821,727,254
"2752316",296,252,272,433,1707,467,329,359,373,235,83
"2822760",223,151,147,262,696,300,203,227,241,160,46
"1842727",1381,1032,1100,1955,3783,2064,1524,1400,1418,1090,310
"2509614",1214,1049,992,1789,3878,2035,1263,1268,1403,890,293
"338969",383,327,344,554,1660,557,499,451,496,362,114
"1484693",297,243,222,481,2050,481,360,379,484,283,93
"81479",204,171,191,292,902,273,276,235,295,169,52
"2597701",735,616,608,1190,2249,1215,819,925,901,629,206
"1232667",3,5,3,4,112,14,6,6,11,7,3
"1082851",753,656,631,1109,1998,1139,879,855,765,627,162
"1392005",24,25,20,59,228,58,40,45,128,32,223
