"","cuu6M2TOMPOOB051315.extra.kraken2.report","OeS0M2TOMPOOA051355.extra.kraken2.report","XR8LM2TOMPOOB051125.extra.kraken2.report","TECcM2TOMPOOA051310.extra.kraken2.report","vcXtM2TOMPOOB050180.extra.kraken2.report","s9OmM2TOMPOOB051285.extra.kraken2.report","X9JUZM2TOMPOOB100355.extra.kraken2.report","AYtCM2TOMPOOA100360.extra.kraken2.report","cSObM2TOMPOOM080315.extra.kraken2.report","a50wM2TOMPOOB051350.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report"
"74969",1,2,1,0,0,0,0,2,0,0,1
"263820",2,2,2,2,4,5,1,4,4,3,0
"1673428",4,4,4,3,6,8,0,4,3,4,3
"439481",7,5,6,5,10,5,1,9,2,3,2
"673860",4,11,6,10,6,4,0,5,4,2,4
"2282148",3,5,2,1,6,1,1,14,3,3,2
"1920749",2,0,0,0,4,7,0,4,1,1,0
"2594042",6,27,8,8,8,10,1,17,4,14,2
"89593",7997,14705,7271,8036,13731,9386,1896,16194,10617,13155,7258
"716546",6845,20048,5880,5063,13535,7510,2069,17962,6768,3876,16615
"4891",815,1309,701,710,1088,1047,135,1527,631,675,521
"34346",19,33,24,16,37,31,4,41,25,38,45
"5267",338,560,289,300,455,427,48,612,247,258,205
"162474",90,166,74,61,106,109,26,150,65,69,84
"5234",160,168,92,106,153,172,15,260,104,118,87
"6033",22,25,12,11,23,15,2,27,14,7,12
"423054",1102,2700,683,1203,1196,1069,138,1471,1755,795,1562
"5820",449,694,322,364,562,479,85,794,311,422,228
"5864",89,133,96,73,182,109,14,172,93,71,73
"5873",120,115,79,65,117,116,13,145,47,54,48
"340080",1,3,1,0,4,1,0,5,2,1,1
"33847",90,150,68,59,105,113,15,126,78,106,33
"38748",108,160,84,75,129,102,11,162,92,71,73
"227086",0,17,5,6,10,1,11,7,6,15,4
"1286322",1020,1385,716,736,1240,1070,121,1589,666,720,467
"5690",55,88,48,51,93,62,7,106,62,70,38
"5782",45,70,41,38,97,46,6,84,38,54,42
"2898",6,24,13,4,25,10,4,21,11,15,11
"464988",0,3,1,1,3,4,0,0,3,15,8
"55529",5,13,4,5,10,5,0,7,10,4,4
"5741",30,44,26,28,25,39,5,36,20,23,12
"279303",3,5,2,9,8,4,0,2,8,2,0
"1109710",2,4,2,0,6,1,0,0,1,2,0
"1647475",3,1,1,1,3,5,0,0,1,3,0
"2719575",3,0,2,1,1,3,0,7,1,0,0
"1327959",2,2,0,1,0,0,0,1,1,0,0
"1524882",6,4,4,3,2,2,0,4,1,2,1
"1647305",3,4,1,2,2,0,0,3,0,1,1
"2656534",2,4,2,1,7,1,0,3,0,4,2
"2794947",1,0,4,1,4,3,0,2,2,1,1
"658401",2,0,0,3,4,3,0,0,2,3,0
"1109711",2,1,1,4,4,4,0,4,3,1,1
"1414737",1,2,2,2,4,3,1,1,2,2,0
"1647476",2,2,5,6,3,3,0,7,4,2,0
"1458831",1,2,0,2,3,0,0,2,1,1,1
"10702",2,6,0,6,5,1,0,5,1,0,1
"1690818",3,5,1,2,7,4,0,4,2,2,1
"2601610",4,6,2,1,6,4,0,9,3,5,4
"981330",5,5,3,2,5,4,0,11,1,1,2
"2315704",0,1,0,0,0,0,0,0,0,0,0
"1647304",2,0,2,3,2,0,0,4,1,0,2
"1647470",2,0,2,0,1,4,0,12,0,0,0
"416419",1,3,0,4,1,2,0,2,2,1,1
"2517971",2,3,1,0,5,0,0,2,1,0,4
"1647472",2,0,0,1,0,0,1,0,0,0,0
"691963",3,1,2,1,0,3,2,4,2,0,1
"754066",1,2,0,1,5,3,0,5,1,4,1
"2182360",2,7,2,0,3,4,0,6,7,1,3
"984175",0,1,0,0,0,0,0,0,0,0,0
"1647474",2,2,2,0,3,4,0,2,1,1,0
"1664246",1,1,0,1,1,1,0,2,1,0,0
"1887644",4,3,0,0,1,4,0,0,0,0,0
"1838072",3,1,1,1,0,0,1,0,1,0,0
"1821559",4,2,1,0,0,0,1,1,0,5,0
"1805457",3,2,0,1,5,3,1,1,0,2,1
"1821563",0,1,1,0,0,2,0,0,0,0,0
"2591211",0,1,1,1,1,0,0,3,1,1,0
"2591031",3,0,1,2,1,0,1,3,0,0,0
"2593268",0,0,1,0,0,2,0,0,0,1,0
"2599838",0,1,1,0,1,1,0,3,1,0,0
"2599845",0,0,0,0,0,0,0,0,0,0,0
"1527493",3,2,1,0,1,1,0,1,1,0,1
"1109717",1,1,0,1,3,0,0,0,1,1,0
"1308863",0,0,0,0,0,0,0,0,0,0,0
"1109712",2,15,3,2,0,2,0,1,1,5,0
"45764",5,2,3,2,0,3,1,2,0,0,1
"2315475",0,2,0,0,2,0,0,0,0,0,0
"1089121",0,2,2,2,0,5,1,7,2,0,0
"1838062",1,1,1,2,4,0,0,3,1,1,2
"2283304",0,0,0,0,0,0,0,0,0,1,0
"1071177",0,0,0,0,0,0,0,0,0,0,0
"1414742",3,0,2,0,0,1,0,2,7,1,0
"1589748",1,2,1,0,2,1,0,3,0,0,0
"2729575",2,1,2,0,2,1,0,1,0,1,2
"2126925",1,0,0,0,2,0,0,3,0,0,0
"909297",1,0,0,1,0,0,0,0,1,0,0
"984186",0,2,0,0,1,0,0,0,0,0,0
"2743909",3,1,1,1,1,0,0,6,2,1,0
"1538804",0,0,0,0,0,0,0,0,0,1,1
"2250336",0,0,0,0,0,1,0,0,0,0,0
"2571253",0,0,0,0,0,0,0,1,1,0,0
"2557579",0,0,0,0,0,0,0,0,0,0,0
"2250352",0,0,1,0,0,0,0,0,0,2,0
"2283249",0,0,0,0,0,0,0,0,2,0,0
"2507858",0,0,0,0,0,0,0,0,0,0,0
"2507854",0,0,0,0,0,1,0,0,0,0,0
"2488789",3,1,12,0,1,1,0,0,0,0,0
"2419978",2,1,0,0,0,0,0,1,0,1,0
"691966",0,0,1,0,0,0,0,1,0,0,1
"2696356",0,1,0,0,0,0,0,0,0,0,0
"1458863",0,0,0,0,0,0,0,0,0,0,0
"2742114",0,0,0,0,0,0,0,0,0,0,0
"747763",1,1,0,1,3,3,0,1,0,1,0
"753085",0,1,1,0,0,0,1,1,0,0,0
"2686278",0,0,0,0,0,0,0,0,0,0,0
"754053",0,0,0,0,0,1,0,0,0,0,0
"1643326",0,0,0,0,0,0,0,0,0,0,0
"330398",0,0,0,0,2,0,0,0,0,0,0
"2656526",1,0,1,0,5,1,0,6,0,0,0
"1647471",0,1,1,0,1,1,0,5,1,2,0
"1964565",1,4,3,0,0,2,0,2,0,1,0
"2591132",1,1,2,0,2,0,0,1,2,1,0
"370623",6,2,0,11,2,4,3,4,0,0,1
"1868596",0,0,0,0,0,0,0,0,0,0,0
"2608321",0,0,0,0,0,1,0,1,0,0,0
"1647309",2,1,1,1,2,4,0,5,0,2,1
"322855",0,1,0,0,0,0,0,0,0,0,0
"2601626",0,1,0,0,0,0,0,0,0,0,0
"2599852",0,1,1,1,1,1,0,0,1,1,1
"1327037",0,1,0,2,0,0,0,0,0,0,0
"319522",1,1,0,3,1,2,0,0,1,1,1
"2759389",1,0,0,0,0,1,0,4,0,0,0
"2656540",5,3,1,1,0,3,0,2,0,3,1
"1983555",1,1,0,0,2,3,0,0,0,1,0
"1327970",0,0,0,0,2,0,0,0,0,0,0
"1838081",0,1,0,0,0,0,0,1,1,1,0
"2761110",0,0,0,0,0,0,0,0,0,0,0
"2562717",86,97,79,69,105,86,7,134,45,51,34
"1993872",2,2,4,2,1,4,1,8,1,4,0
"1195070",1,5,2,4,11,2,0,6,3,1,0
"1034114",1,1,0,0,1,0,0,1,0,1,0
"1034152",0,2,0,0,1,0,0,6,0,0,0
"2562522",1,2,0,0,1,2,1,1,0,1,0
"2560593",0,0,0,0,0,0,0,0,0,0,1
"2560591",0,3,0,0,0,1,0,0,1,1,1
"2315863",35,67,30,22,39,41,4,70,9,43,24
"1982898",25,29,11,18,35,21,2,37,13,9,8
"1982900",7,3,2,3,12,4,0,6,0,8,2
"1623295",4,7,12,6,5,5,1,10,3,3,0
"1982897",10,4,8,7,10,5,0,26,6,5,5
"1982899",8,16,4,4,8,5,4,10,3,1,0
"2562661",30,34,22,21,33,41,3,36,12,16,14
"1089129",0,1,0,0,0,0,0,1,0,0,0
"373405",0,0,0,0,0,0,0,0,0,0,0
"1211282",1,0,1,0,1,1,0,0,0,0,2
"1089111",0,2,0,0,1,0,0,0,0,0,0
"1041807",0,1,1,0,1,0,0,0,0,0,1
"1034136",0,0,2,0,0,2,0,0,1,0,0
"1211281",0,0,0,0,0,0,0,0,0,0,0
"1993862",0,0,0,0,1,0,0,0,0,0,0
"1993863",0,0,0,0,0,0,0,2,0,1,0
"1993865",0,2,0,0,0,6,0,0,0,0,0
"1032892",0,2,0,0,0,0,0,2,0,0,0
"1993873",1,1,1,1,0,1,2,1,0,0,0
"2733155",23,18,18,14,14,8,3,27,8,5,6
"2733152",18,19,6,6,22,21,1,25,10,10,5
"2733153",11,17,12,11,18,12,3,21,8,14,5
"2733154",6,8,0,5,12,7,1,12,3,2,5
"1982880",9,19,11,10,15,14,5,27,12,10,7
"1982881",0,3,3,0,3,2,0,3,1,2,3
"1982879",4,3,3,1,5,10,0,2,2,1,4
"1982895",5,13,3,1,18,4,0,7,4,5,11
"2562663",13,19,14,6,15,14,3,25,4,6,5
"2560504",2,1,0,0,1,1,0,2,1,1,1
"2562660",15,17,9,7,13,10,1,12,6,5,4
"1034112",0,1,0,0,0,0,0,0,0,0,0
"1983734",0,3,2,1,8,4,0,1,1,2,2
"1623277",2,1,5,1,2,4,2,7,0,0,1
"2700041",0,4,0,1,3,2,0,1,2,0,2
"1983735",0,0,0,0,0,0,0,1,1,2,0
"1983744",4,5,3,1,5,4,0,2,3,3,1
"1623301",2,2,1,0,3,4,0,4,2,2,1
"2734220",0,1,0,2,0,0,0,0,0,0,0
"2734219",1,3,2,0,1,1,1,2,0,0,0
"1993887",0,0,0,0,0,0,0,0,0,0,0
"1776684",0,0,0,0,0,2,0,0,0,1,0
"2560792",3,1,1,0,1,0,2,2,10,1,2
"1211643",8,10,4,5,6,6,1,11,6,6,4
"2171586",2,0,1,1,0,4,2,0,1,0,1
"1982084",0,0,0,0,0,1,0,0,0,0,0
"1982080",0,0,0,0,0,0,0,0,0,1,0
"2170239",1,3,0,1,4,1,0,5,2,0,0
"2520510",2,1,0,1,0,2,0,1,1,4,0
"2315855",1,22,4,6,11,8,1,6,4,7,1
"2734266",1,2,4,2,0,0,2,2,4,3,8
"2734267",2,5,0,1,0,2,0,3,1,0,0
"2201166",1,6,4,1,5,1,1,3,0,1,3
"1034137",0,0,0,0,1,0,0,0,0,0,0
"2170253",2,1,2,6,2,0,1,2,1,0,1
"1982357",2,1,2,2,4,5,0,11,2,1,2
"1982358",2,8,2,5,3,1,1,9,2,2,1
"1623280",0,2,1,3,1,1,0,2,1,1,1
"2169633",2,0,0,3,4,0,1,6,4,1,0
"2169634",4,3,1,2,0,4,0,1,2,0,0
"205879",0,1,0,1,0,1,0,0,1,0,0
"1034111",0,0,0,0,0,0,0,0,0,0,0
"2233782",0,4,0,1,2,3,0,1,0,1,0
"279383",0,3,0,2,3,2,0,1,2,1,4
"1981048",0,0,0,0,0,0,0,0,1,0,0
"1981049",0,0,0,0,0,0,0,0,0,1,0
"2734268",6,3,3,3,9,3,0,9,2,6,2
"2734242",4,5,1,7,4,0,2,7,0,3,2
"1623285",0,3,0,2,0,5,0,2,0,0,0
"2762717",1,4,2,0,2,1,0,2,0,0,0
"2560595",2,3,1,0,5,3,0,4,1,0,0
"2570373",2,5,0,2,3,5,0,4,0,0,1
"2560688",1,0,1,0,0,1,0,0,3,0,2
"1982747",4,9,4,2,3,5,0,4,8,2,2
"2301302",11,5,12,3,9,4,1,3,15,2,1
"1982746",8,23,8,7,1,3,0,2,13,0,1
"2734243",10,13,5,4,8,11,1,9,1,1,0
"2315856",4,1,0,1,2,3,0,1,0,0,2
"1982102",2,0,2,2,3,0,0,2,1,1,2
"2734251",0,4,1,0,0,1,1,2,0,1,0
"2560847",2,1,2,1,2,0,1,8,0,1,0
"2560848",0,1,3,2,1,1,0,3,5,0,0
"2560509",5,0,0,2,5,5,0,3,0,2,1
"2169611",1,3,3,2,4,6,0,6,0,2,1
"1982563",0,0,0,0,0,0,0,0,1,0,1
"2219090",1,0,0,0,0,0,0,0,0,0,0
"2560513",0,0,0,0,0,0,0,0,0,0,0
"2169635",11,9,2,1,1,3,0,3,1,4,0
"2169636",2,7,3,1,0,4,0,2,1,1,4
"373407",0,0,0,0,1,0,0,0,0,0,0
"2201169",2,3,0,3,1,0,2,6,0,0,0
"2560506",4,3,3,3,1,1,0,3,2,1,1
"2182400",1,0,0,1,0,0,0,0,0,0,0
"2560485",2,3,4,1,2,6,0,8,2,1,0
"2734217",1,4,1,2,1,5,0,2,0,0,0
"2169652",1,4,0,3,0,2,0,4,2,0,1
"2560502",1,2,1,1,1,1,0,1,0,3,0
"2041855",1,0,0,1,0,0,0,1,0,0,0
"2560719",0,3,1,1,9,0,0,2,0,0,0
"2560590",0,4,0,0,1,0,0,2,0,1,0
"2560359",2,0,1,2,0,4,0,13,2,1,1
"2560778",1,2,2,1,2,2,0,4,3,0,1
"1982098",1,3,1,1,1,1,0,1,2,2,1
"2734227",2,0,0,0,0,0,0,1,1,0,0
"2744421",0,2,0,1,0,1,0,3,2,2,0
"2560303",1,1,1,1,0,0,0,1,1,0,1
"2560298",3,6,2,1,1,6,1,4,1,5,1
"2560492",1,1,1,1,0,1,1,2,1,0,0
"2734264",1,6,0,3,3,2,0,0,1,0,2
"2744423",1,6,0,5,2,2,0,1,2,0,1
"1982560",1,3,2,0,0,4,0,1,2,1,1
"2734263",2,9,3,3,4,2,0,2,1,2,1
"1910991",0,0,2,0,0,1,0,0,0,0,0
"1910993",4,0,0,0,1,1,2,0,1,11,0
"2734280",2,0,2,2,1,2,0,1,2,0,1
"2734281",0,0,1,1,1,2,0,0,1,0,0
"2734252",2,2,3,2,4,4,0,5,3,4,8
"2734254",1,1,0,0,0,1,0,0,3,0,0
"2734255",0,0,1,1,0,1,0,1,0,0,0
"2733156",0,0,4,2,2,3,0,4,0,1,0
"2733158",1,0,0,0,0,1,0,0,1,0,0
"2560782",1,3,0,1,0,2,0,1,0,2,0
"2560489",1,6,2,2,0,1,0,2,2,0,0
"1982241",0,1,0,0,0,1,0,0,3,1,0
"2560487",0,1,2,1,3,0,0,1,0,1,0
"2560490",0,0,0,0,0,0,0,3,0,0,1
"2560497",0,0,0,0,2,0,0,0,0,0,0
"2560511",0,0,0,0,0,0,0,0,0,0,0
"2560493",3,3,0,1,0,2,1,0,2,1,0
"2734239",4,4,12,8,74,2,0,10,2,1,2
"2169870",0,0,0,0,0,1,0,1,0,0,0
"2169871",0,0,1,0,0,1,0,1,0,0,0
"2734272",2,1,0,1,0,3,1,0,0,0,0
"2734257",0,0,0,0,0,1,0,0,0,0,0
"2734258",2,0,1,0,1,0,0,1,0,0,0
"2744481",1,2,1,1,0,0,0,2,1,0,0
"2734249",0,1,0,0,2,1,1,2,0,1,0
"2560784",0,3,0,0,2,0,1,14,18,0,0
"2560625",1,1,0,0,2,0,0,0,1,0,0
"2734279",3,3,0,1,2,2,0,3,0,0,0
"2734215",3,4,0,3,8,3,1,7,2,1,2
"2734225",0,0,2,0,0,0,0,3,0,1,0
"2734226",0,0,0,0,0,0,0,0,0,0,0
"2734236",3,4,1,3,8,4,0,12,3,2,0
"2734241",1,5,0,0,0,0,0,0,1,0,1
"2734276",1,1,3,0,0,1,1,3,0,4,0
"2734278",1,2,4,1,3,0,0,1,1,1,1
"2734292",3,1,2,0,1,3,0,6,7,3,2
"2560588",2,1,1,1,5,3,1,1,0,3,4
"2560494",0,1,2,0,0,1,0,0,0,11,0
"2560500",3,4,0,0,0,2,0,1,0,0,1
"2560501",1,0,0,0,1,1,0,3,0,1,0
"2560505",1,3,3,0,2,1,0,1,0,0,0
"2560721",0,0,0,0,0,0,0,0,1,0,0
"2560407",4,3,4,2,0,2,0,2,1,4,1
"2560608",3,2,1,1,1,2,0,2,1,2,1
"2733160",1,0,1,0,1,1,0,0,0,0,0
"2733161",0,0,0,0,0,0,0,1,1,0,0
"2734218",0,0,1,1,0,1,0,2,1,1,0
"2734230",1,0,0,2,4,1,0,0,1,2,0
"2734245",7,5,2,1,1,2,0,5,0,2,1
"2734247",1,2,2,3,1,0,0,4,1,0,1
"2734250",0,0,0,1,2,5,1,3,0,0,1
"1982152",1,0,0,0,0,0,0,0,0,0,0
"1982369",3,0,1,0,0,0,0,0,9,1,0
"466052",0,0,0,0,0,0,0,0,0,0,0
"1982091",2,4,1,0,0,0,0,0,1,1,0
"1982087",1,0,0,1,1,0,0,1,0,0,1
"1982373",1,0,0,1,1,1,0,1,0,0,0
"1982374",0,0,0,0,0,0,0,0,0,0,0
"1982375",1,0,3,1,3,0,0,5,2,0,3
"1909389",1,1,1,0,2,0,0,2,1,1,0
"1982151",2,2,1,0,1,1,3,1,1,0,1
"1982261",0,0,0,0,0,0,0,0,0,0,0
"1982265",0,1,0,0,0,0,0,0,0,0,0
"1982569",0,0,1,1,0,0,1,4,1,0,1
"2050979",0,1,2,0,1,2,0,0,0,0,0
"1982237",0,0,0,0,0,0,0,1,0,0,0
"2560503",0,0,0,0,0,1,0,1,1,0,0
"1623275",0,0,0,0,0,3,0,0,0,0,0
"2560650",0,0,0,0,0,0,0,0,0,0,0
"2734262",0,0,0,0,0,1,1,0,0,0,0
"205872",5,4,1,0,0,4,0,1,0,1,0
"2560139",0,0,0,0,0,0,0,0,0,0,0
"2041859",0,0,0,0,0,0,0,0,0,0,0
"1982363",0,1,0,0,1,0,0,0,0,0,1
"2734214",1,0,0,0,1,0,0,3,4,0,0
"2560360",0,0,0,1,0,0,0,0,1,1,1
"2734244",0,0,1,0,0,0,0,0,0,0,0
"1921712",0,2,0,0,0,0,0,0,0,0,0
"85154",0,0,1,0,0,0,0,0,0,0,0
"2734238",0,6,0,3,0,1,1,3,1,1,0
"2734237",1,0,1,0,0,0,2,2,0,1,1
"2005060",0,1,1,0,0,1,0,1,0,0,0
"2734231",0,0,0,0,0,1,1,0,0,0,0
"2705462",0,0,0,0,0,0,0,0,0,0,0
"2734229",6,1,5,5,1,0,1,5,1,0,1
"2560514",2,2,0,0,0,0,0,1,2,0,0
"1921117",0,0,0,0,0,0,0,0,0,0,0
"1918720",0,0,0,0,0,0,0,0,0,0,0
"2734275",0,0,0,0,0,0,0,0,0,0,0
"1982567",1,0,0,1,4,1,1,4,0,1,0
"2169651",0,0,0,0,0,1,0,0,0,0,0
"2560785",2,0,1,2,1,1,1,5,49,1,2
"2734284",7,4,3,3,2,1,0,3,0,0,0
"2734286",0,0,0,0,1,0,0,0,0,0,1
"2169613",1,3,3,1,3,6,1,1,2,0,0
"2560484",1,2,4,2,3,1,1,4,1,0,1
"2560111",0,0,0,0,0,0,0,0,0,0,0
"2560387",0,1,0,0,0,0,0,3,0,2,1
"2560388",1,0,0,2,4,0,0,0,0,0,0
"1982561",0,0,0,1,0,1,0,0,1,0,0
"1982228",1,0,0,0,1,0,0,1,0,0,1
"374422",1,1,0,0,1,0,0,3,1,0,0
"2734291",3,0,0,0,1,1,1,0,3,0,2
"36343",0,0,0,0,0,0,0,0,0,0,0
"546805",7,10,7,8,3,9,1,14,7,2,4
"1007869",15,13,4,6,15,8,0,14,3,3,5
"2201420",0,2,0,1,1,2,0,2,0,0,0
"1493510",0,0,1,1,0,0,0,1,0,0,0
"2593333",1,1,1,2,1,0,0,5,1,1,0
"1913591",0,0,2,3,2,2,0,0,1,6,0
"1273754",0,1,0,1,0,0,0,0,0,0,0
"1273755",2,1,0,0,1,1,0,0,0,0,0
"1161927",0,5,1,0,1,0,0,1,1,0,1
"2589665",0,0,0,1,0,0,0,0,0,0,0
"2024252",0,0,0,0,1,0,0,0,0,0,0
"1124849",0,1,0,0,0,1,0,1,0,1,0
"2713256",0,3,0,0,0,0,1,3,0,2,0
"1458860",0,0,0,0,0,0,0,1,0,0,0
"1026955",0,0,0,0,2,0,0,2,0,1,0
"1883368",2,0,3,0,0,0,0,1,0,1,0
"929833",0,2,1,0,1,2,0,0,0,0,0
"1567487",0,0,0,1,0,0,0,0,0,0,1
"1079999",0,0,0,0,0,7,0,3,0,0,0
"1003177",0,0,0,0,0,0,0,0,0,0,0
"2547425",0,0,0,0,0,0,0,0,1,0,0
"445685",0,0,0,0,0,0,0,0,0,0,0
"2767570",0,0,1,0,0,1,0,2,2,1,1
"2596673",0,2,0,0,0,0,0,0,1,0,0
"2588520",0,0,0,0,0,2,0,2,0,0,0
"1503929",2,2,0,0,1,3,1,2,0,1,3
"445686",0,1,0,0,3,0,0,2,0,0,0
"407392",1,0,0,0,0,0,0,0,0,0,0
"1892568",7,10,9,11,8,10,0,8,4,1,1
"227470",1,4,0,1,2,1,0,1,0,0,0
"1985325",0,1,0,1,1,0,0,1,0,2,0
"1914165",0,4,0,0,1,1,0,5,1,0,0
"1913652",2,1,0,1,3,1,0,0,1,1,0
"1985329",1,0,0,0,0,0,0,0,0,0,0
"1985328",2,0,1,0,2,3,0,0,1,1,0
"1198137",3,1,1,1,4,0,0,6,2,2,0
"10663",3,1,0,0,2,2,0,1,1,2,0
"1913654",2,1,0,1,2,1,0,0,1,3,0
"1913653",1,1,0,0,1,1,0,2,0,1,0
"1133560",3,4,1,2,6,2,0,1,1,1,3
"2006134",0,0,2,0,0,1,0,2,0,0,1
"1980948",0,0,0,0,1,0,0,1,1,1,0
"2560300",2,0,0,0,1,0,0,1,1,1,1
"2594900",7,7,4,5,3,7,0,9,1,0,2
"1980923",3,3,2,1,3,0,0,2,1,0,2
"2732982",2,4,1,1,2,1,0,1,0,3,0
"2732983",1,0,0,0,1,0,0,0,0,0,0
"2578230",0,0,0,0,0,0,0,0,0,0,0
"2732972",0,0,0,0,0,0,0,1,1,0,0
"2732974",0,0,1,0,1,1,0,0,0,0,0
"260373",0,0,0,0,0,0,0,0,0,0,0
"1966265",0,1,0,1,0,0,0,1,1,0,0
"1914852",1,0,0,0,0,2,0,3,0,0,0
"1914850",0,1,0,0,0,0,1,1,1,0,1
"2508196",2,0,1,1,3,1,0,2,4,1,0
"1198140",4,1,1,1,0,0,0,2,2,0,1
"1985293",1,1,1,1,1,0,0,1,1,1,1
"1984784",1,0,2,0,0,0,0,3,0,0,0
"1984783",0,1,0,0,2,3,0,0,1,0,0
"2560302",1,0,1,0,0,0,0,2,0,0,0
"2562722",0,4,0,1,2,1,1,4,0,5,0
"2520516",1,2,1,0,1,0,0,2,0,0,0
"2734089",2,3,2,0,2,3,0,4,1,0,0
"2560286",3,5,2,2,0,1,1,1,3,1,0
"1980925",0,2,0,2,3,2,0,1,2,0,0
"1980926",1,3,0,1,3,2,0,1,0,0,0
"2734129",6,8,6,5,9,7,0,9,3,2,4
"2560700",3,3,0,2,0,1,0,0,1,1,2
"1198980",0,0,0,0,0,0,0,0,4,0,0
"2734130",0,0,0,0,0,0,0,0,0,0,0
"2738374",1,0,0,0,0,1,0,0,0,0,0
"2752533",1,0,1,0,0,1,0,1,0,0,0
"2734115",0,3,0,0,1,0,0,0,0,2,0
"2560671",0,2,0,0,0,3,0,3,0,1,0
"2734111",0,0,1,0,2,0,0,0,0,0,0
"2560687",0,0,0,0,0,0,0,0,0,0,0
"2169882",1,1,1,3,2,0,1,0,1,1,0
"2169883",1,0,3,3,1,1,0,1,0,1,0
"2734080",0,1,3,0,1,1,0,0,0,0,0
"2734081",1,0,0,0,0,0,0,0,0,0,0
"2560244",0,4,0,0,0,0,0,1,0,0,0
"2560261",1,4,1,1,2,1,0,8,1,0,1
"2734085",0,0,0,1,0,0,0,2,0,0,1
"2560086",0,0,0,0,0,1,0,0,0,0,0
"2560752",0,2,0,0,1,0,0,1,0,0,0
"2560400",0,1,1,0,0,0,0,1,0,2,0
"2560628",1,1,0,0,0,1,0,1,1,0,0
"2752547",0,1,2,0,1,0,0,0,0,1,0
"2734102",1,0,1,0,0,0,0,1,0,0,2
"2734109",1,0,0,1,0,0,0,1,0,1,0
"2733109",2,0,1,0,2,0,0,0,0,1,0
"2734123",1,2,0,1,0,3,0,1,0,1,0
"2562339",0,0,0,0,0,0,0,0,0,0,0
"1980944",1,4,2,3,1,2,0,1,1,1,0
"2738809",1,1,2,0,1,1,0,4,0,0,0
"2734158",0,1,0,0,0,1,0,2,0,2,0
"2560680",0,0,0,0,0,0,0,0,0,2,0
"2560676",0,0,3,0,0,0,0,1,0,0,0
"2733139",0,0,0,0,0,0,0,0,0,2,0
"2734150",0,0,0,1,0,0,0,0,0,0,0
"2560337",0,0,0,0,0,0,0,0,0,0,1
"2560336",0,0,0,1,1,0,0,1,0,1,2
"2560834",0,0,1,1,0,0,0,0,0,0,0
"2734147",1,3,2,0,2,1,1,0,0,3,0
"2734144",0,0,0,2,1,0,0,2,0,0,0
"2734143",0,0,1,0,0,0,0,0,0,0,0
"2752794",0,0,0,0,0,0,0,1,2,0,0
"2734141",0,2,0,0,1,0,0,1,0,0,0
"2734140",1,0,1,1,2,0,0,0,0,2,0
"2734084",0,1,1,0,0,3,0,2,1,1,0
"2752797",1,0,0,0,0,0,0,1,2,0,0
"2734136",0,0,0,0,0,0,0,0,0,0,0
"2734122",1,1,3,1,4,3,0,2,0,2,0
"2560540",0,0,0,0,0,0,0,0,0,0,0
"1980947",0,0,0,0,1,1,0,5,0,0,3
"1984796",1,0,0,0,1,1,0,0,0,0,0
"1925780",0,0,0,0,0,0,0,0,0,0,0
"1922212",0,0,0,1,0,0,0,0,0,0,1
"1921704",0,0,0,0,0,0,0,1,0,0,0
"1984777",0,0,1,1,0,0,0,0,0,0,0
"499235",1,0,0,0,0,0,0,1,0,2,0
"431894",1,1,1,0,0,0,0,0,0,0,1
"1084719",0,0,2,1,4,0,0,1,0,0,0
"2560474",0,0,0,0,0,0,0,0,0,0,0
"2590948",2,5,3,2,5,0,0,5,0,1,0
"2713257",1,3,2,3,1,0,0,7,0,5,0
"2590877",1,0,0,2,0,2,0,0,0,1,0
"1188795",1,0,1,1,0,2,0,4,3,1,1
"2053812",0,1,4,1,4,0,0,5,23,58,1
"754069",0,1,0,0,1,1,0,4,0,0,0
"2053723",0,0,0,0,0,1,0,1,4,3,0
"1131315",1,5,0,0,5,1,0,1,1,0,1
"2565510",0,0,0,2,0,1,0,0,0,0,1
"2182408",0,1,1,0,0,0,0,2,16,4,0
"179237",0,1,1,0,3,0,0,5,0,0,0
"2708562",0,0,0,1,1,0,0,0,14,6,1
"1417599",0,0,1,0,1,0,0,0,0,0,0
"1622116",0,0,0,0,0,0,0,0,0,0,0
"2315703",2,0,0,0,1,0,0,2,1,0,0
"1235689",1,1,0,0,1,0,0,1,1,0,0
"1563661",1,6,1,3,0,1,0,0,2,2,1
"2583039",0,2,0,0,0,0,0,1,0,2,0
"1054968",0,0,1,1,0,5,0,2,0,0,0
"1526550",0,0,0,0,0,0,0,0,0,0,0
"1461743",0,0,0,0,0,0,0,0,0,0,0
"2108116",3,0,0,1,0,0,0,0,1,0,0
"2053813",3,1,3,0,0,0,0,1,13,3,0
"926066",0,0,0,0,0,0,0,0,0,0,0
"2604899",1,1,0,1,0,1,0,0,1,0,0
"1881421",0,0,0,0,0,0,0,1,0,0,0
"1978007",0,1,0,0,0,1,1,17,0,0,0
"644524",1,6,3,2,2,6,1,12,2,4,1
"1195073",0,1,2,0,1,3,0,5,0,2,0
"242527",1,1,2,1,1,2,1,1,1,1,1
"1136535",4,3,0,0,1,2,1,2,0,5,1
"2560611",1,1,1,1,0,1,0,1,2,1,0
"2529391",2,2,0,1,6,0,1,0,1,1,1
"2529390",0,1,0,1,1,0,0,1,0,1,0
"1922330",1,0,0,1,0,0,0,3,0,0,0
