"","DYZgM2TOMPOOB100370.extra.kraken2.report","cSObM2TOMPOOM080315.extra.kraken2.report","X1qGgM2TOMPOOM080340.extra.kraken2.report","vcXtM2TOMPOOB050180.extra.kraken2.report","cuu6M2TOMPOOB051315.extra.kraken2.report","s9OmM2TOMPOOB051285.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","a50wM2TOMPOOB051350.extra.kraken2.report","OeS0M2TOMPOOA051355.extra.kraken2.report","dSz8M2TOMPOOA051340.extra.kraken2.report"
"1921510",695,1125,2643,1356,666,1218,969,1209,946,1567,1377
"1634516",640,811,2125,1111,538,839,605,898,765,1095,1244
"2762729",487,728,1677,911,535,947,787,859,688,1059,961
"2806553",148,184,390,195,118,163,140,160,140,216,205
"120045",34,35,127,16,12,16,24,24,19,27,34
"120044",16,13,70,16,15,26,15,38,14,23,38
"2633097",3172,3745,9116,5383,2427,4446,3484,4247,3195,5097,5843
"39960",1002,1360,3298,1934,817,1401,1139,1497,1085,1701,2000
"2739433",511,582,1636,818,360,586,510,579,479,741,863
"1112",445,556,1340,844,352,575,454,622,493,787,749
"2182384",420,546,1253,784,319,558,453,523,461,677,835
"2683265",2404,2856,7255,4154,1981,3202,2448,3143,2539,4168,4580
"2060312",968,1215,2850,2078,650,1175,871,1215,922,1305,2057
"2067415",677,928,2781,1377,549,961,773,1186,746,1156,1482
"2604537",445,616,1417,886,347,654,502,647,527,689,867
"2185142",194,216,617,339,140,188,170,237,195,303,367
"1267766",482,576,1674,1045,294,526,460,520,484,606,1029
"361183",354,462,1095,629,281,572,431,494,402,508,669
"476157",180,184,521,252,113,166,164,187,157,186,258
"692370",852,1025,3249,1625,690,1191,996,1375,869,1439,1803
"2338327",867,1018,3542,1633,678,1260,1018,1258,939,1493,1743
"1982042",683,891,2202,1433,450,857,787,1174,723,1202,1608
"2055955",267,370,1201,495,224,380,298,339,337,495,583
"450378",1052,1276,3443,1593,859,1386,1077,1259,1009,1600,1731
"2798724",547,598,1657,995,488,808,603,810,614,1033,1014
"1348774",479,527,1456,770,338,601,458,596,443,689,804
"192812",686,909,2363,1291,580,1072,829,1011,830,1237,1448
"1532023",700,983,1999,1322,541,1097,888,1046,868,1321,1407
"266951",352,505,1225,629,292,480,399,500,409,667,713
"502682",359,468,1151,762,299,562,421,530,388,618,769
"1648404",192,255,637,345,141,215,185,237,191,259,320
"543877",507,794,2081,995,369,780,590,807,531,851,1752
"645517",549,574,1434,936,412,678,585,786,556,961,1051
"1892855",2238,4211,5877,4680,2749,5341,4080,3699,3587,5053,4448
"2771430",1085,2211,3865,2302,1382,3043,2292,2175,2024,2740,2596
"335406",1235,1429,40661,1713,963,1491,1162,1379,1121,1787,1576
"2759707",849,965,2145,1374,849,1274,1029,1144,914,1468,1270
"192",2668,2166,4537,3466,2708,3105,2444,2643,2288,4118,2885
"652764",752,673,1977,1140,849,891,717,934,657,1281,979
"709810",764,626,3740,967,729,838,671,889,666,1115,872
"664962",656,539,986,840,699,845,707,583,565,1046,627
"2202148",2208,1870,3806,3324,2252,2712,2283,2574,2023,3716,2784
"137722",818,752,1817,1359,920,1017,817,993,739,1447,1085
"862719",556,439,1506,848,612,704,581,636,508,955,735
"528244",1174,1021,2359,1694,1295,1426,1173,1232,982,1778,1385
"682998",705,604,1714,1027,775,959,753,878,708,1260,935
"286727",584,466,2703,780,545,602,523,627,561,960,608
"1226968",518,494,1329,833,635,693,583,618,515,949,631
"1064539",433,385,721,513,399,542,407,480,312,624,448
"2775420",4603,1901,3490,2769,2834,3023,2519,2156,2345,3841,2389
"2233999",3284,1387,2516,2094,1973,2209,1740,1696,1536,2905,1838
"2602016",3002,2918,5627,7025,2864,3545,3194,4068,2941,6133,4702
"2602015",2486,2450,4699,5308,2473,2866,2470,3426,2241,4699,7682
"1663591",751,599,1347,1219,713,793,686,787,590,1162,811
"1639348",575,536,1211,923,608,674,595,680,513,968,757
"431944",210,193,415,330,205,212,192,257,181,331,259
"342108",705,667,1506,1226,745,827,686,878,642,1267,938
"414684",1575,1580,3168,2502,1699,2059,1712,1767,1636,2729,2132
"269796",1,1,30,7,1,1,4,5,3,5,11
"2594003",1630,8709,31783,5344,1643,2126,1734,2580,1722,3502,4917
"1110502",1509,1557,3622,2682,1683,2004,1647,1884,1426,2569,2190
"1441467",1555,1258,2961,2485,1544,1780,1451,1915,1360,2682,1950
"2220096",1304,1185,3200,2005,1244,1629,1385,1432,1200,2107,1694
"111831",886,849,1974,1267,994,1039,929,1012,788,1419,1230
"2048283",160,145,520,254,129,154,119,162,126,244,197
"2785908",89,75,300,142,70,81,94,92,83,140,124
"2785911",53,54,194,95,58,48,71,58,49,87,72
"1891279",96,89,530,136,88,91,104,93,98,145,107
"1123366",53,56,182,79,34,46,52,51,54,82,64
"1612173",677,579,3043,1070,679,751,631,691,595,1124,842
"1150469",531,522,1223,890,616,642,591,620,520,935,736
"1288970",360,370,850,627,359,458,396,446,372,582,560
"1549855",99,86,184,120,76,100,120,84,86,119,116
"1401328",9,10,32,8,7,12,11,4,11,17,10
"1193729",9,6,35,18,2,3,6,9,6,3,16
"2768162",1729,1298,2744,2168,1675,2079,1632,1705,1398,2657,1800
"2768161",1549,1215,2807,2036,1677,1899,1581,1685,1395,2496,1689
"2018065",195,103,316,205,187,265,189,177,148,294,141
"257708",1002,822,1946,1280,1096,1270,1001,1107,911,1737,1128
"207340",201,143,371,190,188,246,175,155,183,277,160
"94",3714,3382,9255,5711,3422,3901,3385,4032,2979,5697,4409
"1296990",148,123,270,204,145,170,130,191,120,220,175
"265959",207,174,449,303,222,234,207,230,169,306,262
"714995",26,18,57,33,25,25,20,20,22,33,27
"265960",146,131,337,225,140,175,155,163,136,211,159
"634177",129,94,238,186,136,126,113,156,87,193,148
"65958",97,113,269,154,101,138,91,147,155,179,125
"33995",94,99,253,162,94,131,77,116,103,157,173
"215221",7,8,22,8,3,9,5,6,4,11,8
"2771361",1814,1539,3666,2263,1995,2509,2024,1977,1677,3134,2009
"926570",164,171,325,268,202,246,181,180,167,277,227
"349163",148,105,264,195,132,127,125,167,96,206,200
"1484109",956,891,1686,1518,1043,1164,1059,1299,878,1615,1278
"1969806",1040,804,1921,1395,902,1045,878,1386,884,1630,1254
"435",410,320,958,618,364,447,372,445,330,620,476
"1076596",105,86,216,127,92,116,91,80,81,174,101
"2592655",103,116,233,151,103,119,94,110,87,152,125
"2259883",2,3,3,1,5,1,5,1,2,8,0
"431306",47,60,167,107,53,83,54,62,39,95,83
"481145",12,4,14,10,4,12,13,2,4,16,5
"1006554",1,2,3,1,0,3,4,2,2,1,0
"1266844",3,0,6,2,8,2,5,0,3,7,4
"481146",45,31,97,49,27,27,29,34,20,46,50
"146474",29,28,104,61,34,25,16,25,16,56,35
"104102",27,28,99,33,25,21,28,30,19,28,42
"446692",36,17,53,15,13,21,17,25,16,36,27
"2500548",6,4,22,13,4,5,6,5,9,12,8
"1633874",8,3,3,3,4,2,4,2,9,5,3
"65959",1,3,4,2,0,0,0,1,1,1,2
"272568",700,660,1240,975,682,812,655,764,629,1115,812
"1288313",107,68,211,123,86,94,84,80,66,137,123
"290633",76,73,174,106,87,80,70,92,71,112,110
"1224746",0,0,0,0,1,2,0,1,3,3,1
"318683",147,114,227,158,95,142,149,119,115,179,135
"574987",97,66,200,142,73,102,64,77,72,102,115
"257438",32,27,68,59,29,42,30,29,35,47,40
"1052095",5,3,11,6,4,6,8,10,4,4,14
"320497",253,241,566,428,228,278,250,341,243,409,346
"153496",231,160,408,321,169,196,182,226,179,264,238
"1231624",171,142,308,199,144,144,154,141,138,231,185
"2558360",143,127,308,228,139,129,133,151,131,226,179
"2558361",99,67,141,102,68,81,80,80,74,113,88
"1293412",9,9,49,16,9,8,8,9,6,11,14
"1510841",104,81,253,132,90,132,119,129,104,143,119
"661191",37,25,107,71,36,35,32,26,43,63,53
"2070537",2,1,0,1,2,0,1,0,0,3,2
"2478912",1,1,6,1,0,1,1,1,1,1,1
"2697033",9,9,43,33,16,6,10,6,11,20,13
"2762277",7,15,28,24,10,27,18,21,10,22,21
"2560057",61,34,147,67,39,55,46,51,31,61,73
"2500532",511,672,1931,645,520,647,545,569,422,805,754
"2760307",536,613,1734,741,531,699,554,565,459,807,779
"2589076",455,448,1940,617,444,693,459,561,397,656,1612
"2812658",353,362,1185,436,313,417,314,385,291,504,472
"1529068",286,259,845,408,228,282,229,297,237,354,380
"1545044",820,904,2304,1189,737,979,809,1059,781,1312,1169
"1077935",579,595,2298,731,576,678,577,572,501,777,763
"147645",612,609,2386,864,617,717,562,693,479,879,874
"82367",608,693,2961,877,557,705,577,647,469,886,1063
"2560053",617,578,1694,782,583,793,615,655,572,981,938
"34004",525,570,1931,740,549,737,607,619,491,829,763
"266",499,599,1714,719,572,707,0,540,461,804,809
"2259340",486,555,1509,643,525,587,473,540,366,705,734
"2065379",379,492,1513,602,403,461,398,494,362,650,646
"1945662",442,471,1620,627,378,542,458,561,417,678,670
"1367847",423,369,1326,571,342,457,382,414,314,559,501
"135740",232,357,1272,349,243,259,228,261,214,340,468
"1499308",55,83,207,73,56,78,56,77,50,71,72
"59779",1,1,5,2,2,1,1,0,3,1,1
"135742",2,0,2,2,0,1,2,2,2,4,3
"2033869",822,874,2745,1100,769,951,846,923,663,1175,1107
"1850250",658,669,2503,896,563,677,598,711,487,826,823
"272942",356,311,1268,489,304,373,310,320,283,482,414
"1075",400,420,4000,540,402,453,424,433,340,598,601
"557760",90,94,888,126,112,99,97,90,81,140,118
"349101",71,83,203,90,57,92,66,51,68,102,86
"992186",58,66,208,70,48,78,62,64,62,89,80
"1917485",450,479,1888,590,496,501,484,490,367,616,598
"2587855",309,371,930,505,317,397,298,438,307,502,475
"1968541",188,188,597,278,166,206,186,190,141,259,243
"2070369",142,146,411,169,147,153,116,140,124,182,159
"1389004",165,129,364,182,156,140,120,143,108,190,159
"1389005",101,93,272,110,74,94,80,86,75,134,126
"664426",107,109,284,130,82,91,90,74,67,149,95
"1389011",47,40,191,53,38,63,36,48,42,72,65
"2785912",30,30,110,44,35,35,30,43,28,36,32
"1402135",485,418,1613,569,413,510,492,448,406,671,574
"83219",264,245,788,302,206,251,199,227,190,306,324
"60137",48,36,101,54,23,62,55,38,44,53,45
"74349",1,1,10,3,5,1,4,2,1,1,2
"2587847",309,278,1041,469,315,321,290,347,243,408,327
"2587846",161,104,321,193,134,168,152,159,95,217,186
"2587850",130,121,362,184,123,148,110,110,111,189,154
"391613",43,67,231,57,53,61,45,43,45,55,65
"540747",726,736,1914,953,674,866,749,754,699,1106,985
"2494550",346,290,863,353,275,364,312,286,285,404,392
"215743",51,54,148,71,44,62,39,59,35,106,77
"1229727",813,822,2151,1148,823,927,826,946,665,1180,1123
"311180",691,747,1769,913,652,804,649,727,592,1033,952
"1792508",559,562,1512,779,552,694,559,555,472,773,658
"1564506",341,431,1515,487,348,463,349,380,287,502,503
"308754",324,431,1048,496,359,393,327,409,260,504,473
"1188256",4,2,3,6,3,4,0,5,3,3,6
"991905",1576,1510,3939,2100,1232,1552,1460,1499,1199,1973,1795
"1208324",694,789,2129,1029,683,850,691,784,611,1078,960
"1411902",404,388,1116,502,326,389,322,397,335,488,497
"1758178",306,338,887,370,250,314,244,260,234,414,380
"875171",139,121,413,166,94,136,125,109,95,151,156
"1397108",85,71,251,114,79,98,81,76,66,113,97
"2579971",1285,1493,3293,1860,1293,1566,1370,1382,1145,1859,1952
"60890",321,334,1024,444,322,367,313,335,279,458,394
"221822",274,241,817,358,220,359,273,236,234,392,304
"1580596",121,109,397,176,86,144,110,128,87,168,150
"1844006",81,80,358,87,79,72,57,70,49,92,85
"681157",31,25,87,40,28,47,27,19,26,52,31
"1826607",824,916,2306,1089,703,968,811,885,702,1060,1063
"1396826",339,366,1159,509,298,446,347,376,300,479,452
"2508306",70,86,203,84,73,89,65,90,75,92,86
"2508307",61,58,207,95,76,107,78,70,65,90,83
"999552",228,225,785,287,199,272,233,205,178,313,304
"2789856",827,965,2047,1124,774,1021,939,883,739,1143,1187
"1549850",360,383,1158,510,343,402,333,434,300,503,499
"1915078",343,380,997,443,324,411,326,340,291,464,456
"2587852",455,537,1273,651,375,519,445,531,331,633,607
"2588299",14,14,152,14,13,25,9,16,6,27,19
"2587858",11,6,22,10,2,7,3,11,7,10,17
"246200",413,381,1341,532,384,520,401,414,330,656,471
"292414",180,161,458,192,157,173,167,134,125,216,207
"2587853",140,162,458,148,135,155,105,114,122,180,172
"2293862",100,113,353,126,87,116,103,104,72,152,129
"185588",2,2,16,7,9,8,4,7,10,12,6
"2009329",750,797,2065,934,747,840,666,736,637,1080,999
"1335048",586,697,3878,820,544,705,591,613,450,816,792
"2588711",676,797,1875,910,608,806,691,729,624,1014,895
"2494374",400,355,6649,491,304,414,334,361,272,486,519
"1250539",608,586,1671,836,620,732,572,655,491,797,797
"988812",585,587,1587,823,554,667,613,585,488,841,778
"1267768",534,507,1688,712,507,666,616,497,457,797,625
"1891787",190,200,524,270,199,223,204,224,146,260,246
"2434",0,154,420,209,155,167,142,163,116,238,197
"391595",121,113,373,157,121,149,122,95,83,142,138
"2169400",416,409,3014,536,310,468,379,392,309,491,501
"561184",497,507,1584,661,470,521,471,487,400,681,652
"398580",478,546,1484,630,417,514,488,510,408,690,660
"195105",405,456,2742,550,387,484,408,451,351,550,561
"880591",0,0,1,0,0,0,1,1,2,0,0
"92947",191,214,552,339,189,221,206,243,200,288,270
"1294273",409,417,1153,533,432,491,460,432,381,603,519
"2602067",184,184,550,224,117,173,135,175,135,195,217
"391616",115,85,246,143,98,132,85,82,89,116,98
"391626",86,108,369,144,96,113,103,99,89,159,118
"1458307",60,50,238,76,50,65,69,52,56,84,84
"1609966",465,411,2333,562,385,399,382,387,299,557,567
"2587163",357,410,1234,550,347,414,367,366,296,526,450
"2613965",406,408,1185,510,329,440,381,424,316,537,501
"1537215",306,341,968,472,355,377,339,360,320,426,420
"2715211",327,320,983,463,269,338,304,346,278,472,429
"564137",281,292,1090,376,260,266,255,293,250,369,325
"2017482",286,293,822,370,298,348,297,307,266,387,372
"290400",309,222,758,319,273,290,243,269,216,348,335
"2587842",270,292,849,346,245,316,259,289,259,400,379
"299262",255,296,730,334,228,331,281,307,255,374,325
"1265309",89,74,256,132,74,92,82,73,63,113,94
"74033",286,267,766,308,204,294,221,257,194,287,307
"2599296",224,210,614,236,212,197,199,213,187,307,289
"245188",232,217,946,240,160,238,226,203,199,273,275
"53501",171,161,570,231,142,175,132,152,140,188,207
"441209",164,143,497,198,159,179,137,169,101,194,189
"2552942",193,203,680,268,132,188,193,198,173,281,262
"1591409",154,203,541,210,179,230,196,173,152,209,209
"2500533",141,107,532,178,123,138,134,135,93,187,145
"2171755",151,138,501,181,125,159,132,153,126,226,176
"1715691",133,114,384,144,118,147,101,127,124,172,187
"2483033",108,127,335,162,98,113,119,104,86,122,155
"1920883",91,111,297,132,69,84,86,96,75,139,133
"666509",75,62,169,89,55,85,61,50,65,126,80
"1579316",83,66,250,93,63,83,66,48,55,98,85
"366602",899,908,3308,1738,914,1275,912,1124,1128,1765,1267
"69665",646,662,2007,1287,672,867,580,889,770,1176,922
"69666",1657,2265,6017,3833,1643,2274,1445,2103,2522,3576,2611
"155892",1338,1388,4701,2563,1303,0,1213,0,1544,2444,1996
"1679497",1124,1301,3918,2541,1190,1589,1134,1543,1627,2410,1813
"2708539",994,881,2620,1735,863,1068,768,1028,1021,1640,1316
"2010972",883,1008,2931,1993,1092,1365,990,1221,1333,2045,1502
"509190",0,1,0,0,0,0,1,0,0,0,0
"69395",508,545,1838,1151,533,739,560,672,723,1057,859
"2774190",662,906,2719,1140,681,947,712,686,699,1109,1103
"2591463",579,1042,3772,940,587,898,636,599,668,995,1410
"2561924",527,832,2709,1009,525,862,617,591,650,918,1072
"1938605",506,699,2235,1023,484,745,531,609,616,951,973
"2800818",390,565,1818,805,416,567,461,465,456,732,752
"2774189",395,1539,1943,729,371,576,400,465,495,721,765
"2752515",368,517,1574,704,360,587,391,517,473,621,752
"2579977",180,243,630,229,142,193,139,170,175,264,361
"2813778",163,199,605,270,196,225,165,162,181,256,275
"2562582",124,146,419,222,115,152,102,143,143,189,237
"1532555",134,173,673,209,133,163,128,175,124,206,234
"1827469",138,185,427,222,98,168,133,140,136,214,247
"2560058",100,157,497,191,109,140,109,115,132,207,238
"588932",978,1647,3944,1750,979,1307,981,1128,1044,1660,1849
"633149",484,692,1893,966,501,676,492,567,607,866,824
"74329",392,540,1562,684,367,624,408,457,464,633,826
"293",259,444,1021,389,262,371,282,275,297,457,602
"41276",151,174,480,249,116,154,158,160,116,226,230
"1325724",97,147,366,158,79,131,102,110,88,162,183
"2686094",7230,2936,5746,3405,1657,2192,1906,864,1973,1894,1445
"450851",3001,5591,63564,13954,5046,7702,4143,7893,10140,12130,7077
"2201350",1057,1191,3846,2652,1132,1660,1176,1788,1765,2637,1850
"573065",209,197,909,379,189,198,214,244,198,352,315
"1940610",2302,1579,4581,2854,1772,1941,1659,1907,1436,2513,2241
"1868589",2061,1626,3769,2464,1454,1780,1467,1647,1266,2198,2163
"2570229",1484,1150,3003,1846,1083,1232,1042,1162,896,1637,1355
"349215",92,118,610,165,104,1199,129,116,123,132,168
"856793",117,101,2172,160,96,9550,315,110,146,118,108
"488538",43,32,119,57,47,60,40,65,46,86,90
"2029849",1080,1061,2370,1804,1081,1381,1114,1243,1028,1682,1472
"394221",400,383,907,573,354,434,374,449,357,604,517
"1434191",417,376,1038,578,331,398,351,377,340,557,521
"2749086",337,304,838,472,237,367,310,296,317,480,377
"1873716",518,433,1211,619,406,507,378,449,369,589,565
"1906738",327,236,568,382,226,316,322,254,253,394,353
"2016196",287,199,651,298,177,217,178,214,196,313,237
"582402",46,34,84,34,20,27,35,17,16,25,37
"949",8,3,9,14,13,7,4,8,10,14,8
"770",0,0,0,0,9,0,0,0,5,0,0
"948",9,3,16,5,3,11,1,4,2,10,6
"574556",4,0,4,3,10,2,3,2,4,4,7
"1248439",7,8,8,3,7,3,2,7,9,5,5
"2640676",42,62,153,55,46,59,47,46,42,48,76
"955",0,6,11,4,3,6,7,4,2,2,7
"1845000",2,3,7,1,2,3,4,0,1,1,1
"779",7,5,30,4,8,16,3,8,23,23,9
"945",1,0,9,3,3,2,2,12,2,4,3
"944",2,2,11,4,2,1,1,0,7,10,3
"35795",2,1,19,0,2,0,0,2,2,5,4
"391036",0,1,2,5,0,2,0,1,0,1,4
"1286528",8,2,10,7,8,4,2,4,4,28,7
"434131",2,3,54,2,2,1,4,0,0,1,4
"2686014",3,4,5,2,2,0,0,3,4,7,1
"222891",1,2,7,4,3,4,2,2,3,3,2
"114277",39,26,106,94,35,42,28,107,31,109,74
"114292",3,7,21,4,11,6,2,8,3,4,13
"114295",5,7,22,5,2,6,1,6,4,4,7
"1129742",7,6,26,12,6,9,6,5,3,8,5
"784",20,18,37,39,18,21,14,8,18,29,31
"2601646",7,3,6,6,3,1,4,2,0,5,4
"2115978",5,3,89,13,5,6,5,6,16,10,7
"696127",5,12,39,10,5,5,6,4,6,2,14
"1802984",12,16,16,17,8,8,9,5,9,23,11
"2486578",9,5,42,13,13,12,6,9,6,11,17
"2163644",2,2,21,5,2,7,12,6,11,21,10
"2043170",157,165,498,238,138,170,154,161,130,239,194
"2582913",161,176,433,280,175,183,156,214,172,288,255
"314260",210,171,427,265,171,187,160,241,180,293,248
"2066024",5,4,13,6,2,5,7,9,6,9,8
"2601575",2,1,1,2,3,3,4,2,3,4,2
"2601668",6,2,9,5,2,9,10,2,4,6,4
"86106",4,4,38,17,6,4,3,23,7,5,19
"91604",29,20,94,34,11,40,16,29,33,34,42
"1414854",27,21,222,40,24,23,21,29,16,23,27
"156889",78,70,148,110,77,99,70,77,50,78,88
"451514",0,1,0,4,0,1,2,0,1,3,3
"1002672",0,3,51,4,1,6,2,7,8,6,4
"2268451",3,2,28,4,3,1,2,4,1,3,3
"1388755",1,5,13,12,4,3,0,4,0,2,4
"1977865",3,9,15,8,2,5,4,6,5,1,8
"1977864",1,6,11,3,3,6,4,5,3,2,1
"335992",5,0,18,3,3,5,4,3,3,4,5
"2563896",2,1,15,3,4,2,2,2,4,4,9
"1925548",7,5,18,8,7,15,7,32,12,11,58
"2161677",38,45,76,51,37,50,36,38,21,42,56
"1034889",2661,2027,4433,3265,2119,2323,1826,2032,1590,3317,2238
"662548",1497,961,2193,1518,1025,1180,874,1022,776,1570,1148
"434008",1410,1145,2415,1715,1218,1312,1014,1176,918,1844,1315
"207745",1398,1078,2170,1497,1084,1189,923,971,826,1653,1097
"434009",1399,1029,2214,1577,1096,1242,991,1042,819,1659,1173
"1795631",974,965,2108,1460,894,1039,824,985,744,1546,1078
"2681552",894,714,1766,1156,785,840,598,757,556,1151,841
"2762323",795,685,1771,1098,675,699,566,613,492,1062,718
"2762322",826,724,1858,1004,717,790,567,601,488,1044,774
"282217",632,466,997,784,586,589,461,551,382,874,546
"434014",495,429,918,669,455,491,398,409,327,693,458
"2774875",522,422,1135,699,483,550,405,496,337,698,543
"2811425",25,15,60,18,26,19,20,14,16,27,24
"2126319",15,14,34,19,16,17,6,12,5,22,11
"1246301",1169,940,2103,1255,965,915,735,897,664,1383,982
"543728",1069,909,1884,1361,1018,1091,861,855,786,1542,996
"595537",870,818,1663,1220,781,855,636,761,615,1283,835
"436515",690,608,1524,860,704,715,488,649,489,1011,708
"795665",1172,13466,36909,1695,1075,1187,971,931,851,1590,1411
"2716225",1405,2433,17607,2136,1372,1355,1072,1320,1006,2116,1887
"2806262",1188,11644,136426,1745,1150,1260,963,1028,975,1853,1381
"2651974",1158,1468,5325,1615,1121,1208,840,982,854,1688,1228
"1842537",732,1156,4717,1106,762,773,575,735,578,1103,841
"434010",761,1016,3882,966,724,787,562,592,587,1037,838
"2184519",468,2812,4777,584,509,411,664,388,420,1742,1331
"2565558",365,514,1727,517,389,420,340,351,301,542,395
"47421",580,1933,3218,552,380,418,336,367,255,533,1118
"1763535",334,464,1480,509,289,385,264,303,245,452,419
"2518343",612,26282,128236,637,521,2312,383,530,338,649,1118
"1842533",481,1590,4643,725,492,1081,433,537,449,818,768
"2714923",471,545,1856,612,450,498,364,390,371,691,489
"358220",444,12001,12939,737,480,1565,463,930,366,722,1835
"2478662",375,1207,3553,533,369,862,308,325,316,550,509
"1858609",280,597,1986,346,262,436,214,236,199,388,346
"232721",78,118,448,94,78,81,44,83,55,86,113
"80870",1581,1654,4493,2155,1582,1721,1270,1481,1277,2394,1648
"1926868",832,1268,3605,1295,977,1036,582,899,668,1481,1460
"2743470",791,822,2182,1130,788,825,580,755,586,1234,877
"553814",636,1121,3553,756,549,879,437,525,466,845,728
"397945",0,0,0,2,0,0,0,0,0,0,0
"80868",363,423,1123,607,413,441,327,330,280,592,410
"535289",52,92,243,102,55,69,44,70,37,101,187
"365046",2869,5372,8197,5496,5095,4796,3201,3211,3967,7584,3606
"2741720",913,1821,39449,1335,945,921,704,720,758,1479,1102
"2752316",336,373,1707,433,296,329,272,232,240,467,359
"2822760",198,241,696,262,223,203,147,194,178,300,227
"1842727",1361,1418,3783,1955,1381,1524,1100,1096,1062,2064,1400
