"","X0n7bM2TOMPOOA100365.extra.kraken2.report","DYZgM2TOMPOOB100370.extra.kraken2.report","X1qGgM2TOMPOOM080340.extra.kraken2.report","vcXtM2TOMPOOB050180.extra.kraken2.report","XR8LM2TOMPOOB051125.extra.kraken2.report","TECcM2TOMPOOA051310.extra.kraken2.report","abKIM2TOMPOOA051320.extra.kraken2.report","cuu6M2TOMPOOB051315.extra.kraken2.report","s9OmM2TOMPOOB051285.extra.kraken2.report","a50wM2TOMPOOB051350.extra.kraken2.report","OeS0M2TOMPOOA051355.extra.kraken2.report"
"2026624",1317,953,2620,1734,973,1094,894,1011,1646,1188,1965
"2724527",419,293,742,481,252,319,304,305,461,350,582
"1850238",1680,1231,4089,2138,1219,1285,1072,1118,1897,1553,2269
"1842535",362,233,1132,420,181,210,201,223,342,259,399
"1550728",239,184,1147,336,195,206,161,203,296,202,360
"1921510",1040,695,2643,1356,767,827,817,666,1218,946,1567
"1634516",1026,640,2125,1111,580,582,555,538,839,765,1095
"2762729",767,487,1677,911,537,583,540,535,947,688,1059
"2806553",199,148,390,195,100,114,96,118,163,140,216
"120045",37,34,127,16,13,12,18,12,16,19,27
"120044",22,16,70,16,16,23,14,15,26,14,23
"2633097",5070,3172,9116,5383,2627,3041,2663,2427,4446,3195,5097
"39960",1812,1002,3298,1934,996,1015,979,817,1401,1085,1701
"2739433",809,511,1636,818,419,448,459,360,586,479,741
"1112",784,445,1340,844,343,452,346,352,575,493,787
"2182384",713,420,1253,784,365,406,363,319,558,461,677
"2683265",3899,2404,7255,4154,2039,2367,2030,1981,3202,2539,4168
"2060312",1657,968,2850,2078,751,925,671,650,1175,922,1305
"2067415",1282,677,2781,1377,565,637,673,549,961,746,1156
"2604537",809,445,1417,886,405,451,401,347,654,527,689
"2185142",348,194,617,339,149,183,159,140,188,195,303
"1267766",847,482,1674,1045,370,389,353,294,526,484,606
"361183",593,354,1095,629,319,325,331,281,572,402,508
"476157",245,180,521,252,103,120,150,113,166,157,186
"692370",1600,852,3249,1625,762,845,750,690,1191,869,1439
"2338327",1558,867,3542,1633,730,785,719,678,1260,939,1493
"1982042",1216,683,2202,1433,554,649,550,450,857,723,1202
"2055955",428,267,1201,495,211,286,292,224,380,337,495
"450378",1601,1052,3443,1593,930,976,896,859,1386,1009,1600
"2798724",882,547,1657,995,501,563,506,488,808,614,1033
"1348774",757,479,1456,770,383,453,376,338,601,443,689
"192812",1113,686,2363,1291,635,720,622,580,1072,830,1237
"1532023",1103,700,1999,1322,659,770,659,541,1097,868,1321
"266951",542,352,1225,629,343,395,268,292,480,409,667
"502682",632,359,1151,762,298,331,324,299,562,388,618
"1648404",309,192,637,345,152,193,171,141,215,191,259
"543877",931,507,2081,995,504,512,419,369,780,531,851
"645517",846,549,1434,936,434,542,412,412,678,556,961
"1892855",2964,2238,5877,4680,2898,2987,2599,2749,5341,3587,5053
"2771430",1384,1085,3865,2302,1652,1588,1336,1382,3043,2024,2740
"335406",1902,1235,40661,1713,983,1052,983,963,1491,1121,1787
"2759707",1219,849,2145,1374,776,912,838,849,1274,914,1468
"192",3845,2668,4537,3466,2591,2267,2086,2708,3105,2288,4118
"652764",1154,752,1977,1140,754,664,656,849,891,657,1281
"709810",1100,764,3740,967,700,596,619,729,838,666,1115
"664962",973,656,986,840,714,618,538,699,845,565,1046
"2202148",3084,2208,3806,3324,2158,2066,1880,2252,2712,2023,3716
"137722",1331,818,1817,1359,794,800,796,920,1017,739,1447
"862719",862,556,1506,848,586,475,539,612,704,508,955
"528244",1774,1174,2359,1694,1173,1035,972,1295,1426,982,1778
"682998",1014,705,1714,1027,758,686,604,775,959,708,1260
"286727",842,584,2703,780,514,480,465,545,602,561,960
"1226968",826,518,1329,833,543,523,515,635,693,515,949
"1064539",623,433,721,513,396,322,329,399,542,312,624
"2775420",5236,4603,3490,2769,2680,2427,1824,2834,3023,2345,3841
"2233999",3846,3284,2516,2094,1721,1639,1281,1973,2209,1536,2905
"2602016",4456,3002,5627,7025,3088,3419,2548,2864,3545,2941,6133
"2602015",3655,2486,4699,5308,2434,2647,2064,2473,2866,2241,4699
"1663591",1170,751,1347,1219,656,664,520,713,793,590,1162
"1639348",856,575,1211,923,542,570,539,608,674,513,968
"431944",302,210,415,330,175,205,162,205,212,181,331
"342108",1142,705,1506,1226,695,658,611,745,827,642,1267
"414684",2481,1575,3168,2502,1733,1613,1416,1699,2059,1636,2729
"269796",4,1,30,7,1,4,3,1,1,3,5
"2594003",2473,1630,31783,5344,2363,1759,1414,1643,2126,1722,3502
"1110502",2368,1509,3622,2682,1552,1641,1299,1683,2004,1426,2569
"1441467",2094,1555,2961,2485,1443,1345,1439,1544,1780,1360,2682
"2220096",1835,1304,3200,2005,1298,1260,996,1244,1629,1200,2107
"111831",1452,886,1974,1267,918,814,847,994,1039,788,1419
"2048283",251,160,520,254,120,127,106,129,154,126,244
"2785908",140,89,300,142,88,82,55,70,81,83,140
"2785911",83,53,194,95,38,40,38,58,48,49,87
"1891279",150,96,530,136,100,89,72,88,91,98,145
"1123366",89,53,182,79,43,48,34,34,46,54,82
"1612173",1022,677,3043,1070,664,681,568,679,751,595,1124
"1150469",848,531,1223,890,535,579,494,616,642,520,935
"1288970",590,360,850,627,365,416,325,359,458,372,582
"1549855",127,99,184,120,73,81,65,76,100,86,119
"1401328",16,9,32,8,9,3,13,7,12,11,17
"1193729",9,9,35,18,12,4,3,2,3,6,3
"2768162",2035,1729,2744,2168,1610,1411,1533,1675,2079,1398,2657
"2768161",1874,1549,2807,2036,1646,1359,1413,1677,1899,1395,2496
"2018065",203,195,316,205,209,158,132,187,265,148,294
"257708",1340,1002,1946,1280,1024,908,939,1096,1270,911,1737
"207340",217,201,371,190,186,148,164,188,246,183,277
"94",5302,3714,9255,5711,3314,3258,2923,3422,3901,2979,5697
"1296990",200,148,270,204,137,142,135,145,170,120,220
"265959",282,207,449,303,207,209,201,222,234,169,306
"714995",46,26,57,33,21,18,8,25,25,22,33
"265960",203,146,337,225,142,126,148,140,175,136,211
"634177",191,129,238,186,107,92,112,136,126,87,193
"65958",177,97,269,154,113,110,96,101,138,155,179
"33995",143,94,253,162,82,88,78,94,131,103,157
"215221",13,7,22,8,5,6,2,3,9,4,11
"2771361",2301,1814,3666,2263,1926,1592,1494,1995,2509,1677,3134
"926570",265,164,325,268,165,143,155,202,246,167,277
"349163",164,148,264,195,123,106,135,132,127,96,206
"1484109",1481,956,1686,1518,900,904,951,1043,1164,878,1615
"1969806",1461,1040,1921,1395,886,873,874,902,1045,884,1630
"435",607,410,958,618,331,331,336,364,447,330,620
"1076596",147,105,216,127,68,88,76,92,116,81,174
"2592655",118,103,233,151,91,96,66,103,119,87,152
"2259883",1,2,3,1,8,1,1,5,1,2,8
"431306",81,47,167,107,55,53,64,53,83,39,95
"481145",12,12,14,10,6,1,9,4,12,4,16
"1006554",7,1,3,1,5,3,0,0,3,2,1
"1266844",5,3,6,2,6,2,2,8,2,3,7
"481146",48,45,97,49,36,19,35,27,27,20,46
"146474",39,29,104,61,34,24,29,34,25,16,56
"104102",35,27,99,33,22,29,25,25,21,19,28
"446692",32,36,53,15,14,22,20,13,21,16,36
"2500548",9,6,22,13,2,4,3,4,5,9,12
"1633874",7,8,3,3,7,1,6,4,2,9,5
"65959",1,1,4,2,0,0,0,0,0,1,1
"272568",978,700,1240,975,631,633,603,682,812,629,1115
"1288313",128,107,211,123,78,72,63,86,94,66,137
"290633",87,76,174,106,68,75,84,87,80,71,112
"1224746",2,0,0,0,1,1,0,1,2,3,3
"318683",158,147,227,158,82,78,92,95,142,115,179
"574987",146,97,200,142,68,65,47,73,102,72,102
"257438",55,32,68,59,22,26,40,29,42,35,47
"1052095",11,5,11,6,5,9,6,4,6,4,4
"320497",385,253,566,428,223,241,245,228,278,243,409
"153496",293,231,408,321,138,158,176,169,196,179,264
"1231624",218,171,308,199,136,121,106,144,144,138,231
"2558360",211,143,308,228,131,143,104,139,129,131,226
"2558361",115,99,141,102,75,59,63,68,81,74,113
"1293412",11,9,49,16,5,5,13,9,8,6,11
"1510841",125,104,253,132,70,86,95,90,132,104,143
"661191",64,37,107,71,34,34,31,36,35,43,63
"2070537",7,2,0,1,1,0,1,2,0,0,3
"2478912",3,1,6,1,3,1,3,0,1,1,1
"2697033",27,9,43,33,15,9,4,16,6,11,20
"2762277",21,7,28,24,12,14,15,10,27,10,22
"2560057",96,61,147,67,31,49,46,39,55,31,61
"2500532",899,511,1931,645,465,421,409,520,647,422,805
"2760307",881,536,1734,741,500,462,445,531,699,459,807
"2589076",795,455,1940,617,532,467,343,444,693,397,656
"2812658",542,353,1185,436,288,268,259,313,417,291,504
"1529068",462,286,845,408,250,196,177,228,282,237,354
"1545044",1340,820,2304,1189,747,751,730,737,979,781,1312
"1077935",1143,579,2298,731,557,462,435,576,678,501,777
"147645",1096,612,2386,864,563,546,537,617,717,479,879
"82367",1088,608,2961,877,499,519,478,557,705,469,886
"2560053",992,617,1694,782,581,544,544,583,793,572,981
"34004",948,525,1931,740,537,516,433,549,737,491,829
"266",890,499,1714,719,457,479,458,572,707,461,804
"2259340",815,486,1509,643,403,391,385,525,587,366,705
"2065379",725,379,1513,602,388,365,354,403,461,362,650
"1945662",717,442,1620,627,369,361,366,378,542,417,678
"1367847",678,423,1326,571,318,353,344,342,457,314,559
"135740",421,232,1272,349,218,234,195,243,259,214,340
"1499308",98,55,207,73,52,62,52,56,78,50,71
"59779",5,1,5,2,2,2,2,2,1,3,1
"135742",3,2,2,2,1,2,4,0,1,2,4
"2033869",1365,822,2745,1100,744,733,652,769,951,663,1175
"1850250",1126,658,2503,896,520,474,496,563,677,487,826
"272942",580,356,1268,489,313,309,269,304,373,283,482
"1075",929,400,4000,540,345,359,312,402,453,340,598
"557760",151,90,888,126,118,88,74,112,99,81,140
"349101",113,71,203,90,69,58,40,57,92,68,102
"992186",87,58,208,70,52,60,50,48,78,62,89
"1917485",712,450,1888,590,429,406,364,496,501,367,616
"2587855",543,309,930,505,318,256,265,317,397,307,502
"1968541",292,188,597,278,163,162,192,166,206,141,259
"2070369",273,142,411,169,109,133,125,147,153,124,182
"1389004",263,165,364,182,120,133,102,156,140,108,190
"1389005",166,101,272,110,60,76,43,74,94,75,134
"664426",151,107,284,130,53,77,71,82,91,67,149
"1389011",98,47,191,53,40,51,37,38,63,42,72
"2785912",48,30,110,44,25,23,34,35,35,28,36
"1402135",785,485,1613,569,432,357,348,413,510,406,671
"83219",430,264,788,302,202,182,169,206,251,190,306
"60137",75,48,101,54,35,43,46,23,62,44,53
"74349",4,1,10,3,1,2,3,5,1,1,1
"2587847",470,309,1041,469,268,222,228,315,321,243,408
"2587846",185,161,321,193,107,123,102,134,168,95,217
"2587850",185,130,362,184,102,99,97,123,148,111,189
"391613",82,43,231,57,44,52,33,53,61,45,55
"540747",1131,726,1914,953,611,653,598,674,866,699,1106
"2494550",514,346,863,353,258,261,241,275,364,285,404
"215743",107,51,148,71,49,39,41,44,62,35,106
"1229727",1253,813,2151,1148,770,684,703,823,927,665,1180
"311180",1128,691,1769,913,595,610,619,652,804,592,1033
"1792508",975,559,1512,779,483,450,446,552,694,472,773
"1564506",667,341,1515,487,324,332,295,348,463,287,502
"308754",575,324,1048,496,295,254,296,359,393,260,504
"1188256",9,4,3,6,7,2,8,3,4,3,3
"991905",2615,1576,3939,2100,1306,1260,1087,1232,1552,1199,1973
"1208324",1186,694,2129,1029,626,628,560,683,850,611,1078
"1411902",610,404,1116,502,314,322,284,326,389,335,488
"1758178",448,306,887,370,256,252,223,250,314,234,414
"875171",210,139,413,166,89,94,81,94,136,95,151
"1397108",125,85,251,114,62,75,62,79,98,66,113
"2579971",2031,1285,3293,1860,1160,1175,1014,1293,1566,1145,1859
"60890",546,321,1024,444,284,291,289,322,367,279,458
"221822",402,274,817,358,215,218,231,220,359,234,392
"1580596",227,121,397,176,104,110,96,86,144,87,168
"1844006",103,81,358,87,59,66,54,79,72,49,92
"681157",52,31,87,40,28,28,26,28,47,26,52
"1826607",1681,824,2306,1089,626,708,578,703,968,702,1060
"1396826",536,339,1159,509,304,295,253,298,446,300,479
"2508306",134,70,203,84,65,67,65,73,89,75,92
"2508307",133,61,207,95,73,60,51,76,107,65,90
"999552",389,228,785,287,191,182,187,199,272,178,313
"2789856",1419,827,2047,1124,770,734,632,774,1021,739,1143
"1549850",591,360,1158,510,293,304,326,343,402,300,503
"1915078",585,343,997,443,291,278,260,324,411,291,464
"2587852",702,455,1273,651,374,389,363,375,519,331,633
"2588299",22,14,152,14,13,8,9,13,25,6,27
"2587858",12,11,22,10,11,2,6,2,7,7,10
"246200",685,413,1341,532,387,364,333,384,520,330,656
"292414",252,180,458,192,119,118,116,157,173,125,216
"2587853",198,140,458,148,91,111,87,135,155,122,180
"2293862",176,100,353,126,82,99,67,87,116,72,152
"185588",6,2,16,7,3,5,2,9,8,10,12
"2009329",1227,750,2065,934,673,674,558,747,840,637,1080
"1335048",1086,586,3878,820,501,467,455,544,705,450,816
"2588711",1065,676,1875,910,675,617,530,608,806,624,1014
"2494374",1025,400,6649,491,326,293,267,304,414,272,486
"1250539",983,608,1671,836,588,486,474,620,732,491,797
"988812",971,585,1587,823,560,485,464,554,667,488,841
"1267768",878,534,1688,712,416,492,411,507,666,457,797
"1891787",350,190,524,270,158,157,126,199,223,146,260
"2434",250,0,420,209,138,116,129,155,167,116,238
"391595",211,121,373,157,117,96,72,121,149,83,142
"2169400",818,416,3014,536,309,334,267,310,468,309,491
"561184",815,497,1584,661,473,451,389,470,521,400,681
"398580",801,478,1484,630,452,388,330,417,514,408,690
"195105",767,405,2742,550,413,383,317,387,484,351,550
"880591",2,0,1,0,0,0,2,0,0,2,0
"92947",326,191,552,339,189,191,155,189,221,200,288
"1294273",688,409,1153,533,404,344,297,432,491,381,603
"2602067",223,184,550,224,126,120,108,117,173,135,195
"391616",201,115,246,143,76,76,81,98,132,89,116
"391626",159,86,369,144,86,112,70,96,113,89,159
"1458307",94,60,238,76,49,48,43,50,65,56,84
"1609966",660,465,2333,562,346,346,314,385,399,299,557
"2587163",621,357,1234,550,316,327,266,347,414,296,526
"2613965",572,406,1185,510,331,300,323,329,440,316,537
"1537215",534,306,968,472,301,275,261,355,377,320,426
"2715211",493,327,983,463,292,312,244,269,338,278,472
"564137",482,281,1090,376,243,217,200,260,266,250,369
"2017482",470,286,822,370,266,239,225,298,348,266,387
"290400",470,309,758,319,253,224,195,273,290,216,348
"2587842",459,270,849,346,244,270,224,245,316,259,400
"299262",413,255,730,334,220,251,198,228,331,255,374
"1265309",132,89,256,132,58,71,59,74,92,63,113
"74033",372,286,766,308,220,201,185,204,294,194,287
"2599296",363,224,614,236,174,174,165,212,197,187,307
"245188",343,232,946,240,176,171,175,160,238,199,273
"53501",291,171,570,231,115,117,126,142,175,140,188
"441209",288,164,497,198,127,100,117,159,179,101,194
"2552942",287,193,680,268,136,138,156,132,188,173,281
"1591409",281,154,541,210,149,160,128,179,230,152,209
"2500533",229,141,532,178,100,123,68,123,138,93,187
"2171755",227,151,501,181,133,102,107,125,159,126,226
"1715691",204,133,384,144,80,114,97,118,147,124,172
"2483033",189,108,335,162,103,86,72,98,113,86,122
"1920883",128,91,297,132,66,79,82,69,84,75,139
"666509",119,75,169,89,52,59,79,55,85,65,126
"1579316",109,83,250,93,52,56,52,63,83,55,98
"366602",1423,899,3308,1738,898,775,970,914,1275,1128,1765
"69665",999,646,2007,1287,714,545,689,672,867,770,1176
"69666",2294,1657,6017,3833,1497,1270,1754,1643,2274,2522,3576
"155892",1890,1338,4701,2563,1298,1097,1333,1303,0,1544,2444
"1679497",1687,1124,3918,2541,1112,997,1284,1190,1589,1627,2410
"2708539",1468,994,2620,1735,791,742,932,863,1068,1021,1640
"2010972",1446,883,2931,1993,935,830,1155,1092,1365,1333,2045
"509190",2,0,0,0,0,0,1,0,0,0,0
"69395",772,508,1838,1151,509,495,547,533,739,723,1057
"2774190",970,662,2719,1140,708,556,633,681,947,699,1109
"2591463",856,579,3772,940,601,514,497,587,898,668,995
"2561924",813,527,2709,1009,611,534,508,525,862,650,918
"1938605",755,506,2235,1023,534,443,497,484,745,616,951
"2800818",634,390,1818,805,396,407,377,416,567,456,732
"2774189",598,395,1943,729,365,360,391,371,576,495,721
"2752515",578,368,1574,704,406,400,339,360,587,473,621
"2579977",300,180,630,229,164,144,145,142,193,175,264
"2813778",266,163,605,270,178,142,182,196,225,181,256
"2562582",189,124,419,222,111,110,86,115,152,143,189
"1532555",177,134,673,209,102,123,125,133,163,124,206
"1827469",173,138,427,222,134,101,114,98,168,136,214
"2560058",133,100,497,191,114,97,118,109,140,132,207
"588932",1361,978,3944,1750,1021,942,950,979,1307,1044,1660
"633149",823,484,1893,966,504,459,471,501,676,607,866
"74329",647,392,1562,684,405,339,391,367,624,464,633
"293",370,259,1021,389,270,212,257,262,371,297,457
"41276",202,151,480,249,153,134,117,116,154,116,226
"1325724",165,97,366,158,97,109,99,79,131,88,162
"2686094",6275,7230,5746,3405,1939,3317,788,1657,2192,1973,1894
"450851",4512,3001,63564,13954,4535,3581,6952,5046,7702,10140,12130
"2201350",1582,1057,3846,2652,1065,959,1480,1132,1660,1765,2637
"573065",306,209,909,379,196,190,191,189,198,198,352
"1940610",3539,2302,4581,2854,1661,1452,1546,1772,1941,1436,2513
"1868589",3235,2061,3769,2464,1384,1434,1292,1454,1780,1266,2198
"2570229",2294,1484,3003,1846,982,989,936,1083,1232,896,1637
"349215",136,92,610,165,1313,110,81,104,1199,123,132
"856793",136,117,2172,160,1393,142,78,96,9550,146,118
"488538",75,43,119,57,32,39,44,47,60,46,86
"2029849",1794,1080,2370,1804,1057,1091,859,1081,1381,1028,1682
"394221",593,400,907,573,321,318,290,354,434,357,604
"1434191",551,417,1038,578,321,364,300,331,398,340,557
"2749086",507,337,838,472,263,312,185,237,367,317,480
"1873716",662,518,1211,619,390,388,314,406,507,369,589
"1906738",426,327,568,382,242,249,207,226,316,253,394
"2016196",346,287,651,298,146,173,164,177,217,196,313
"582402",46,46,84,34,16,22,33,20,27,16,25
"949",18,8,9,14,4,15,5,13,7,10,14
"770",14,0,0,0,4,0,9,9,0,5,0
"948",14,9,16,5,8,2,6,3,11,2,10
"574556",7,4,4,3,3,4,4,10,2,4,4
"1248439",7,7,8,3,2,2,1,7,3,9,5
"2640676",58,42,153,55,37,56,51,46,59,42,48
"955",3,0,11,4,5,2,5,3,6,2,2
"1845000",2,2,7,1,1,2,1,2,3,1,1
"779",13,7,30,4,12,6,5,8,16,23,23
"945",7,1,9,3,0,1,1,3,2,2,4
"944",6,2,11,4,4,7,2,2,1,7,10
"35795",4,2,19,0,1,1,1,2,0,2,5
"391036",3,0,2,5,0,3,0,0,2,0,1
"1286528",8,8,10,7,7,8,7,8,4,4,28
"434131",6,2,54,2,1,5,1,2,1,0,1
"2686014",5,3,5,2,6,4,3,2,0,4,7
"222891",3,1,7,4,4,1,2,3,4,3,3
"114277",79,39,106,94,37,50,48,35,42,31,109
"114292",12,3,21,4,5,8,4,11,6,3,4
"114295",10,5,22,5,3,3,4,2,6,4,4
"1129742",8,7,26,12,5,4,1,6,9,3,8
"784",38,20,37,39,19,30,18,18,21,18,29
"2601646",5,7,6,6,0,1,3,3,1,0,5
"2115978",19,5,89,13,3,4,6,5,6,16,10
"696127",13,5,39,10,8,8,0,5,5,6,2
"1802984",9,12,16,17,9,11,12,8,8,9,23
"2486578",16,9,42,13,7,4,11,13,12,6,11
"2163644",10,2,21,5,4,11,2,2,7,11,21
"2043170",236,157,498,238,150,138,109,138,170,130,239
"2582913",232,161,433,280,165,161,165,175,183,172,288
"314260",300,210,427,265,178,191,141,171,187,180,293
"2066024",6,5,13,6,2,6,0,2,5,6,9
"2601575",6,2,1,2,0,5,0,3,3,3,4
"2601668",15,6,9,5,5,3,3,2,9,4,6
"86106",10,4,38,17,6,4,4,6,4,7,5
"91604",37,29,94,34,13,26,41,11,40,33,34
"1414854",35,27,222,40,24,29,15,24,23,16,23
"156889",89,78,148,110,56,55,54,77,99,50,78
"451514",2,0,0,4,0,0,0,0,1,1,3
"1002672",9,0,51,4,6,4,5,1,6,8,6
"2268451",6,3,28,4,2,1,3,3,1,1,3
"1388755",2,1,13,12,2,3,3,4,3,0,2
"1977865",2,3,15,8,4,4,1,2,5,5,1
"1977864",1,1,11,3,2,1,1,3,6,3,2
"335992",5,5,18,3,2,2,3,3,5,3,4
"2563896",5,2,15,3,3,0,0,4,2,4,4
"1925548",6,7,18,8,12,3,4,7,15,12,11
"2161677",38,38,76,51,30,29,28,37,50,21,42
"1034889",4323,2661,4433,3265,1590,1766,1862,2119,2323,1590,3317
"662548",2506,1497,2193,1518,868,894,822,1025,1180,776,1570
"434008",2495,1410,2415,1715,971,949,1010,1218,1312,918,1844
"207745",2395,1398,2170,1497,878,959,833,1084,1189,826,1653
"434009",2226,1399,2214,1577,890,892,914,1096,1242,819,1659
"1795631",1792,974,2108,1460,746,714,804,894,1039,744,1546
"2681552",1453,894,1766,1156,640,658,757,785,840,556,1151
"2762323",1305,795,1771,1098,524,541,621,675,699,492,1062
"2762322",1290,826,1858,1004,566,591,596,717,790,488,1044
"282217",1057,632,997,784,478,450,496,586,589,382,874
"434014",863,495,918,669,385,409,351,455,491,327,693
"2774875",860,522,1135,699,408,367,396,483,550,337,698
"2811425",26,25,60,18,16,23,13,26,19,16,27
"2126319",11,15,34,19,10,6,6,16,17,5,22
"1246301",1765,1169,2103,1255,701,739,736,965,915,664,1383
"543728",1744,1069,1884,1361,803,816,825,1018,1091,786,1542
"595537",1451,870,1663,1220,667,617,688,781,855,615,1283
"436515",1123,690,1524,860,515,516,562,704,715,489,1011
"795665",2738,1172,36909,1695,1233,947,809,1075,1187,851,1590
"2716225",2479,1405,17607,2136,1125,1114,1115,1372,1355,1006,2116
"2806262",2140,1188,136426,1745,1208,935,967,1150,1260,975,1853
"2651974",2019,1158,5325,1615,906,815,818,1121,1208,854,1688
"1842537",1395,732,4717,1106,597,589,575,762,773,578,1103
"434010",1299,761,3882,966,522,527,489,724,787,587,1037
"2184519",951,468,4777,584,294,769,401,509,411,420,1742
"2565558",694,365,1727,517,310,302,319,389,420,301,542
"47421",1047,580,3218,552,323,318,314,380,418,255,533
"1763535",578,334,1480,509,271,266,264,289,385,245,452
"2518343",1107,612,128236,637,532,387,370,521,2312,338,649
"1842533",845,481,4643,725,445,401,393,492,1081,449,818
"2714923",810,471,1856,612,374,371,364,450,498,371,691
"358220",774,444,12939,737,471,397,411,480,1565,366,722
"2478662",611,375,3553,533,338,313,292,369,862,316,550
"1858609",495,280,1986,346,238,215,207,262,436,199,388
"232721",137,78,448,94,59,54,60,78,81,55,86
"80870",2595,1581,4493,2155,1235,1158,1331,1582,1721,1277,2394
"1926868",1473,832,3605,1295,686,675,777,977,1036,668,1481
"2743470",1395,791,2182,1130,674,607,659,788,825,586,1234
"553814",1003,636,3553,756,513,457,467,549,879,466,845
"397945",3,0,0,2,0,0,0,0,0,0,0
"80868",613,363,1123,607,314,290,310,413,441,280,592
"535289",94,52,243,102,45,46,55,55,69,37,101
"365046",4851,2869,8197,5496,3462,3104,3499,5095,4796,3967,7584
"2741720",1708,913,39449,1335,743,727,795,945,921,758,1479
"2752316",523,336,1707,433,238,235,252,296,329,240,467
"2822760",363,198,696,262,164,160,151,223,203,178,300
"1842727",2285,1361,3783,1955,1089,1090,1032,1381,1524,1062,2064
"2509614",2190,1175,3878,1789,952,890,1049,1214,1263,960,2035
"338969",711,443,1660,554,341,362,327,383,499,289,557
"1484693",541,327,2050,481,230,283,243,297,360,231,481
"81479",430,219,902,292,191,169,171,204,276,162,273
