"","AYtCM2TOMPOOA100360.extra.kraken2.report","TECcM2TOMPOOA051310.extra.kraken2.report","s9OmM2TOMPOOB051285.extra.kraken2.report","X1qGgM2TOMPOOM080340.extra.kraken2.report","X0n7bM2TOMPOOA100365.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","a50wM2TOMPOOB051350.extra.kraken2.report","iYASM2TOMPOOA050195.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report"
"2315855",6,6,8,2,7,6,7,15,1,4,4
"2734266",2,2,0,10,6,2,3,0,8,0,0
"2734267",3,1,2,3,2,2,0,0,0,2,0
"2201166",3,1,1,9,6,4,1,6,3,6,0
"1034137",0,0,0,0,1,0,0,0,0,0,0
"2170253",2,6,0,3,3,1,0,0,1,2,4
"1982357",11,2,5,0,4,8,1,3,2,1,1
"1982358",9,5,1,4,4,12,2,2,1,2,0
"1623280",2,3,1,0,2,2,1,1,1,0,1
"2169633",6,3,0,2,2,3,1,0,0,3,1
"2169634",1,2,4,0,2,1,0,2,0,0,0
"205879",0,1,1,1,1,0,0,1,0,1,0
"1034111",0,0,0,1,1,0,0,0,0,0,0
"2233782",1,1,3,1,1,2,1,0,0,1,0
"279383",1,2,2,1,4,1,1,0,4,0,0
"1981048",0,0,0,0,1,0,0,0,0,1,0
"1981049",0,0,0,0,1,1,1,0,0,0,0
"2734268",9,3,3,2,8,1,6,3,2,3,0
"2734242",7,7,0,5,8,5,3,7,2,5,3
"1623285",2,2,5,0,7,0,0,0,0,0,0
"2762717",2,0,1,4,1,1,0,1,0,2,0
"2560595",4,0,3,3,7,0,0,2,0,3,1
"2570373",4,2,5,7,5,3,0,1,1,4,0
"2560688",0,0,1,1,2,3,0,2,2,2,0
"1982747",4,2,5,1,3,2,2,2,2,1,0
"2301302",3,3,4,9,2,4,2,1,1,5,0
"1982746",2,7,3,9,1,1,0,1,1,3,2
"2734243",9,4,11,2,7,5,1,3,0,4,0
"2315856",1,1,3,3,4,2,0,0,2,2,0
"1982102",2,2,0,0,2,1,1,3,2,0,0
"2734251",2,0,1,4,6,0,1,0,0,1,0
"2560847",8,1,0,180,3,0,1,1,0,11,1
"2560848",3,2,1,22,2,1,0,2,0,4,0
"2560509",3,2,5,3,6,3,2,1,1,8,0
"2169611",6,2,6,2,6,5,2,2,1,2,0
"1982563",0,0,0,0,2,0,0,0,1,1,0
"2219090",0,0,0,0,1,0,0,0,0,0,0
"2560513",0,0,0,0,1,0,0,0,0,0,0
"2169635",3,1,3,2,2,1,4,4,0,1,0
"2169636",2,1,4,2,1,1,1,2,4,4,2
"373407",0,0,0,0,1,0,0,0,0,0,0
"2201169",6,3,0,0,1,0,0,0,0,0,1
"2560506",3,3,1,2,5,0,1,5,1,4,0
"2182400",0,1,0,0,2,0,0,0,0,0,1
"2560485",8,1,6,3,5,4,1,0,0,0,0
"2734217",2,2,5,2,4,1,0,3,0,0,0
"2169652",4,3,2,0,4,1,0,3,1,0,0
"2560502",1,1,1,3,4,2,3,0,0,0,0
"2041855",1,1,0,2,2,0,0,0,0,2,0
"2560719",2,1,0,0,2,0,0,0,0,1,0
"2560590",2,0,0,0,4,0,1,1,0,2,1
"2560359",13,2,4,0,4,5,1,0,1,1,0
"2560778",4,1,2,6,4,0,0,1,1,3,1
"1982098",1,1,1,0,2,0,2,0,1,0,0
"2734227",1,0,0,0,1,1,0,0,0,1,0
"2744421",3,1,1,0,1,1,2,0,0,0,0
"2560303",1,1,0,2,2,0,0,2,1,0,0
"2560298",4,1,6,1,1,1,5,0,1,0,0
"2560492",2,1,1,1,4,0,0,4,0,0,0
"2734264",0,3,2,1,2,2,0,2,2,1,0
"2744423",1,5,2,9,2,1,0,2,1,3,0
"1982560",1,0,4,5,2,0,1,0,1,1,0
"2734263",2,3,2,0,1,2,2,3,1,1,0
"1910991",0,0,1,1,2,0,0,0,0,1,0
"1910993",0,0,1,0,2,1,11,2,0,2,0
"2734280",1,2,2,2,2,2,0,2,1,1,0
"2734281",0,1,2,0,1,0,0,0,0,2,0
"2734252",5,2,4,5,4,2,4,5,8,5,0
"2734254",0,0,1,2,1,0,0,2,0,0,0
"2734255",1,1,1,0,1,0,0,0,0,0,0
"2733156",4,2,3,6,3,0,1,0,0,0,1
"2733158",0,0,1,0,1,3,0,0,0,0,0
"2560782",1,1,2,3,4,2,2,1,0,0,0
"2560489",2,2,1,3,3,3,0,1,0,0,0
"1982241",0,0,1,0,1,0,1,1,0,0,0
"2560487",1,1,0,3,3,1,1,1,0,3,0
"2560490",3,0,0,1,1,0,0,0,1,1,0
"2560497",0,0,0,0,1,0,0,0,0,0,0
"2560511",0,0,0,1,1,0,0,1,0,0,0
"2560493",0,1,2,2,3,2,1,1,0,0,0
"2734239",10,8,2,5,3,3,1,2,2,4,4
"2169870",1,0,1,0,1,0,0,0,0,1,0
"2169871",1,0,1,0,1,0,0,0,0,1,0
"2734272",0,1,3,0,3,0,0,0,0,0,0
"2734257",0,0,1,0,1,0,0,0,0,0,0
"2734258",1,0,0,0,1,0,0,0,0,2,0
"2744481",2,1,0,2,1,0,0,0,0,2,0
"2734249",2,0,1,2,3,0,1,0,0,1,1
"2560784",14,0,0,2,1,0,0,0,0,0,1
"2560625",0,0,0,1,3,1,0,2,0,2,0
"2734279",3,1,2,2,3,1,0,5,0,0,0
"2734215",7,3,3,6,3,2,1,0,2,4,0
"2734225",3,0,0,0,1,0,1,0,0,0,0
"2734226",0,0,0,0,1,0,0,0,0,0,0
"2734236",12,3,4,2,3,3,2,5,0,1,0
"2734241",0,0,0,3,3,1,0,1,1,2,0
"2734276",3,0,1,1,2,0,4,0,0,1,1
"2734278",1,1,0,14,2,0,1,1,1,3,3
"2734292",6,0,3,3,2,2,3,3,2,5,0
"2560588",1,1,3,2,2,1,3,2,4,2,0
"2560494",0,0,1,0,2,0,11,0,0,0,0
"2560500",1,0,2,1,2,1,0,0,1,3,1
"2560501",3,0,1,3,1,1,1,0,0,2,1
"2560505",1,0,1,4,1,1,0,1,0,1,1
"2560721",0,0,0,1,1,0,0,0,0,0,0
"2560407",2,2,2,2,2,5,4,2,1,5,2
"2560608",2,1,2,2,2,3,2,1,1,1,0
"2733160",0,0,1,1,1,0,0,1,0,0,0
"2733161",1,0,0,0,1,0,0,0,0,0,0
"2734218",2,1,1,1,2,1,1,1,0,0,0
"2734230",0,2,1,4,2,2,2,0,0,3,0
"2734245",5,1,2,3,2,2,2,1,1,0,0
"2734247",4,3,0,2,2,0,0,1,1,0,0
"2734250",3,1,5,2,2,0,0,2,1,2,0
"1982152",0,0,0,0,2,0,0,0,0,0,1
"1982369",0,0,0,0,1,2,1,0,0,0,1
"466052",0,0,0,0,2,0,0,0,0,0,0
"1982091",0,0,0,0,2,0,1,0,0,0,0
"1982087",1,1,0,4,2,2,0,2,1,0,0
"1982373",1,1,1,0,1,0,0,0,0,1,0
"1982374",0,0,0,0,1,0,0,0,0,0,0
"1982375",5,1,0,1,2,0,0,3,3,0,0
"1909389",2,0,0,1,1,3,1,0,0,1,0
"1982151",1,0,1,1,2,1,0,0,1,1,2
"1982261",0,0,0,1,1,0,0,0,0,0,0
"1982265",0,0,0,0,1,0,0,0,0,0,0
"1982569",4,1,0,3,2,0,0,3,1,0,1
"2050979",0,0,2,4,2,0,0,0,0,0,0
"1982237",1,0,0,0,2,0,0,0,0,0,0
"2560503",1,0,1,0,1,1,0,0,0,0,0
"1623275",0,0,3,2,1,0,0,0,0,0,1
"2560650",0,0,0,1,1,0,0,0,0,0,0
"2734262",0,0,1,0,1,0,0,0,0,1,0
"205872",1,0,4,1,1,0,1,0,0,5,0
"2560139",0,0,0,0,1,0,0,0,0,1,0
"2041859",0,0,0,0,1,0,0,0,0,0,0
"1982363",0,0,0,1,1,1,0,0,1,0,0
"2734214",3,0,0,2,1,0,0,3,0,0,0
"2560360",0,1,0,0,1,0,1,0,1,0,0
"2734244",0,0,0,0,1,0,0,0,0,0,0
"1921712",0,0,0,0,1,1,0,0,0,0,0
"85154",0,0,0,0,1,0,0,1,0,0,0
"2734238",3,3,1,1,1,1,1,2,0,2,0
"2734237",2,0,0,0,1,1,1,0,1,1,0
"2005060",1,0,1,3,1,1,0,0,0,2,1
"2734231",0,0,1,0,1,0,0,1,0,1,0
"2705462",0,0,0,0,1,0,0,0,0,0,0
"2734229",5,5,0,1,1,0,0,2,1,1,0
"2560514",1,0,0,5,1,0,0,0,0,0,0
"1921117",0,0,0,0,1,0,0,1,0,0,0
"1918720",0,0,0,1,1,0,0,0,0,0,0
"2734275",0,0,0,0,1,0,0,0,0,0,0
"1982567",4,1,1,1,1,0,1,3,0,2,0
"2169651",0,0,1,0,1,0,0,0,0,0,0
"2560785",5,2,1,6,1,3,1,1,2,2,3
"2734284",3,3,1,4,1,1,0,2,0,4,1
"2734286",0,0,0,0,1,0,0,1,1,0,0
"2169613",1,1,6,3,1,1,0,4,0,2,0
"2560484",4,2,1,2,1,1,0,3,1,3,0
"2560111",0,0,0,0,1,0,0,1,0,0,0
"2560387",3,0,0,2,1,0,2,2,1,1,0
"2560388",0,2,0,1,1,0,0,0,0,0,0
"1982561",0,1,1,0,1,1,0,0,0,1,0
"1982228",1,0,0,0,1,0,0,0,1,0,0
"374422",3,0,0,0,1,1,0,2,0,1,0
"2734291",0,0,1,1,1,1,0,2,2,2,0
"36343",0,0,0,0,1,0,0,0,0,0,0
"546805",14,8,9,8,17,8,2,2,4,10,1
"1007869",14,6,8,16,13,3,3,10,5,8,20
"2201420",2,1,2,0,3,3,0,0,0,0,0
"1493510",1,1,0,0,3,0,0,0,0,0,0
"2593333",5,2,0,3,3,1,1,3,0,0,0
"1913591",0,3,2,2,2,3,6,0,0,0,0
"1273754",0,1,0,0,2,0,0,1,0,0,0
"1273755",0,0,1,0,2,0,0,0,0,0,1
"1161927",1,0,0,6,2,0,0,1,1,2,0
"2589665",0,1,0,0,2,0,0,0,0,0,0
"2024252",0,0,0,0,2,0,0,0,0,0,0
"1124849",1,0,1,1,2,1,1,0,0,3,0
"2713256",3,0,0,7,2,0,2,2,0,2,0
"1458860",1,0,0,0,2,0,0,1,0,0,0
"1026955",2,0,0,0,1,0,1,1,0,3,0
"1883368",1,0,0,0,1,0,1,1,0,2,0
"929833",0,0,2,0,1,0,0,0,0,0,0
"1567487",0,1,0,0,1,0,0,0,1,0,0
"1079999",3,0,7,1,1,7,0,0,0,0,0
"1003177",0,0,0,0,1,0,0,0,0,1,0
"2547425",0,0,0,1,1,0,0,0,0,0,0
"445685",0,0,0,0,1,1,0,0,0,0,0
"2767570",2,0,1,20,1,1,1,1,1,2,0
"2596673",0,0,0,0,1,0,0,0,0,0,0
"2588520",2,0,2,1,1,0,0,0,0,0,0
"1503929",2,0,3,2,1,1,1,0,3,1,0
"445686",2,0,0,0,1,0,0,0,0,3,0
"407392",0,0,0,1,1,0,0,0,0,0,0
"1892568",8,11,10,11,12,7,1,9,1,4,0
"227470",1,1,1,0,3,1,0,0,0,0,0
"1985325",1,1,0,1,2,1,2,2,0,0,0
"1914165",5,0,1,3,2,1,0,1,0,1,0
"1913652",0,1,1,0,2,0,1,2,0,1,0
"1985329",0,0,0,2,1,0,0,1,0,1,0
"1985328",0,0,3,0,1,1,1,0,0,0,0
"1198137",6,1,0,0,1,1,2,2,0,0,0
"10663",1,0,2,3,1,3,2,2,0,0,1
"1913654",0,1,1,4,1,0,3,0,0,0,0
"1913653",2,0,1,0,1,0,1,1,0,2,1
"1133560",1,2,2,10,4,2,1,3,3,2,0
"2006134",2,0,1,0,4,0,0,0,1,1,0
"1980948",1,0,0,1,3,0,1,1,0,1,0
"2560300",1,0,0,0,1,0,1,0,1,0,0
"2594900",9,5,7,8,6,6,0,3,2,5,1
"1980923",2,1,0,2,3,3,0,1,2,1,0
"2732982",1,1,1,0,2,0,3,2,0,1,0
"2732983",0,0,0,0,2,1,0,2,0,1,0
"2578230",0,0,0,0,1,1,0,0,0,0,0
"2732972",1,0,0,0,1,0,0,0,0,1,0
"2732974",0,0,1,0,1,0,0,0,0,0,0
"260373",0,0,0,0,3,0,0,0,0,0,0
"1966265",1,1,0,2,1,0,0,2,0,0,0
"1914852",3,0,2,0,4,0,0,2,0,0,0
"1914850",1,0,0,2,2,1,0,0,1,5,0
"2508196",2,1,1,3,1,2,1,4,0,2,0
"1198140",2,1,0,0,4,2,0,1,1,0,0
"1985293",1,1,0,0,3,0,1,0,1,0,0
"1984784",3,0,0,0,2,0,0,0,0,0,0
"1984783",0,0,3,1,1,1,0,0,0,0,0
"2560302",2,0,0,3,1,0,0,0,0,1,0
"2562722",4,1,1,1,1,1,5,1,0,1,1
"2520516",2,0,0,5,1,0,0,1,0,0,0
"2734089",4,0,3,2,4,1,0,0,0,0,1
"2560286",1,2,1,0,4,2,1,3,0,1,0
"1980925",1,2,2,2,2,1,0,0,0,2,0
"1980926",1,1,2,5,2,1,0,0,0,0,0
"2734129",9,5,7,11,4,7,2,8,4,1,3
"2560700",0,2,1,2,4,2,1,2,2,1,0
"1198980",0,0,0,0,4,0,0,1,0,0,0
"2734130",0,0,0,0,1,0,0,0,0,0,0
"2738374",0,0,1,1,1,0,0,0,0,0,0
"2752533",1,0,1,1,2,0,0,0,0,2,0
"2734115",0,0,0,1,1,0,2,0,0,0,0
"2560671",3,0,3,1,3,0,1,0,0,2,0
"2734111",0,0,0,2,3,0,0,0,0,0,0
"2560687",0,0,0,0,1,0,0,0,0,1,0
"2169882",0,3,0,1,2,0,1,0,0,0,0
"2169883",1,3,1,1,1,1,1,0,0,0,0
"2734080",0,0,1,1,2,0,0,1,0,0,0
"2734081",0,0,0,0,1,0,0,0,0,1,0
"2560244",1,0,0,0,3,3,0,0,0,0,0
"2560261",8,1,1,3,3,4,0,0,1,1,0
"2734085",2,1,0,0,2,0,0,0,1,0,0
"2560086",0,0,1,0,2,0,0,1,0,0,1
"2560752",1,0,0,0,2,1,0,0,0,0,0
"2560400",1,0,0,0,1,0,2,1,0,2,0
"2560628",1,0,1,2,1,3,0,0,0,2,1
"2752547",0,0,0,1,2,0,1,0,0,3,0
"2734102",1,0,0,0,2,0,0,1,2,1,0
"2734109",1,1,0,1,2,0,1,0,0,0,0
"2733109",0,0,0,0,2,1,1,0,0,0,0
"2734123",1,1,3,0,2,2,1,0,0,0,0
"2562339",0,0,0,0,1,0,0,0,0,0,0
"1980944",1,3,2,0,1,1,1,0,0,0,1
"2738809",4,0,1,1,1,2,0,1,0,1,0
"2734158",2,0,1,1,1,0,2,0,0,0,0
"2560680",0,0,0,1,1,0,2,0,0,0,0
"2560676",1,0,0,0,1,0,0,0,0,0,0
"2733139",0,0,0,0,1,0,2,0,0,0,0
"2734150",0,1,0,0,1,0,0,0,0,0,0
"2560337",0,0,0,6,1,0,0,1,1,0,1
"2560336",1,1,0,1,1,0,1,0,2,0,0
"2560834",0,1,0,0,1,1,0,1,0,0,0
"2734147",0,0,1,2,1,0,3,0,0,1,0
"2734144",2,2,0,3,1,0,0,0,0,0,0
"2734143",0,0,0,0,1,0,0,0,0,0,0
"2752794",1,0,0,2,1,0,0,0,0,0,1
"2734141",1,0,0,0,1,1,0,0,0,0,0
"2734140",0,1,0,2,1,0,2,0,0,1,0
"2734084",2,0,3,0,1,2,1,3,0,1,0
"2752797",1,0,0,2,1,0,0,0,0,0,0
"2734136",0,0,0,0,1,0,0,0,0,0,0
"2734122",2,1,3,0,1,0,2,1,0,0,0
"2560540",0,0,0,0,1,1,0,0,0,0,0
"1980947",5,0,1,0,1,0,0,2,3,2,0
"1984796",0,0,1,0,1,0,0,0,0,0,1
"1925780",0,0,0,0,1,0,0,0,0,0,0
"1922212",0,1,0,0,1,0,0,0,1,0,0
"1921704",1,0,0,0,1,1,0,0,0,0,0
"1984777",0,1,0,3,1,0,0,0,0,0,0
"499235",1,0,0,2,1,1,2,0,0,0,0
"431894",0,0,0,0,1,0,0,0,1,0,0
"1084719",1,1,0,1,1,0,0,2,0,1,0
"2560474",0,0,0,0,1,0,0,0,0,0,0
"2590948",5,2,0,4,4,3,1,4,0,9,3
"2713257",7,3,0,7,4,0,5,5,0,3,0
"2590877",0,2,2,0,3,0,1,1,0,0,0
"1188795",4,1,2,2,3,2,1,1,1,2,0
"2053812",5,1,0,2,3,0,58,1,1,0,0
"754069",4,0,1,1,3,1,0,0,0,0,0
"2053723",1,0,1,0,2,1,3,0,0,0,0
"1131315",1,0,1,1,2,3,0,1,1,7,0
"2565510",0,2,1,3,2,2,0,0,1,1,1
"2182408",2,0,0,1,2,1,4,0,0,1,0
"179237",5,0,0,6,2,0,0,1,0,1,1
"2708562",0,1,0,0,2,0,6,0,1,2,0
"1417599",0,0,0,1,1,1,0,0,0,0,0
"1622116",0,0,0,0,1,0,0,0,0,0,0
"2315703",2,0,0,2,1,2,0,1,0,0,4
"1235689",1,0,0,35,1,0,0,1,0,0,1
"1563661",0,3,1,1,1,0,2,0,1,2,0
"2583039",1,0,0,0,1,0,2,0,0,1,0
"1054968",2,1,5,0,1,0,0,0,0,0,0
"1526550",0,0,0,0,1,0,0,0,0,0,0
"1461743",0,0,0,1,1,0,0,0,0,0,0
"2108116",0,1,0,1,1,0,0,0,0,0,0
"2053813",1,0,0,1,1,0,3,0,0,0,0
"926066",0,0,0,0,1,0,0,0,0,0,0
"2604899",0,1,1,1,1,1,0,0,0,1,0
"1881421",1,0,0,0,1,0,0,0,0,0,0
"1978007",17,0,1,1,1,0,0,0,0,1,2
"644524",12,2,6,4,3,3,4,1,1,1,0
"1195073",5,0,3,3,2,3,2,4,0,0,0
"242527",1,1,2,5,1,0,1,6,1,3,0
"1136535",2,0,2,4,1,2,5,1,1,4,0
"2560611",1,1,1,1,3,1,1,0,0,0,0
"2529391",0,1,0,2,2,1,1,4,1,1,0
"2529390",1,1,0,1,2,1,1,0,0,1,0
"1922330",3,1,0,0,1,0,0,0,0,0,0
"2184035",0,0,0,0,1,0,0,0,0,2,0
"279280",1,0,1,4,2,1,0,1,0,1,0
"2734260",0,0,1,1,1,1,0,0,1,1,0
"2560658",0,1,0,5,1,0,1,0,0,2,7
"2560692",0,0,0,42,1,1,0,0,0,0,26
"2047764",0,0,0,1,1,4,0,0,0,0,0
"1231360",0,0,0,2,1,0,0,0,0,0,0
"2734187",0,0,0,0,1,0,0,0,0,0,0
"388452",0,0,0,0,1,0,0,0,0,0,0
"10752",0,0,0,0,1,0,0,0,0,0,0
"2734191",0,0,0,2,1,0,0,1,0,0,0
"1985720",1,0,1,3,4,0,0,0,0,0,0
"2732686",0,0,2,1,2,5,1,1,0,0,0
"110456",2,0,0,2,1,0,0,2,0,0,2
"2732677",0,0,0,4,1,1,1,0,0,0,1
"2732683",2,0,2,0,1,0,1,0,1,1,1
"477967",2,0,3,3,3,2,0,0,1,0,0
"2732909",1,0,0,0,2,0,0,0,1,0,0
"2732929",2,1,7,2,3,2,1,2,1,2,0
"2732930",2,0,4,0,2,1,0,1,1,2,0
"2731677",2,0,3,0,3,0,0,0,1,1,0
"2731675",0,0,0,0,1,0,0,0,0,0,0
"2733956",2,1,1,1,3,0,0,1,0,1,0
"2733922",0,0,4,0,3,5,0,0,0,0,0
"2733941",3,0,2,1,3,0,2,0,0,0,0
"2733892",0,0,0,0,3,0,0,1,0,2,0
"1985736",0,0,0,0,2,0,0,1,1,0,0
"1985734",0,0,0,0,1,0,0,0,0,0,0
"1985730",0,3,2,0,2,2,1,0,0,1,0
"2733939",0,0,0,0,2,1,0,1,0,0,0
"151528",0,0,0,2,2,0,0,0,0,0,0
"1920774",1,0,1,0,2,2,2,0,0,0,0
"2733946",0,2,8,3,1,7,0,1,0,0,1
"2733945",0,0,0,0,1,0,0,0,0,0,0
"2731928",0,0,0,0,1,0,0,0,0,0,0
"2733920",0,0,0,0,1,0,0,0,0,0,0
"2733937",1,0,1,0,1,0,0,0,0,0,0
"2560657",0,0,1,0,1,0,1,0,0,0,0
"1415145",1,0,0,0,1,0,0,0,0,0,0
"2572874",53,20,23,23,27,21,25,15,7,44,5
"1911929",4,1,1,5,2,3,1,0,0,1,0
"1922327",2,2,1,3,2,1,0,3,0,2,0
"1921016",0,1,1,0,1,0,0,0,0,0,0
"2560335",1,0,0,0,1,0,0,0,0,0,0
"2732970",0,0,0,1,5,0,0,0,0,2,0
"1857846",0,1,0,0,1,0,0,1,0,0,0
"2732969",0,0,1,1,1,1,0,0,0,0,0
"632112",0,0,0,0,3,1,0,0,0,0,0
"1857844",2,0,1,1,3,0,0,0,0,0,0
"2041210",0,0,0,0,1,0,0,0,0,1,0
"2510941",0,0,0,0,1,0,1,0,0,0,0
"2560112",0,0,0,1,7,0,1,0,0,0,0
"2560156",1,0,1,0,1,1,1,1,0,0,0
"2733998",2,0,0,0,1,0,0,0,0,1,0
"2733999",0,0,0,0,1,0,0,0,0,0,0
"187218",5,0,0,6,1,0,3,2,0,1,0
"2733996",0,0,1,0,1,0,0,0,0,0,0
"1978922",2,1,0,1,2,1,1,0,2,1,0
"2555548",0,1,0,3,2,1,0,0,0,4,1
"1636182",0,1,2,0,1,0,1,0,0,1,0
"2099338",1,0,0,0,1,1,0,0,0,0,0
"2267403",2,0,0,0,1,0,0,1,0,0,0
"2419930",0,2,0,0,1,0,2,0,0,0,0
"2601680",0,0,0,2,1,0,1,0,1,1,0
"2169532",1,0,2,0,3,1,4,0,0,0,0
"2169536",0,0,0,2,1,1,0,1,0,2,0
"2731622",0,0,0,0,1,0,0,0,0,0,0
"2734031",0,0,0,0,6,0,0,1,0,0,0
"2732068",0,0,0,0,2,1,0,0,0,1,0
"2560227",1,0,1,0,1,0,0,0,0,0,0
"2734037",0,0,0,0,1,0,0,0,0,0,0
"2732062",0,0,0,0,1,0,0,0,0,0,0
"1920866",0,0,0,0,1,0,0,0,0,1,0
"2734029",0,0,1,1,1,0,0,0,0,0,0
"10294",66,26,49,37,48,27,20,27,21,26,4
"10319",57,24,26,33,43,21,17,27,8,19,2
"180252",5,3,4,5,9,4,1,5,3,2,0
"180255",5,9,4,2,2,3,4,5,1,1,0
"10358",21,16,14,22,18,4,11,6,5,15,2
"10365",19,9,23,10,13,21,10,9,4,2,2
"10397",18,3,3,7,12,7,2,9,6,2,3
"40272",3,1,2,7,5,1,1,2,1,0,0
"548689",3,0,4,25,5,1,2,0,2,2,1
"33706",5,2,2,4,4,0,3,1,0,1,0
"10379",6,0,1,2,6,3,1,3,0,3,0
"10375",2,3,2,2,5,0,2,3,2,3,2
"548687",5,0,2,3,2,0,0,1,0,0,1
"35249",1,3,1,6,1,0,2,2,0,0,0
"548688",5,2,7,3,1,6,2,2,2,4,0
"180230",23,4,6,7,11,9,4,7,0,2,0
"10401",3,1,1,0,2,0,0,1,0,2,0
"508441",0,0,0,0,1,1,1,1,0,0,0
"389214",0,1,2,2,2,2,1,2,1,3,0
"1513231",0,0,0,3,1,0,1,0,0,0,0
"1349409",63,29,56,57,79,32,33,45,23,69,6
"2107708",50,13,28,40,65,25,19,28,14,16,4
"1349410",91,17,55,43,62,48,24,25,13,27,6
"2107709",43,19,26,37,52,43,20,26,16,20,1
"1605721",42,14,31,58,41,12,33,27,10,30,4
"2107707",31,26,22,16,25,22,9,19,8,21,5
"1450746",0,1,3,3,6,0,2,1,1,0,0
"1903266",17,0,1,1,4,1,1,0,0,1,0
"1100043",1,4,3,3,2,2,1,4,0,2,0
"762905",0,0,0,0,1,0,0,0,0,0,0
"1262528",1,0,1,4,2,1,0,1,1,2,0
"1273751",2,0,2,0,2,3,0,0,0,5,1
"1262530",0,0,1,0,1,0,1,0,0,0,0
"1273748",1,0,0,3,1,1,1,3,0,1,1
"1273749",2,1,3,3,1,1,0,1,2,1,0
"1273752",0,0,2,0,1,1,1,1,1,0,0
"1454028",0,0,0,0,1,0,0,0,0,0,0
"1592101",0,0,0,0,1,0,0,0,0,0,0
"1391455",1,0,0,0,1,0,0,0,0,0,0
"1678078",12,8,12,8,18,7,6,5,5,13,3
"1500510",0,0,0,0,1,0,0,0,0,0,0
"1758881",0,0,0,0,1,0,0,0,0,0,0
"1932881",3,0,1,1,1,0,0,2,0,0,1
"1685767",0,0,0,1,1,0,0,0,0,0,0
"10257",40,12,15,26,31,19,11,15,9,18,3
"2733300",17,3,14,9,17,10,9,10,3,5,0
"1285599",7,3,4,14,13,5,5,5,1,6,0
"10260",32,2,4,4,7,8,3,0,1,1,0
"10278",9,4,9,4,6,5,3,8,4,14,1
"10242",4,0,2,1,2,0,0,0,4,3,0
"2733301",0,0,0,1,1,0,0,0,0,1,0
"573055",0,0,0,1,1,0,0,0,0,0,0
"2733302",3,0,1,2,1,0,0,0,1,0,0
"10497",1,1,1,6,4,2,2,2,0,3,0
"10491",2,1,0,4,6,0,1,3,0,2,0
"10487",1,0,1,7,1,0,1,0,0,0,0
"10492",2,0,1,2,3,1,0,0,1,1,0
"10494",2,0,1,3,2,0,0,2,0,0,0
"308906",3,0,2,0,1,0,0,1,0,0,0
"1813598",10,2,8,6,10,2,4,2,4,7,0
"1421067",3,1,1,0,2,0,0,0,1,1,0
"999883",0,0,0,2,1,1,0,1,1,0,0
"113366",0,0,2,0,2,0,2,2,0,1,0
"328613",0,0,0,0,2,0,1,0,0,0,0
"880158",20,3,12,36,10,8,5,8,1,4,3
"381899",2,0,2,0,3,1,0,0,1,2,0
"46021",0,0,0,1,1,0,2,0,0,0,0
"322019",1,0,0,0,1,0,0,0,0,1,0
"346674",1,0,2,2,1,1,0,2,3,3,0
"2023057",9,3,3,11,3,2,5,2,10,5,1
"1474867",1,0,0,3,2,0,0,0,3,0,0
"358403",0,0,0,1,3,0,0,0,0,1,0
"37665",0,0,1,2,1,1,0,0,0,1,0
"181082",1,0,0,1,1,0,0,2,1,0,2
"2501774",9,1,5,5,11,2,16,0,0,4,0
"985782",8,1,2,5,3,1,4,2,2,1,0
"1513235",0,0,1,2,2,0,0,0,1,1,0
"413684",0,1,0,0,2,0,1,2,0,0,0
"130310",0,0,2,0,2,0,0,0,0,0,0
"130308",2,2,0,4,2,0,1,2,1,2,0
"2015370",1,0,0,1,2,1,1,1,0,1,0
"1962299",2,0,1,0,1,0,0,0,0,0,0
"1146873",1,0,1,11,1,0,1,1,1,0,3
"1986017",0,0,0,0,1,0,0,0,0,0,0
"1986019",0,0,0,0,1,0,0,1,0,1,0
"1986022",0,1,0,0,1,0,0,1,0,0,0
"130369",1,0,1,4,1,1,0,0,0,1,0
"2015375",0,0,0,0,1,0,0,0,0,0,0
"2170000",1,0,0,0,1,0,0,0,0,0,0
"2170002",1,0,0,0,1,0,0,0,0,0,0
"108098",0,0,0,0,1,1,0,0,0,0,0
"1548417",1,2,1,1,5,2,2,1,0,1,1
"190064",0,0,0,0,1,0,0,0,0,0,0
"2003673",0,0,1,0,1,0,0,0,0,0,0
"1557035",0,0,0,1,1,0,0,0,0,0,0
"1154689",3,1,1,2,3,1,1,2,1,2,0
"1282967",1,0,0,3,1,0,0,0,0,0,0
"2049890",2,2,1,3,1,0,0,0,1,0,0
"1172985",9,0,3,0,6,1,0,0,0,0,0
"1983570",0,0,0,0,1,0,0,0,0,0,0
"11103",0,0,0,1,3,0,0,1,0,0,0
"2008770",0,0,0,0,1,0,0,0,0,1,0
"11083",0,0,0,0,1,0,0,0,0,0,0
"64319",0,0,0,3,1,0,0,0,0,0,0
"39686",0,0,0,0,1,1,0,0,0,0,0
"2170088",0,0,0,0,2,0,0,0,0,0,0
"2170085",0,0,0,0,1,0,0,0,0,0,0
"1985360",0,3,4,0,1,2,5,3,0,3,0
"135246",0,0,0,0,1,0,0,0,0,0,0
"84589",0,0,0,0,1,0,0,0,0,0,0
"45103",0,0,0,0,1,0,0,0,0,0,0
