"","AYtCM2TOMPOOA100360.extra.kraken2.report","TECcM2TOMPOOA051310.extra.kraken2.report","s9OmM2TOMPOOB051285.extra.kraken2.report","X1qGgM2TOMPOOM080340.extra.kraken2.report","X0n7bM2TOMPOOA100365.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","a50wM2TOMPOOB051350.extra.kraken2.report","iYASM2TOMPOOA050195.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report","nodos","degrees","closeness","betweenness"
"2703941",6.84220729607371e-07,0,3.49508835233846e-07,0,0,0,0,1.79715429602995e-06,0,0,0,"v_6543",3,1.47653781413342e-05,6734.88019891849
"1732177",0,0,6.99017670467692e-07,2.53027025563573e-07,0,4.44136707054978e-07,0,0,0,0,0,"v_7553",20,1.47531793101413e-05,11236.3930778918
"2613772",0.000586149091696981,0.000601392981516207,0.000552223959669476,0.00212074601476109,0.00078608014802112,0.000595587324160726,0.000541862619822336,0.000600249534874004,0.000651962907875144,0.000523252627108185,0.00275305304994859,"v_165",10,1.47527440103859e-05,7651.54424074532
"89966",0.00187864204992531,0.00219796410393785,0.00228194318524178,0.00127550923586597,0.00215882936955639,0.00212208518630869,0.00201200528689298,0.00246794213702313,0.0015291415362382,0.00179775613401051,0.00117772142315825,"v_4906",15,1.47525263701409e-05,2881.47105362851
"85625",9.12294306143162e-07,0,6.99017670467692e-07,1.26513512781787e-07,2.82052439189494e-07,0,8.78221425968129e-07,4.49288574007488e-07,0,6.72561217362706e-07,7.95220407264179e-07,"v_4815",4,1.4751873487933e-05,5211.31350526367
"1840267",0,0,3.49508835233846e-07,1.26513512781787e-07,2.82052439189494e-07,0,0,0,0,0,0,"v_862",22,1.47501327511948e-05,7647.58176194469
"2679995",0,0,3.49508835233846e-07,1.26513512781787e-07,2.82052439189494e-07,0,0,0,0,0,0,"v_2787",22,1.47501327511948e-05,7647.58176194469
"136609",0,0,3.49508835233846e-07,1.26513512781787e-07,2.82052439189494e-07,0,0,0,0,0,0,"v_4163",22,1.47501327511948e-05,7647.58176194469
"197614",0,0,3.49508835233846e-07,1.26513512781787e-07,2.82052439189494e-07,0,0,0,0,0,0,"v_4266",22,1.47501327511948e-05,7647.58176194469
"2596745",2.2807357653579e-07,0,0,0,5.64104878378988e-07,1.33241012116494e-06,4.39110712984065e-07,0,4.3062279251991e-07,3.36280608681353e-07,0,"v_4607",2,1.47501327511948e-05,346.835030592245
"2738374",0,0,3.49508835233846e-07,1.26513512781787e-07,2.82052439189494e-07,0,0,0,0,0,0,"v_5943",22,1.47501327511948e-05,7647.58176194469
"2734029",0,0,3.49508835233846e-07,1.26513512781787e-07,2.82052439189494e-07,0,0,0,0,0,0,"v_6105",22,1.47501327511948e-05,7647.58176194469
"153057",0,0,6.99017670467692e-07,1.26513512781787e-07,0,4.44136707054978e-07,0,0,0,0,0,"v_7515",18,1.4747304930024e-05,3723.78461725626
"10270",0,0,6.99017670467692e-07,1.26513512781787e-07,0,4.44136707054978e-07,0,0,0,0,0,"v_7532",18,1.4747304930024e-05,3723.78461725626
"138336",0.00297864090955742,0.00126350567014912,0.00144452001602149,0.000716699049908822,0.00160459632654903,0.00171436768923222,0.00144599157785652,0.00111782997213063,0.00329125000322967,0.00198607327487207,0.00131768021483675,"v_3709",8,1.47299267922638e-05,1065.1988538136
"2742626",0,0,1.39803534093538e-06,0,5.64104878378988e-07,2.66482024232987e-06,1.31733213895219e-06,0,4.3062279251991e-07,3.36280608681353e-07,0,"v_1812",2,1.47264560783447e-05,0
"1079999",6.84220729607371e-07,0,2.44656184663692e-06,1.26513512781787e-07,2.82052439189494e-07,3.10895694938485e-06,0,0,0,0,0,"v_5891",2,1.47264560783447e-05,0
"49319",0.00371463434103842,0.00188320385748728,0.00309979385968898,0.000230254593262852,0.00191175143282639,0.00364458581809315,0.00216262026144652,0.00162462748361108,0.000832393857940986,0.00110400923830088,0.000313316840462087,"v_3800",7,1.47249381552597e-05,25185.1895102199
"33050",0.000567903205574118,0.000671488525761229,0.000695872090950587,0.0042809642455101,0.000582156234487116,0.000707065637631525,0.000682378047977237,0.000639337640812655,0.000624403049153869,0.000623127967886547,0.0011832879660091,"v_413",3,1.47236373273654e-05,6730
"1982148",0,0,0,2.53027025563573e-07,0,4.44136707054978e-07,0,0,4.3062279251991e-07,3.36280608681353e-07,0,"v_7263",8,1.47219032476519e-05,15420.4823362037
"472825",2.2807357653579e-07,8.92936869363336e-07,0,1.01210810225429e-06,1.12820975675798e-06,8.88273414109957e-07,0,0,4.3062279251991e-07,1.34512243472541e-06,0,"v_1907",1,1.47175698348689e-05,0
"2169655",2.2807357653579e-07,0,0,0,0,0,0,8.98577148014976e-07,4.3062279251991e-07,3.36280608681353e-07,0,"v_6628",5,1.47121566550441e-05,6936.74773549839
"1982107",0,4.46468434681668e-07,0,1.26513512781787e-07,0,0,4.39110712984065e-07,4.49288574007488e-07,4.3062279251991e-07,3.36280608681353e-07,0,"v_7255",3,1.47060986190973e-05,499.278170886645
"340080",1.14036788267895e-06,0,3.49508835233846e-07,7.5908107669072e-07,2.82052439189494e-07,4.44136707054978e-07,4.39110712984065e-07,4.49288574007488e-07,4.3062279251991e-07,1.00884182604406e-06,7.95220407264179e-07,"v_5543",5,1.47054498397106e-05,16350.8285855363
"1954378",4.56147153071581e-07,0,0,0,0,0,4.39110712984065e-07,0,0,0,0,"v_6591",16,1.47032876551197e-05,11495.3671960996
"1963032",0,0,0,2.53027025563573e-07,0,4.44136707054978e-07,0,0,8.6124558503982e-07,6.72561217362706e-07,0,"v_7233",6,1.47006938727508e-05,16440.6871156203
"2560592",0,4.46468434681668e-07,6.99017670467692e-07,1.26513512781787e-07,0,0,4.39110712984065e-07,4.49288574007488e-07,4.3062279251991e-07,0,7.95220407264179e-07,"v_7257",2,1.46788990825688e-05,6730
"2603836",2.2807357653579e-07,0,3.49508835233846e-07,3.7954053834536e-07,0,0,4.39110712984065e-07,0,8.6124558503982e-07,3.36280608681353e-07,0,"v_6488",2,1.46776063759522e-05,1719.58064366271
"2732086",2.2807357653579e-07,0,3.49508835233846e-07,5.06054051127147e-07,0,0,0,0,0,3.36280608681353e-07,0,"v_6747",8,1.46758831212668e-05,15990.7869276166
"2732925",2.2807357653579e-07,0,0,0,0,0,4.39110712984065e-07,0,4.3062279251991e-07,0,0,"v_6725",13,1.46672729139471e-05,3405.2733480804
"1179817",2.2807357653579e-07,0,0,1.26513512781787e-07,0,0,4.39110712984065e-07,0,0,0,0,"v_6463",16,1.46636166344067e-05,10484.9606706196
"857312",2.2807357653579e-07,0,0,1.26513512781787e-07,0,0,4.39110712984065e-07,0,0,0,0,"v_6715",16,1.46636166344067e-05,10484.9606706196
"2733926",2.2807357653579e-07,0,0,1.26513512781787e-07,0,0,4.39110712984065e-07,0,0,0,0,"v_6732",16,1.46636166344067e-05,10484.9606706196
"1300254",2.2807357653579e-07,0,2.09705301140308e-06,0,5.64104878378988e-07,0,4.39110712984065e-07,0,0,1.34512243472541e-06,0,"v_2338",2,1.4651370635723e-05,0
"365046",0.00112942035100523,0.0013858380212519,0.00167624437378152,0.00103703126427231,0.00136823638250824,0.00142168159928299,0.00174195219840778,0.00164709191231145,0.00346952783933291,0.00107979703447582,0.00103776263147975,"v_836",6,1.46511559762065e-05,35.858450070523
"2716879",0,0,0,0,0,4.44136707054978e-07,0,0,0,6.72561217362706e-07,0,"v_7606",4,1.46438612933458e-05,5834.6173052342
"1984796",0,0,3.49508835233846e-07,0,2.82052439189494e-07,0,0,0,0,0,7.95220407264179e-07,"v_5988",10,1.46436468538125e-05,9269.49382677447
"1777491",0,0,3.49508835233846e-07,5.06054051127147e-07,0,4.44136707054978e-07,0,0,0,0,0,"v_7337",10,1.46421459529109e-05,4627.27478306156
"1982369",0,0,0,0,2.82052439189494e-07,8.88273414109957e-07,4.39110712984065e-07,0,0,0,7.95220407264179e-07,"v_5821",4,1.46337894197702e-05,40896.9438961412
"400770",0.000397304170325347,0.000328154299491026,0.000322247146085606,0.00408107289531488,0.000397411886817997,0.000355309365643983,0.000415398734482925,0.000292486861678875,0.000552919665595564,0.000314086088508384,0.00417967846058053,"v_222",2,1.46280097129984e-05,7.33319776486518
"1922770",4.56147153071581e-07,0,3.49508835233846e-07,0,0,0,0,0,0,0,0,"v_6827",16,1.46267259536625e-05,17399.0658593359
"1921712",0,0,0,0,2.82052439189494e-07,4.44136707054978e-07,0,0,0,0,0,"v_5846",14,1.46237313913018e-05,1677.82195162664
"445685",0,0,0,0,2.82052439189494e-07,4.44136707054978e-07,0,0,0,0,0,"v_5894",14,1.46237313913018e-05,1677.82195162664
"2578230",0,0,0,0,2.82052439189494e-07,4.44136707054978e-07,0,0,0,0,0,"v_5920",14,1.46237313913018e-05,1677.82195162664
"2560540",0,0,0,0,2.82052439189494e-07,4.44136707054978e-07,0,0,0,0,0,"v_5986",14,1.46237313913018e-05,1677.82195162664
"108098",0,0,0,0,2.82052439189494e-07,4.44136707054978e-07,0,0,0,0,0,"v_6196",14,1.46237313913018e-05,1677.82195162664
"39686",0,0,0,0,2.82052439189494e-07,4.44136707054978e-07,0,0,0,0,0,"v_6210",14,1.46237313913018e-05,1677.82195162664
"2508228",0,0,0,0,2.82052439189494e-07,4.44136707054978e-07,0,0,0,0,0,"v_6233",14,1.46237313913018e-05,1677.82195162664
"346883",0,0,0,0,2.82052439189494e-07,4.44136707054978e-07,0,0,0,0,0,"v_6314",14,1.46237313913018e-05,1677.82195162664
"197700",2.2807357653579e-07,0,1.04852650570154e-06,3.7954053834536e-07,5.64104878378988e-07,4.44136707054978e-07,0,0,1.72249117007964e-06,0,7.95220407264179e-07,"v_2509",3,1.46203105353958e-05,7200.90897367536
"2675788",0,0,0,2.53027025563573e-07,2.82052439189494e-07,0,4.39110712984065e-07,0,4.3062279251991e-07,0,0,"v_1928",12,1.46190281270101e-05,1747.6942093699
"1923493",6.84220729607371e-07,0,0,0,2.82052439189494e-07,0,0,0,0,0,0,"v_6254",7,1.46153958579968e-05,3621.7154994193
"2759389",9.12294306143162e-07,0,3.49508835233846e-07,0,2.82052439189494e-07,0,0,0,0,3.36280608681353e-07,0,"v_5644",8,1.4605149775811e-05,1437.78753944344
"1987509",0,4.46468434681668e-07,0,3.7954053834536e-07,0,0,0,0,0,0,0,"v_7174",4,1.46040833016912e-05,5234.51771384481
"2734141",2.2807357653579e-07,0,0,0,2.82052439189494e-07,4.44136707054978e-07,0,0,0,0,0,"v_5980",23,1.46015243991473e-05,8418.38228475584
"1921704",2.2807357653579e-07,0,0,0,2.82052439189494e-07,4.44136707054978e-07,0,0,0,0,0,"v_5991",23,1.46015243991473e-05,8418.38228475584
"2099338",2.2807357653579e-07,0,0,0,2.82052439189494e-07,4.44136707054978e-07,0,0,0,0,0,"v_6092",23,1.46015243991473e-05,8418.38228475584
"97195",6.84220729607371e-07,0,3.49508835233846e-07,1.26513512781787e-07,0,0,0,0,0,0,0,"v_6426",12,1.4594066052743e-05,6134.87529524075
"234826",0,4.46468434681668e-07,3.49508835233846e-07,0,0,0,0,0,0,0,0,"v_6896",5,1.45927882440498e-05,1018.64382991737
"2170234",0,4.46468434681668e-07,3.49508835233846e-07,0,0,0,0,0,0,0,0,"v_7643",5,1.45927882440498e-05,1018.64382991737
"498741",0,4.46468434681668e-07,3.49508835233846e-07,0,0,0,0,0,0,0,0,"v_7899",5,1.45927882440498e-05,1018.64382991737
"1921698",0,4.46468434681668e-07,3.49508835233846e-07,0,0,0,0,0,0,0,0,"v_7910",5,1.45927882440498e-05,1018.64382991737
"2734113",0,4.46468434681668e-07,3.49508835233846e-07,0,0,0,0,0,0,0,0,"v_7919",5,1.45927882440498e-05,1018.64382991737
"674984",0,4.46468434681668e-07,3.49508835233846e-07,0,0,0,0,0,0,0,0,"v_7929",5,1.45927882440498e-05,1018.64382991737
"2169624",0,4.46468434681668e-07,0,0,0,0,4.39110712984065e-07,0,0,3.36280608681353e-07,0,"v_7147",13,1.45923623575421e-05,5735.59107687316
"2733115",0,0,6.99017670467692e-07,0,0,0,0,0,0,0,7.95220407264179e-07,"v_6413",10,1.45910848471584e-05,25190.479939738
"754044",0,0,0,0,0,0,4.39110712984065e-07,0,4.3062279251991e-07,0,0,"v_6391",9,1.45872536577539e-05,584.529007022116
"1592572",0,0,0,0,0,0,4.39110712984065e-07,0,4.3062279251991e-07,0,0,"v_7284",9,1.45872536577539e-05,584.529007022116
"1586712",0,0,0,0,0,0,4.39110712984065e-07,0,4.3062279251991e-07,0,0,"v_7303",9,1.45872536577539e-05,584.529007022116
"1300256",0,0,3.49508835233846e-07,0,0,0,8.78221425968129e-07,0,0,6.72561217362706e-07,0,"v_8108",10,1.45861897955016e-05,5161.35491479118
"756275",0,0,0,0,0,4.44136707054978e-07,0,0,4.3062279251991e-07,6.72561217362706e-07,0,"v_7241",4,1.45778969925799e-05,16.9039325807763
"2560112",0,0,0,1.26513512781787e-07,1.97436707432646e-06,0,4.39110712984065e-07,0,0,0,0,"v_6083",1,1.45776844805971e-05,0
"2656547",0,0,3.49508835233846e-07,0,0,0,0,1.34786572202246e-06,0,3.36280608681353e-07,0,"v_7624",7,1.45702504626055e-05,942.663347255378
"861045",0,0,3.49508835233846e-07,0,0,0,0,1.34786572202246e-06,0,3.36280608681353e-07,0,"v_7754",7,1.45702504626055e-05,942.663347255378
"332102",8.89486948489583e-06,5.80408965086168e-06,4.19410602280615e-06,0.000176359836817811,1.07179926892008e-05,4.88550377760476e-06,9.66043568564942e-06,7.18861718411981e-06,5.2535980687429e-05,1.00884182604406e-05,2.86279346615105e-05,"v_4998",2,1.45698258905806e-05,6730
"1905288",2.2807357653579e-07,4.46468434681668e-07,0,0,0,8.88273414109957e-07,0,0,0,3.36280608681353e-07,0,"v_6477",2,1.456812784989e-05,353.763126631959
"2675784",0,0,0,1.26513512781787e-07,1.41026219594747e-06,0,0,0,0,3.36280608681353e-07,0,"v_1915",2,1.45672789779597e-05,462.73363881795
"285570",0.00179972859244392,0.000721492990445575,0.00240147520689176,0.00116506293920747,0.000960670607879417,0.00160200110234731,0.00100512442202052,0.000475347311299922,0.00189560153267264,0.00189325982687602,0.00163258749611336,"v_3014",4,1.45651572308723e-05,311.750419767026
"1417599",0,0,0,1.26513512781787e-07,2.82052439189494e-07,4.44136707054978e-07,0,0,0,0,0,"v_6009",28,1.45634602781621e-05,12282.8858567106
"753084",0,0,3.49508835233846e-07,2.53027025563573e-07,0,0,4.39110712984065e-07,0,0,0,0,"v_7371",22,1.45549814423987e-05,16245.7190756216
"2649488",0.000665062549178365,0.000677739083846772,0.000792336529475129,0.00683324785236986,0.00163477593754231,0.000690188442763436,0.000706090026478376,0.00106391534324973,0.000925408381125286,0.000765710945967441,0.000192443338557931,"v_4878",4,1.45490521292538e-05,6737.21002855886
"37665",0,0,3.49508835233846e-07,2.53027025563573e-07,2.82052439189494e-07,4.44136707054978e-07,0,0,0,3.36280608681353e-07,0,"v_6178",7,1.4545242978284e-05,376.101813714017
"2734160",2.2807357653579e-07,0,0,2.53027025563573e-07,0,0,0,4.49288574007488e-07,0,0,0,"v_6707",29,1.45408014889781e-05,3433.16727797103
"184912",2.2807357653579e-07,4.46468434681668e-07,3.49508835233846e-07,5.06054051127147e-07,0,4.44136707054978e-07,4.39110712984065e-07,0,4.3062279251991e-07,6.72561217362706e-07,0,"v_6482",4,1.45388988238031e-05,1725.55782076809
"54571",0.00265272376868778,0.00274354853111885,0.00232178719245844,0.00101906634545729,0.00220000902567805,0.00229929573242362,0.00195009067636223,0.00210401839207707,0.00184263492919269,0.00235968103111705,0.00119362583130353,"v_3011",5,1.45374193173228e-05,3490.12484383515
"2753607",0.000877399048933186,0.000847397089025806,0.000956605682035036,0.00177397247622621,0.00285803736630714,0.000984206942833832,0.000689842930097966,0.00112277214644471,0.00142579206603342,0.000840365241094701,0.000408743289333788,"v_1036",2,1.45336162543964e-05,0
"2594003",0.000571324309222155,0.000785337976605054,0.000743055783707156,0.00402097897674353,0.000697515682115619,0.000770133050033333,0.000756148647758559,0.00103381300879123,0.000795790920576793,0.000867603970397891,0.000500193636169169,"v_502",1,1.45329826040198e-05,0
"509190",2.2807357653579e-07,0,0,0,5.64104878378988e-07,4.44136707054978e-07,0,0,4.3062279251991e-07,0,0,"v_707",10,1.45272822360393e-05,10470.2514482058
"741942",2.2807357653579e-07,0,0,1.26513512781787e-07,0,0,0,4.49288574007488e-07,0,0,0,"v_6568",25,1.45228517071612e-05,1099.80342879085
"437329",2.2807357653579e-07,0,0,1.26513512781787e-07,0,0,0,4.49288574007488e-07,0,0,0,"v_6576",25,1.45228517071612e-05,1099.80342879085
"1785960",2.2807357653579e-07,0,0,1.26513512781787e-07,0,0,0,4.49288574007488e-07,0,0,0,"v_6742",25,1.45228517071612e-05,1099.80342879085
"1883068",2.2807357653579e-07,0,0,1.26513512781787e-07,0,0,0,4.49288574007488e-07,0,0,0,"v_6781",25,1.45228517071612e-05,1099.80342879085
"1266923",0,4.46468434681668e-07,0,1.26513512781787e-07,0,4.44136707054978e-07,0,0,0,0,0,"v_6930",9,1.4521375464684e-05,3516.29202326224
"1446701",2.2807357653579e-07,4.46468434681668e-07,0,0,0,0,0,0,0,0,0,"v_6490",3,1.45211645974007e-05,60.5919950434281
"2560656",2.2807357653579e-07,4.46468434681668e-07,0,0,0,0,0,0,0,0,0,"v_6631",3,1.45211645974007e-05,60.5919950434281
"115987",2.2807357653579e-07,4.46468434681668e-07,0,0,0,0,0,0,0,0,0,"v_6678",3,1.45211645974007e-05,60.5919950434281
"2501972",2.2807357653579e-07,4.46468434681668e-07,0,0,0,0,0,0,0,0,0,"v_6780",3,1.45211645974007e-05,60.5919950434281
"2030954",2.2807357653579e-07,4.46468434681668e-07,0,0,0,0,0,0,0,0,0,"v_6790",3,1.45211645974007e-05,60.5919950434281
"1922551",2.2807357653579e-07,4.46468434681668e-07,0,0,0,0,0,0,0,0,0,"v_6833",3,1.45211645974007e-05,60.5919950434281
"333938",2.2807357653579e-07,4.46468434681668e-07,0,0,0,0,0,0,0,0,0,"v_6878",3,1.45211645974007e-05,60.5919950434281
"406548",0.00188639655152752,0.00274354853111885,0.00265172353291919,0.000518199348354198,0.00208521368292793,0.00268169743719796,0.00235714630729846,0.00259733724633729,0.00132287321862116,0.00304972884013119,0.00100197771315287,"v_4845",18,1.45207428812058e-05,819.921198403296
"1982228",2.2807357653579e-07,0,0,0,2.82052439189494e-07,0,0,0,4.3062279251991e-07,0,0,"v_5869",18,1.45173700332448e-05,37848.0841230383
"307461",2.2807357653579e-07,0,0,0,2.82052439189494e-07,0,0,0,4.3062279251991e-07,0,0,"v_6275",18,1.45173700332448e-05,37848.0841230383
"1649470",0.00162890148361862,0.00224171801053666,0.00214843081018245,0.000933290183791241,0.00252126675391489,0.00198706762736397,0.00211168341874037,0.0034738992542259,0.0020286639755613,0.00337692987237815,0.000748302403235593,"v_2824",8,1.45131561760736e-05,106.215275213421
"2560233",0,0,0,0,0,0,4.39110712984065e-07,0,0,6.72561217362706e-07,0,"v_7005",8,1.45026322277493e-05,6677.94709781812
"2732691",0,0,0,0,0,0,4.39110712984065e-07,0,0,6.72561217362706e-07,0,"v_7674",8,1.45026322277493e-05,6677.94709781812
"2051905",0,0,0,0,2.82052439189494e-07,0,4.39110712984065e-07,0,0,0,0,"v_1770",15,1.44931737151801e-05,3991.6894299471
"561229",0,0,0,0,2.82052439189494e-07,0,4.39110712984065e-07,0,0,0,0,"v_2095",15,1.44931737151801e-05,3991.6894299471
"2510941",0,0,0,0,2.82052439189494e-07,0,4.39110712984065e-07,0,0,0,0,"v_6082",15,1.44931737151801e-05,3991.6894299471
"2742662",6.84220729607371e-07,0,0,1.26513512781787e-07,0,0,0,0,0,0,0,"v_6480",3,1.44896037093385e-05,467.431402914191
"1307443",6.84220729607371e-07,0,0,1.26513512781787e-07,0,0,0,0,0,0,0,"v_6541",3,1.44896037093385e-05,467.431402914191
"379529",6.84220729607371e-07,0,0,1.26513512781787e-07,0,0,0,0,0,0,0,"v_6885",3,1.44896037093385e-05,467.431402914191
"693995",4.56147153071581e-07,0,0,0,0,0,0,0,0,3.36280608681353e-07,0,"v_6805",16,1.44883441271497e-05,28744.6491717972
"428411",1.14036788267895e-06,4.46468434681668e-07,3.49508835233846e-07,6.32567563908934e-07,5.64104878378988e-07,4.44136707054978e-07,8.78221425968129e-07,0,8.6124558503982e-07,0,7.95220407264179e-07,"v_1942",3,1.44860354618148e-05,6730
"749413",0,0,0,1.26513512781787e-07,0,4.44136707054978e-07,0,0,4.3062279251991e-07,0,0,"v_7266",18,1.44851961295556e-05,19207.5858757669
"624315",0.00222006819399938,0.0030029466916689,0.00247976518598414,0.000536796834733121,0.00162405794485311,0.00229352195523191,0.00174766063767658,0.00231383615613856,0.00280938309839989,0.00114268150829924,0.00068309432983993,"v_3591",11,1.44786946008948e-05,853.590124046533
"2201441",0,4.46468434681668e-07,0,1.26513512781787e-07,0,0,4.39110712984065e-07,0,4.3062279251991e-07,1.00884182604406e-06,0,"v_6947",7,1.44755507947077e-05,5281.41600159764
"2593673",0.00220182230787652,0.00146754174479864,0.00140677306181623,0.000318181484646194,0.000900311385892865,0.00110412385373868,0.000876904093829177,0.000895432127996923,0.00901422691581927,0.00104650525421637,0.000423057256664543,"v_3616",8,1.44707329426235e-05,6732.9696591604
"1840239",2.2807357653579e-07,0,0,0,2.82052439189494e-07,4.44136707054978e-07,0,0,4.3062279251991e-07,0,0,"v_861",11,1.44673832843854e-05,7491.31554492124
"2732972",2.2807357653579e-07,0,0,0,2.82052439189494e-07,0,0,0,0,3.36280608681353e-07,0,"v_5921",20,1.44673832843854e-05,21109.8120077024
"322019",2.2807357653579e-07,0,0,0,2.82052439189494e-07,0,0,0,0,3.36280608681353e-07,0,"v_6173",20,1.44673832843854e-05,21109.8120077024
"2734150",0,4.46468434681668e-07,0,0,2.82052439189494e-07,0,0,0,0,0,0,"v_5972",10,1.44613159797542e-05,1738.64447385291
"2507288",0,4.46468434681668e-07,0,0,2.82052439189494e-07,0,0,0,0,0,0,"v_6235",10,1.44613159797542e-05,1738.64447385291
"343865",0,4.46468434681668e-07,0,0,2.82052439189494e-07,0,0,0,0,0,0,"v_6252",10,1.44613159797542e-05,1738.64447385291
"699370",2.2807357653579e-07,0,3.49508835233846e-07,0,0,4.44136707054978e-07,0,0,0,0,0,"v_6640",13,1.4460688617992e-05,1355.65213934311
"190062",2.2807357653579e-07,0,3.49508835233846e-07,0,0,4.44136707054978e-07,0,0,0,0,0,"v_6773",13,1.4460688617992e-05,1355.65213934311
"2734111",0,0,0,2.53027025563573e-07,8.46157317568482e-07,0,0,0,0,0,0,"v_5947",3,1.44542090656799e-05,598.116040435589
"1532",0,0,0,7.5908107669072e-07,0,0,0,0,4.3062279251991e-07,0,0,"v_7236",4,1.44512847192115e-05,17432.423452383
"2733302",6.84220729607371e-07,0,3.49508835233846e-07,2.53027025563573e-07,2.82052439189494e-07,0,0,0,4.3062279251991e-07,0,0,"v_6158",3,1.4449614195301e-05,0.0769230769230769
"2734227",2.2807357653579e-07,0,0,0,2.82052439189494e-07,4.44136707054978e-07,0,0,0,3.36280608681353e-07,0,"v_5760",16,1.44464830037127e-05,2373.30163036804
"338215",2.2807357653579e-07,0,0,5.06054051127147e-07,0,0,0,0,0,3.36280608681353e-07,0,"v_6538",14,1.4438973677751e-05,41129.1022816779
"1416915",6.84220729607371e-07,0,0,1.26513512781787e-07,0,0,0,0,0,3.36280608681353e-07,0,"v_6515",10,1.44337634594844e-05,8235.61536366972
"224911",0,4.46468434681668e-07,0,1.26513512781787e-07,0,0,0,0,4.3062279251991e-07,0,0,"v_6891",12,1.44308473793581e-05,1276.23992184107
"1299306",0,4.46468434681668e-07,0,1.26513512781787e-07,0,0,0,0,4.3062279251991e-07,0,0,"v_7037",12,1.44308473793581e-05,1276.23992184107
"2725614",0,4.46468434681668e-07,0,1.26513512781787e-07,0,0,0,0,4.3062279251991e-07,0,0,"v_7106",12,1.44308473793581e-05,1276.23992184107
"1392854",0,4.46468434681668e-07,0,1.26513512781787e-07,0,0,0,0,4.3062279251991e-07,0,0,"v_7223",12,1.44308473793581e-05,1276.23992184107
"1437360",0.00195345018302905,0.00166443432449326,0.00166296303804264,0.00193527720502299,0.00325093641409811,0.00189291064546832,0.00165852116294081,0.00259778653491129,0.00141158151388026,0.00190637477061459,0.000838162309256445,"v_23",1,1.44243945360393e-05,0
"1282967",2.2807357653579e-07,0,0,3.7954053834536e-07,2.82052439189494e-07,0,0,0,0,0,0,"v_6202",18,1.44241864758828e-05,110295.491664214
"176",2.2807357653579e-07,0,0,6.32567563908934e-07,0,0,0,0,0,3.36280608681353e-07,0,"v_6536",10,1.44148299770804e-05,7809.61404686686
"127906",0,0,0,1.26513512781787e-07,0,0,0,4.49288574007488e-07,0,0,0,"v_6917",15,1.44139988757081e-05,627.0008607731
"2560158",0,0,0,1.26513512781787e-07,0,0,0,4.49288574007488e-07,0,0,0,"v_6955",15,1.44139988757081e-05,627.0008607731
"119857",0,0,0,1.26513512781787e-07,0,0,0,4.49288574007488e-07,0,0,0,"v_7347",15,1.44139988757081e-05,627.0008607731
"2115",0,0,0,1.26513512781787e-07,0,0,0,4.49288574007488e-07,0,0,0,"v_7353",15,1.44139988757081e-05,627.0008607731
"519049",0,0,0,1.26513512781787e-07,0,0,0,4.49288574007488e-07,0,0,0,"v_7357",15,1.44139988757081e-05,627.0008607731
"233894",0,0,0,1.26513512781787e-07,0,0,0,4.49288574007488e-07,0,0,0,"v_7444",15,1.44139988757081e-05,627.0008607731
"2732038",0,0,0,1.26513512781787e-07,0,0,0,4.49288574007488e-07,0,0,0,"v_7478",15,1.44139988757081e-05,627.0008607731
"2169658",0,0,3.49508835233846e-07,0,0,0,0,8.98577148014976e-07,0,0,0,"v_7759",7,1.44090142793332e-05,1793.08179421655
"382359",0,0,3.49508835233846e-07,0,0,0,0,8.98577148014976e-07,0,0,0,"v_7765",7,1.44090142793332e-05,1793.08179421655
"1572712",0,0,0,6.32567563908934e-07,0,0,0,0,4.3062279251991e-07,0,0,"v_7107",3,1.44023735111546e-05,11708.0490550407
"1263829",2.2807357653579e-07,0,0,3.7954053834536e-07,0,0,0,0,0,3.36280608681353e-07,0,"v_6526",11,1.44007142754281e-05,36430.5727021253
"2642494",0.00227184089587301,0.00171756406822038,0.0017968249219372,0.0011996011281969,0.00244285617582021,0.00193821258958793,0.00260612208156042,0.00216826665816014,0.00185985984089349,0.002297469118511,0.0015785125084194,"v_3395",2,1.43884892086331e-05,5534.46007022523
"39420",0,0,0,6.32567563908934e-07,0,0,4.39110712984065e-07,4.49288574007488e-07,4.3062279251991e-07,0,0,"v_7193",1,1.43769049399045e-05,0
"2732966",0,0,3.49508835233846e-07,0,0,4.44136707054978e-07,0,1.79715429602995e-06,0,3.36280608681353e-07,0,"v_7006",5,1.4369054803575e-05,410.573393605965
"2169534",0,0,0,2.53027025563573e-07,0,0,0,4.49288574007488e-07,0,0,0,"v_7472",12,1.43618319952893e-05,119.57726022665
"663276",0.0016957270415436,0.00141485846950621,0.00124669801527913,0.0014628757482958,0.00171685319734645,0.00135950246029529,0.0012536610855695,0.00118657112395378,0.00156574447360239,0.00093452381152548,0.00194272345494639,"v_163",2,1.43529681938225e-05,0
"2560490",6.84220729607371e-07,0,0,1.26513512781787e-07,2.82052439189494e-07,0,0,0,4.3062279251991e-07,3.36280608681353e-07,0,"v_5782",6,1.43500846654995e-05,18728.387021012
